Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtscRxCode,DtcsPolarity,Mode,TStep,Comment,Distance,Downlink,Uplink,Uplink Tone,County,Call,Use,On-air,Coverage,Sponsor,Features,Coordination,Last update,,Links,Nets,Op Status,Downlink Tone,Notes,Feed,Web links,Affiliate,AllStar,EchoLink,IRLP,Commands,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,YSF Digital Enabled,DG-ID,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,WIRES-X,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA
267,ACARESRACESUAR 147.015,147.015,+,0.6,Tone,146.2,88.5,23,23,NN,DIG,5,,107.2,147.0150,147.6150,146.2,Albany,N7UW,OPEN,,Albany County,"Albany County ARES/RACES, University Amateur Radio",,,2017-02-24,,,,On-Air,,,,http://www.uwyo.edu/uarc/,,,82070,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
268,SCARC 146.670,146.67,-,0.6,Tone,107.2,88.5,23,23,NN,FM,5,,110,146.6700,146.0700,107.2,Pitkin,K0CL,OPEN,,Wide area.,Ski Country ARC,Linked.,CCARC,"2012-11-10   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,CCRI 449.625,449.625,-,5,TSQL,123,123,23,23,NN,FM,5,,110.1,449.6250,"444.6250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",123.0,Routt,KB0VJJ,OPEN,,Local Steamboat Area,"Colorado Connection Repeaters, Inc.",Statewide Linked System,,"2013-06-14   
     Please help us confirm this repeater!",,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",On-Air,123.0,,,http://colcon.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,CC 147.165,147.165,+,0.6,TSQL,88.5,123,23,23,NN,FM,5,,110.1,147.1650,147.7650,88.5,Routt,KB0VJJ,OPEN,,,Colorado Connection,,,2017-01-06,,Full-time to the  Colorado Connection System .,,On-Air,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,SSARC 147.210,147.21,+,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,,110.1,147.2100,147.8100,107.2,Routt,KD0H,OPEN,,,SSARC,"Linked, WX.",CCARC,"2014-09-27   
     Please help us confirm this repeater!",,,,On-Air,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,CLARA 145.325,145.325,-,0.6,Tone,100,88.5,23,23,NN,FM,5,,111.9,145.3250,144.7250,100.0,Chaffee,KD0MRC,OPEN,,wide area,Chaffee Lake Amateur Repeater Association,,,2018-01-14,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,NECARA 145.295,145.295,-,0.6,,88.5,88.5,23,23,NN,FM,5,,112.3,145.2950,144.6950,,Logan,WA0JTB,OPEN,,Wide area,NECARA,"Autopatch, e-power.",CCARC,2015-07-09,,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,KB0YNA 447.650,447.65,-,5,TSQL,151.4,151.4,23,23,NN,FM,5,,113.9,447.6500,"442.6500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",151.4,Gunnison,KB0YNA,OPEN,,Gunnison valley and along East and west on Highway 50.,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",CCARC,2016-10-28,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,On-Air,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,K5GF 449.950,449.95,-,5,,88.5,88.5,23,23,NN,FM,5,,132.5,449.9500,"444.9500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Gunnison,K5GF,OPEN,Unknown,,K5GF,,CCARC,"2012-11-10   
     Please help us confirm this repeater!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,W0VTL 147.120,147.12,+,0.6,,88.5,88.5,23,23,NN,FM,5,,132.5,147.1200,147.7200,,Gunnison,W0VTL,OPEN,,,W0VTL,E-power.,CCARC,"2014-09-01   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
