Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Last update,Downlink Tone,Coverage,AllStar,Sponsor,Notes,Coordination,Grid,Affiliate,Links,Web links,Features,EchoLink,IRLP,Nets,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,On-air,Location Photo,Feed,Denver Regional,Mixed-Mode,Commands,YSF Digital Enabled,DG-ID,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local/Cluster,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,175.1,S,yes,443.65,448.65,,Bernalillo,On-Air,yes,,Albuquerque Metro,,NM5SH,,NMFCC,DM65pd,,,NM5SH QSL.net,Brandmeister,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,175.8,S,yes,224.58,222.98,100,Bernalillo,On-Air,yes,,,,KH6JTM,,NMFCC,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,176.3,S,yes,147.32,147.92,100,Bernalillo,On-Air,yes,,,,K5LXP,,NMFCC,,,,K5LXP Repeters,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,176.4,NNE,yes,146.76,146.16,100,Boulder,On-Air,yes,,Wide area.,,Rocky Mtn VHF Soc,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",CCARC,,Boulder County ARES,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,
147.36,0.6,100,KB5XE,Albuquerque,NM,OPEN,,177.7,S,yes,147.36,147.96,100,Bernalillo,Off-Air,yes,,,,KB5XE,,NMFCC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,146.2,KD5MHQ,Albuquerque,NM,OPEN,,177.9,S,yes,146.74,146.14,146.2,Bernalillo,On-Air,yes,,,,KD5MHQ,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,178.8,NNE,yes,147.03,147.63,100,Boulder,On-Air,yes,,,,KI0HG,,CCARC,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,178.9,S,yes,147.465,147.465,88.5,Bernalillo,On-Air,yes,,,28239,,,,,,,http://www.w5mhg.com,,465010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.525,5,100,K5PRN,"Albuquerque, UNM Campus",NM,OPEN,,179.6,S,yes,442.525,447.525,100,Bernalillo,On-Air,yes,,,,KE5LOH,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,CC1,N5GU,"Albuquerque, Southeast",NM,OPEN,,179.8,S,yes,444.6,449.6,,Bernalillo,On-Air,yes,,Albuquerque area,,Drew J. Riedle,,NMFCC,,,,http://brandmeister.network/?page=repeater&amp;id=313509,TS 1 Talk Groups *91 World wide *93 North America *3100 USA Nation wide TS 2 Talk Groups *310 TAC 310 *3135 New Mexico State wide *3176 Southwest Region USA,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,179.8,S,yes,147.38,147.98,,Bernalillo,On-Air,yes,,,,ED&amp;DREW,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,WA5IHL,"Albuquerque, Sandia Mnts",NM,OPEN,,180,S,yes,145.29,144.69,100,Bernalillo,On-Air,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,-5,123,KE5XE,Albuquerque,NM,OPEN,,180,S,yes,443.5,438.5,123,Bernalillo,,yes,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,67,K5FIQ,"Albuquerque, Northern Sandia Mountain Top",NM,OPEN,,180,S,yes,442.45,447.45,67,Bernalillo,On-Air,yes,67,,,Upper Rio Grande FM Society,,,,,,http://www.urfmsi.org,"FM, Autopatch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.01,0,,W5SCA,"Albuquerque, Sandia Crest",NM,OPEN,,180,S,yes,145.01,145.01,,Bernalillo,,yes,,wide-area,,Sandoval County Amateur Radio Emergency Service,,,,,,,Packet node W5SCA-11,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,180.7,S,yes,927.7,902.7,210.7,Bernalillo,Off-Air,yes,,Wide area.,,,,,,,,,"Closed autopatch, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.65,-25,151.4,KC5ZXW,Albuquerque,NM,OPEN,,180.7,S,yes,927.65,902.65,151.4,Bernalillo,Off-Air,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,180.8,NE,yes,449.25,444.25,123,Elbert,On-Air,yes,123,"I-70 Limon, Co area.",,K0UPS Club c/o N1UPS,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",CCARC,,,,,Full duplex node.,3349,3349,,,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,KC5ZXW,"Albuquerque, Southeast",NM,OPEN,,181,S,yes,444.1,449.1,100,Bernalillo,On-Air,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,141.3,NM5EM,"Grants, Mt Taylor",NM,OPEN,,181.3,SSW,yes,146.98,146.38,141.3,Cibola,On-Air,yes,141.3,,,New Mexico Emergency Management Association Amateur Radio Club,Located inside the state of NM radio building.,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,181.3,SSW,yes,444.95,449.95,,Bernalillo,On-Air,yes,,Wide area.,,Cibola County Amateur Radio Club,,NMFCC,,,"Full-time to  
        147.18000 (KE5FYL) at Grants, NM .",,,,,,,,,,,,,,,,,,,,,yes,23,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,100,K5BIQ,"Tijeras, Cedro Peak",NM,OPEN,,181.4,S,yes,145.15,144.55,100,Bernalillo,On-Air,yes,100,,,BERNCO OEM,,NMFCC,,,"Full-time to  
        145.13000 (K5BIQ) at Albuquerque, BCFD Fire Station 35, NM .",http://bc-ares.org/wordpress/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,67,NM5ML,"Tijeras, Cedro Peak",NM,OPEN,,181.4,S,yes,147.34,147.94,67,Bernalillo,On-Air,yes,,Wide area,,,,NMFCC,,,Full-time to the  Mega-Link System .,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,181.5,SW,yes,147.22,147.82,67,McKinley,On-Air,yes,,Wide area.,,New Mexico Mega Link Assoc,,NMFCC,,,Full-time to the  Mega-Link System .,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,181.5,SW,yes,448.2,443.2,100,McKinley,On-Air,yes,,,,,,NMFCC,,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,100,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,181.5,S,yes,442.05,447.05,100,Bernalillo,On-Air,yes,100,,28828,BERNCO OEM,,NMFCC,,,,http://bc-ares.org/wordpress/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,181.6,S,yes,146.9,146.3,67,Bernalillo,On-Air,yes,,Wide area.,,Upper Rio FM Society,,NMFCC,,,"Full-time to  
        147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,181.6,S,yes,449.45,444.45,,Bernalillo,On-Air,yes,,,,The Upper Rio FM Society,,NMFCC,,,,http://www.urfmsi.org,,,,,yes,W5URR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,181.6,S,yes,449.8,444.8,67,Bernalillo,On-Air,yes,,,,Upper Rio FM Soc,,NMFCC,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,181.6,S,yes,449.55,444.55,71.9,Bernalillo,On-Air,yes,,,,Upper Rio FM Soc,,NMFCC,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,182.4,E,yes,447,442,103.5,Lincoln,On-Air,yes,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,Delbert Noakes (KC0VJD),,,DM89gb,,,,APRS repeater &amp; I-Gate / Weather station,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,30534,,,,,,,,,
146.94,-0.6,100,WB5EKP,"Grants,  Mt Taylor",NM,OPEN,,182.4,SSW,yes,146.94,146.34,100,Cibola,On-Air,yes,,Wide area.,,Upper Rio FM Society,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,WA5IHL,Albuquerque,NM,OPEN,,182.4,S,yes,442.25,447.25,,Bernalillo,On-Air,yes,,Albuquerque,,,,NMFCC,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,AZ-TrboNet,1,1,1,2,2,2,2,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,182.8,NNE,yes,447.3,442.3,107.2,Weld,On-Air,yes,,,,,,CCARC,,,,,,405804,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,183.4,NNE,yes,447.625,442.625,100,Adams,On-Air,yes,,Local/North Metro,,Intermountain Repeater Group,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,184.4,WNW,yes,146.9,146.3,88.5,Grand,On-Air,yes,,Moab and immediate surroundings.,,Sinbad Desert ARC,,UVHFS,,,,http://sdarc.us/repeaters/moab.html,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,184.6,NNE,yes,448.525,443.525,151.4,Boulder,On-Air,yes,,,,N0EPA,,CCARC,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,184.6,NNE,yes,147.27,147.87,100,Boulder,On-Air,yes,100,Wide area: Northern Colorado.,,Longmont ARC (LARC),,CCARC,,,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",http://w0eno.org/?q=node/11,"Closed autopatch, e-power, EchoLink.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,184.6,NNE,yes,448.8,443.8,88.5,Boulder,On-Air,yes,88.5,,,Longmont ARC,,CCARC,,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,30,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,185.5,SSW,yes,146.64,146.04,67,Bernalillo,On-Air,yes,67,Wide Area,,URFMSI,,NMFCC,,,,http://www.urfmsi.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,185.7,NNE,yes,224.96,223.36,CSQ,Weld,On-Air,yes,,,,AC0KC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,186.1,NNE,yes,449.925,444.925,114.8,Weld,On-Air,yes,114.8,,,KD0RG,,CCARC,DN70,K0UPS Club,,,,448035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,E,186.1,S,yes,146.72,146.12,100,Bernalillo,On-Air,yes,127.3,Wide area. HT Accessible from Albuquerque,,K5CQH,,NMFCC,,,,,7,880130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,,186.1,S,yes,224,222.4,100,Bernalillo,Off-Air,yes,,Wide area.,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,67,K5FIQ,"Clines Corners, Tapia Mesa",NM,OPEN,,186.2,SSE,yes,147.06,147.66,67,San Miguel,On-Air,yes,,,,Upper Rio FM Society,,NMFCC,,,"Full-time to  
        146.90000 (K5FIQ) at Albuquerque, Op Ctr, NM .",,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,67,KF5ERC,Albuquerque,NM,OPEN,E,186.4,S,yes,146.92,146.32,67,Bernalillo,Off-Air,yes,,,,Mel Watkins,,,,,,,,714941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,189.8,NE,yes,446.7375,441.7375,,Lincoln,On-Air,yes,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,K0RTS KC0VJD,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",CCARC,,RMHam,,,,,,,,,,yes,8,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,190,NE,yes,147.06,147.66,103.5,Lincoln,On-Air,yes,,"I-70, US-71, US-287, US-40, US-24",42740,BSARC,,CCARC,,,,http://www.bigsandyradio.com/,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",791116,3794,Big Sandy Net: Wed 19:00,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,191.5,NNE,yes,146.685,146.085,123,Larimer,On-Air,yes,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,Estes Valley ARC,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",CCARC,,,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",,E-power.,625757,7268,ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,191.7,NNE,yes,449.8,444.8,123,Larimer,On-Air,yes,,,,Estes Valley ARC,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",CCARC,,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",,E-Power,625757,7268,ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,192.2,NW,yes,447,442,107.2,Garfield,On-Air,yes,,Wide area.,,,,CCARC,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.15,5,100,AB1Q,"Albuquerque, Isleta Pueblo",NM,OPEN,,192.3,S,yes,442.15,447.15,100,Bernalillo,Off-Air,yes,,,,AB1Q,,NMFCC,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,100,AB1Q,Isleta Pueblo,NM,OPEN,,192.3,S,yes,147.04,147.64,100,Bernalillo,Off-Air,yes,,,,AB1Q,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,192.7,ESE,yes,146.64,146.04,100,Las Animas,Off-Air,yes,100,Wide area: West BACA and East Las Animas counties.,,,,CCARC,,,,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,100,KC5WDV,"Gallup, Gibson Peak",NM,OPEN,,193,SW,yes,147.26,147.86,100,McKinley,On-Air,yes,,,,KC5WDV,,NMFCC,,,,,VHF/UHF Remote Bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,67,K5EMO,"Grants, 515 West High Street",NM,OPEN,,193.7,SSW,yes,444.975,449.975,67,Cibola,On-Air,yes,67,Local,,Cibola County Emergency Manager,,,,,,,Linked to 147.980 NM5EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,193.7,SSW,yes,147.18,147.78,100,Cibola,On-Air,yes,100,,,Cibola County Amateur Radio Club,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise. linked to 444.950 La Mosca peak,NMFCC,,,"Full-time to  
        444.95000 (KE5FYL) at Grants, La Mosca Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,67,NM5ML,"Grants, La Mosca",NM,OPEN,,193.7,SSW,yes,444.8,449.8,67,Cibola,On-Air,yes,,Wide area,,Mega Link Repeater System,10,NMFCC,,,Full-time to the  Mega-Link System .,,Full time to the New Mexico MegaLink system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,CC1,KE5FYL,"Grants, Rogers Rock",NM,OPEN,,193.7,SSW,yes,444.65,449.65,,Bernalillo,On-Air,yes,,Local,,Cibola County Amateur Radio Club,,NMFCC,,,,,,,,,yes,KE5FYL (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,NM5ML,"Grants, Microwave Ridge",NM,OPEN,,193.7,SSW,yes,146.66,146.06,100,Cibola,On-Air,yes,,Wide area.,,Mega-Link Rptr System,,NMFCC,,,Full-time to the  Mega-Link System .,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,195.6,N,yes,147.21,147.81,107.2,Routt,On-Air,yes,107.2,,,SSARC,,CCARC,,,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,195.6,N,yes,147.165,147.765,88.5,Routt,On-Air,yes,123,,,Colorado Connection,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,195.6,N,yes,449.625,444.625,123,Routt,On-Air,yes,123,Local Steamboat Area,,"Colorado Connection Repeaters, Inc.",,,,,,http://colcon.org,Statewide Linked System,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,71.9,KB5VPZ,"McIntosh, McIntosh Post office west",NM,OPEN,E,196.4,S,yes,447.275,442.275,71.9,Torrance,On-Air,yes,71.9,All Torrance County. South Hwy 14 from Raven Rd. to Hwy 55. Hwy 55 to Hwy 60. Hwy 60 to Encino Hwy 42 to Corona,,KB5VPZ,Usually Linked to 146.720 and Sandia Crest wait for courtesy beeps,,,,,,E-power (Solar and Wind). Linkable to other sites.,943044,,,,,,,,,,,,,,,,,# then node number to connect #then 73 disconnect,,,,,,,,,,,,,,,,,,,,,,,,,
223.82,-1.6,,WA5VJY,Albuquerque,NM,OPEN,,198.7,S,yes,223.82,222.22,,Bernalillo,Off-Air,yes,,,,NM 220 S,,NMFCC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,199.1,NNE,yes,147.195,147.795,100,Larimer,On-Air,yes,,,,Loveland Repeater Assoc,,CCARC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,199.1,SW,yes,449.75,444.75,100,McKinley,On-Air,yes,,,,KC5WDV,,NMFCC,,,,,,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.225,5.1,,N5CUL,Los Lunas,NM,OPEN,,199.6,S,yes,442.225,447.275,,Valencia,Off-Air,yes,,Los Lunas.,,N5CUL,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,199.6,W,yes,449.9,444.9,123,San Juan,On-Air,yes,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,Part time link to  two repeaters,UVHFS,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,100,WA5TSV,Los Lunas,NM,OPEN,,199.6,S,yes,444.125,449.125,100,Valencia,On-Air,yes,,,,Los Lunas ARA,,NMFCC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,200,NNE,yes,224.32,222.72,100,Larimer,Off-Air,yes,100,,,KN6VV,,CCARC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,200,NNE,yes,449.575,444.575,100,Larimer,On-Air,yes,,,,Loveland Rptr Assoc,,CCARC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,203.6,SW,yes,145.29,144.69,123,McKinley,Off-Air,yes,,,,NARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,204.6,NNE,yes,448.025,443.025,100,Larimer,On-Air,yes,100,,,Northern Colorado ARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,205.5,ESE,yes,146.61,146.01,123,Prowers,On-Air,yes,123,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,Lamar Amateur Radio Club,,CCARC,,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,205.5,ESE,yes,449.5,444.5,123,Prowers,On-Air,yes,,45,,Lamar ARC,,CCARC,,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,205.7,ESE,yes,147.09,147.69,118.8,Baca,,yes,118.8,,,BCDEARC,,CCARC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
