Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update,Downlink Tone,Grid,Affiliate,Links,AllStar,Features,Web links,Coverage,On-air,IRLP,Nets,DMR Enabled,Color Code,Wide Network,EchoLink,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Commands,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,185.4,ESE,yes,147.36,147.96,,Otero,On-Air,,Digital Wires-X,,yes,123,,KC0ITF,,,E-power,,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,11360,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,185.8,SE,yes,146.85,146.25,100,Union,Off-Air,Sierra Grande RC,,NMFCC,yes,,,,,,E-power.,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,185.8,SE,yes,147.175,147.775,141.3,Union,On-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,185.8,SE,yes,444.8,449.8,77,Union,Off-Air,Sierra Grande Repeater Club,,NMFCC,yes,,,,,,E-power.,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,186,S,yes,223.9,222.3,,Bernalillo,On-Air,,,,yes,,,,,,"E-power (solar), Autopatch, Remote base.",,,,,,,,,87120,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,186,S,yes,443.65,448.65,,Bernalillo,On-Air,NM5SH,,NMFCC,yes,,DM65pd,,,,Brandmeister,NM5SH QSL.net,Albuquerque Metro,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,100,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,186.3,S,yes,145.13,144.53,100,Bernalillo,On-Air,BERNCO OEM,,NMFCC,yes,100,,,"Full-time to  
        145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",,,http://bc-ares.org/wordpress/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,186.6,S,yes,443.85,448.85,103.5,Bernalillo,On-Air,KC0QIZ,,NMFCC,yes,,,,,,,,,,3818,,,,,881226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,187.2,N,yes,146.97,146.37,88.5,Moffat,On-Air,Northwest Colorado Amateur Radio Association,,CCARC,yes,123,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,187.2,N,yes,145.265,144.665,107.2,Moffat,,NW Colorado ARC,,CCARC,yes,,,,,,E-power.,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,187.6,SSW,yes,146.64,146.04,67,Bernalillo,On-Air,URFMSI,,NMFCC,yes,67,,,,,,http://www.urfmsi.org,Wide Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,187.8,NNE,yes,147.27,147.87,100,Boulder,On-Air,Longmont ARC (LARC),,CCARC,yes,100,,,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,"Closed autopatch, e-power, EchoLink.",http://w0eno.org/?q=node/11,Wide area: Northern Colorado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,187.8,NNE,yes,448.525,443.525,151.4,Boulder,On-Air,N0EPA,,CCARC,yes,,,,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,187.8,NNE,yes,448.8,443.8,88.5,Boulder,On-Air,Longmont ARC,,CCARC,yes,88.5,,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,30,,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,188,E,yes,449.9,444.9,107.2,Lincoln,On-Air,,,CCARC,yes,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,100,W5AOX,Sandia park,NM,OPEN,E,188.3,S,yes,444.15,449.15,100,Bernalillo,On-Air,W5AOX,,NMFCC,yes,,,,"Full-time to  
        224.94000 (W5AOX) at Sandia Park, NM .",,,,,,,,,,,3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,,W5AOX,Sandia Park,NM,OPEN,E,188.3,S,yes,224.94,223.34,,Bernalillo,Off-Air,W5AOX,,NMFCC,yes,,,,"Full-time to  
        444.15000 (W5AOX) at Sandia park, NM .",,Remote base.,http://www.qsl.net/w5aox/,,,,,,,,3061,,,,,,,,,,,,,,,,,"CB58 (this selects mem 58, or 146.58.. Enter B and the desired memory number, then unkey) 
VFO Freq Entry CD14*275D (example is to enter 14.275 MHz) 
Step Freq UP 1 KHz 
C2 Step Freq DOWN 1 Khz C1 Select/Toggle through Modes  
C8 Read Back Current Mode  C0 (Zero) Read Current Freq in CW C4 Activate Remote Base 
Transmit 587 Remote Base Receive Only 
576 Toggle RX Preamp 
C5 Toggle RX 20dB Attenuator 
C3 Select 80/40M Dipole 
*1A Select Triband (10-15-20-6M) Beam 
*1B Select Ringo Ranger 2M vert ant 
*2A Select 2M + 432 horiz beams 
*2B Scan Start CA (MUST be in monitor-only mode (576) to scan, Starts from current freq) Scan Stop PTT",,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,188.8,S,yes,224.58,222.98,100,Bernalillo,On-Air,KH6JTM,,NMFCC,yes,,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,189.3,NE,yes,447.3,442.3,107.2,Weld,On-Air,,,CCARC,yes,,,,,,,,,,3887,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,189.3,SSW,yes,449.75,444.75,100,McKinley,On-Air,KC5WDV,,NMFCC,yes,,,,,,,,,,,,,,,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,189.3,S,yes,147.32,147.92,100,Bernalillo,On-Air,K5LXP,,NMFCC,yes,,,,,,20,K5LXP Repeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,190.2,NNE,yes,449.8,444.8,123,Larimer,On-Air,Estes Valley ARC,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",CCARC,yes,,,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",,E-Power,,,,7268,ARES D-10: Thu at 19:00.,,,,625757,,,,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,190.5,SW,yes,145.29,144.69,123,McKinley,Off-Air,NARC,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,146.2,KD5MHQ,Albuquerque,NM,OPEN,,190.5,S,yes,146.74,146.14,146.2,Bernalillo,On-Air,KD5MHQ,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,190.6,NE,yes,447.625,442.625,100,Adams,On-Air,Intermountain Repeater Group,,,yes,,,,,,,Intermountain Repeater Group,Local/North Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,190.7,NNE,yes,146.685,146.085,123,Larimer,On-Air,Estes Valley ARC,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",CCARC,yes,,,,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",,E-power.,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,7268,ARES D-10: Thu at 19:00.,,,,625757,,,,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5XE,Albuquerque,NM,OPEN,,190.8,S,yes,147.36,147.96,100,Bernalillo,Off-Air,KB5XE,,NMFCC,yes,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.525,5,100,K5PRN,"Albuquerque, UNM Campus",NM,OPEN,,191.5,S,yes,442.525,447.525,100,Bernalillo,On-Air,KE5LOH,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,191.5,S,yes,147.465,147.465,88.5,Bernalillo,On-Air,,,,yes,,,,,28239,,http://www.w5mhg.com,,,,,,,,465010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,-5,123,KE5XE,Albuquerque,NM,OPEN,,191.6,S,yes,443.5,438.5,123,Bernalillo,,,,,yes,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.01,0,,W5SCA,"Albuquerque, Sandia Crest",NM,OPEN,,191.6,S,yes,145.01,145.01,,Bernalillo,,Sandoval County Amateur Radio Emergency Service,,,yes,,,,,,Packet node W5SCA-11,,wide-area,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,67,K5FIQ,"Albuquerque, Northern Sandia Mountain Top",NM,OPEN,,191.6,S,yes,442.45,447.45,67,Bernalillo,On-Air,Upper Rio Grande FM Society,,,yes,67,,,,,"FM, Autopatch",http://www.urfmsi.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,WA5IHL,"Albuquerque, Sandia Mnts",NM,OPEN,,191.6,S,yes,145.29,144.69,100,Bernalillo,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,191.7,NE,yes,224.96,223.36,CSQ,Weld,On-Air,AC0KC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,100,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,192.6,S,yes,442.05,447.05,100,Bernalillo,On-Air,BERNCO OEM,,NMFCC,yes,100,,,,28828,,http://bc-ares.org/wordpress/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,CC1,N5GU,"Albuquerque, Southeast",NM,OPEN,,192.9,S,yes,444.6,449.6,,Bernalillo,On-Air,Drew J. Riedle,,NMFCC,yes,,,,,,TS 1 Talk Groups *91 World wide *93 North America *3100 USA Nation wide TS 2 Talk Groups *310 TAC 310 *3135 New Mexico State wide *3176 Southwest Region USA,http://brandmeister.network/?page=repeater&amp;id=313509,Albuquerque area,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,WA5IHL,Albuquerque,NM,OPEN,,192.9,S,yes,442.25,447.25,,Bernalillo,On-Air,,,NMFCC,yes,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,Albuquerque,,,,yes,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,AZ-TrboNet,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,192.9,S,yes,147.38,147.98,,Bernalillo,On-Air,ED&amp;DREW,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,193.5,S,yes,927.7,902.7,210.7,Bernalillo,Off-Air,,,,yes,,,,,,"Closed autopatch, linked.",,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,CC1,KE5FYL,"Grants, Rogers Rock",NM,OPEN,,193.6,SSW,yes,444.65,449.65,,Bernalillo,On-Air,Cibola County Amateur Radio Club,,NMFCC,yes,,,,,,,,Local,,,,yes,1,,,,,,yes,KE5FYL (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,67,K5EMO,"Grants, 515 West High Street",NM,OPEN,,193.6,SSW,yes,444.975,449.975,67,Cibola,On-Air,Cibola County Emergency Manager,,,yes,67,,,,,Linked to 147.980 NM5EM,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,193.6,SSW,yes,147.18,147.78,100,Cibola,On-Air,Cibola County Amateur Radio Club,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise. linked to 444.950 La Mosca peak,NMFCC,yes,100,,,"Full-time to  
        444.95000 (KE5FYL) at Grants, La Mosca Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.65,-25,151.4,KC5ZXW,Albuquerque,NM,OPEN,,193.6,S,yes,927.65,902.65,151.4,Bernalillo,Off-Air,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,NM5ML,"Grants, Microwave Ridge",NM,OPEN,,193.6,SSW,yes,146.66,146.06,100,Cibola,On-Air,Mega-Link Rptr System,,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,9,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,67,NM5ML,"Grants, La Mosca",NM,OPEN,,193.6,SSW,yes,444.8,449.8,67,Cibola,On-Air,Mega Link Repeater System,10,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,Full time to the New Mexico MegaLink system,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,193.8,S,yes,146.9,146.3,67,Bernalillo,On-Air,Upper Rio FM Society,,NMFCC,yes,,,,"Full-time to  
        147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",,5,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,193.8,S,yes,449.55,444.55,71.9,Bernalillo,On-Air,Upper Rio FM Soc,,NMFCC,yes,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,193.8,S,yes,449.8,444.8,67,Bernalillo,On-Air,Upper Rio FM Soc,,NMFCC,yes,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,193.8,NE,yes,449.925,444.925,114.8,Weld,On-Air,KD0RG,,CCARC,yes,114.8,DN70,K0UPS Club,,,,,,,,,,,,448035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,193.8,S,yes,449.45,444.45,,Bernalillo,On-Air,The Upper Rio FM Society,,NMFCC,yes,,,,,,,http://www.urfmsi.org,,,,,,,,,,,,yes,W5URR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,KC5ZXW,"Albuquerque, Southeast",NM,OPEN,,193.9,S,yes,444.1,449.1,100,Bernalillo,On-Air,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,194.4,SSE,yes,444.375,449.375,100,San Miguel,On-Air,JPARA,,NMFCC,yes,,,,,,"Closed autopatch, e-power.",,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,195.7,N,yes,145.16,144.56,88.5,Jackson,On-Air,Colorado Connection,Part of the Colorado Connection system of repeaters.,CCARC,yes,123,,,Full-time to the  Colorado Connection System .,,8,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,67,NM5ML,"Tijeras, Cedro Peak",NM,OPEN,,195.8,S,yes,147.34,147.94,67,Bernalillo,On-Air,,,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,7,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,100,K5BIQ,"Tijeras, Cedro Peak",NM,OPEN,,195.8,S,yes,145.15,144.55,100,Bernalillo,On-Air,BERNCO OEM,,NMFCC,yes,100,,,"Full-time to  
        145.13000 (K5BIQ) at Albuquerque, BCFD Fire Station 35, NM .",,,http://bc-ares.org/wordpress/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,198.8,E,yes,449.25,444.25,123,Elbert,On-Air,K0UPS Club c/o N1UPS,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",CCARC,yes,123,,,,,Full duplex node.,,"I-70 Limon, Co area.",,3349,,,,,3349,,,,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,E,200.5,S,yes,146.72,146.12,100,Bernalillo,On-Air,K5CQH,,NMFCC,yes,127.3,,,,,7,,Wide area. HT Accessible from Albuquerque,,,,,,,880130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,,200.5,S,yes,224,222.4,100,Bernalillo,Off-Air,,,NMFCC,yes,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,200.9,NNE,yes,147.195,147.795,100,Larimer,On-Air,Loveland Repeater Assoc,,CCARC,yes,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,67,KF5ERC,Albuquerque,NM,OPEN,E,201,S,yes,146.92,146.32,67,Bernalillo,Off-Air,Mel Watkins,,,yes,,,,,,,,,,,,,,,714941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,202.1,NNE,yes,449.575,444.575,100,Larimer,On-Air,Loveland Rptr Assoc,,CCARC,yes,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,202.1,NNE,yes,224.32,222.72,100,Larimer,Off-Air,KN6VV,,CCARC,yes,100,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,204.1,NW,yes,449.9,444.9,136.5,Uintah,,Borderline Amateur Radio Club,,,yes,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Unknown,7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,204.2,E,yes,447,442,103.5,Lincoln,On-Air,Delbert Noakes (KC0VJD),,,yes,,DM89gb,,,,APRS repeater &amp; I-Gate / Weather station,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,30534,,,,,,,,,
147.06,0.6,67,K5FIQ,"Clines Corners, Tapia Mesa",NM,OPEN,,206.5,SSE,yes,147.06,147.66,67,San Miguel,On-Air,Upper Rio FM Society,,NMFCC,yes,,,,"Full-time to  
        146.90000 (K5FIQ) at Albuquerque, Op Ctr, NM .",,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,207.2,NNE,yes,448.025,443.025,100,Larimer,On-Air,Northern Colorado ARC,,CCARC,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,207.4,NNE,yes,446.7375,441.7375,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,Repeater ID: 310803,CCARC,yes,,,,,,DMR-MARC World Wide Network,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,Wide area: North Front Range.,,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",yes,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,1,,1,,,,,,,,,,,2,,,,,,,,,,,2,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,207.4,NNE,yes,447.45,442.45,123,Larimer,On-Air,,,CCARC,yes,,,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,207.4,NNE,yes,1283.55,1263.55,100,Larimer,On-Air,K1TJ Repeater System,,CCARC,yes,,,,,,,http://www.k1tj.com/,Northern Colorado Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,207.7,NNE,yes,927.825,902.825,100,Larimer,On-Air,AB0SF,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,CCARC,yes,100,,,,,,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,207.7,NNE,yes,145.115,144.515,100,Larimer,On-Air,Northern Colorado ARC,,CCARC,yes,100,,,,,7,,Wide area.,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,207.7,NNE,yes,927.95,902.95,100,Larimer,On-Air,K1TJ Repeater System,,CCARC,yes,100,,,,,25,,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,207.7,NNE,yes,447.275,442.275,100,Larimer,On-Air,Northern Colorado ARC,,CCARC,yes,100,,,,,"Closed autopatch, e-power.",,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,207.7,NNE,yes,224.52,222.92,100,Larimer,Off-Air,Northern Colorado ARC,,CCARC,yes,100,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,207.8,NNE,yes,449.425,444.425,94.8,Larimer,On-Air,,,,yes,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
