Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Mixed-Mode,IRLP,AllStar,Coordination,Last update,Coverage,Sponsor,Features,Talkgroups,Colorado,Southern Colorado,Affiliate,Links,Web links,Notes,Nets,Feed,EchoLink,Grid,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,Location Photo,On-air,WIRES-X,Talkgroup Network,Denver Regional,Northern Colorado,Commands,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Europe,Southwest USA,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,194.4,N,yes,449.9375,444.9375,,,yes,7,,Laramie,On-Air,,,,WRCG,yes,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,Full-time to the  Rocky Mountain Ham System .,https://www.rmham.org/wordpress/,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,194.5,NW,yes,449.625,444.625,123,123,,,,Routt,On-Air,,,,,yes,Local Steamboat Area,"Colorado Connection Repeaters, Inc.",Statewide Linked System,,,,,,http://colcon.org,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,194.5,NW,yes,147.165,147.765,88.5,123,,,,Routt,On-Air,,,,,yes,,Colorado Connection,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,194.5,NW,yes,147.21,147.81,107.2,107.2,,,,Routt,On-Air,,,,CCARC,yes,,SSARC,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,194.5,WSW,yes,146.67,146.07,100,,,,,La Plata,On-Air,,,,CCARC,yes,Wide area.,Durango ARC,11,,,,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",DARC Repeaters,Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,195.4,SSW,yes,447.775,442.775,100,,,,,Santa Fe,On-Air,,7326,,,yes,Santa Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,195.4,SSW,yes,449.275,444.275,146.2,,,,,Santa Fe,On-Air,,3939,,,yes,,Fred Homuth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,WA0OQA,Scott City,KS,OPEN,A,197.3,ESE,yes,146.7,146.1,141.3,141.3,,,,Scott,On-Air,Yes; analog capable.,,48589,Kansas Repeater Council,yes,"Scott, Finney and Kearny counties",Sand Hills ARC,E-power.,,,,,"Full-time to  
        146.91000 (WA0OQA) at Garden City, KS .",,Comet GP-6 @ 125'.,Tue at 20:30.,,,DM98,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,197.8,SW,yes,147.24,147.84,67,,,,,Sandoval,On-Air,,,,NMFCC,yes,Wide area.,,9,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,198,WSW,yes,145.37,144.77,100,100,,,,La Plata,On-Air,,,,CCARC,yes,,,E-power.,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,198.6,N,yes,146.775,146.175,114.8,,,,,Laramie,On-Air,,,,WRCG,yes,,Shy-Wy Amateur Radio Club,"E-power, WX.",,,,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,199,WSW,yes,147.06,147.66,100,,,,,San Juan,On-Air,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,199.3,SW,yes,145.41,144.81,100,,,,,Santa Fe,Off-Air,,,,NMFCC,yes,,W5HO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,199.6,S,yes,444.375,449.375,100,,,,,San Miguel,On-Air,,,,NMFCC,yes,Wide area.,JPARA,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,199.7,N,yes,147.105,147.705,114.8,91.5,,,,Laramie,On-Air,,,,WRCG,yes,,ShyWyArc,,,,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,199.7,N,yes,145.235,144.635,114.8,,,,,Laramie,On-Air,,,,WRCG,yes,Local: Cheyenne.,N7GT,,,,,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,199.7,N,yes,449.9,444.9,100,100,,,,Laramie,On-Air,,,,,yes,From 5 miles to 25 miles,N7JJY,,,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,I,200.2,ESE,yes,444.95,449.95,100,100,,,,Scott,On-Air,,7356,,,yes,Click for coverage map.  35 mi radius.,SHARC,"Linked to K-Link Repeater Network 
IRLP node 7356.",,,,,Full-time to the  K-Link System .,http://ks0lnk.net,"IRLP direct dial, 73 to disconnect. 
Please return to 9335 when finished.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,88.5,N5DFQ,Guymon,OK,OPEN,,200.2,SE,yes,444.975,449.975,88.5,,,,,Texas,On-Air,,,,ORSI,yes,30,DBARC,Linked.,,,,,,http://caprockintertie.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,200.6,N,yes,448.95,443.95,151.4,151.4,yes,15,,Laramie,On-Air,,,,WRCG,yes,Local,,,,,,,,,Brandmiester and analog.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,201.3,SW,yes,145.175,144.575,141.3,,,,,Sandoval,Off-Air,,,,NMFCC,yes,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,202.7,E,yes,444.3,449.3,141.3,141.3,,,,Logan,On-Air,,,,Kansas Repeater Council,yes,,SKECT,E-power.,,,,,Full-time to the  SKECT System .,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,202.7,NE,yes,146.955,146.355,,,,,,Phillips,,,,,CCARC,yes,,PCARC,E-power.,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,202.9,N,yes,448.15,443.15,100,,,,,Laramie,Off-Air,,,,WRCG,yes,,KB7SWR,,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,202.9,WSW,yes,442.375,447.375,100,,,,,Montezuma,On-Air,,,,,yes,,San Juan Connection,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,202.9,WNW,yes,449.8,444.8,107.2,,,,,Garfield,On-Air,,,,CCARC,yes,,,8,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,88.5,N5DFQ,Guymon,OK,OPEN,,203,SE,yes,147.15,147.75,88.5,,,,,Texas,On-Air,,,,ORSI,yes,,DBARC,"Linked, WX.",,,,,Full-time to the  Caprock Intertie System .,http://caprockintertie.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,203.5,WNW,yes,446.9125,441.9125,,,yes,1,,Mesa,On-Air,,,,,yes,"Grand Junction, I70",Bill Frost,,,,,,,,Brandmeister network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,141.3,WA0OQA,Garden City,KS,OPEN,A,204,ESE,yes,146.91,146.31,141.3,141.3,,,,Finney,On-Air,,,48588,Kansas Repeater Council,yes,"Finney, Scott and Kearney counties.",Sand Hills ARC,E-power.,,,,,"Full-time to  
        146.70000 (WA0OQA) at Scott City, KS .",,Linked full time to Scott City 146.700 and Lakin 146.985 repeaters.,Tue at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,204.3,WNW,yes,449.3,444.3,107.2,107.2,,,,Mesa,On-Air,,3710,,CCARC,yes,Wide Area I-70 West Rifle to Western Utah,,e-power Linked to GMRA Open System,,,,,,http://www.gmra.org/,Closed IRLP out,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,,204.8,E,yes,444.75,449.75,162.2,162.2,,,,Thomas,,,,,Kansas Repeater Council,yes,"Wide area. 
 Click for coverage map.  50 mi radius.",,"Linked to K-Link Repeater Network 
E-power (batt) 
Allstar 46010",,,,K-Link Repeater Network,,K-Link Repeater Network,"Repeater is intermittently off-air, and the Allstar node is down.",,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,205.9,E,yes,146.82,146.22,156.7,156.7,,,,Thomas,On-Air,,7552,,Kansas Repeater Council,yes,Local,TARC,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,206.7,WSW,yes,1292.3,1272.3,,,,,,San Juan,On-Air,,,,NMFCC,yes,,San Juan County,,,,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.5,5,141.3,K0ECT,"Garden City, Tennis",KS,OPEN,I,206.8,ESE,yes,442.5,447.5,141.3,141.3,,,,Finney,On-Air,,3885,,Kansas Repeater Council,yes,,SKECT,E-power.,,,,,Full-time to the  SKECT System .,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,141.3,K0ECT,Colby,KS,OPEN,,207.1,E,yes,444.4,449.4,141.3,,,,,Thomas,On-Air,,,,Kansas Repeater Council,yes,,,,,,,,Full-time to the  SKECT System .,http://skect.org/default.aspx,"Repeater has zero hang-time, which gives the appearance that it's down.  It does work!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,208.8,WSW,yes,145.325,144.725,100,,,,,Montezuma,On-Air,,,,CCARC,yes,Wide area.,,E-power.,,,,,,http://www.sjcham.com,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,209,WSW,yes,147.28,147.88,67,,,,,San Juan,On-Air,,,,NMFCC,yes,Wide area.,,6,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,209.1,WSW,yes,147.1,147.7,100,,,,,San Juan,On-Air,,,,NMFCC,yes,,San Juan connection,,,,,,Full-time to the  San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,209.4,NNW,yes,147.015,147.615,146.2,,,,,Albany,On-Air,Yes; analog capable.,,,,yes,Albany County,"Albany County ARES/RACES, University Amateur Radio",,,,,,,http://www.uwyo.edu/uarc/,,,,82070,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,210.1,WSW,yes,146.74,146.14,100,,,,,San Juan,On-Air,,,,NMFCC,yes,,Totah ARC,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,210.1,WSW,yes,146.88,146.28,100,,,,,San Juan,On-Air,,,,NMFCC,yes,,,,,,,,Full-time to the  San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,210.1,WSW,yes,447.45,442.45,107.2,,,,,San Juan,On-Air,,,,NMFCC,yes,,KB5ITS,"E-power, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,210.1,WSW,yes,442.25,447.25,,,yes,1,,San Juan,On-Air,,,,NMFCC,yes,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,1,1,,,,,AZ-TrboNet,,,,,,,,,,,,,1,2,,2,,,2,2,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,210.3,SSE,yes,147.34,147.94,131.8,,,,,Quay,On-Air,,,,NMFCC,yes,,Big Water ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,210.5,WSW,yes,446.7375,441.7375,,,yes,6,,Montezuma,On-Air,,,,CCARC,yes,,RMHAM,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,http://www.rmham.org,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,211.2,WSW,yes,1291.1,1271.1,,,,,,Bernalillo,On-Air,,,,NMFCC,yes,,San Juan County,DV only,,,,,,,,,,,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,211.4,WSW,yes,145.115,144.515,,,,,,San Juan,On-Air,,,,,yes,,,,,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,213.5,WSW,yes,146.92,146.32,100,,,,,San Juan,On-Air,,,,NMFCC,yes,,San Juan County OEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,213.6,WSW,yes,448.65,443.65,127.3,,,,,San Juan,On-Air,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,214.2,SW,yes,145.49,144.89,100,,,,,Rio Arriba,On-Air,,,,NMFCC,yes,,Totah ARC,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,214.6,WNW,yes,448.15,443.15,100,,,,,Mesa,On-Air,,7963,,CCARC,yes,,,,,,,,,,,,,312189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,216,SW,yes,443.1,448.1,100,,,,,Sandoval,On-Air,,,27748,NMFCC,yes,Wide area - NW NM.,Sandoval County ARES,"Linked, e-power.",,,,ARRL,,http://nmscares.org/,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.805,-0.6,103.5,W0KKS,Liberal,KS,OPEN,,217.5,SE,yes,146.805,146.205,103.5,103.5,,,,Seward,On-Air,,,,Kansas Repeater Council,yes,Local,Southern Plains ARC,Autopatch,,,,,,http://spark-ks.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,141.3,K0ECT,Liberal,KS,OPEN,,217.5,SE,yes,443.1,448.1,141.3,,,,,Seward,On-Air,,,,Kansas Repeater Council,yes,Local,SPARK,Autopatch,,,,,Full-time to the  SKECT System .,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,219.2,WSW,yes,145.19,144.59,100,,,,,Montezuma,On-Air,,,,CCARC,yes,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,219.2,WSW,yes,447.275,442.275,100,,,,,Montezuma,On-Air,,,,,yes,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,219.3,WNW,yes,145.175,144.575,107.2,,,,,Mesa,On-Air,,3161,,CCARC,yes,Greater grand Junction area.,,"E-power,",,,,,,,,,,,,,,,,,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,219.8,WNW,yes,147.39,147.99,107.2,,,,,Mesa,,,,,CCARC,yes,,KE0TY,Linked.,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,219.8,WNW,yes,146.82,146.22,107.2,,,,,Mesa,On-Air,,,28515,CCARC,yes,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.0125,5,CC14,KD5ROK,Dumas,TX,OPEN,,219.9,SE,yes,443.0125,448.0125,,,yes,14,,Moore,On-Air,,,,,yes,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  Full-Time    North America  1  3      English  1  13  PTT    TAC 310  1  310  PTT    DCI Bridge  1  3100  Full-Time    Texas  1  3148      COMM 1  1  3777215      Local/Cluster  2  2  Full-Time    Texas  2  3148  PTT    Texas/Oklahoma Regional USA  2  3175  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,http://www.dmr-marc.net/,Time Slot #2 - Group Call 10 = West Texas Local,,,,,,,,,,1,1,2,,,,Lonestar,,,,,,,,,,,,,1,1,,1,,,,,2,1,2,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,219.9,WNW,yes,449,444,,107.2,,,,Mesa,On-Air,,,,CCARC,yes,,KB0SW,,,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,219.9,WNW,yes,147.105,147.705,,,,,,Mesa,On-Air,,,,CCARC,yes,,K0SSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,219.9,WNW,yes,145.22,144.62,107.2,,,,,Mesa,,,,,CCARC,yes,,KE0TY,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,219.9,WNW,yes,449.775,444.775,173.8,88.5,,,,Mesa,On-Air,,7573,,CCARC,yes,,,,,,,,,,,,,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,219.9,WNW,yes,446.775,441.775,,,,,,Mesa,On-Air,,,,,yes,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,88.5,N5LTZ,Dumas,TX,OPEN,,219.9,SE,yes,444.35,449.35,88.5,,,,,Moore,On-Air,,,,TVHFS,yes,40,,350,,,,Caprock Intertie,Full-time to the  Caprock Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,219.9,WNW,yes,447.5,442.5,114.8,,,,,Mesa,,,,,CCARC,yes,,KC0ARV,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,220.4,WNW,yes,147.355,146.755,88.5,123,,,,Mesa,On-Air,,,,CCARC,yes,,Colorado Connection,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,221.3,NW,yes,146.97,146.37,88.5,123,,,,Moffat,On-Air,,,,CCARC,yes,,Northwest Colorado Amateur Radio Association,,,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,221.3,NW,yes,145.265,144.665,107.2,,,,,Moffat,,,,,CCARC,yes,,NW Colorado ARC,E-power.,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,224.2,WSW,yes,442.325,447.325,,,yes,1,,San Juan,On-Air,,,,NMFCC,yes,,,AZ-TRBONET,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,1,1,,,,,AZ-TrboNet,,,,,,,,,,,,,1,2,,2,,,2,2,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,224.2,WSW,yes,147,147.6,100,,,,,San Juan,On-Air,,,,NMFCC,yes,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,224.2,WSW,yes,146.76,146.16,100,100,,,,San Juan,On-Air,,,,NMFCC,yes,,,"Closed autopatch, e-power.",,,,,Full-time to the  San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,224.2,WSW,yes,444.15,449.15,,,,,,San Juan,On-Air,,,,,yes,,San Juan County,DV only,,,,,,,,,,,,,,yes,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
