Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Sponsor,Affiliate,Web links,Coverage,Features,Links,Notes,Nets,Grid,IRLP,Commands,EchoLink,AllStar,Feed,D-STAR Enabled,Node,Sources,On-air,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Local Network,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,Local/Cluster,WIRES-X,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,142.5,SE,yes,146.73,146.13,88.5,,Huerfano,On-Air,CCARC,yes,,,,,,,,,,Pueblo Ham Club,,Pueblo Ham Club,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,143,NNE,yes,448.15,443.15,100,,Laramie,Off-Air,WRCG,yes,,,,,,,,,,KB7SWR,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,143.8,W,yes,447,442,107.2,,Garfield,On-Air,CCARC,yes,,,,,,,,,,,,,Wide area.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,145.6,NNE,yes,449.9375,444.9375,,,Laramie,On-Air,WRCG,yes,yes,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,https://www.rmham.org/wordpress/,,,Full-time to the  Rocky Mountain Ham System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,145.6,WNW,yes,445.2625,440.2625,,,Rio Blanco,On-Air,,yes,yes,7,,,,,,,,RMHAM,,https://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,146.5,NNE,yes,447.225,442.225,,,Albany,On-Air,WRCG,yes,yes,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,Laramie County EM,Wyoming DMR Project,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,147.1,NNE,yes,146.82,146.22,114.8,,Albany,On-Air,WRCG,yes,,,,,,,,,,Shy-Wy Amateur Radio Club,,,Wide area.,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,147.4,NNE,yes,146.61,146.01,,,Albany,On-Air,WRCG,yes,,,,,,,,,,University ARC,,http://www.uwyo.edu/uarc,Laramie Valley  30 mi radius.,,,,,,,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,148.8,SSW,yes,146.61,146.01,123,,Archuleta,On-Air,CCARC,yes,,,,,,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,148.8,SSE,yes,449.75,444.75,100,100,Las Animas,On-Air,CCARC,yes,,,,,,,,,,N0ZSN,The Fun Machine,The Fun Machine,,,Full-time to the  The Fun Machine System .,,,,7301,,363976,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,149,NNE,yes,53.03,52.03,,,Albany,Off-Air,,yes,,,,,,,,,,K7UWR,,http://www.r-vcr.com/k7uwr/repeater.htm,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,149.3,E,yes,448.2,443.2,,,Morgan,On-Air,CCARC,yes,yes,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,NEAHR,Rocky Mountain Ham Radio,,Mixed Mode,Full-time to the  Colorado TRBO System .,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,149.4,ESE,yes,446.7375,441.7375,,,Lincoln,On-Air,CCARC,yes,yes,8,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,K0RTS KC0VJD,RMHam,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,150,ESE,yes,147.06,147.66,103.5,,Lincoln,On-Air,CCARC,yes,,,,,,,,,,BSARC,,http://www.bigsandyradio.com/,"I-70, US-71, US-287, US-40, US-24","APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,,Big Sandy Net: Wed 19:00,,3794,,791116,42740,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,151,NNE,yes,146.775,146.175,114.8,,Laramie,On-Air,WRCG,yes,,,,,,,,,,Shy-Wy Amateur Radio Club,,,,"E-power, WX.","Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,151.3,ESE,yes,447,442,103.5,,Lincoln,On-Air,,yes,,,,,,,,,,Delbert Noakes (KC0VJD),,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",APRS repeater &amp; I-Gate / Weather station,,,,DM89gb,,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,30534,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,151.5,NE,yes,449.3,444.3,,,Laramie,On-Air,,yes,,,,,,,,,,WU7G,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,151.9,NNE,yes,147.105,147.705,114.8,91.5,Laramie,On-Air,WRCG,yes,,,,,,,,,,ShyWyArc,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,151.9,NNE,yes,145.235,144.635,114.8,,Laramie,On-Air,WRCG,yes,,,,,,,,,,N7GT,,,Local: Cheyenne.,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,151.9,NNE,yes,449.9,444.9,100,100,Laramie,On-Air,,yes,,,,,,,,,,N7JJY,,,From 5 miles to 25 miles,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,152.1,SSW,yes,146.7,146.1,100,100,La Plata,On-Air,CCARC,yes,,,,,,,,,,Durango ARC,,http://durangoarc.org/,Local.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,152.7,NNE,yes,448.95,443.95,151.4,151.4,Laramie,On-Air,WRCG,yes,yes,15,,,,,,,,,,,Local,,,Brandmiester and analog.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,153.3,SSW,yes,445.1375,440.1375,,,La Plata,On-Air,CCARC,yes,yes,7,,,,,,,,K2AD,Rocky Mountain Ham Radio,http://www.rmham.org/,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,153.7,SSW,yes,147.345,147.945,88.5,123,La Plata,On-Air,CCARC,yes,,,,,,,,,,Colorado Connection,,,Durango and north towards Molas Divide.,,Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,157.4,SW,yes,146.67,146.07,100,,La Plata,On-Air,CCARC,yes,,,,,,,,,,Durango ARC,,DARC Repeaters,Wide area.,11,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,161.4,SSW,yes,448.625,443.625,131.8,131.8,La Plata,On-Air,CCARC,yes,,,,,,,,,,KC5EVE,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,161.4,SSW,yes,449.85,444.85,100,100,La Plata,On-Air,CCARC,yes,,,,,,,,,,DARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,162.5,S,yes,147.08,147.68,162.2,,Rio Arriba,On-Air,NMFCC,yes,,,,,,,,,,SFARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,162.9,SSW,yes,147.135,147.735,100,100,La Plata,On-Air,CCARC,yes,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,164.4,SW,yes,145.37,144.77,100,100,La Plata,On-Air,CCARC,yes,,,,,,,,,,,,http://www.sjcham.com,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,164.5,SSW,yes,147.15,147.75,100,,La Plata,On-Air,CCARC,yes,,,,,,,,,,,,http://www.sjcham.com,Bayfield,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,164.6,SSW,yes,145.43,144.83,136.5,,Rio Arriba,On-Air,NMFCC,yes,,,,,,,,,,SJC EMCOMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,164.9,SW,yes,442.375,447.375,100,,Montezuma,On-Air,,yes,,,,,,,,,,San Juan Connection,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,165.1,N,yes,147.24,147.84,100,,Carbon,On-Air,WRCG,yes,,,,,,,,,,CCARS,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,165.9,S,yes,147.22,147.82,100,,Rio Arriba,On-Air,NMFCC,yes,,,,,,,,,,New Mexico Mega Link Assoc,,,Wide area.,10,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,165.9,S,yes,146.76,146.16,67,,Rio Arriba,On-Air,,yes,,,,,,,,,,Taos ARC,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,169.6,WNW,yes,449.7,444.7,136.5,,Uintah,,UVHFS,yes,,,,,,,,,,W7BYU,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",8,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,169.7,WNW,yes,147.1,147.7,136.5,,Uintah,On-Air,UVHFS,yes,,,,,,,,,,""">Borderline ARC",,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Autopatch, e-power.","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",8,,,3577,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",458414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,169.7,WNW,yes,146.92,146.32,136.5,,Duchesne,Off-Air,UVHFS,yes,,,,,,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",E-power.,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,170.1,SW,yes,145.325,144.725,100,,Montezuma,On-Air,CCARC,yes,,,,,,,,,,,,http://www.sjcham.com,Wide area.,E-power.,,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,170.4,WSW,yes,146.76,146.16,88.5,,Grand,On-Air,UVHFS,yes,,,,,,,,,,Sinbad Desert ARC,,http://www.sdarc.us/repeaters/bald.html,Moab and immediate surroundings.,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,170.5,WSW,yes,449.1,444.1,107.2,107.2,Grand,On-Air,UVHFS,yes,,,,,,,,,,Grand Mesa Repeater Association (GMRA),,GMRA Repeaters,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",8,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,170.5,SW,yes,446.7375,441.7375,,,Montezuma,On-Air,CCARC,yes,yes,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,RMHAM,,http://www.rmham.org,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,171.6,SW,yes,145.19,144.59,100,,Montezuma,On-Air,CCARC,yes,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,171.6,SW,yes,447.275,442.275,100,,Montezuma,On-Air,,yes,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,172.4,SE,yes,446.75,441.75,,,Otero,On-Air,,yes,yes,0,,,,,,,,,KC0ITF,,La Junta,E-power.,,Please use Busy Channel LockOut,,,,,,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,172.4,SE,yes,147.36,147.96,,123,Otero,On-Air,,yes,,,,,,,,,,,KC0ITF,,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,E-power,,Digital Wires-X,,,,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,11360,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,172.9,SSE,yes,446.775,441.775,,,Las Animas,On-Air,CCARC,yes,,,,,,,,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,173.6,SE,yes,147.375,147.975,100,100,Las Animas,Off-Air,CCARC,yes,,,,,,,,,,K0BV,,,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,173.6,SE,yes,449.6,444.6,107.2,,Las Animas,Off-Air,CCARC,yes,,,,,,,,,,Cheyenne Mtn Rptr Grp,,CMRG Repeaters,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,173.6,SE,yes,447.375,442.375,100,,Las Animas,On-Air,CCARC,yes,,,,,,,,,,KG5JL,,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",E-power (batt).,,,,,,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,174.4,WNW,yes,449.9,444.9,136.5,,Uintah,,,yes,,,,,,,,,,Borderline Amateur Radio Club,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,7705,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,175.3,E,yes,448.175,443.175,,,Morgan,On-Air,CCARC,yes,yes,7,,,,,,,,W0FT,Rocky Mountain Ham Radio,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,175.3,E,yes,145.4,144.8,88.5,123,Washington,On-Air,CCARC,yes,,,,,,,,,,Colorado Connection,,,Northeastern plains of Colorado.,,Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of repeaters,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,180.1,SSW,yes,147.06,147.66,100,,San Juan,On-Air,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,180.2,SSE,yes,145.25,144.65,123,,Taos,On-Air,NMFCC,yes,,,,,,,,,,Taos ARC,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,180.8,S,yes,146.76,146.16,67,,Taos,On-Air,,yes,,,,,,,,,,Taos ARC,,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,180.8,S,yes,145.175,144.575,141.3,,Taos,Off-Air,NMFCC,yes,,,,,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,180.9,SW,yes,146.79,146.19,127.3,127.3,Montezuma,On-Air,CCARC,yes,,,,,,,,,,KD5LWU,,,,,,,4,,,,24336,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,180.9,SW,yes,449.175,444.175,127.3,,Montezuma,Off-Air,CCARC,yes,,,,,,,,,,KD5LWU,,,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,181.2,WSW,yes,146.9,146.3,88.5,,Grand,On-Air,UVHFS,yes,,,,,,,,,,Sinbad Desert ARC,,http://sdarc.us/repeaters/moab.html,Moab and immediate surroundings.,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,181.7,SSE,yes,145.39,144.79,100,,Taos,On-Air,NMFCC,yes,,,,,,,,,,Taos ARC,,Taos Amateur Radio Club,Wide area.,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,182.4,NNW,yes,146.7,146.1,162.2,,Carbon,On-Air,WRCG,yes,,,,,,,,,,,,,,,,,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,182.4,NNW,yes,147.39,147.99,100,,Carbon,On-Air,,yes,,,,,,,,,,HERC,N7ZEF (EchoLink).,,Wide area.,E-power.,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,182.4,NNW,yes,449.8,444.8,146.2,,Carbon,,WRCG,yes,,,,,,,,,,Wyocomm,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,182.4,NNW,yes,146.76,146.16,100,,Carbon,On-Air,,yes,,,,,,,,,,CCARS,,,Wide area.,,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,182.4,NNW,yes,448.3,443.3,100,,Carbon,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,182.4,NNW,yes,445.05,440.05,,,Carbon,On-Air,WRCG,yes,yes,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,Laramie County EM,Wyoming DMR Project,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,184.1,SSW,yes,147.36,147.96,100,,San Juan,On-Air,NMFCC,yes,,,,,,,,,,,,http://www.sjcham.com,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,184.6,SSE,yes,145.43,144.83,107.2,,Las Animas,On-Air,CCARC,yes,,,,,,,,,,Cheyenne Mountain Repeater Group,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,184.7,SSE,yes,446.775,441.775,,,Colfax,On-Air,NMFCC,yes,,,,,,,,,,Cheyenne Mountain Repeater Group,,http://www.cmrg.org/,,,,,,,,,,,,yes,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,189,SSE,yes,147.14,147.74,67,,Taos,On-Air,,yes,,,,,,,,,,,TaosARC,http://www.taosarc.com/,,11,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
