Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Downlink Tone,Op Status,Affiliate,Links,Grid,Coverage,EchoLink,Web links,Notes,Nets,DMR Enabled,Color Code,Wide Network,IRLP,AllStar,Commands,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Wyoming,WyLOCAL,Worldwide,North America,English,Local/Cluster,Mountain Reg USA,Feed,Location Photo,Local Network,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,N. Colorado,TAC 310,WIRES-X,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Europe,Local
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,185.8,SE,,927.85,902.85,D114,Teller,,CMRG,9,CCARC,,,On-Air,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,185.8,SE,,927.775,902.775,D116,Custer,,Royal Gorge Amateur Radio Club,,CCARC,,D116,On-Air,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,185.8,SE,,53.13,51.43,107.2,El Paso,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,,107.2,On-Air,,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,185.8,SE,,145.13,144.53,88.5,El Paso,,Colorado Connection,9,CCARC,,123,On-Air,,Full-time to the  Colorado Connection System .,,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,,Linked into the Colorado Connection System,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,185.8,SE,,145.375,144.77,,El Paso,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,,,Off-Air,,,,wide area,,http://www.cmrg.org,Repeater off air for now.,,,,,,,,,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,185.8,SE,,445.0625,440.0625,,El Paso,,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,CCARC,,,Off-Air,,,,,,,,,,1,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,185.8,SE,,446.9125,441.9125,,El Paso,,Cheyenne Mountain Repeater Group (CMRG),,,,,On-Air,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,185.9,S,,147.345,147.945,88.5,La Plata,,Colorado Connection,,CCARC,,123,On-Air,,Full-time to the  Colorado Connection System .,,Durango and north towards Molas Divide.,,,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,187.1,S,,446.7375,441.7375,,Montezuma,,RMHAM,,CCARC,,,On-Air,,,,,,http://www.rmham.org,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,6,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,188,E,,449.3,444.3,,Laramie,,WU7G,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,188.2,S,,145.325,144.725,100,Montezuma,,,E-power.,CCARC,,,On-Air,,,,Wide area.,,http://www.sjcham.com,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,189,SE,,447.625,442.625,100,El Paso,,KD0MDP,Linked.,,,100,On-Air,The Fun Machine,Full-time to the  The Fun Machine System .,,,363976,,,,,,,7301,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,189.2,S,,145.37,144.77,100,La Plata,,,E-power.,CCARC,,100,On-Air,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,189.3,,,146.79,146.19,127.3,Montezuma,,KD5LWU,,CCARC,,127.3,On-Air,,,,,24336,,,4,,,,,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,189.3,,,449.175,444.175,127.3,Montezuma,,KD5LWU,,CCARC,,,Off-Air,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,N7ZOI,Midway,UT,OPEN,,190.9,W,,449.95,444.95,,Wasatch,,,,UVHFS,,,On-Air,,,,Heber city and surrounding communities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,190.9,S,,448.625,443.625,131.8,La Plata,,KC5EVE,,CCARC,,131.8,On-Air,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,190.9,S,,449.85,444.85,100,La Plata,,DARC,,CCARC,,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,N7ZOI,"Midway, Wilson Peak",UT,OPEN,,191.2,WNW,,147.2,147.8,88.5,Wasatch,,,8,UVHFS,,,On-Air,High Valley ARC,"Full-time to  
        449.52500 (K7JL) at Brighton, Scott's Peak, UT .",,Heber city and surrounding communities.,,,,HVARC: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,191.8,S,,147.135,147.735,100,La Plata,,,,CCARC,,100,On-Air,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,192,SE,,447.2,442.2,,El Paso,,GGARC,,,,,Testing,Garden of the Gods Amateur Radio Club,,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.8,-0.6,100,N6EZO,Mapleton,UT,OPEN,,193.9,W,,146.8,146.2,100,Utah,,,,UVHFS,,,On-Air,ERC CERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.325,-5,114.8,N7KYY,Springville,UT,OPEN,,193.9,W,,447.325,442.325,114.8,Utah,,,4,UVHFS,,,On-Air,,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,W7DHH,"Ephraim, Horseshoe",UT,OPEN,I,194.2,WSW,,146.66,146.06,100,Sanpete,,Skyline Repeater System,"Autopatch, 10,350'.",UVHFS,,,On-Air,,,,Wide area: Provo to Salina.,,,,,,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.64,-1.6,,N7IMF,"Ephraim,  Horseshoe",UT,OPEN,,194.2,WSW,,224.64,223.04,,Sanpete,Unknown,,E-power.,UVHFS,,,,,,,Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"Indianola, Indianola Peak",UT,OPEN,I,194.2,WSW,,146.72,146.12,100,Sanpete,,W7REL and Sanpete County,,UVHFS,,,On-Air,Skyline Radio Club,Full-time to the  Skyline Repeater System .,,Northern San Pete County,,,,,,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,K7UVA,"Provo, Sundance",UT,OPEN,,195.2,W,,145.25,144.65,100,Utah,,Utah Valley Amateur Radio Club,,UVHFS,,,On-Air,Utah Valley Amateur Radio Club,"Full-time to  
        147.22000 (WA7YZR) at Provo, Edgemont SC, UT .",,Utah County from Alpine to Payson and Heber,,https://uvarc.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,186.2,WD7N,Springville,UT,OPEN,,195.2,W,,447.475,442.475,186.2,Utah,,,4,UVHFS,,,On-Air,,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,,NZ6Z,Park City,UT,OPEN,,195.5,WNW,,447.5,442.5,,Summit,,,7,UVHFS,,,On-Air,,"Full-time to  
        145.23000 (NZ6Z) at Park City, UT .",,"Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,100,NZ6Z,Park City,UT,OPEN,,195.5,WNW,,145.23,144.63,100,Summit,Unknown,,7,UVHFS,,,,,"Full-time to  
        447.50000 (NZ6Z) at Park City, UT .",,"Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,WA7GIE,"Coalville,  Lewis Peak",UT,CLOSED,,195.9,WNW,,448.65,443.65,,Summit,,Desert ARS,9,UVHFS,,,On-Air,,,,"Wide area: Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,WA7GIE,"Coalville, Lewis Peak",UT,OPEN,,195.9,WNW,,147.36,147.96,100,Summit,,,9,UVHFS,,,On-Air,Wasatch Back Tri-County ARC,,,"Wide area: Western side of the Salt Lake valley. Park City, Heber, Coalville and other nearby communities.",,,,SCARC: Thu at 2100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,136.5,K7HEN,"Coalville, Lewis Peak",UT,OPEN,,195.9,WNW,,147.24,147.84,136.5,Summit,,,"Autopatch, 9,304'.",UVHFS,,,On-Air,,"Full-time to  
        147.16000 (K7HEN) at Heber City, Strawberry Peak, UT .
 


Full-time to  
        147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,,WB7TSQ,"Coalville,  Lewis Peak",UT,OPEN,,195.9,WNW,,448.9,443.9,,Summit,Unknown,,"Remote base, 9,304'.",UVHFS,,,,,,,"Wide area: Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,WA7GIE,"Coalville,  Lewis Peak",UT,OPEN,,195.9,WNW,,449.55,444.55,100,Summit,,,IRLP,UVHFS,,,On-Air,,,,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",,,PL 131.8? Node usually connected to  5620 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,100,K7JL,"Brighton, Scotts Peak",UT,OPEN,,196.6,WNW,,145.27,144.67,100,Salt Lake,,,E-power.,UVHFS,,,On-Air,Intermountain Intertie,Full-time to the  Intermountain Intertie System .,,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",,http://utahvhfs.org/snowlink.html,10,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,131.8,K7JL,"Brighton, Scott's Peak",UT,OPEN,,196.6,WNW,,449.525,444.525,131.8,Salt Lake,,K7JL,,UVHFS,,131.8,On-Air,Intermountain Intertie,"Full-time to  
        147.20000 (N7ZOI) at Midway, Wilson Peak, UT .
 


Full-time to the  Intermountain Intertie System .",,"Wide area: Western Salt Lake Valley up to Malad, East to Evanston and Vernal.",,http://utahvhfs.org/snowlink.html,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,167.9,KB7YOT,Provo,UT,OPEN,,196.7,W,,449.825,444.825,167.9,Utah,,,,UVHFS,,,Off-Air,,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,77,WB7RPF,Woodland Hills,UT,OPEN,,197.6,W,,447.3,442.3,77,Utah,,,,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,167.9,N7BYU,"Provo, BYU",UT,OPEN,E,197.7,W,,449.075,444.075,167.9,Utah,,"KI7TD,  BYU ARC",4,UVHFS,,,On-Air,,,,Utah County from Alpine to Payson.,96806,BYU Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,N7BYU,"Provo, BYU",UT,OPEN,E,197.7,W,,145.33,144.73,100,Utah,,"KI7TD,  BYU ARC","Closed autopatch, linked.",UVHFS,,,On-Air,,,,Utah County from Alpine to Payson.,96806,BYU Repeaters,,BYU ARC: Thu at 21:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-1,CC1,KC7WST,Woodland Hills,UT,OPEN,,197.7,W,,449.8,448.8,,Utah,,KC7WSU,,UVHFS,,,On-Air,Yeahmon Amateur Radio Club (YARC),,,Utah County,,http://www.dmr-utah.net,,,,1,,,,,,,,DMR-UTAH,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,1,1,2,2,,,,,,,,,,,,,,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,,
53.03,-1,D261,N7HYF,Lander,WY,OPEN,,197.7,NNW,,53.03,52.03,D261,Fremont,,WYAME/N7HYF,,WRCG,,D261,On-Air,,"Full-time to  
        147.06000 (N7HYF) at Boysen, Boysen Peak, WY .
 


Full-time to  
        449.90000 (N7HYF) at Lander, Limestone Mountain, WY .",,Wide area,,,,"WY Dxers assoc. 
WYAME Nets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.425,-5,,N7EVC,Provo,UT,OPEN,,198.3,W,,447.425,442.425,,Utah,,,,UVHFS,,,Off-Air,,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,,WA7YZR,"Provo, Edgemont SC",UT,OPEN,,198.3,W,,147.22,147.82,,Utah,,"KR7D, ARC of Utah Valley",4,UVHFS,,,Off-Air,,"Full-time to  
        145.25000 (K7UVA) at Provo, Sundance, UT .",,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,146.2,WA7FFM,"Provo, UVRMC",UT,OPEN,,198.7,W,,449.85,444.85,146.2,Utah,,Utah Valley Regional Medical Center,4,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,88.5,WB7REL,"Salina, Beesting Peak",UT,OPEN,,198.9,W,,449.3,444.3,88.5,Sevier,,W7DHH,"Remote base, 10,020'.",UVHFS,,,Off-Air,,,,Wide area.,,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.075,-5,131.8,N7FQ,Salem,UT,OPEN,,198.9,W,,447.075,442.075,131.8,Utah,,,,UVHFS,,,Off-Air,,,,Utah County from Alpine to Payson.,,http://www.n7fq.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,100,K7UVA,"Alpine, Silver Lake Flat",UT,OPEN,,199.4,W,,448.225,443.225,100,Utah,,UTAH VALLEY AMATEUR RADIO CLUB,e-power,,,,On-Air,,,,,,https://uvarc.club/repeaters/,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.47,-0.6,100,N7BSA,"Orem, QTH AC7DM",UT,OPEN,E,199.5,W,,145.47,144.87,100,Utah,Unknown,Explorer Post 1973,Autopatch.,UVHFS,,,,,,,Utah County from Alpine to Payson.,46049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,,KB7HAF,"Park City,  Murdock Peak",UT,OPEN,,199.6,WNW,,448.475,443.475,,Summit,,,8,UVHFS,,,On-Air,,,,"Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,K7JL,"Snowbird, Hidden Peak",UT,OPEN,,199.9,WNW,,147.18,147.78,100,Utah,,K7JL,E-power.,UVHFS,,,On-Air,Intermountain Intertie,"Full-time to  
        146.94000 (WR7AAA) at Milford, Frisco Peak, UT .
 


Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.02000 (K7OGM) at Laketown, Bear Lake, UT .
 


Full-time to  
        146.86000 (K7JL) at Evanston, Medicine Butte, WY .
 


Full-time to the  Intermountain Intertie System .",,"Wide area: Northern Utah, extreme Southwestern Wyoming, Southeastern Idaho, spotty coverage into Western Colorado and Eastern Nevada.  Map",,,11,UVHFS: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.88,-1.6,156.7,N7IMF,Orem,UT,CLOSED,,200.6,W,,224.88,223.28,156.7,Utah,,Utah High Desert ARC,,UVHFS,,,On-Air,,,,Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7UCA,"Payson, Mountain View Hospital",UT,OPEN,,201,W,,447.125,442.125,100,Utah,,Utah Co ARES,4,UVHFS,,,Off-Air,UCARES,,,Wasatch Front from Payson to Tremonton.,,http://ucares.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,201.1,SE,,449.625,444.625,107.2,Custer,,,E-power.,CCARC,,,On-Air,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,201.1,SE,,224.32,222.72,88.5,Custer,,Pueblo Ham Club,11,CCARC,,,Off-Air,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,201.1,SE,,447.175,442.175,88.5,Pueblo,,Pueblo HC,11,CCARC,,,Off-Air,,,,Wide area: Southeast Colorado.,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,201.4,SSE,,146.61,146.01,123,Archuleta,,,,CCARC,,,On-Air,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,100,NV7V,Payson,UT,OPEN,,201.4,W,,447,442,100,Utah,,,WX.,UVHFS,,100,On-Air,,147.4,,Metro Utah County,,http://nv7v.org,"Bulletins from ARRL, Amateur Radio Newsline, Rain Report, Handiham and QSO today are transmitted all day Saturdays.",Mountain View Stake net: Sun at 20:00.,,,,,,"ABC time 
AAAA voice test records your voice and then replays it.  Start speaking when the repeater says ""ready"". 
Send CC followed by whatever tone you wish to test.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K7UCA,"Orem,  Timpanogos Hospital",UT,OPEN,,201.5,W,,447.275,442.275,100,Utah,,Utah Co ARES,,UVHFS,,,Off-Air,,,,Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,162.2,KD7RBR,"Orem, Point of the Mountain",UT,OPEN,,201.7,W,,447.6,442.6,162.2,Utah,,,,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KC7BJY,"Big Piney,  The Hogsback",WY,OPEN,,201.8,NW,,146.88,146.28,100,Sublette,,"Sublette Co ARC """,,WRCG,,,On-Air,,,,,,,9,SCARC: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,KB7M,Payson,UT,OPEN,I,202.2,W,,448.025,443.025,100,Utah,,,Remote base.,UVHFS,,,On-Air,,,,Utah County from Alpine to Payson.,,,,,,,,4482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,,K8BKT,Pleasant Grove,UT,OPEN,,203.1,W,,449.775,444.775,,Utah,,,,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.88,-1.6,156.7,KB7YOT,Pleasant Grove,UT,OPEN,,203.1,W,,223.88,222.28,156.7,Utah,Unknown,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,204.1,NNE,,145.46,144.86,110.9,Natrona,,W7QQA,,WRCG,,110.9,On-Air,"Buffalo Radio Club, Casper Radio Club",,,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo",,http://wyoham.com,,"Buffalo roll call, Tuesday night",,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,131.8,N7YFZ,Manti,UT,OPEN,,205,WSW,,449.75,444.75,131.8,Sanpete,Unknown,,Closed autopatch.,UVHFS,,,,,,,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,205.1,NNE,,449.9,444.9,,Natrona,,Casper Amateur Radio Club,,WRCG,,,On-Air,,,,Metro area.,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,11941,,,,,,,,,,,,,,,
