Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Links,EchoLink,IRLP,Coordination,Last update,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Features,Mixed-Mode,Notes,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Grid,Web links,AllStar,Nets,Talkgroups,Colorado,Denver Regional,On-air,Commands,Feed,Southern Colorado,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,Northern Colorado,Location Photo,Talkgroup Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Worldwide English,English,Texas,COMM 1,Texas/Oklahoma Regional USA,Kansas,Bandwidth,Local or Reflector,CKRG,KansasLink,Wyoming,WyLOCAL
146.94,-0.6,123,N0UGO,North Platte,NE,OPEN,EI,212.8,NNE,yes,146.94,146.34,123,,Lincoln,On-Air,,Charlie Allen,,751985,7349,WB0CMC,yes,,,,,Linked to 146.760 in Ogallala and 442.250 south of North Platte,,,,,,,,,,,,"Sunday Night net: Sun at 20:30 
Wednesday Night net: Wed at 21:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,123,N0UGO,North Platte,NE,OPEN,EI,212.8,NNE,yes,442.25,447.25,123,,Lincoln,Off-Air,,Charlie Allen,,751985,7349,,yes,,,,,,,Linked to 146.940 in North Platte and 146.760 in Ogallala.,,,,,,,,,,"Sunt at 20:30 
Wed at 21:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.475,5,CC7 131.8,N7JYS,Russell,KS,OPEN,,212.9,ESE,yes,442.475,447.475,131.8,131.8,Russell,On-Air,35,N7JYS,Full-time internet linked to the  CKRG System . Full-time internet linked to the  KansasLink System .,,,Kansas Repeater Council,yes,yes,Open ↑ / Open ↓,,Western Kansas Intertie,,Yes; analog capable.,MMDVM Mixed-Mode repeater.,,,,yes,7,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    Kansas  1  3120  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time    KansasLink  2  31203  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,2,yes,293,yes,,,,,,,,,,,,,,,,,,,1,,1,1,2,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,213.2,WNW,yes,147.345,147.945,88.5,123,Eagle,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,yes,,,,,9,,,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,213.2,NNW,yes,145.235,144.635,114.8,,Laramie,On-Air,Local: Cheyenne.,N7GT,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,WRCG,yes,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,213.2,NNW,yes,147.105,147.705,114.8,91.5,Laramie,On-Air,,ShyWyArc,,,,WRCG,yes,,,,,,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,213.2,NNW,yes,449.9,444.9,100,100,Laramie,On-Air,From 5 miles to 25 miles,N7JJY,,,,,yes,,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,CC1,KB0SJR,Russell,KS,OPEN,,213.4,ESE,yes,442,447,,,Russell,On-Air,City of Russell,,Full-time internet linked to the  CKRG System .,,,,yes,,,,CKRG,,,Click here for current TG Info,,,,yes,1,,,http://www.ckrgclub.com,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
442.85,5,141.3,KC0HFA,Russell,KS,OPEN,,213.4,ESE,yes,442.85,447.85,141.3,141.3,Russell,On-Air,Local. I-70,KC0HFA,,,,Kansas Repeater Council,yes,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,213.9,NNW,yes,448.95,443.95,151.4,151.4,Laramie,On-Air,Local,,,,,WRCG,yes,,,,,,,Brandmiester and analog.,,,,yes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.205,-0.6,CSQ,KA0RCZ,Alma,NE,OPEN,,214.4,E,yes,145.205,144.605,CSQ,CSQ,Harlan,On-Air,,,,,,WB0CMC,yes,,,,,Linked to 444.625 Axtel.,,,,,,,,,,http://w0ky.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,215.6,SW,yes,146.76,146.16,67,,Taos,On-Air,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,,,,,yes,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,215.6,SW,yes,145.175,144.575,141.3,,Taos,Off-Air,,NMEMA ARC,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,,W0SOK,Cozad,NE,OPEN,,217.6,NE,yes,147.135,147.735,,,Dawson,Off-Air,,Heartland Amateur Radio Association,,,,,yes,,,,,E-power.,,,,,,,,,,,,Wed 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,220.6,SW,yes,147.12,147.72,67,,Taos,On-Air,Wide area.,Taos Amateur Radio Club,,828279,,NMFCC,yes,,,,ARRL,E-power.,,,,,,,,,,http://taosarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,220.7,SW,yes,51.5,51.5,100,,Taos,On-Air,,Taos ARC,,,,,yes,,,,,,,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,220.7,SW,yes,224.4,222.8,225.7,,Taos,On-Air,,Taos ARC,,,,NMFCC,yes,,,,,,,,,,,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,220.7,SW,yes,449.875,444.875,123,,Taos,Off-Air,,Taos ARC,,,,NMFCC,yes,,,,,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,N5LTZ,Canadian,TX,CLOSED,,221.2,SE,yes,443.75,448.75,,,Hemphill,,,,,,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,221.6,WNW,yes,147.075,147.675,88.5,123,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,yes,,,,,,,Part of the Colorado Connection system of Repeaters,,,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,123,K0PCA,Loomis,NE,OPEN,,222.6,NE,yes,146.895,146.295,123,123,Phelps,On-Air,,Region 15 ARES/RACES,,,,WB0CMC,yes,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,225.5,NW,yes,448.15,443.15,100,,Laramie,Off-Air,,KB7SWR,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.85,5,88.5,N5LTZ,Miami,TX,OPEN,,226,SSE,yes,444.85,449.85,88.5,,Roberts,On-Air,,,,,,TVHFS,yes,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,123,N0VL,Lexington,NE,OPEN,,226.7,NE,yes,146.85,146.25,123,123,Dawson,On-Air,,,,,,WB0CMC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,203.5,W5GPR,"Woodward,  airport",OK,OPEN,,228.2,SE,yes,146.73,146.13,203.5,,Woodward,,,Great Plains Amateur Radio Club (GPARC),,,,ORSI,yes,,,,,150,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.11,-0.6,88.5,KA5KQH,Miami,TX,OPEN,,232.3,SSE,yes,145.11,144.51,88.5,,Roberts,,,,,,,TVHFS,yes,,,,,400,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,232.3,SW,yes,147.18,147.78,100,100,Rio Arriba,On-Air,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,NMFCC,yes,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.2,5,88.5,N5DFQ,Woodward,OK,OPEN,,233.6,SE,yes,442.2,447.2,88.5,,Woodward,Off-Air,,DBARC,,,,ORSI,yes,,,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,103.5,W5ALZ,Woodward,OK,OPEN,,233.6,SE,yes,442.05,447.05,103.5,,Woodward,On-Air,,GBARG,Full-time to the  Kan-Okla Intertie System .,,,ORSI,yes,,,,,,,,,,,,,,,http://kanoklaintertiesystem.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,234.3,WSW,yes,147.08,147.68,162.2,,Rio Arriba,On-Air,,SFARC,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,238.3,NW,yes,447.225,442.225,,,Albany,On-Air,Wide area.,Laramie County EM,,,,WRCG,yes,,,,Wyoming DMR Project,,,,,,,yes,11,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,1,2
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,240.6,SW,yes,145.45,144.85,,,San Miguel,Off-Air,Wide area.,KB5WEZ,,,,NMFCC,yes,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.625,5,,KA0RCZ,"Axtell, NTV Studio",NE,OPEN,,241.3,NE,yes,444.625,449.625,,,Kearney,On-Air,,KA0RCZ,,,,WB0CMC,yes,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,241.4,NW,yes,53.03,52.03,,,Albany,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,,,,,yes,,,,,8,,,,,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,88.5,K5GUD,Mooreland,OK,OPEN,,241.8,SE,yes,145.39,144.79,88.5,,Woodward,,,K5GUD,,,,ORSI,yes,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.275,5,,K5GUD,Mooreland,OK,OPEN,,241.8,SE,yes,444.275,449.275,,,Woodward,,,K5GUD,,,,ORSI,yes,,,,,,,,yes,K5GUD (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.875,5,103.5,K5GUD,Woodward,OK,OPEN,,241.8,SE,yes,444.875,449.875,103.5,103.5,Woodward,,,TSARG,,,,ORSI,yes,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,241.8,SW,yes,147.26,147.86,67,,San Miguel,On-Air,Wide area.,,Full-time to the  Mega-Link System .,,,NMFCC,yes,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,241.8,SW,yes,147.3,147.9,162.2,,San Miguel,On-Air,Wide area.,Santa Fe ARC,,,,NMFCC,yes,,,,,"E-power, linked.",,,,,,,,,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,,K5GUD,Sharon,OK,OPEN,,242.8,SE,yes,147.315,147.915,,,Woodward,,,K5GUD,,,,ORSI,yes,,,,,,,,yes,K5GUD (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,243.3,NW,yes,145.16,144.56,88.5,123,Jackson,On-Air,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,yes,,,,,8,,Part of the Colorado Connection system of repeaters.,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,103.5,K5GSM,Woodward,OK,OPEN,,243.4,SE,yes,147,147.6,103.5,CSQ,Woodward,On-Air,NW Oklahoma/Woodward area,K5GSM/WX5OKC,,,,ORSI,yes,,,,ODEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,88.5,K5GUD,Sharon,OK,OPEN,,243.4,SE,yes,146.625,146.025,88.5,,Woodward,Off-Air,,K5GUD,,,,ORSI,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,88.5,N5WO,Sharon,OK,OPEN,,243.4,SE,yes,147.36,147.96,88.5,,Woodward,,,WX Watch,,,,ORSI,yes,,,,,WX.,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.45,5,103.5,W5ALZ,Waynoka,OK,OPEN,,243.5,SE,yes,443.45,448.45,103.5,103.5,Woods,On-Air,,,Full-time to the  Kan-Okla Intertie System .,,,ORSI,yes,,,,,,,,,,,,,,,http://kanoklaintertiesystem.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,245.7,NW,yes,146.61,146.01,,,Albany,On-Air,Laramie Valley  30 mi radius.,University ARC,,,,WRCG,yes,yes,Open ↑ / Open ↓,,,,Yes; analog capable.,,,,,,,,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,245.8,NW,yes,146.82,146.22,114.8,,Albany,On-Air,Wide area.,Shy-Wy Amateur Radio Club,,,,WRCG,yes,,,,,,,,,,,,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,247.9,NW,yes,147.015,147.615,146.2,,Albany,On-Air,Albany County,"Albany County ARES/RACES, University Amateur Radio",,82070,,,yes,yes,Open ↑ / Open ↓,,,,Yes; analog capable.,,,,,,,,,http://www.uwyo.edu/uarc/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,248.9,SW,yes,442.825,447.825,131.8,,Santa Fe,On-Air,,Santa Fe ARC,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,NMFCC,yes,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,248.9,SW,yes,147.02,147.62,141.3,,Santa Fe,On-Air,,NMEMA ARC,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,248.9,SW,yes,146.82,146.22,162.2,,Santa Fe,On-Air,Wide area.,Santa Fe ARC,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,NMFCC,yes,,,,,"Autopatch, e-power.",,,,,,,,,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,123,KA0DBK,Kearney,NE,OPEN,,249.6,NE,yes,147.39,147.99,123,123,Buffalo,On-Air,,KA0DBK,,,,,yes,,,,,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,123,KA0RCZ,Kearney,NE,OPEN,,249.6,NE,yes,147.315,147.915,123,123,Buffalo,On-Air,SW Central Nebraska,"MARC, WA0LST, N0LVL",,,,,yes,,,,MARC,Linked to 444.625 Axtell,,,,,,,,,,http://w0ky.club/,,Buffalo/Dawson Counties ARES net: Tue at 20:15.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.85,5,74.4,KA0RCZ,Kearney,NE,OPEN,,249.6,NE,yes,444.85,449.85,74.4,74.4,Buffalo,On-Air,,KA0RCZ,,,,WB0CMC,yes,,,,,"Autopatch, e-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,,KD0PBW,Kearney,NE,OPEN,,249.6,NE,yes,147.03,147.63,,,Buffalo,On-Air,,,,,,,yes,,,,,,,,yes,KD0PBW (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,123,W0KY,Kearney,NE,OPEN,,249.6,NE,yes,146.625,146.025,123,123,Buffalo,On-Air,,Midway Amateur Radio Club (MARC),,,,WB0CMC,yes,,,,,E-power.,,,,,,,,,,http://w0ky.club/,,MARC: Every Thursday at 20:15 Local time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,249.8,SW,yes,147.04,147.64,141.3,,Rio Arriba,Off-Air,,NMEMA ARC,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,123,KC0WZL,"Kearney, Kearney Water Tower",NE,OPEN,,250,NE,yes,147,146.4,123,,Buffalo,On-Air,15,MARC,,,,,yes,,,,,,,This is the severe weather operations machine for the Kearney area.,,,,,,,,http://w0ky.club/,,Weather nets as needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,88.5,N5WO,Vici,OK,OPEN,,250.1,SE,yes,444.95,449.95,88.5,,Dewey,,,WX Watch,,,,ORSI,yes,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,W0WWV,"Heartwell, KGIN TV Tower",NE,OPEN,,257.1,NE,yes,146.82,146.22,123,123,Kearney,On-Air,Wide Area,Amateur Radio Association Of Nebraska,"Full-time to  
        444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .
 


Full-time to the  W0WWV System .",,,,yes,,,,,E-power.,,,,,,,,,,http://w0wwv.org/,,"ARAN Net: Tue and Thur at 20:00. 
Severe weather nets as needed -linked to National Weather Service office in Hastings/Grand Island, call - WX0GID.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,257.5,SW,yes,53.2,52.2,107.2,,Santa Fe,Off-Air,,N9PGQ,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,257.5,SW,yes,146.84,146.24,107.2,,Santa Fe,,,N9PGQ,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,257.5,SW,yes,442.125,447.125,107.2,,Santa Fe,,,,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,259.8,SW,yes,145.19,144.59,162.2,,Bernalillo,On-Air,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,259.8,SW,yes,145.21,144.61,,,Santa Fe,On-Air,Local Santa Fe,W5SF,,,,,yes,,,,Santa Fe Amateur Radio Club,,,Soon to move to a better location.,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,259.8,SW,yes,444.575,449.575,,,Santa Fe,On-Air,Local Santa Fe,W5SF,,,,,yes,,,,Santa Fe Amateur Radio CLub,,,Soon to move to a better location,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,261.5,SW,yes,147.2,147.8,162.2,,Santa Fe,On-Air,,Santa Fe ARC,,,,NMFCC,yes,,,,,E-power. Full time link to Tesuque Peak.,,,,,,,,,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,262.3,SW,yes,146.88,146.28,CSQ,CSQ,Los Alamos,On-Air,,Los Alamos ARC,,,,NMFCC,yes,,,,,Autopatch,,Located on the Barranca Mesa water tower.,,,,,,,,,,LAARC: Sun at 2000.,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,263,SW,yes,224.04,222.44,100,100,Los Alamos,On-Air,,KA5BIW,,,,,yes,,,,,,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,263,SW,yes,442,447,100,,Los Alamos,On-Air,,KA5BIW,,87566,,,yes,,,,,Linked with 224.04 KA5BIW,,,,,,,,,,http://ka5biw.com/ham_radio/repeater.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,263.6,SW,yes,447.775,442.775,100,,Santa Fe,On-Air,Santa Fe,,,,7326,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,263.7,SW,yes,449.275,444.275,146.2,,Santa Fe,On-Air,,Fred Homuth,,,3939,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,264,SW,yes,442.425,447.425,,,Los Alamos,On-Air,30,,,,,,yes,,,,,,,,yes,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,264,SW,yes,444.775,449.775,,,Los Alamos,On-Air,Los Alamos and surrounding areas,WD9CMS,,,,NMFCC,yes,,,,,E-power.,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,
