Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Op Status,Coverage,EchoLink,IRLP,Notes,Nets,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Downlink Tone,Links,Talkgroups,Colorado,Northern Colorado,Denver Regional,YSF Digital Enabled,DG-ID,Mixed-Mode,AllStar,Commands,WIRES-X,Grid,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,TAC 310,Mountain Reg USA,P25 Digital Enabled,NAC,Default Reflector,Feed,Worldwide,English,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,Wyoming,WyLOCAL,Southern Colorado,Bandwidth,Local or Reflector,CKRG,KansasLink,Kansas,Location Photo,BYRG
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,242.5,SW,,446.8125,441.8125,,Chaffee,,RMHAM,,,,On-Air,,,,,,,0,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
442.075,5,CC1,N0VPX,Great Bend,KS,OPEN,,242.9,SE,,442.075,447.075,,Barton,,N0VPX,DMR,Kansas Repeater Council,,On-Air,"Great Bend, Hoisington, Ellinwood, Claflin, Pawnee Rock, US-56, K-156, US-281, K-4. 15 mi radius.",,,Please Check Webpage for TG Info,,,1,,CKRG,https://centralksrepeater.wixsite.com/ckrg,,Full-time internet linked to the  CKRG System .,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time    BYRG  2  31201  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,1,,,,2
146.76,-0.6,103.5,KI0NN,Great Bend,KS,OPEN,,243.1,SE,,146.76,146.16,103.5,Barton,,,,Kansas Repeater Council,,On-Air,,,,Off-air briefly for repairs.,RACES,,,,,http://kanoklaintertiesystem.org/,103.5,Full-time to the  Kan-Okla Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,N0VPX,Great Bend,KS,OPEN,W,243.2,SE,,444.1,449.1,100,Barton,,"N0VPX, Central Kansas Repeater Group",,Kansas Repeater Council,,On-Air,"Great Bend, Barton County 20 mi radius.",,,,,,,,,http://www.ckrgclub.com,100,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,40777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,244.3,WSW,,146.745,146.145,100,Chaffee,,CLARA,E-power.,CCARC,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,246.2,SW,,145.295,144.695,107.2,Chaffee,,Cheyenne Mtn Repeater Group,,CCARC,,On-Air,Wide area.,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,246.2,SW,,147.285,147.885,88.5,Chaffee,,Colorado Connection,11,CCARC,,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,,,,123,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,246.7,SW,,449.975,444.975,100,Chaffee,,,2,CCARC,,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,363976,7301,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,K0JSC.COM,100,Full-time to the  The Fun Machine System .,,,,,,,,28368,,,DM68xk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,246.8,SW,,449.925,444.925,103.5,Chaffee,,,E-power (Bat),CCARC,,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,Colorado ARES,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,246.8,SW,,449.65,444.65,107.2,Chaffee,,,E-power.,CCARC,,On-Air,Wide area.,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,131.8,KC0HMN,Spencer,NE,OPEN,,248.2,NE,,147.33,147.93,131.8,Boyd,,,,WB0CMC,,On-Air,,,,,,,,,,,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,103.5,W0MRT,St. John,KS,OPEN,,260.2,SE,,146.7,146.1,103.5,Stafford,,,,,,On-Air,10,,,,,,,,,http://kanoklaintertiesystem.org/,,Full-time to the  Kan-Okla Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,282.5,SW,,146.64,146.04,77,Rio Grande,,,,,,On-Air,Low level local coverage,,,,,,,,,,77,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,282.9,SW,,447.1,442.1,77,Saguache,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
