Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,On-air,Downlink Tone,Coverage,Links,Web links,Affiliate,IRLP,Notes,Nets,Grid,EchoLink,AllStar,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Commands,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA,Wyoming,WyLOCAL
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,147,NNE,yes,449.8,444.8,123,Larimer,On-Air,Estes Valley ARC,E-Power,CCARC,yes,,,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",,,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,625757,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,148,NNE,yes,146.685,146.085,123,Larimer,On-Air,Estes Valley ARC,E-power.,CCARC,yes,,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",,,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,625757,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,148.2,N,yes,145.16,144.56,88.5,Jackson,On-Air,Colorado Connection,8,CCARC,yes,,123,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Full-time to the  Colorado Connection System .,,,,Part of the Colorado Connection system of repeaters.,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,148.5,NE,yes,448.525,443.525,151.4,Boulder,On-Air,N0EPA,,CCARC,yes,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,148.5,NE,yes,147.27,147.87,100,Boulder,On-Air,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.",CCARC,yes,,100,Wide area: Northern Colorado.,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,148.5,NE,yes,448.8,443.8,88.5,Boulder,On-Air,Longmont ARC,30,CCARC,yes,,88.5,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,149.5,SSE,yes,145.39,144.79,100,Taos,On-Air,Taos ARC,"E-power, linked.",NMFCC,yes,,,Wide area.,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,151.8,SE,yes,145.25,144.65,123,Taos,On-Air,Taos ARC,,NMFCC,yes,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,153.4,NE,yes,447.3,442.3,107.2,Weld,On-Air,,,CCARC,yes,,,,,,,3887,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,155.1,NE,yes,224.96,223.36,CSQ,Weld,On-Air,AC0KC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,155.4,NE,yes,447.625,442.625,100,Adams,On-Air,Intermountain Repeater Group,,,yes,,,Local/North Metro,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,157.1,SSE,yes,147.14,147.74,67,Taos,On-Air,,11,,yes,,,,Full-time to the  Mega-Link System .,http://www.taosarc.com/,TaosARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,159,NE,yes,449.925,444.925,114.8,Weld,On-Air,KD0RG,,CCARC,yes,,114.8,,,,K0UPS Club,,,,DN70,448035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,159.6,E,yes,147.105,147.705,107.2,Elbert,On-Air,ARES of Douglas and Elbert Counties,Linked to CRA 447.150 - Conifer,CCARC,yes,,107.2,"I-70, E. Arapahoe, Elbert, Lincoln Counties","Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",http://www.w0cra.org/,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,160,NE,yes,147.195,147.795,100,Larimer,On-Air,Loveland Repeater Assoc,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,160.4,SSE,yes,444.975,449.975,123,Taos,On-Air,N5TSV,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,160.8,SE,yes,446.775,441.775,,Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,,,,,,,,,,,,,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,161.6,NE,yes,449.575,444.575,100,Larimer,On-Air,Loveland Rptr Assoc,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,161.6,NE,yes,224.32,222.72,100,Larimer,Off-Air,KN6VV,"Closed autopatch, e-power.",CCARC,yes,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,162.8,SE,yes,444.35,449.35,100,Colfax,On-Air,,,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,162.9,SE,yes,449.6,444.6,107.2,Las Animas,Off-Air,Cheyenne Mtn Rptr Grp,E-power.,CCARC,yes,,,Wide area.,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,162.9,SE,yes,147.375,147.975,100,Las Animas,Off-Air,K0BV,,CCARC,yes,,100,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,162.9,SE,yes,447.375,442.375,100,Las Animas,On-Air,KG5JL,E-power (batt).,CCARC,yes,,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,163.6,SSW,yes,145.49,144.89,100,Rio Arriba,On-Air,Totah ARC,Closed autopatch.,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,165,SSE,yes,147.04,147.64,141.3,Rio Arriba,Off-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,165.2,NNE,yes,927.875,902.875,D114,Larimer,Off-Air,WA6IMI,,CCARC,yes,,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,165.2,NNE,yes,449.425,444.425,94.8,Larimer,On-Air,,,,yes,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,165.6,SE,yes,147.04,147.64,141.3,Colfax,On-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,165.7,NNE,yes,927.95,902.95,100,Larimer,On-Air,K1TJ Repeater System,25,CCARC,yes,,100,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,165.7,NNE,yes,224.52,222.92,100,Larimer,Off-Air,Northern Colorado ARC,E-power.,CCARC,yes,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,165.7,NNE,yes,927.825,902.825,100,Larimer,On-Air,AB0SF,,CCARC,yes,,100,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,165.7,NNE,yes,145.115,144.515,100,Larimer,On-Air,Northern Colorado ARC,7,CCARC,yes,,100,Wide area.,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,165.7,NNE,yes,447.275,442.275,100,Larimer,On-Air,Northern Colorado ARC,"Closed autopatch, e-power.",CCARC,yes,,100,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,165.8,NE,yes,1283.55,1263.55,100,Larimer,On-Air,K1TJ Repeater System,,CCARC,yes,,,Northern Colorado Front Range,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,165.8,NE,yes,447.45,442.45,123,Larimer,On-Air,,,CCARC,yes,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,165.8,NE,yes,446.7375,441.7375,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,CCARC,yes,,,Wide area: North Front Range.,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,,,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,1,1,2,,,,1,,1,,,,,,,,,,2,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,166.2,NNE,yes,447.7,442.7,100,Larimer,On-Air,Northern Colorado Amateur Radio Club,,,yes,,100,Wide Area Coverage,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.2,NNE,yes,446.75,441.75,,Larimer,On-Air,Rocky Mountain Ham Radio,,CCARC,yes,,,,Full-time to the  Colorado TRBO System .,http://www.rmham.org,,,See website for complete info on color codes/time slot assignment.,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,166.2,NNE,yes,145.265,144.665,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,CCARC,yes,,,Northern Colorado Front Range Wide Area coverage.,,http://www.w0dmr.org/,Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,BrandMeister US,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,1,2,,,,,,,1,,,,,,,,,2,1,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,166.5,NNE,yes,146.625,146.025,100,Larimer,On-Air,Northern Colorado ARC,E-power.,CCARC,yes,,100,Wide area: Northern front range.,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,166.5,NNE,yes,224.84,223.24,100,Larimer,On-Air,Northern Colorado ARC,"E-power, 25 watts.",,yes,,100,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY","Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,166.8,NE,yes,447.725,442.725,131.8,Larimer,On-Air,W7RF,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,166.9,NE,yes,448.025,443.025,100,Larimer,On-Air,Northern Colorado ARC,,CCARC,yes,,100,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,169.7,NW,yes,449.9,444.9,136.5,Uintah,,Borderline Amateur Radio Club,,,yes,Unknown,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,171,NE,yes,446.8125,441.8125,,Larimer,On-Air,W0QEY CSU,D-Star Gateway,CCARC,yes,,,Fort Collins Local Area,,,,,Free Star,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,171.1,NE,yes,147.36,147.96,100,Larimer,On-Air,CO State Univ ARC,Closed autopatch.,CCARC,yes,,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,171.6,SE,yes,446.775,441.775,,Colfax,On-Air,Cheyenne Mountain Repeater Group,,NMFCC,yes,,,,,http://www.cmrg.org/,,,,,,,,yes,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,171.7,SE,yes,145.43,144.83,107.2,Las Animas,On-Air,Cheyenne Mountain Repeater Group,,CCARC,yes,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,171.7,NE,yes,449.85,444.85,100,Larimer,On-Air,CO State Univ ARC,Closed autopatch.,CCARC,yes,,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,171.8,SSE,yes,147.18,147.78,100,Rio Arriba,On-Air,,,NMFCC,yes,,100,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,172.3,NW,yes,449.7,444.7,136.5,Uintah,,W7BYU,8,UVHFS,yes,Unknown,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,172.3,NW,yes,146.92,146.32,136.5,Duchesne,Off-Air,,E-power.,UVHFS,yes,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,172.4,NW,yes,147.1,147.7,136.5,Uintah,On-Air,""">Borderline ARC","Autopatch, e-power.",UVHFS,yes,,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,,3577,8,,,458414,,,,,,,,,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,173.5,SSE,yes,449.875,444.875,123,Taos,Off-Air,Taos ARC,"Linked to 147.34, E-Power.",NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,173.5,SSE,yes,51.5,51.5,100,Taos,On-Air,Taos ARC,,,yes,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,173.5,SSE,yes,224.4,222.8,225.7,Taos,On-Air,Taos ARC,,NMFCC,yes,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,173.5,SSE,yes,147.12,147.72,67,Taos,On-Air,Taos Amateur Radio Club,E-power.,NMFCC,yes,,,Wide area.,,http://taosarc.org/,ARRL,,,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,173.8,NE,yes,147.39,147.99,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,,CCARC,yes,,,"Fort Collins east side, into Red Feather Lakes area.",,Documentation,,,,Tac 310 Net: Sun at 18:00.,,,,,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,2,,,,,,1,1,,,,,,,,,1,,1,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,174.4,S,yes,145.175,144.575,141.3,Sandoval,Off-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,174.7,NE,yes,449.725,444.725,127.3,Weld,On-Air,K0OJ,"Autopatch, WX.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,174.8,NE,yes,146.85,146.25,100,Weld,On-Air,Northern Colorado ARC,"E-power, WX.",CCARC,yes,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,175,S,yes,147.24,147.84,67,Sandoval,On-Air,,9,NMFCC,yes,,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,175.2,ESE,yes,449.9,444.9,107.2,Lincoln,On-Air,,,CCARC,yes,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,175.5,NE,yes,448.475,443.475,100,Weld,On-Air,Weld Amateur Radio Society (WARS),,CCARC,yes,,,,,http://www.warsco.org/,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,175.5,NE,yes,449.325,444.325,,Weld,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,175.5,NE,yes,147,147.6,100,Weld,On-Air,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",CCARC,yes,,100,,,,,3839,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,177,SE,yes,147.28,147.88,100,Colfax,On-Air,,8,NMFCC,yes,,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,177,NE,yes,447.2,442.2,82.5,Weld,On-Air,N6RFI,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
