Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,D-STAR Enabled,Node,Sources,IRLP,Coverage,Web links,EchoLink,AllStar,Commands,Mixed-Mode,YSF Digital Enabled,DG-ID,Affiliate,Notes,WIRES-X,Links,Nets,DMR Enabled,Color Code,Wide Network,Grid,Feed,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,On-air,Local Network,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Location Photo,Wyoming,WyLOCAL
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,232.7,SW,yes,147.135,147.735,100,100,La Plata,On-Air,,,CCARC,yes,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,235.3,SW,yes,145.37,144.77,100,100,La Plata,On-Air,,E-power.,CCARC,yes,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,236.1,SE,yes,146.985,146.385,156.7,156.7,Kearney,On-Air,N0OMC,E-power,Kansas Repeater Council,yes,,,,,"Kearny, Finney and Scott Counties",,,,,,,,,Linked full time to the Garden City 146.910 and Scott City 146.700 repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,237,SW,yes,442.375,447.375,100,,Montezuma,On-Air,San Juan Connection,,,yes,,,,,,,,,,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,242.5,SW,yes,145.325,144.725,100,,Montezuma,On-Air,,E-power.,CCARC,yes,,,,,Wide area.,http://www.sjcham.com,,,,,,,,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,243.2,SW,yes,446.7375,441.7375,,,Montezuma,On-Air,RMHAM,,CCARC,yes,,,,,,http://www.rmham.org,,,,,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,yes,6,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,246,SW,yes,145.19,144.59,100,,Montezuma,On-Air,,,CCARC,yes,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,246,SW,yes,447.275,442.275,100,,Montezuma,On-Air,,,,yes,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,246.3,SE,yes,147.06,147.66,,,Grant,On-Air,SKECT,,Kansas Repeater Council,yes,,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,247.3,SW,yes,147.06,147.66,100,,San Juan,On-Air,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,254.9,SW,yes,146.79,146.19,127.3,127.3,Montezuma,On-Air,KD5LWU,,CCARC,yes,,,,,,,24336,29317,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,254.9,SW,yes,449.175,444.175,127.3,,Montezuma,Off-Air,KD5LWU,,CCARC,yes,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,255.1,SE,yes,444.525,449.525,141.3,141.3,Grant,On-Air,SKECT,E-power.,Kansas Repeater Council,yes,,,,,,http://skect.org/default.aspx,,,,,,,,,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,110.9,KD7PPP,"Lander, airport",WY,OPEN,,269.5,NW,yes,145.445,144.845,110.9,,Fremont,On-Air,"KC7CJN, WB7CJT",,WRCG,yes,,,,,Lander and north to Wind River Canyon and south in the Wind River Mountains.,,,,,,,,FCARS,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,D261,N7HYF,"Lander, Limestone Mountain",WY,PRIVATE,,276,NW,yes,449.9,444.9,D261,D261,Fremont,On-Air,N7HYF,,WRCG,yes,,,,,,,,,,,,,,,,"Full-time to  
        53.03000 (N7HYF) at Lander, WY .
 


Full-time to  
        147.06000 (N7HYF) at Boysen, Boysen Peak, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
