Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,On-air,Coverage,Affiliate,Features,Sponsor,EchoLink,IRLP,Notes,Downlink Tone,Links,AllStar,Nets,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Commands,Grid,Location Photo,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,Feed,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Local,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,N. Colorado
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,202.2,E,,447.75,442.75,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,,,,,E-power (Bat),RGARC,,3081,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,202.4,E,,927.7,902.7,D114,Fremont,On-Air,,CCARC,,,,,,Royal Gorge ARC,,,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,203.4,NNE,,145.265,144.665,107.2,Moffat,,,CCARC,,Unknown,,,E-power.,NW Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,203.4,NNE,,146.97,146.37,88.5,Moffat,On-Air,,CCARC,,,,Colorado Connection,,Northwest Colorado Amateur Radio Association,,,,123,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,203.7,ESE,,224.32,222.72,88.5,Custer,Off-Air,PHC repeaters,CCARC,,,,,11,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,203.7,ESE,,449.625,444.625,107.2,Custer,On-Air,CMRG Repeaters,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,203.7,ESE,,447.175,442.175,88.5,Pueblo,Off-Air,Pueblo Ham Club,CCARC,,,Wide area: Southeast Colorado.,,11,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,204,E,,147.36,147.96,107.2,Park,On-Air,CMRG Repeaters,CCARC,,,Wide area.,,E-power.,,,3854,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,204,E,,146.685,146.085,107.2,Park,On-Air,,CCARC,,,,,"Closed autopatch, e-power.",Mountain ARC (MARC),,,,107.2,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,123,W7NRC,"Kanab, TV Site",UT,OPEN,E,204.2,WSW,,146.88,146.28,123,Kane,On-Air,,UVHFS,,,"Southern border of Utah and Northern Arizona including Kanab, Fredonia, and surrounding areas.",,5,,892361,,,,,,Good Morning Net: Weekdays @ 0800,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,,W7NRC,Kanab,UT,OPEN,,204.8,WSW,,449.85,444.85,,Kane,Off-Air,,UVHFS,,,Southern border of Utah including Kanab and surrounding areas.,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,100,N7YSE,"Kanab, TV Site",AZ,OPEN,,204.8,WSW,,449.1,444.1,100,Coconino,On-Air,,ARCA,,,Covers Kanab and Fredonia and along the Utah/Arizona border from Johnson Canyon to Pipe Springs,,2,KC Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,WI7M,Kanab,UT,OPEN,,204.8,WSW,,147.36,147.96,,Kane,Off-Air,,UVHFS,,,Southern border of Utah including Kanab and surrounding areas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,204.9,E,,447.975,442.975,100,Fremont,On-Air,http://www.k0jsc.com,CCARC,,,"Canon City area. 
   Repeater Coverage Map",,Autopatch.,K0JSC,363976,7301,,100,Full-time to the  The Fun Machine System .,28368,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,100,K7DSN,"Spanish Fork,  Teat Mountain",UT,OPEN,,204.9,NW,,447.4,442.4,100,Utah,,,UVHFS,,Unknown,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,205.7,NNW,,147.34,147.94,136.5,Uintah,On-Air,,UVHFS,,,Wide area.,Roosevelt Junior High School Amateur Radio Club,,Borderline Amateur Radio Club,,,9,,"Full-time to  
        147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,,N7SGV,Duck Creek Village,UT,OPEN,,206.2,W,,147.18,147.78,,Kane,Off-Air,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.325,-5,,N7SGV,Duck Creek Village,UT,OPEN,,206.2,W,,447.325,442.325,,Kane,Off-Air,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.6625,-25,,N7SGV,Duck Creek Village,UT,OPEN,,206.2,W,,927.6625,902.6625,,Kane,Off-Air,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,206.9,SE,,147.14,147.74,67,Taos,On-Air,http://www.taosarc.com/,,,,,TaosARC,11,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,207.2,E,,449.975,444.975,100,Fremont,On-Air,http://www.k0jsc.com,CCARC,,,,The Fun Machine,Simulcast TX / Voted RX with Cedarwood and Salida,K0JSC,,,,100,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,207.8,SE,,224.4,222.8,225.7,Taos,On-Air,http://taosarc.org,NMFCC,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,207.8,SE,,51.5,51.5,100,Taos,On-Air,Taos Amateur Radio Club,,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,207.9,SE,,449.875,444.875,123,Taos,Off-Air,,NMFCC,,,,,"Linked to 147.34, E-Power.",Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,207.9,SE,,147.12,147.72,67,Taos,On-Air,http://taosarc.org/,NMFCC,,,Wide area.,ARRL,E-power.,Taos Amateur Radio Club,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,208.4,NE,,147.075,147.675,88.5,Grand,On-Air,,CCARC,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,,Colorado Connection,,,Part of the Colorado Connection system of Repeaters,123,Full-time to the  Colorado Connection System .,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,209.5,SE,,444.975,449.975,123,Taos,On-Air,,NMFCC,,,,,,N5TSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,209.6,SE,,145.25,144.65,123,Taos,On-Air,Taos Amateur Radio Club,NMFCC,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,209.7,E,,449.7,444.7,107.2,Park,,,CCARC,,Unknown,,,,CMRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.68,-0.6,,KA7ARZ,Holbrook,AZ,OPEN,,209.8,SSW,,146.68,146.08,,Navajo,On-Air,Kachina Amateur Radio Club,ARCA,,,30,,,Kachina Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,DM44wv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,210.1,SE,,443,448,100,Sandoval,On-Air,http://www.nmscares.org,NMFCC,,,Rio Rancho and parts of Santa Fe.,RACES.,E-power.,Sandoval Co ARES,,,,,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",27750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,210.1,SE,,147.1,147.7,100,Sandoval,On-Air,http://www.nmscares.org,NMFCC,,,,,"E-power, remote base, Linked to 443.100 and 147.080.",Sandoval Co ARES,,,,100,"Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",27749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,210.1,SE,,442.75,447.75,162.2,Sandoval,On-Air,,NMFCC,,,"Rio Rancho, Albuquerque, Corrales.",,E-power.,KC5IPK,214956,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,213.3,E,,224.94,223.34,67,Teller,Testing,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,213.3,E,,147.015,147.615,107.2,Teller,On-Air,,CCARC,,,,,E-power.,Mountain ARC,,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,213.3,E,,447.4,442.4,67,Teller,On-Air,,CCARC,,,,,"E-power, Solar, Remote Base",WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,213.3,E,,145.46,144.86,67,Teller,On-Air,,CCARC,,,,RGARC,"E-power, 100% Solar",WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,213.3,E,,1287.7,1267.7,67,Teller,Testing,,CCARC,,,,,,WB0WDF,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,213.9,SE,,442.35,447.35,100,Sandoval,On-Air,,NMFCC,,,,,Autopatch.,WA5OLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,,N7RDZ,Winslow,AZ,OPEN,,214,SSW,,146.84,146.24,,Navajo,On-Air,N7RDZ,ARCA,,,I-40 15 mi radius.,Arizona Traffic And Emergency Net,,N7RDZ,,,,,,,,,,,,,,,,,,,,,,,,,,DM45pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,91.5,N7RDZ,Winslow,AZ,OPEN,,214,SSW,,147.38,147.98,91.5,Navajo,On-Air,N7RDZ,ARCA,,,I-40 15 mi radius.,Arizona Traffic And Emergency Net,,N7RDZ,,,,,,,,,,,,,,,,,,,,,,,,,,DM45pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,214.1,ESE,,145.355,144.755,100,Huerfano,On-Air,,CCARC,,,,,"E-power, linked.",N0JPX,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,,WB6JAA,"Grand Canyon, Hopi Pt",AZ,OPEN,E,214.2,WSW,,147.32,147.92,,Coconino,,WB6JAA,ARCA,,Unknown,30,,E-power,WB6JAA,369463,,WB6JAA was the National Park Service Fire Chief for the Grand Canyon.  He retired in 2017 and now shows and address in Phoenix.  Speculation is that this repeater moved with him or that another operator assumed control since the node is off line and the repeater was not reached recently.  https://www.grandcanyonnews.com/news/2017/jan/10/glazer-retires-after-29-years-grand-canyon-fire-de/,,,,,,,,,,,,,,,,,,,,,,,DM36wb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-1,CC1,KC7WST,Woodland Hills,UT,OPEN,,214.3,NW,,449.8,448.8,,Utah,On-Air,http://www.dmr-utah.net,UVHFS,,,Utah County,Yeahmon Amateur Radio Club (YARC),,KC7WSU,,,,,,,,,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,DMR-UTAH,1,1,1,,2,,,,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,
447.3,-5,77,WB7RPF,Woodland Hills,UT,OPEN,,214.3,NW,,447.3,442.3,77,Utah,On-Air,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,214.6,ESE,,449.75,444.75,100,Las Animas,On-Air,The Fun Machine,CCARC,,,,The Fun Machine,,N0ZSN,363976,7301,,100,Full-time to the  The Fun Machine System .,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,CC4,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,214.8,SE,,442.4,447.4,,Sandoval,On-Air,,NMFCC,,,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque",,"Brandmeister, DMR CC 4, D-Star, Fusion",,,,Dmr color code 4,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,215.2,SE,,145.37,144.77,162.2,Sandoval,On-Air,,,,,,,,Adrian Miura,,7706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,215.4,SE,,444.7,449.7,100,Sandoval,On-Air,,NMFCC,,,Albuquerque and vicinity,,E-power.,New Mexico Intel Emergency Amateur Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,216.2,SE,,443.4,448.4,100,Sandoval,On-Air,http://sandiavista.net,NMFCC,,,,,,Sandia Vista ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,216.4,SE,,443.2,448.2,,Sandoval,On-Air,http://brandmeister.network/?page=repeater&amp;id=313513,,,,,,Brandmeister,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB6BOB,"Cedar City, Blowhard Mountain",UT,CLOSED,,216.8,W,,448.65,443.65,,Iron,,,UVHFS,,Unknown,"Wide area: St. George and the neighboring communities. The area of Washington County as a whole, including parts of neighboring counties and states south and west of St. George.",Cactus-Intertie,"Remote base, 10,640'.",Desert RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,216.8,SE,,444.35,449.35,100,Colfax,On-Air,,NMFCC,,,,,,,,,11,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.8,-0.6,100,WV7H,"Cedar City, Blowhard Mountain",UT,OPEN,,216.8,W,,146.8,146.2,100,Iron,On-Air,http://www.utahvhfs.org/snowlink.html,UVHFS,,,"Wide area: The area of Washington County as a whole, including parts of neighboring counties and states south and west of St. George. Cedar City and nearby communities.",Intermountain Intertie,,,,,,,Full-time to the  Intermountain Intertie System .,,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,216.9,SE,,443.65,448.65,,Bernalillo,On-Air,NM5SH QSL.net,NMFCC,,,Albuquerque Metro,,Brandmeister,NM5SH,,,,,,,,,1,,,,,,,,,,,,,,,,,DM65pd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,136.5,K7HEN,"Heber City, Strawberry Peak",UT,OPEN,,216.9,NW,,147.16,147.76,136.5,Wasatch,Off-Air,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,88.5,WB7REL,"Salina, Beesting Peak",UT,OPEN,,217,NW,,449.3,444.3,88.5,Sevier,Off-Air,http://www.sanpeteso.org/skyline/skyline_files/frame.html,UVHFS,,,Wide area.,,"Remote base, 10,020'.",W7DHH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.075,-5,131.8,N7FQ,Salem,UT,OPEN,,217,NW,,447.075,442.075,131.8,Utah,Off-Air,http://www.n7fq.com/,UVHFS,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,217.2,E,,146.895,146.295,100,Park,On-Air,Park County Radio Club (PCRC),CCARC,,,285,,25,AB0RR,,,,100,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",45835,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,217.3,SE,,223.9,222.3,,Bernalillo,On-Air,,,,,,,"E-power (solar), Autopatch, Remote base.",,87120,,,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.8,-0.6,100,N6EZO,Mapleton,UT,OPEN,,217.5,NW,,146.8,146.2,100,Utah,On-Air,,UVHFS,,,,ERC CERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,217.6,SE,,147.08,147.68,100,Sandoval,On-Air,http://www.nmscares.org,NMFCC,,,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",ARRL,"Linked, e-power.",Sandoval County ARES,,,25,,,28176,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,217.7,SE,,449.275,444.275,146.2,Santa Fe,On-Air,,,,,,,,Fred Homuth,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,100,NV7V,Payson,UT,OPEN,,218,NW,,447,442,100,Utah,On-Air,http://nv7v.org,UVHFS,,,Metro Utah County,,WX.,,,,"Bulletins from ARRL, Amateur Radio Newsline, Rain Report, Handiham and QSO today are transmitted all day Saturdays.",100,147.4,,Mountain View Stake net: Sun at 20:00.,,,,,,,,,,,,,,,,,,"ABC time 
AAAA voice test records your voice and then replays it.  Start speaking when the repeater says ""ready"". 
Send CC followed by whatever tone you wish to test.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,218.1,SE,,447.775,442.775,100,Santa Fe,On-Air,,,,,Santa Fe,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7UCA,"Payson, Mountain View Hospital",UT,OPEN,,218.1,NW,,447.125,442.125,100,Utah,Off-Air,http://ucares.org,UVHFS,,,Wasatch Front from Payson to Tremonton.,UCARES,4,Utah Co ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,218.3,NNE,,147.165,147.765,88.5,Routt,On-Air,,,,,,,,Colorado Connection,,,,123,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,218.3,NNE,,147.21,147.81,107.2,Routt,On-Air,,CCARC,,,,,"Linked, WX.",SSARC,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,218.3,NNE,,449.625,444.625,123,Routt,On-Air,http://colcon.org,,,,Local Steamboat Area,,Statewide Linked System,"Colorado Connection Repeaters, Inc.",,,,123,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,218.3,SE,,145.21,144.61,,Santa Fe,On-Air,,,,,Local Santa Fe,Santa Fe Amateur Radio Club,,W5SF,,,Soon to move to a better location.,,,,,,,,,,,,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,218.3,SE,,444.575,449.575,,Santa Fe,On-Air,,,,,Local Santa Fe,Santa Fe Amateur Radio CLub,,W5SF,,,Soon to move to a better location,,,,,,,,,,,,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,218.3,SE,,145.19,144.59,162.2,Bernalillo,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
