Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Downlink Tone,Op Status,Affiliate,Links,Coverage,Nets,Web links,Notes,EchoLink,DMR Enabled,Color Code,Wide Network,Grid,IRLP,AllStar,Commands,Talkgroup Network,Talkgroups,Wyoming,WyLOCAL,YSF Digital Enabled,DG-ID,Mixed-Mode,Colorado,Southern Colorado,Denver Regional,Northern Colorado,D-STAR Enabled,Node,Sources,Worldwide,North America,English,Local/Cluster,Mountain Reg USA,Local Network,Feed,Worldwide English,DCI Bridge,N. Colorado,TAC 310,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Location Photo
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,185.7,SE,yes,447.55,442.55,123,El Paso,,WA6IFI,,CCARC,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,185.7,SE,yes,448.6,443.6,114.8,El Paso,Unknown,W0MOG,,CCARC,yes,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,185.7,SE,yes,448.25,443.25,123,El Paso,,,,CCARC,yes,,Off-Air,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,185.7,SE,yes,927.8,902.8,D116,Teller,,,6,CCARC,yes,,On-Air,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,185.7,SE,yes,224.06,222.46,,El Paso,Unknown,Pikes Peak FM Association (PPFMA),"E-power, linked.",CCARC,yes,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,185.7,SE,yes,447.475,442.475,107.2,El Paso,Unknown,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,yes,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,186.2,SE,yes,447.625,442.625,100,El Paso,,KD0MDP,Linked.,,yes,100,On-Air,The Fun Machine,Full-time to the  The Fun Machine System .,,,,,363976,,,,,7301,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,186.4,WSW,yes,448.075,443.075,,Carbon,,Sinbad Desert Amateur Radio Club,,,yes,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,yes,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,186.4,SE,yes,53.03,51.33,88.5,Fremont,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",CCARC,yes,88.5,On-Air,RGARC,,,,Http://www.qsl.net/rghc,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,186.4,SE,yes,147.135,147.735,100,El Paso,,AA0L,6,CCARC,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,186.4,SE,yes,223.96,222.36,103.5,Fremont,,RGARC,"E-power (Bat), Remote Base",CCARC,yes,103.5,On-Air,,,"Wide area. 
   Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,186.4,SE,yes,446.7375,441.7375,,Fremont,,,IPSC Link to the Colorado network on Talk Slot 2.,CCARC,yes,,On-Air,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,http://www.k0jsc.com,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,yes,7,,DM78ii,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,yes
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,186.4,SE,yes,145.49,144.89,103.5,Fremont,,Royal Gorge Amateur Radio Club,E-power (Bat),CCARC,yes,103.5,On-Air,Colorado ARES Region 5 District 1,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",Royal Gorge Amateur Radio Club,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,186.4,SE,yes,447.25,442.25,100,Fremont,,,,CCARC,yes,100,On-Air,,Full-time to the  The Fun Machine System .,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map","Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",K0JSC dot Com,,363976,,,,DM78ik,7301,28368,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,yes
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,186.4,SE,yes,447.75,442.75,103.5,Fremont,,RGARC,E-power (Bat),CCARC,yes,103.5,On-Air,,,,,Royal Gorge Amateur Radio Club,,,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,186.6,SE,yes,927.7,902.7,D114,Fremont,,Royal Gorge ARC,,CCARC,yes,D114,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,186.9,S,yes,444,449,67,San Juan,,,,,yes,,On-Air,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,186.9,S,yes,145.325,144.725,127.3,San Juan,,,Solar powered,CCARC,yes,,On-Air,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,186.9,S,yes,447.525,442.525,127.3,San Juan,,KB5ITS,E-power.,CCARC,yes,,On-Air,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,186.9,SE,yes,448.725,443.725,123,El Paso,,KA0TTF,,CCARC,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,187.2,S,yes,146.925,146.325,,Mineral,,Creede ARC,,CCARC,yes,,Off-Air,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,187.6,SE,yes,448.1,443.1,107.2,El Paso,,,"Closed autopatch, e-power.",CCARC,yes,107.2,On-Air,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",Wide area.,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,187.6,SE,yes,448,443,107.2,El Paso,,,,CCARC,yes,,On-Air,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,187.6,SE,yes,146.76,146.16,107.2,El Paso,,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",CCARC,yes,107.2,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,187.6,WSW,yes,147.14,147.74,88.5,Emery,,Sinbad Desert ARC,"Closed autopatch, remote base.",UVHFS,yes,,On-Air,,Full-time to the  Sinbad Desert (SDARC) System .,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,http://sdarc.us/repeaters/cedar.html,7,64264,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,187.6,WSW,yes,448.55,443.55,88.5,Emery,,N7QLO,Remote base.,UVHFS,yes,,On-Air,,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,Stand alone.,,,,,,3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,187.6,WSW,yes,447.125,442.125,100,Emery,Unknown,San Rafael Cactus Assoc,7,UVHFS,yes,,,Cactus-Intertie,,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,187.7,SE,yes,147.345,147.945,107.2,El Paso,,,"Closed autopatch, e-power.",CCARC,yes,107.2,On-Air,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",Wide area.,,http://www.cmrg.org/,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,187.7,SE,yes,145.16,144.56,107.2,El Paso,,Colorado Repeater Association,"Closed autopatch, e-power.",CCARC,yes,107.2,On-Air,CRA VHF Link System,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .","Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",,http://www.w0cra.org/info/cosprgs.html#145160,Switch to this repeater at mile marker 170 on I-25.,347086,,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,188,SE,yes,53.13,51.43,107.2,El Paso,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,107.2,On-Air,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,188,SE,yes,927.85,902.85,D114,Teller,,CMRG,9,CCARC,yes,,On-Air,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,188,SE,yes,446.9125,441.9125,,El Paso,,Cheyenne Mountain Repeater Group (CMRG),,,yes,,On-Air,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,188,SE,yes,145.13,144.53,88.5,El Paso,,Colorado Connection,9,CCARC,yes,123,On-Air,,Full-time to the  Colorado Connection System .,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,Linked into the Colorado Connection System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,188,SE,yes,445.0625,440.0625,,El Paso,,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,CCARC,yes,,Off-Air,,,,,,,,yes,1,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,188.1,SE,yes,145.375,144.77,,El Paso,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,,Off-Air,,,wide area,,http://www.cmrg.org,Repeater off air for now.,,,,,,,,,,,,,,,,,,,,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,188.1,S,yes,147.375,147.975,156.7,San Juan,,,13,CCARC,yes,,On-Air,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",Wide area.,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,188.6,SE,yes,145.265,144.665,100,El Paso,,Pikes Peak FM Association,"Closed autopatch, e-power.",CCARC,yes,100,Off-Air,,,Local. Good coverage of I25 in Colorado Springs.,,PPFMA Repeaters,Repeater has been moved.,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,188.6,SE,yes,448.8,443.8,100,El Paso,,Pikes Peak FM Assoc,,CCARC,yes,100,Off-Air,,,,,PPFMA Repeaters,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,189.3,WSW,yes,145.31,144.71,88.5,Carbon,,Sinbad Desert ARC,"Closed autopatch, remote base.",UVHFS,yes,,On-Air,,,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,,http://sdarc.us/repeaters/ford.html,9,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,189.7,SE,yes,447.975,442.975,100,Fremont,,K0JSC,Autopatch.,CCARC,yes,100,On-Air,,Full-time to the  The Fun Machine System .,"Canon City area. 
   Repeater Coverage Map","Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",http://www.k0jsc.com,,363976,,,,,7301,28368,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,189.9,S,yes,449.525,444.525,100,Mineral,,N0PKT,,,yes,100,On-Air,The Fun Machine,Full-time to the  The Fun Machine System .,,,,,,,,,DM67lt,,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,190,SE,yes,449.975,444.975,100,Fremont,,K0JSC,Simulcast TX / Voted RX with Cedarwood and Salida,CCARC,yes,100,On-Air,The Fun Machine,Full-time to the  The Fun Machine System .,,,http://www.k0jsc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,190.4,E,yes,147.165,147.765,114.8,Laramie,,Shy-Wy Amateur Radio Club,E-power.,WRCG,yes,,On-Air,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,190.6,SE,yes,447.2,442.2,,El Paso,,GGARC,,,yes,,Testing,Garden of the Gods Amateur Radio Club,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KC7BJY,"Big Piney,  The Hogsback",WY,OPEN,,190.7,NW,yes,146.88,146.28,100,Sublette,,"Sublette Co ARC """,,WRCG,yes,,On-Air,,,,SCARC: Mon at 19:30.,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,100,KC7BJY,Marbleton,WY,OPEN,,193.4,NW,yes,145.145,144.545,100,Sublette,,Sublette Co ARC,,WRCG,yes,,On-Air,,,"Marbleton, Big Piney, Pinedale and Boulder areas.",,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,195.1,S,yes,147.27,147.87,127.3,San Juan,,KB5ITT,E-power.,CCARC,yes,,On-Air,Durango ARC,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,198,ESE,yes,448.2,443.2,,Morgan,,,Mixed Mode,CCARC,yes,,On-Air,NEAHR,Full-time to the  Colorado TRBO System .,,,Rocky Mountain Ham Radio,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,yes,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,198.5,SE,yes,919.1,894.1,88.5,Pueblo,,Pueblo HC,,CCARC,yes,CSQ,Off-Air,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,198.5,SE,yes,448.325,443.325,100,Custer,,,,,yes,100,On-Air,The Fun Machine,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,198.6,SE,yes,927.775,902.775,D116,Custer,,Royal Gorge Amateur Radio Club,,CCARC,yes,D116,On-Air,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,198.6,SE,yes,448.15,443.15,103.5,Custer,,Royal George ARC,E-power.,CCARC,yes,103.5,On-Air,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,198.6,SE,yes,147.06,147.66,77,Custer,,http://www.qsl.net/rghc,E-power,CCARC,yes,77,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,136.5,K7HEN,"Heber City, Strawberry Peak",UT,OPEN,,198.9,W,yes,147.16,147.76,136.5,Wasatch,,,,UVHFS,yes,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,,KK7BA,Douglas,WY,OPEN,,201.1,NNE,yes,147.15,147.75,,Converse,,,,,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,88.5,K7SDC,"Scofield, Boardinghouse Ridge",UT,OPEN,EI,201.3,WSW,yes,147.08,147.68,88.5,Carbon,,Sinbad Desert ARC,"Closed autopatch, remote base.",UVHFS,yes,,On-Air,,Full-time to the  Sinbad Desert (SDARC) System .,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,,http://sdarc.us/repeaters/boardinghouse.html,9,64264,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.805,-0.6,100,W7BEQ,"Shoshoni, Copper Mtn",WY,OPEN,,201.8,N,yes,146.805,146.205,100,Fremont,,,,WRCG,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,88.5,WX7Y,"Scofield, Boardinghouse Rdge",UT,OPEN,,202,WSW,yes,224.98,223.38,88.5,Carbon,Unknown,"Intermountain Repeater Emergency Amateur Network,  Sinbad Desert ARC",Remote base.,UVHFS,yes,,,,,"Wide area: Price, Wellington, Helper, and Huntington areas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,100,KC7BJY,"Pinedale, Mt Airy",WY,OPEN,,202.4,NW,yes,448.1,443.1,100,Sublette,,Sublette Co ARC,7,WRCG,yes,,Off-Air,,"Full-time to  
        146.77500 (W7YP) at Pinedale, Mt Airy, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,W7YP,"Pinedale, Mt Airy",WY,OPEN,,202.4,NW,yes,146.775,146.175,,Sublette,,Sublette Co ARC,7,,yes,,Off-Air,,"Full-time to  
        448.10000 (KC7BJY) at Pinedale, Mt Airy, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,203.7,SE,yes,147.105,147.705,107.2,Elbert,,ARES of Douglas and Elbert Counties,Linked to CRA 447.150 - Conifer,CCARC,yes,107.2,On-Air,Colorado Repeater Association,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .","I-70, E. Arapahoe, Elbert, Lincoln Counties",,http://www.w0cra.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,100,K7DSN,"Spanish Fork,  Teat Mountain",UT,OPEN,,204.3,W,yes,447.4,442.4,100,Utah,Unknown,,,UVHFS,yes,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.25,-20,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,205.3,WSW,yes,1299.25,1279.25,,Washington,,,,UVHFS,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF7YIX (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,205.8,SSE,yes,146.64,146.04,77,Rio Grande,,,,,yes,77,On-Air,,,Low level local coverage,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,205.9,SSE,yes,447.1,442.1,77,Saguache,,,,,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,N7ZOI,"Midway, Wilson Peak",UT,OPEN,,206.3,W,yes,147.2,147.8,88.5,Wasatch,,,8,UVHFS,yes,,On-Air,High Valley ARC,"Full-time to  
        449.52500 (K7JL) at Brighton, Scott's Peak, UT .",Heber city and surrounding communities.,HVARC: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,N7ZOI,Midway,UT,OPEN,,206.8,W,yes,449.95,444.95,,Wasatch,,,,UVHFS,yes,,On-Air,,,Heber city and surrounding communities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,WA7GIE,"Coalville, Lewis Peak",UT,OPEN,,207.4,W,yes,147.36,147.96,100,Summit,,,9,UVHFS,yes,,On-Air,Wasatch Back Tri-County ARC,,"Wide area: Western side of the Salt Lake valley. Park City, Heber, Coalville and other nearby communities.",SCARC: Thu at 2100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,,WB7TSQ,"Coalville,  Lewis Peak",UT,OPEN,,207.4,W,yes,448.9,443.9,,Summit,Unknown,,"Remote base, 9,304'.",UVHFS,yes,,,,,"Wide area: Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
