Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,AllStar,Last update,Sponsor,Features,Links,Coordination,Affiliate,EchoLink,IRLP,Web links,Notes,Grid,Nets,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Feed,Location Photo,YSF Digital Enabled,DG-ID,Mixed-Mode,On-air,Worldwide,North America,Local/Cluster,Denver Regional,Commands,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Northern Colorado,English,Europe,TAC 310,DCI Bridge,Southwest USA,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Texas,COMM 1,Texas/Oklahoma Regional USA
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,163.8,NNE,yes,449.65,444.65,,,Denver,On-Air,,,yes,Colorado Amateur Repeater Network (CARN),,,CCARC,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,163.9,SSW,yes,145.37,144.77,162.2,,Sandoval,On-Air,,,yes,Adrian Miura,,,,,,7706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,163.9,NNW,yes,449.85,444.85,131.8,131.8,Garfield,On-Air,Glenwood Springs,,yes,,e-power  Linked to GMRA Open System,Full-time to the  GMRA Open System .,CCARC,Grand Mesa Repeater Assoc,,,http://GMRA.org,RACES net Wed 1930 Hrs Local,,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,163.9,NNW,yes,447.6,442.6,,,Garfield,,40,,yes,Ski Country ARC (SCARC),50,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",CCARC,,,,,Link Hub for 146.880.,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,163.9,NNW,yes,147.3,147.9,107.2,,Garfield,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,yes,Roaring Fork Amateur Repeater Cooperative,8,,CCARC,,266359,,,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,163.9,NNW,yes,224.02,222.42,,,Garfield,,,,yes,SCARC,,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,164,NNE,yes,448.55,443.55,82.5,,Denver,Off-Air,,,yes,HPRA,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,164,NNE,yes,448.075,443.075,123,,Denver,On-Air,,,yes,W0IG,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,164,NNE,yes,145.475,144.875,100,,Jefferson,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,yes,Intermountain Repeater Group,E-power.,,CCARC,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,164,NNE,yes,146.715,146.115,123,123,Denver,On-Air,,,yes,EARS,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,164.2,NNE,yes,449.15,444.15,,,Arapahoe,On-Air,,,yes,Colorado Amateur Repeater Network (CARN),,,CCARC,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,164.9,SSW,yes,224.58,222.98,100,,Bernalillo,On-Air,,,yes,KH6JTM,"Autopatch, e-power.",,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,165,NNE,yes,447.175,442.175,100,100,Denver,On-Air,,29997,yes,W0JRL,,,CCARC,,201712,,,,,,,,,,,,,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,165.3,SSW,yes,147.32,147.92,100,,Bernalillo,On-Air,,,yes,K5LXP,20,,NMFCC,,,,K5LXP Repeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,165.4,ESE,yes,146.64,146.04,100,100,Las Animas,Off-Air,Wide area: West BACA and East Las Animas counties.,,yes,,,,CCARC,,,,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,165.9,NNE,yes,448.275,443.275,156.7,,Arapahoe,On-Air,,,yes,W0BG,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,165.9,NNE,yes,448.825,443.825,,,Arapahoe,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,30584,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,165.9,NNE,yes,448.5,443.5,100,,Denver,On-Air,Greater Denver area.,,yes,Castle Rock Repeater Group,E-power.,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,165.9,NNE,yes,448.4,443.4,94.8,,Arapahoe,On-Air,,,yes,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,166.1,SSW,yes,223.9,222.3,,,Bernalillo,On-Air,,,yes,,"E-power (solar), Autopatch, Remote base.",,,,87120,,,,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,166.4,SSW,yes,443.65,448.65,,,Bernalillo,On-Air,Albuquerque Metro,,yes,NM5SH,Brandmeister,,NMFCC,,,,NM5SH QSL.net,,DM65pd,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5XE,Albuquerque,NM,OPEN,,166.8,SSW,yes,147.36,147.96,100,,Bernalillo,Off-Air,,,yes,KB5XE,E-power.,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,166.8,NW,yes,449.5,444.5,107.2,,Mesa,Off-Air,,,yes,Grand Mesa Repeater Association (GMRA),E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,167.1,N,yes,147.285,147.885,88.5,123,Grand,On-Air,,,yes,Colorado Connection,,Full-time to the  Colorado Connection System .,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,146.2,KD5MHQ,Albuquerque,NM,OPEN,,167.3,SSW,yes,146.74,146.14,146.2,,Bernalillo,On-Air,,,yes,KD5MHQ,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,67,K5FIQ,"Clines Corners, Tapia Mesa",NM,OPEN,,167.9,S,yes,147.06,147.66,67,,San Miguel,On-Air,,,yes,Upper Rio FM Society,7,"Full-time to  
        146.90000 (K5FIQ) at Albuquerque, Op Ctr, NM .",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,168.4,SSW,yes,147.465,147.465,88.5,,Bernalillo,On-Air,,28239,yes,,,,,,465010,,http://www.w5mhg.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,CC1,N5GU,"Albuquerque, Southeast",NM,OPEN,,168.7,SSW,yes,444.6,449.6,,,Bernalillo,On-Air,Albuquerque area,,yes,Drew J. Riedle,TS 1 Talk Groups *91 World wide *93 North America *3100 USA Nation wide TS 2 Talk Groups *310 TAC 310 *3135 New Mexico State wide *3176 Southwest Region USA,,NMFCC,,,,http://brandmeister.network/?page=repeater&amp;id=313509,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,168.8,N,yes,449.225,444.225,141.3,141.3,Gilpin,On-Air,Wide area.,,yes,Rocky Mountain Ham Radio (RMHR),Emergency Power,,CCARC,,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,168.8,N,yes,145.31,144.71,88.5,123,Gilpin,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,yes,Colorado Connection,10,Full-time to the  Colorado Connection System .,CCARC,,,,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,168.8,SSW,yes,147.38,147.98,,,Bernalillo,On-Air,,,yes,ED&amp;DREW,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,100,K5BIQ,"Tijeras, Cedro Peak",NM,OPEN,,169.1,S,yes,145.15,144.55,100,100,Bernalillo,On-Air,,,yes,BERNCO OEM,,"Full-time to  
        145.13000 (K5BIQ) at Albuquerque, BCFD Fire Station 35, NM .",NMFCC,,,,http://bc-ares.org/wordpress/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,67,NM5ML,"Tijeras, Cedro Peak",NM,OPEN,,169.1,S,yes,147.34,147.94,67,,Bernalillo,On-Air,Wide area,,yes,,7,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,169.4,WNW,yes,449.4,444.4,131.8,131.8,Mesa,On-Air,Wide area via links - Western Colorado - Eastern Utah,,yes,"WA4HND,  Grand Mesa Repeater Association",E-power.,Full-time to the  GMRA Open System .,CCARC,,,3710,http://www.gmra.org,Closed IRLP out - Ask for a control op,,RACES Wed 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,169.4,NW,yes,449.3,444.3,107.2,107.2,Mesa,On-Air,Wide Area I-70 West Rifle to Western Utah,,yes,,e-power Linked to GMRA Open System,,CCARC,,,3710,http://www.gmra.org/,Closed IRLP out,,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,169.6,NNE,yes,449.3,444.3,100,,Adams,On-Air,,,yes,N1UPS,,,CCARC,,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.525,5,100,K5PRN,"Albuquerque, UNM Campus",NM,OPEN,,169.7,SSW,yes,442.525,447.525,100,,Bernalillo,On-Air,,,yes,KE5LOH,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,169.7,NE,yes,447,442,103.5,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,yes,Delbert Noakes (KC0VJD),APRS repeater &amp; I-Gate / Weather station,,,,,,,,DM89gb,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,30534,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,169.9,NW,yes,446.9125,441.9125,,,Mesa,On-Air,"Grand Junction, I70",,yes,Bill Frost,,,,,,,,Brandmeister network,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.65,-25,151.4,KC5ZXW,Albuquerque,NM,OPEN,,169.9,SSW,yes,927.65,902.65,151.4,,Bernalillo,Off-Air,,,yes,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,170,SSW,yes,927.7,902.7,210.7,,Bernalillo,Off-Air,Wide area.,,yes,,"Closed autopatch, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,KC5ZXW,"Albuquerque, Southeast",NM,OPEN,,170.1,SSW,yes,444.1,449.1,100,,Bernalillo,On-Air,,,yes,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,170.3,N,yes,224.6,223,100,,Gilpin,,,,yes,W0RM,,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,-5,123,KE5XE,Albuquerque,NM,OPEN,,170.4,SSW,yes,443.5,438.5,123,,Bernalillo,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,67,K5FIQ,"Albuquerque, Northern Sandia Mountain Top",NM,OPEN,,170.4,SSW,yes,442.45,447.45,67,67,Bernalillo,On-Air,,,yes,Upper Rio Grande FM Society,"FM, Autopatch",,,,,,http://www.urfmsi.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.01,0,,W5SCA,"Albuquerque, Sandia Crest",NM,OPEN,,170.4,SSW,yes,145.01,145.01,,,Bernalillo,,wide-area,,yes,Sandoval County Amateur Radio Emergency Service,Packet node W5SCA-11,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,WA5IHL,"Albuquerque, Sandia Mnts",NM,OPEN,,170.4,SSW,yes,145.29,144.69,100,,Bernalillo,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,171.3,SSW,yes,449.55,444.55,71.9,,Bernalillo,On-Air,,,yes,Upper Rio FM Soc,5,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,171.3,N,yes,447.45,442.45,103.5,,Grand,On-Air,,,yes,W0IG,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,171.3,SSW,yes,146.9,146.3,67,,Bernalillo,On-Air,Wide area.,,yes,Upper Rio FM Society,5,"Full-time to  
        147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,171.3,SSW,yes,449.45,444.45,,,Bernalillo,On-Air,,,yes,The Upper Rio FM Society,,,NMFCC,,,,http://www.urfmsi.org,,,,,,,,,,yes,W5URR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,171.3,SSW,yes,449.8,444.8,67,,Bernalillo,On-Air,,,yes,Upper Rio FM Soc,5,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,171.8,NNE,yes,448.15,443.15,141.3,141.3,Denver,On-Air,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",29436,yes,K0GUR,E-power (batt).  2 meter and 70cm channel steerable remote bases.,Full-time to the  The Fun Machine System .,CCARC,,24340,,k0jsc.com,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,DM79pt,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,100,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,172.3,SSW,yes,442.05,447.05,100,100,Bernalillo,On-Air,,28828,yes,BERNCO OEM,,,NMFCC,,,,http://bc-ares.org/wordpress/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,172.6,NW,yes,146.76,146.16,107.2,,Garfield,Off-Air,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,yes,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,,CCARC,,243117,,,,DM69cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,172.6,NE,yes,449.25,444.25,123,123,Elbert,On-Air,"I-70 Limon, Co area.",,yes,K0UPS Club c/o N1UPS,Full duplex node.,,CCARC,,3349,3349,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,,,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,173.5,NW,yes,448.15,443.15,100,,Mesa,On-Air,,,yes,,,,CCARC,,312189,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,173.6,NNE,yes,147.045,147.645,123,CSQ,Adams,On-Air,,,yes,Northglenn RA,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,,173.7,S,yes,224,222.4,100,,Bernalillo,Off-Air,Wide area.,,yes,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,E,173.7,S,yes,146.72,146.12,100,127.3,Bernalillo,On-Air,Wide area. HT Accessible from Albuquerque,,yes,K5CQH,7,,NMFCC,,880130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,67,KF5ERC,Albuquerque,NM,OPEN,E,173.8,S,yes,146.92,146.32,67,,Bernalillo,Off-Air,,,yes,Mel Watkins,,,,,714941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,WA5IHL,Albuquerque,NM,OPEN,,173.9,SSW,yes,442.25,447.25,,,Bernalillo,On-Air,Albuquerque,,yes,,,,NMFCC,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,1,1,,,,,,,AZ-TrboNet,,1,2,2,2,2,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,174.6,NNE,yes,449.825,444.825,103.5,,Boulder,On-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,,yes,Rocky Mountain Radio League,6,,CCARC,,,,Repeater,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,174.6,NNE,yes,448.925,443.925,131.8,,Boulder,On-Air,,,yes,W0LMA,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,176.2,N,yes,146.7,146.1,100,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,yes,Boulder Co ARC,6,,CCARC,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,176.3,N,yes,448.9,443.9,100,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,yes,Boulder ARC,6,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,176.3,N,yes,146.61,146.01,100,,Boulder,Off-Air,,,yes,Boulder Amateur Radio Club,,,CCARC,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,178.7,ESE,yes,147.33,147.93,118.8,118.8,Baca,Off-Air,,,yes,Baca County Amateur Emergency Management,,,CCARC,,97142,7142,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,178.7,ESE,yes,147.09,147.69,118.8,118.8,Baca,,,,yes,BCDEARC,,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,178.7,ESE,yes,449.2,444.2,118.8,118.8,Baca,On-Air,provides coverage to central Baca County,,yes,Baca County Div of Emerg Mgt Communications,,,,,97142,7142,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,178.8,N,yes,446.8,441.8,,,Boulder,On-Air,Wide area.,,yes,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,CCARC,Rocky Mountain Ham Radio,,,Rocky Mountain Ham Radio,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,178.8,N,yes,449.4,444.4,91.5,,Boulder,Off-Air,,,yes,BARC,2,,CCARC,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,178.8,N,yes,446.8625,441.8625,,,Boulder,On-Air,,,yes,Boulder County ARES,,,CCARC,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,178.8,N,yes,1299.5,1279.5,,,Boulder,On-Air,,,yes,Boulder County ARES,E-power.,,CCARC,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,178.8,N,yes,449.55,444.55,100,,Boulder,On-Air,Denver metro area.,,yes,Rocky Mtn VHF Soc,8,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",CCARC,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,179.2,NE,yes,147.06,147.66,103.5,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",42740,yes,BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,CCARC,,791116,3794,http://www.bigsandyradio.com/,,,Big Sandy Net: Wed 19:00,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,179.2,NE,yes,446.7375,441.7375,,,Lincoln,On-Air,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,yes,K0RTS KC0VJD,,,CCARC,RMHam,,,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,yes,8,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
