Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Last update,Uplink Tone,Downlink Tone,EchoLink,IRLP,Coordination,On-air,Sponsor,Features,Coverage,AllStar,Affiliate,Links,Commands,Notes,Nets,Web links,DMR Enabled,Color Code,Wide Network,Grid,Location Photo,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Local/Cluster,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local,Wyoming,WyLOCAL,WIRES-X,Worldwide English,N. Colorado
145.49,-0.6,123,K7HEN,"Ogden,  Promentory Pt",UT,OPEN,,231.5,NW,,145.49,144.89,,,,Weber,On-Air,,123,,,,UVHFS,,"Amateur Radio, Inc",Autopatch.,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,,Mercury ARA,Full-time to the  Intermountain Intertie System .,,,MARA: Wed at 2100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,123,WB7TSQ,"Ogden,  foothills",UT,OPEN,,231.5,NW,,145.41,144.81,,,,Weber,On-Air,,123,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KD7FDH,"Ogden, Weber State University",UT,OPEN,,231.6,NW,,145.25,144.65,,,,Weber,On-Air,,123,123,,,UVHFS,,Weber State University Amateur Radio Club,Autopatch.,Ogden and surrounding area,,,,,,,Weber State University Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,114.8,KR7K,Clearfield,UT,OPEN,I,231.8,NW,,447.15,442.15,,,,Davis,On-Air,,114.8,114.8,,3607,UVHFS,,,,North Salt Lake to Tremonton.,,,,IRLP: No special access codes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,123,NJ7J,"Clearfield,  civic center",UT,OPEN,I,231.8,NW,,449.95,444.95,,,,Davis,On-Air,,123,,,3876,UVHFS,,City of Clearfield.,4,Ogden and South Ogden area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,123,K0NOD,"Clearfield,  city office",UT,OPEN,EI,231.9,NW,,448.825,443.825,,,,Davis,Off-Air,,123,,332144,4654,UVHFS,,Community Service Emergency Radio Grp,4,Wasatch Front from North Salt Lake to the Utah/Idaho border.,,,,"- MUST PROCEED ALL IRLP COMMANDS WITH ""B""   -- Use Bxxxx (where xxxx is desired IRLP node number) to connect to another IRLP node  -- e.g. use B9250 to connect to Western Reflector    - MUST PROCEED ALL EchoLink COMMANDS WITH ""BA""  -- Use BAxxxxxx (where xxxxxx is desired EchoLink node number) to connect to another EchoLink node  -- e.g. use BA263450 to connect to EchoLink node 263450     - Use B73 or 73 to disconnect from either EchoLink or IRLP     The following control codes are operable:  B00 - Current node status  B01 - Reads back last IRLP node connected  B02 - Gives info on recent incoming/outgoing IRLP calls  B03 - Current time  B04 - Connects to a random IRLP node  B05 - Connects to IRLP Western Reflector (Las Vegas, 9250)  B06 - Connects to IRLP Crossroads (Indiana) Reflector (9200)  B07 - Connects to IRLP Hurricane Net (Listen-only, 9206)  B99 - Connects to IRLP Echo Reflector (9990)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,232.1,SSE,,147.04,147.64,,,,Rio Arriba,Off-Air,,141.3,,,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,123,N7TOP,"Ogden,  Powder Mountain",UT,OPEN,,232.7,NW,,447.775,442.775,,,,Weber,On-Air,,123,,,,UVHFS,,,Linked.,Wide area: Cache and Morgan valleys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.47,-0.6,123,KC7SUM,"Ogden, Powder Mountain",UT,OPEN,,232.7,NW,,145.47,144.87,,,,Weber,On-Air,,123,,,,UVHFS,,,,Wide area: Cache and Morgan valleys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,167.9,N7TOP,"Ogden, Powder Mountain",UT,OPEN,,232.7,NW,,224,222.4,,,,Weber,,,167.9,,,,UVHFS,Unknown,Intermountain Repeater Emergency Amateur Network,Remote base.,Wide area: Cache and Morgan valleys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,232.9,SE,,145.39,144.79,,,,Taos,On-Air,,100,,,,NMFCC,,Taos ARC,"E-power, linked.",Wide area.,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,167.9,WB6CDN,"Ogden,  downtown",UT,OPEN,,233.1,NW,,224.5,222.9,,,,Weber,,,167.9,,,,UVHFS,Unknown,Intermountain Repeater Emergency Amateur Network,Autopatch.,Ogden and South Ogden area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,103.5,WA7KMF,Red Spur,UT,OPEN,,233.2,NW,,145.31,144.71,,,,Cache,On-Air,,103.5,,,,UVHFS,,Bridgerland ARC,"Autopatch, 5,700'.",Wide area: Logan and immediately surrounding communities.,,,"Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,123,KC7NAT,Ogden,UT,OPEN,,233.3,NW,,449.075,444.075,,,,Weber,On-Air,,123,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,123,W7RSS,Riverdale,UT,OPEN,E,233.3,NW,,449.075,444.075,,,,Weber,Off-Air,,123,,273460,,UVHFS,,,4,Ogden and South Ogden area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,107.2,WB7TSQ,Ogden,UT,OPEN,,233.7,NW,,448.275,443.275,,,,Weber,Off-Air,,107.2,,,,UVHFS,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.35,-0.6,123,W6DZL,Bryce Canyon,UT,OPEN,,233.7,WSW,,145.35,144.75,,,,Garfield,On-Air,,123,,,,,,,Emergency Power,"Wide Area: Covers much of south-central Utah and parts of northern Arizona from Page, Arizona on the east to Zion National Park on the west.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,123,K7DAV,"Antelope Island, Frary Peak",UT,OPEN,,234.1,NW,,147.04,147.64,,,,Davis,On-Air,,,,,,UVHFS,,Davis Co ARC /VHFS,6,Wide area: North Salt Lake to South Ogden. Wasatch Front from Ogden to the Utah/Idaho border.,,,,,C4FM Fusion Repeater,,http://www.dcarc.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
447.2,-5,127.3,K7DAV,"Antelope Island, Frary Peak",UT,OPEN,,234.1,NW,,447.2,442.2,,,,Davis,On-Air,,127.3,127.3,,,UVHFS,,Davis Co ARC,6,Wide area: North Salt Lake to South Ogden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
1298.75,-20,,KE7EGG,"Ogden, Sheriff's Office",UT,OPEN,,234.4,NW,,1298.75,1278.75,,KE7EGG (A),"jfindu lookup 
    /   dstar-users lookup",Weber,,,,,,,UVHFS,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KE7EGG,"Ogden, Sheriff's Office",UT,OPEN,,234.4,NW,,447.95,442.95,,KE7EGG (B),"jfindu lookup 
    /   dstar-users lookup",Weber,,,,,,,UVHFS,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,WB7TSQ,Ogden,UT,OPEN,,234.5,NW,,147.38,147.98,,,,Weber,,,,,,,UVHFS,Unknown,,4,Wide area: Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.075,-5,D051,W7WPC,"West Point, West Point City Building",UT,OPEN,,234.6,NW,,447.075,442.075,,,,Davis,On-Air,,D051,D051,,,UVHFS,,KE7OJJ,,North Davis County / South Weber County,,West Point City Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
449.775,-5,123,N7TOP,West Haven,UT,OPEN,,236.7,NW,,449.775,444.775,,,,Weber,On-Air,,123,,,,UVHFS,,,Remote base.,,,,"Full-time to  
        146.92000 (N7TOP) at Corinne, Promontory Point, UT .
 


Full-time to  
        448.77500 (N7TOP) at West Haven, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.775,-5,123,N7TOP,West Haven,UT,OPEN,,236.7,NW,,448.775,443.775,,,,Weber,On-Air,,123,,,,UVHFS,,,4,Wasatch Front from Ogden to the Utah/Idaho border.,,,"Full-time to  
        449.77500 (N7TOP) at West Haven, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,237.8,SE,,145.25,144.65,,,,Taos,On-Air,,123,,,,NMFCC,,Taos ARC,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,238.1,NE,,449.9375,444.9375,,,,Laramie,On-Air,,,,,,WRCG,,,,,,,Full-time to the  Rocky Mountain Ham System .,,,,https://www.rmham.org/wordpress/,,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,240.3,SE,,147.14,147.74,,,,Taos,On-Air,,67,,,,,,,11,,,TaosARC,Full-time to the  Mega-Link System .,,,,http://www.taosarc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,CC1 CSQ,NU7TS,"Pleasant View, Rocky Point",UT,OPEN,,240.9,NW,,447.35,442.35,,,,Weber,On-Air,,CSQ,CSQ,,,,,WA7KMF,DMR,Weber COunty,,,,,"Temporary location until spring. Brandmeister System TS1 TG3100, TS2 TG3149, TG31491",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,,K7OGM,"Laketown, Bear Lake",UT,CLOSED,,241.5,NW,,448.975,443.975,,,,Rich,On-Air,,,,,,UVHFS,,Desert ARS,7,Wide area: Bear Lake and surrounding communities.,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,100,K7OGM,"Laketown, Bear Lake",UT,OPEN,,241.5,NW,,449.7,444.7,,,,Rich,On-Air,,100,,,,UVHFS,,,,Wide area: Bear Lake and surrounding communities.,,Intermountain Intertie,,,,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,100,K7OGM,"Laketown, Bear Lake",UT,OPEN,,241.5,NW,,147.02,147.62,,,,Rich,On-Air,,100,,,,UVHFS,,K7JL,7,Wide area: Bear Lake and surrounding communities.,,Intermountain Intertie,"Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",,,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,131.8,K7OGM,"Laketown, Bear Lake",UT,CLOSED,,241.5,NW,,448.45,443.45,,,,Rich,On-Air,,131.8,,,,UVHFS,,Desert ARS,7,Wide area: Bear Lake and surrounding communities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,243.2,NE,,146.775,146.175,,,,Laramie,On-Air,,114.8,,,,WRCG,,Shy-Wy Amateur Radio Club,"E-power, WX.",,,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,243.5,SE,,444.975,449.975,,,,Taos,On-Air,,123,,,,NMFCC,,N5TSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,243.8,NE,,147.105,147.705,,,,Laramie,On-Air,,114.8,91.5,,,WRCG,,ShyWyArc,,,,,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,243.8,NE,,145.235,144.635,,,,Laramie,On-Air,,114.8,,,,WRCG,,N7GT,,Local: Cheyenne.,,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,243.8,NE,,449.9,444.9,,,,Laramie,On-Air,,100,100,,,,,N7JJY,,From 5 miles to 25 miles,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,244.4,NE,,448.95,443.95,,,,Laramie,On-Air,,151.4,151.4,,,WRCG,,,,Local,,,,,Brandmiester and analog.,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KF7VJO,"Paradise, AC7II QTH",UT,OPEN,,245.1,NW,,447.95,442.95,,KF7VJO (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Cache,On-Air,,,,,,UVHFS,,KF7VJO,,,,,,,,,http://barconline.org/repeaters/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,245.7,SE,,147.18,147.78,,,,Rio Arriba,On-Air,,100,100,,,NMFCC,,,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"Glendale, Spencer Bench",UT,OPEN,I,245.8,WSW,,146.72,146.12,,,,Kane,On-Air,,100,,,3576,UVHFS,,Skyline,"Autopatch, linked to (146.940).","Covers Highway 89 from Hatch to Kanab, west along Highway 14 over Cedar Mountain, and east along Highway 12 to Bryce Canyon.",,,Full-time to the  Skyline Repeater System .,,Provides a South-Central Utah link into the Skyline/Sinbad systems.,Skyline RC VHF Net: Sunday at 2000 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,W7SU,"Ogden, Little Mountain",UT,OPEN,,246.5,NW,,146.82,146.22,,,,Weber,On-Air,,123,123,,,UVHFS,,Ogden ARC,,Wasatch Front from south of Salt Lake City to the Utah/Idaho border and into the West desert toward Nevada.,,Utah VHF Soc,,,,,OARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
448.575,-5,100,W7SU,"Ogden, Little Mountain",UT,OPEN,,246.6,NW,,448.575,443.575,,,,Weber,On-Air,,100,100,,,UVHFS,,OARC,,Salt lake to Idaho and west toward Nevada,,,,,,,http://www.ogdenarc.org/,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
146.72,-0.6,103.5,WA7KMF,"Logan, Mt Logan",UT,OPEN,,247.5,NW,,146.72,146.12,,,,Cache,On-Air,,103.5,,,,UVHFS,,BARC,"Closed autopatch, 9,713'.","Wide area: Cache County, including Logan, from Richmond to Avon.",,Utah VHF Soc,"Full-time to  
        145.31000 (WA7KMF) at Red Spur, UT .
 


Full-time to  
        147.20000 (AC7O) at Logan, WA7KMF QTH, UT .
 


Full-time to  
        147.26000 (AC7O) at Ogden, Promontory Pt, UT .
 


Full-time to  
        449.62500 (AC7O) at Logan, Mt Logan, UT .",,,BARC: Tue at 21:00.,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,103.5,AC7O,"Logan, Mt Logan",UT,OPEN,,247.5,NW,,449.625,444.625,,,,Cache,On-Air,,103.5,,,,UVHFS,,Bridgerland ARC,,"Wide area: Cache County, including Logan, from Richmond to Avon.",,,"Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,9,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,100,AC7II,"Logan, Mt Pisgah",UT,OPEN,,247.7,NW,,449.65,444.65,,,,Cache,On-Air,,100,100,,,UVHFS,,,,"Communities in the Cache Valley as well as Mantua.  The Intermountain Intertie network covers much of Utah as well as parts of Idaho, Montana, Arizona, Nevada, and occasionally California.",,,Full-time to the  Intermountain Intertie System .,,http://utahvhfs.org/,,http://barconline.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,247.8,SE,,444.35,449.35,,,,Colfax,On-Air,,100,,,,NMFCC,,,,,,,Full-time to the  Mega-Link System .,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7UB,Brigham City,UT,OPEN,,248,NW,,145.29,144.69,,,,Box Elder,On-Air,,123,,,,UVHFS,,GSARC,E-power.,Wasatch Front from Ogden to the Utah/Idaho border.,,,"Full-time to  
        147.22000 (K7UB) at Riverside, UT .
 


Full-time to  
        145.43000 (K7UB) at Howell, Blue Springs Hill, UT .
 


Full-time to  
        448.30000 (K7UB) at Howell, Blue Springs Hill, UT .",,,"Box Elder Emergency Training: Sun at 19:30. 
GSARC Business: Wed at 20:00.",http://www.ubetarc.org/clubinfo.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,,WA7MXZ,"Logan, Cache CSO",UT,OPEN,,249,NW,,146.64,146.04,,,,Cache,Off-Air,,,,,,UVHFS,,Bridgerland ARC,Autopatch.,Logan and immediately surrounding communities.,,,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,249.7,E,,449.3,444.3,,,,Laramie,On-Air,,,,,,,,WU7G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,250.9,SE,,224.4,222.8,,,,Taos,On-Air,,225.7,,,,NMFCC,,Taos ARC,,,,,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,250.9,SE,,147.12,147.72,,,,Taos,On-Air,,67,,828279,,NMFCC,,Taos Amateur Radio Club,E-power.,Wide area.,,ARRL,,,,,http://taosarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,250.9,SE,,147.04,147.64,,,,Colfax,On-Air,,141.3,,,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,250.9,SE,,51.5,51.5,,,,Taos,On-Air,,100,,,,,,Taos ARC,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,251,SE,,449.875,444.875,,,,Taos,Off-Air,,123,,,,NMFCC,,Taos ARC,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,NU7TS,Wellsville,UT,OPEN,,251.1,NW,,449.575,444.575,,NU7TS (B),"jfindu lookup 
    /   dstar-users lookup",Cache,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.75,-20,,AC7O,"Logan, Mt Logan",UT,OPEN,,251.1,NW,,1299.75,1279.75,,AC7O (A),"jfindu lookup 
    /   dstar-users lookup",Cache,On-Air,,,,,,,,,,,,,,,,,http://barconline.org/repeaters/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,103.5,WA7KMF,"Mantua,  Murrays Hill",UT,OPEN,,251.1,NW,,449.8,444.8,,,,Cache,On-Air,,103.5,,,,UVHFS,,Bridgerland ARS,,Logan and immediately surrounding communities.,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.5125,-25,103.5,AF7FH,Wellsville,UT,OPEN,,251.7,NW,,927.5125,902.5125,,,,Cache,,,103.5,,,,UVHFS,Unknown,BARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,103.5,W7BOZ,Logan,UT,OPEN,EI,252.5,NW,,449.3,444.3,,,,Cache,On-Air,,103.5,,558836,7576,UVHFS,,W7BOZ,"EchoLink, IRLP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,AC7O,"Logan, WA7KMF QTH",UT,OPEN,,252.7,NW,,145.15,144.55,,AC7O (C) Hot Spot &lt;24/7,"jfindu lookup 
    /   dstar-users lookup",Cache,On-Air,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,,AC7O,"Logan, WA7KMF QTH",UT,OPEN,,252.7,NW,,447.975,442.975,,AC7O (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Cache,On-Air,,,,,,,,,,,,,,,,,http://barconline.org/repeaters/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,103.5,AC7O,"Logan, WA7KMF QTH",UT,OPEN,EI,252.7,NW,,147.2,147.8,,,,Cache,On-Air,,103.5,,495125,3381,UVHFS,,,,"Cache County, including Logan, from Richmond to Avon.",,,"Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,,State RACES: 3rd Thu of even-numbered months.,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,103.5,AC7II,Logan,UT,OPEN,,252.8,NW,,449.25,444.25,,,,Cache,Off-Air,,103.5,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,CC1,NU7TS,Logan,UT,OPEN,,252.9,NW,,447,442,,,,Cache,On-Air,,,,,,UVHFS,,WA7KMF,,Cache County,,,,,,,http://www.dmr-utah.net,,1,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,DMR-UTAH,,,1,1,1,,2,,,,,,,,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,
