Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,Web links,Coverage,Affiliate,Links,Notes,Location Photo,EchoLink,IRLP,AllStar,Nets,Feed,Grid,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Mixed-Mode,YSF Digital Enabled,DG-ID,Worldwide,North America,Local/Cluster,On-air,Commands,Denver Regional,Talkgroup Network,Northern Colorado,WIRES-X,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,Europe,DCI Bridge,Southwest USA,Worldwide English,Mountain Reg USA,Texas,COMM 1,Texas/Oklahoma Regional USA
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,172.3,N,yes,446.775,441.775,,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,CCARC,yes,W0DMR,"Fort Collins east side, into Red Feather Lakes area.",Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,,,1,2,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,BrandMeister US,,,,,,,,,,,,,,2,,1,,1,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,173.1,S,yes,147.2,147.8,162.2,,Santa Fe,On-Air,Santa Fe ARC,E-power. Full time link to Tesuque Peak.,NMFCC,yes,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,174.1,E,yes,146.895,146.295,103.5,,Kit Carson,On-Air,Big Sandy ARC,,CCARC,yes,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,174.1,S,yes,449.275,444.275,146.2,,Santa Fe,On-Air,Fred Homuth,,,yes,,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,174.2,S,yes,447.775,442.775,100,,Santa Fe,On-Air,,,,yes,,Santa Fe,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,174.8,SW,yes,145.49,144.89,100,,Rio Arriba,On-Air,Totah ARC,Closed autopatch.,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,175,W,yes,449.4,444.4,131.8,131.8,Mesa,On-Air,"WA4HND,  Grand Mesa Repeater Association",E-power.,CCARC,yes,http://www.gmra.org,Wide area via links - Western Colorado - Eastern Utah,,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control op,,,3710,,RACES Wed 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,176.1,S,yes,145.45,144.85,,,San Miguel,Off-Air,KB5WEZ,"E-power, linked.",NMFCC,yes,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,176.4,S,yes,146.84,146.24,107.2,,Santa Fe,,N9PGQ,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,176.4,S,yes,442.125,447.125,107.2,,Santa Fe,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,176.4,S,yes,53.2,52.2,107.2,,Santa Fe,Off-Air,N9PGQ,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,178,NNW,yes,449.625,444.625,123,123,Routt,On-Air,"Colorado Connection Repeaters, Inc.",Statewide Linked System,,yes,http://colcon.org,Local Steamboat Area,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,178,NNW,yes,147.165,147.765,88.5,123,Routt,On-Air,Colorado Connection,,,yes,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,178,NNW,yes,147.21,147.81,107.2,107.2,Routt,On-Air,SSARC,"Linked, WX.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,178.4,WNW,yes,145.175,144.575,107.2,,Mesa,On-Air,,"E-power,",CCARC,yes,,Greater grand Junction area.,,,,,,3161,,,,,,,,,,,,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,178.5,WNW,yes,147.39,147.99,107.2,,Mesa,,KE0TY,Linked.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,178.5,WNW,yes,449,444,,107.2,Mesa,On-Air,KB0SW,,CCARC,yes,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,178.5,WNW,yes,145.22,144.62,107.2,,Mesa,,KE0TY,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,178.5,WNW,yes,447.5,442.5,114.8,,Mesa,,KC0ARV,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,178.5,WNW,yes,449.775,444.775,173.8,88.5,Mesa,On-Air,,,CCARC,yes,,,,,,,7572,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,178.5,WNW,yes,446.775,441.775,,,Mesa,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,178.5,WNW,yes,146.82,146.22,107.2,,Mesa,On-Air,,,CCARC,yes,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,178.5,WNW,yes,147.105,147.705,,,Mesa,On-Air,K0SSI,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,178.9,WSW,yes,146.79,146.19,127.3,127.3,Montezuma,On-Air,KD5LWU,,CCARC,yes,,,,,,,24336,,29317,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,178.9,WNW,yes,147.355,146.755,88.5,123,Mesa,On-Air,Colorado Connection,,CCARC,yes,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,178.9,WSW,yes,449.175,444.175,127.3,,Montezuma,Off-Air,KD5LWU,,CCARC,yes,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,179.2,N,yes,448.325,443.325,110.9,,Larimer,On-Air,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,179.6,WSW,yes,449,444,100,,San Juan,,K5WY,E-power.,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,179.6,WSW,yes,146.85,146.25,100,100,San Juan,On-Air,Totah ARC,Closed autopatch.,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,179.6,WSW,yes,53.01,52.01,131.8,,San Juan,On-Air,KB5ITS,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,179.6,WSW,yes,147,147.6,100,,San Juan,On-Air,,"Autopatch, e-power.",NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,179.6,WSW,yes,444.15,449.15,,,San Juan,On-Air,San Juan County,DV only,,yes,,,,,,,,,,,,,,,,,,,yes,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,179.6,WSW,yes,146.76,146.16,100,100,San Juan,On-Air,,"Closed autopatch, e-power.",NMFCC,yes,http://www.sjcham.com,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,179.6,WSW,yes,442.325,447.325,,,San Juan,On-Air,,AZ-TRBONET,NMFCC,yes,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,1,1,,,,,AZ-TrboNet,,,,,,,,,,,,1,2,,2,2,2,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,180.5,NNW,yes,145.16,144.56,88.5,123,Jackson,On-Air,Colorado Connection,8,CCARC,yes,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",,Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of repeaters.,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,180.7,WSW,yes,1291.7,1271.7,,,San Juan,On-Air,San Juan County,DV only,NMFCC,yes,,,,,,,,,,,,,,,,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,184.8,NE,yes,145.4,144.8,88.5,123,Washington,On-Air,Colorado Connection,,CCARC,yes,,Northeastern plains of Colorado.,,Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of repeaters,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,184.8,NE,yes,448.175,443.175,,,Morgan,On-Air,W0FT,,CCARC,yes,http://www.rmham.org/,,Rocky Mountain Ham Radio,,,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,185.2,SSW,yes,443.1,448.1,100,,Sandoval,On-Air,Sandoval County ARES,"Linked, e-power.",NMFCC,yes,http://nmscares.org/,Wide area - NW NM.,ARRL,,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",,,,27748,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,188.5,WNW,yes,449.575,444.575,131.8,131.8,Mesa,On-Air,,e-power. Linked to GMRA Open System,CCARC,yes,GMRA Repeaters,Grand Junction,Grand Mesa Repeater Assoc,,Closed IRLP out,,,3710,,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,188.5,WNW,yes,146.94,146.34,107.2,107.2,Mesa,On-Air,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,CCARC,yes,http://w0rrz.org,Grand Junction 30-50 mi,,,,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,188.9,SE,yes,147.35,147.95,88.5,88.5,Cimarron,On-Air,CAPROCK / DUST BOWL INTERTIE,,,yes,,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,189.3,S,yes,444.375,449.375,100,,San Miguel,On-Air,JPARA,"Closed autopatch, e-power.",NMFCC,yes,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,197,SSW,yes,443,448,100,,Sandoval,On-Air,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,198.5,NNW,yes,145.265,144.665,107.2,,Moffat,,NW Colorado ARC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,198.5,NNW,yes,146.97,146.37,88.5,123,Moffat,On-Air,Northwest Colorado Amateur Radio Association,,CCARC,yes,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,200.9,SSW,yes,443.4,448.4,100,,Sandoval,On-Air,Sandia Vista ARC,,NMFCC,yes,http://sandiavista.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,201.3,ESE,yes,444,449,141.3,141.3,Hamilton,On-Air,SKECT,E-power.,Kansas Repeater Council,yes,http://skect.org/default.aspx,,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,202.3,ESE,yes,146.775,146.175,,,Hamilton,On-Air,KA0TAO,,Kansas Repeater Council,yes,,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,202.6,ESE,yes,442.175,447.175,156.7,,Greeley,On-Air,WKARC,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,202.9,SSW,yes,147.08,147.68,100,,Sandoval,On-Air,Sandoval County ARES,"Linked, e-power.",NMFCC,yes,http://www.nmscares.org,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",ARRL,,25,,,,28176,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,203.8,NNE,yes,449.3,444.3,,,Laramie,On-Air,WU7G,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,207.6,SSW,yes,442.35,447.35,100,,Sandoval,On-Air,WA5OLD,Autopatch.,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,209.8,SSW,yes,147.1,147.7,100,100,Sandoval,On-Air,Sandoval Co ARES,"E-power, remote base, Linked to 443.100 and 147.080.",NMFCC,yes,http://www.nmscares.org,,,"Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",,,,,27749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,209.8,SSW,yes,443,448,100,,Sandoval,On-Air,Sandoval Co ARES,E-power.,NMFCC,yes,http://www.nmscares.org,Rio Rancho and parts of Santa Fe.,RACES.,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",,,,,27750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,209.8,SSW,yes,442.75,447.75,162.2,,Sandoval,On-Air,KC5IPK,E-power.,NMFCC,yes,,"Rio Rancho, Albuquerque, Corrales.",,,,,214956,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,209.9,SSW,yes,443.2,448.2,,,Sandoval,On-Air,,Brandmeister,,yes,http://brandmeister.network/?page=repeater&amp;id=313513,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,210.2,NE,yes,145.295,144.695,,,Logan,On-Air,NECARA,"Autopatch, e-power.",CCARC,yes,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,210.7,W,yes,146.76,146.16,88.5,,Grand,On-Air,Sinbad Desert ARC,,UVHFS,yes,http://www.sdarc.us/repeaters/bald.html,Moab and immediate surroundings.,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,210.9,W,yes,449.1,444.1,107.2,107.2,Grand,On-Air,Grand Mesa Repeater Association (GMRA),8,UVHFS,yes,GMRA Repeaters,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,,,,,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,212.5,WNW,yes,447,442,107.2,,Garfield,On-Air,,8,CCARC,yes,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,216.1,E,yes,444.6,449.6,146.2,,Wallace,On-Air,WA0VJR,,,yes,,"US-40 
   Repeater Coverage Map",,,Dial 9335 to access K-Link,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,218.6,W,yes,223.94,222.34,,,San Juan,,Grand Mesa Rptr Assoc,11,UVHFS,yes,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,218.6,W,yes,447.1,442.1,107.2,107.2,San Juan,On-Air,Grand Mesa Repeater Association (GMRA),E-power.,UVHFS,yes,http://gmra.org,Wide area.,,Full-time to the  GMRA Open System .,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,218.6,W,yes,447.4,442.4,,,San Juan,,,11,UVHFS,yes,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,218.6,W,yes,146.61,146.01,88.5,,San Juan,On-Air,Sinbad Desert ARC,Remote base.,UVHFS,yes,http://www.sdarc.us/repeaters/abajo.html,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,11.36,,64264,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,222.6,SSE,yes,147.34,147.94,131.8,,Quay,On-Air,Big Water ARA,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,224.1,NW,yes,445.2625,440.2625,,,Rio Blanco,On-Air,RMHAM,,,yes,https://www.rmham.org,,,,,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,227.6,E,yes,147.03,147.63,88.5,,Sherman,Off-Air,Sherman County Amateur Radio Club (SCARE),,,yes,SCARE on Facebook,I-70,,,This is the highest (above sea level) amateur repeater in Kansas.,,,3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,230.6,WSW,yes,145.25,144.65,100,,Apache,On-Air,San Juan Connection,"E-power, linked.",ARCA,yes,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,230.6,WSW,yes,146.82,146.22,100,,Apache,On-Air,Totah ARC,,ARCA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,141.3,NM5EM,"Grants, Mt Taylor",NM,OPEN,,231.5,SSW,yes,146.98,146.38,141.3,141.3,Cibola,On-Air,New Mexico Emergency Management Association Amateur Radio Club,,,yes,,,,,Located inside the state of NM radio building.,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,231.5,SSW,yes,444.95,449.95,,,Bernalillo,On-Air,Cibola County Amateur Radio Club,,NMFCC,yes,,Wide area.,,"Full-time to  
        147.18000 (KE5FYL) at Grants, NM .",,,,,,,,,,,,,,,,,,,yes,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WB5EKP,"Grants,  Mt Taylor",NM,OPEN,,232.6,SSW,yes,146.94,146.34,100,,Cibola,On-Air,Upper Rio FM Society,11,,yes,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,88.5,N5DFQ,Guymon,OK,OPEN,,237.5,SE,yes,444.975,449.975,88.5,,Texas,On-Air,DBARC,Linked.,ORSI,yes,http://caprockintertie.org/,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,238.8,SW,yes,147.22,147.82,67,,McKinley,On-Air,New Mexico Mega Link Assoc,"Closed autopatch, e-power.",NMFCC,yes,,Wide area.,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
