Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Affiliate,Features,Notes,Last update,Uplink Tone,Downlink Tone,WIRES-X,Mixed-Mode,Grid,Sponsor,Links,EchoLink,IRLP,AllStar,Nets,Web links,Feed,Coordination,Talkgroups,Colorado,Southern Colorado,Worldwide,North America,Local/Cluster,On-air,Denver Regional,Commands,Location Photo,Talkgroup Network,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,English,Worldwide English,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,178,NNW,yes,446.8125,441.8125,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Larimer,On-Air,Fort Collins Local Area,,D-Star Gateway,Free Star,yes,,,,,,W0QEY CSU,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,178.3,NNW,yes,449.85,444.85,,,,,,,,,Larimer,On-Air,Map,,Closed autopatch.,,yes,100,100,,,,CO State Univ ARC,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,178.4,WNW,yes,447.05,442.05,,,,,,,,,Pitkin,On-Air,Aspen-Snowmass areas.,,,,yes,136.5,136.5,,,,Roaring Fork Amateur Repeater Cooperative,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.87,-1.7,141.3,WA0OQA,Garden City,KS,OPEN,,179,ESE,yes,52.87,51.17,,,,,,,,,Finney,On-Air,30,,,200,yes,141.3,141.3,,,,SHARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,179.1,WSW,yes,147.08,147.68,,,,,,,,,Rio Arriba,On-Air,,,,,yes,162.2,,,,,SFARC,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,181,NNE,yes,146.955,146.355,,,,,,,,,Phillips,,,,E-power.,,yes,,,,,,PCARC,,,,,,,,CCARC,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,,WK0DX,Plains,KS,OPEN,,181.8,SE,yes,147.18,147.78,,,,,,,,,Meade,On-Air,Local,,,,yes,,,,,,WK0DX,,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,182,W,yes,449.525,444.525,,,,,,,,,Mineral,On-Air,,The Fun Machine,,,yes,100,100,,,DM67lt,N0PKT,Full-time to the  The Fun Machine System .,,,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,182.2,NNW,yes,927.875,902.875,,,,,,,,,Larimer,Off-Air,,,,Down due to lightning strike. Scheduled to return end of June 2012.,yes,D114,,,,,WA6IMI,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,182.2,NNW,yes,449.425,444.425,,,,,,,,,Larimer,On-Air,,,,,yes,94.8,,,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,182.3,SW,yes,147.18,147.78,,,,,,,,,Rio Arriba,On-Air,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,yes,100,100,,,DM76BF,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.25,5,141.3,K0ECT,Montezuma,KS,OPEN,,183.9,SE,yes,444.25,449.25,,,,,,,,,Gray,On-Air,Local,,,,yes,141.3,141.3,,,,SKECT,Full-time to the  SKECT System .,,,,ARES,http://skect.org/default.aspx,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,184.3,NNW,yes,448.325,443.325,,,,,,,,,Larimer,On-Air,,,,,yes,110.9,,,,,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,184.7,WNW,yes,146.67,146.07,,,,,,,,,Pitkin,On-Air,Wide area.,,Linked.,,yes,107.2,,,,,Ski Country ARC,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,5,141.3,WK0DX,Plains,KS,OPEN,,185.1,SE,yes,443.5,448.5,,,,,,,,,Meade,On-Air,Wide Area,,,,yes,141.3,,,,,WK0DX,,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,185.3,NNW,yes,447.7,442.7,,,,,,,,,Larimer,On-Air,Wide Area Coverage,,,,yes,100,100,,,,Northern Colorado Amateur Radio Club,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,185.7,NNW,yes,146.625,146.025,,,,,,,,,Larimer,On-Air,Wide area: Northern front range.,,E-power.,,yes,100,100,,,,Northern Colorado ARC,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,185.7,NNW,yes,224.84,223.24,,,,,,,,,Larimer,On-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,"E-power, 25 watts.",,yes,100,100,,,,Northern Colorado ARC,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,189.9,NW,yes,147.075,147.675,,,,,,,,,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,,Part of the Colorado Connection system of Repeaters,yes,88.5,123,,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.0125,5,CC14,KD5ROK,Dumas,TX,OPEN,,190,SSE,yes,443.0125,448.0125,,,,yes,14,,,,Moore,On-Air,,,,Time Slot #2 - Group Call 10 = West Texas Local,yes,,,,,,,,,,,,http://www.dmr-marc.net/,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  Full-Time    North America  1  3      English  1  13  PTT    TAC 310  1  310  PTT    DCI Bridge  1  3100  Full-Time    Texas  1  3148      COMM 1  1  3777215      Local/Cluster  2  2  Full-Time    Texas  2  3148  PTT    Texas/Oklahoma Regional USA  2  3175  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,1,1,2,,,,,Lonestar,,,,,,,,,,,1,1,,,1,,2,1,2,
444.35,5,88.5,N5LTZ,Dumas,TX,OPEN,,190,SSE,yes,444.35,449.35,,,,,,,,,Moore,On-Air,40,Caprock Intertie,350,,yes,88.5,,,,,,Full-time to the  Caprock Intertie System .,,,,,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,193.9,W,yes,147.135,146.535,,,,,,,,,Hinsdale,On-Air,,,E-power (solar),,yes,123,,,,,,,,,,,http://www.sjcham.com,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,,K0BAI,Ensign,KS,OPEN,,195.9,ESE,yes,444.375,449.375,,,,,,,,,Gray,Off-Air,Local,,,,yes,,,,,,K0BAI,,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,196,WSW,yes,146.61,146.01,,,,,,,,,Archuleta,On-Air,,,,,yes,123,,,,,,,,,,,http://durangoarc.org/,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,196.3,SSW,yes,147.26,147.86,,,,,,,,,San Miguel,On-Air,Wide area.,,11,,yes,67,,,,,,Full-time to the  Mega-Link System .,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,196.3,SSW,yes,147.3,147.9,,,,,,,,,San Miguel,On-Air,Wide area.,,"E-power, linked.",,yes,162.2,,,,,Santa Fe ARC,,,,,,SFARC Repeaters,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,197.1,NNW,yes,449.3,444.3,,,,,,,yes,Open ↑ / Open ↓,Laramie,On-Air,,,,,yes,,,,,,WU7G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,198,S,yes,147.34,147.94,,,,,,,,,Quay,On-Air,,,,,yes,131.8,,,,,Big Water ARA,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,198,SW,yes,147.04,147.64,,,,,,,,,Rio Arriba,Off-Air,,,,,yes,141.3,,,,,NMEMA ARC,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,,N5AKN,Forgan,OK,OPEN,,198.1,SE,yes,147.39,147.99,,,,,,,,,Beaver,,70,,WX.,,yes,,,,,,N5AKN,,,,,,,,ORSI,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,198.2,WNW,yes,447.15,442.15,,,,,,,,,Garfield,On-Air,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",yes,136.5,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,88.5,N5DFQ,Spearman,TX,OPEN,,198.4,SE,yes,147.04,147.64,,,,,,,,,Hansford,,,,"E-power, linked, WX.",,yes,88.5,,,,,Dustbowl Amateur Radio Club,,,,,,,,TVHFS,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
442,5,88.5,N5DFQ,Spearman,TX,OPEN,,198.4,SE,yes,442,447,,,,,,,,,Hansford,,,,"E-power, linked, WX.",,yes,88.5,,,,,Dustbowl Amateur Radio Club,,,,,,,,TVHFS,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,88.5,KC5WBK,Spearman,TX,OPEN,,198.4,SE,yes,443.2,448.2,,,,,,,,,Hansford,On-Air,,,,,yes,88.5,,,,,KY5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,198.5,WSW,yes,145.43,144.83,,,,,,,,,Rio Arriba,On-Air,,,,,yes,136.5,,,,,SJC EMCOMM,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,198.6,SSW,yes,145.45,144.85,,,,,,,,,San Miguel,Off-Air,Wide area.,,"E-power, linked.",,yes,,,,,,KB5WEZ,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,201.8,SW,yes,442.825,447.825,,,,,,,,,Santa Fe,On-Air,,,Autopatch.,,yes,131.8,,,,,Santa Fe ARC,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,201.8,SW,yes,146.82,146.22,,,,,,,,,Santa Fe,On-Air,Wide area.,,"Autopatch, e-power.",,yes,162.2,,,,,Santa Fe ARC,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,,,SFARC Repeaters,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,201.9,SW,yes,147.02,147.62,,,,,,,,,Santa Fe,On-Air,,,,,yes,141.3,,,,,NMEMA ARC,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.675,5,162.2,K0HAM,"Dodge City, K-Link",KS,OPEN,,205,ESE,yes,443.675,448.675,,,,,,,,,Ford,On-Air,Click for coverage map.  45 mi radius.,Affiliate of the K-Link Repeater Network,"Linked to K-Link Repeater Network. 
AllStar 46012.",,yes,162.2,162.2,,,,"NV8Q, WV0S",Full-time to the  K-Link System .,,,"Priva 
   
     n/a",,K-Link Repeater Network,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,88.5,K5IS,Perryton,TX,OPEN,,205.2,SE,yes,146.64,146.04,,,,,,,,,Ochiltree,,,,,,yes,88.5,,,,,,,,,,,,,TVHFS,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,205.3,NNW,yes,449.9375,444.9375,,,,yes,7,,,,Laramie,On-Air,,,,,yes,,,,,,,Full-time to the  Rocky Mountain Ham System .,,,,,https://www.rmham.org/wordpress/,,WRCG,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
443.575,5,162.2,K0HAM,"Ransom, K-Link",KS,OPEN,,205.8,ESE,yes,443.575,448.575,,,,,,,,,Ness,On-Air,Click for coverage map.  40 mi radius.,K-Link Repeater Network,,,yes,162.2,162.2,,,,N7JYS,"Full-time to  
        442.45000 (N7JYS) at Hays, K-Link, KS .
 


Full-time to the  K-Link System .",,,,ARES: Saturdays 21:00 local,K-Link Repeater Network,Listen Live,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,KB0DZB,Oberlin,KS,OPEN,,205.8,NE,yes,145.19,144.59,,,,,,,,,Decatur,On-Air,Local,,Linked.,,yes,,,,,,TRI-STATE.,,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,123,KU0L,Dodge City,KS,OPEN,,206.1,ESE,yes,442.375,447.375,,,,,,,,,Ford,On-Air,US-50,,Autopatch.,,yes,123,,,,,,,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,123,KU0L,Dodge City,KS,OPEN,,206.1,ESE,yes,147.03,147.63,,,,,,,,,Ford,On-Air,30,,Autopatch,,yes,123,,,,,KU0L,,,,,RACES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,208.3,WNW,yes,147.39,147.99,,,,,,,,,Garfield,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,yes,107.2,,,,,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,208.3,WNW,yes,449.725,444.725,,,,,,,,,Garfield,On-Air,Wide area.,,EchoLink.,,yes,179.9,,,,,Roaring Fork Amateur Repeater Cooperative (RFARC),,,3722,28434,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4375,5,CC14,KE5CJ,Stinnett,TX,OPEN,,208.7,SE,yes,443.4375,448.4375,,,,yes,14,,,,Hutchinson,On-Air,Wide Area,,,Time Slot #1 - Group Call 3 = DMR-MARC North America Time Slot #1 - Group Call 3777215= TRBO-6 Time Slot #1 - Group Call 3148= TX Statewide Time Slot #2 - Group Call 10 = West Texas Local,yes,,,,,,,,,,,,DMR MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,,W5WDR,Stinnett,TX,OPEN,W,208.7,SE,yes,444.8,449.8,,,,,,,yes,Open ↑ / Open ↓,Hutchinson,On-Air,"Covers 55 mile radius of Borger, Texas (approximately).",Panhandle Emergency Radio Service,,Linked,yes,,,21379,,,Hutchinson County ARC,"Full-time to  
        444.30000 (W5JTC) at Amarillo, TX .",,,,Golden Spread Amateur Information Net. Tuesdays 6:30 pm Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.55,5,141.3,K0ECT,Dodge City,KS,OPEN,,209.4,SE,yes,444.55,449.55,,,,,,,,,Ford,On-Air,,,,,yes,141.3,,,,,SKECT,Full-time to the  SKECT System .,,,,,http://skect.org/default.aspx,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,141.3,K0ECT,Jetmore,KS,OPEN,,209.9,ESE,yes,444.5,449.5,,,,,,,,,Hodgeman,On-Air,,,E-power,,yes,141.3,141.3,,,,SKECT,Full-time to the  SKECT System .,,,,,http://skect.org/default.aspx,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,210,SSW,yes,444.375,449.375,,,,,,,,,San Miguel,On-Air,Wide area.,,"Closed autopatch, e-power.",,yes,100,,,,,JPARA,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,211.8,SSW,yes,442.125,447.125,,,,,,,,,Santa Fe,,,,,,yes,107.2,,,,,,,,,,,,,NMFCC,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,211.8,SSW,yes,53.2,52.2,,,,,,,,,Santa Fe,Off-Air,,,,,yes,107.2,,,,,N9PGQ,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,211.8,SSW,yes,146.84,146.24,,,,,,,,,Santa Fe,,,,,,yes,107.2,,,,,N9PGQ,,,,,,,,NMFCC,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,212.1,SW,yes,146.88,146.28,,,,,,,,,Los Alamos,On-Air,,,Autopatch,Located on the Barranca Mesa water tower.,yes,CSQ,CSQ,,,,Los Alamos ARC,,,,,LAARC: Sun at 2000.,,,NMFCC,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,212.1,WNW,yes,147.33,147.93,,,,,,,,,Delta,On-Air,Wide area.,,,,yes,107.2,,,,,North Fork Repeater Assoc.,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,212.2,WNW,yes,449.6,444.6,,,,,,,,,Garfield,On-Air,Wide area.,,e-power Linked to GMRA open system,,yes,107.2,,,,,,,,,,,http://www.gmra.org,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,212.2,WNW,yes,146.85,146.25,,,,,,,,,Garfield,On-Air,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,70,Part of the Colorado Connection System of Repeaters,yes,88.5,123,,,,Colorado Connection,,,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,212.2,WNW,yes,447.1,442.1,,,,,,,,,Garfield,On-Air,,,,,yes,107.2,,,,,Ski Country ARC,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,212.2,WNW,yes,146.88,146.28,,,,,,,,,Garfield,On-Air,,,,,yes,107.2,,,,,Ski Country ARC,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,212.3,SW,yes,444.575,449.575,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Santa Fe,On-Air,Local Santa Fe,Santa Fe Amateur Radio CLub,,Soon to move to a better location,yes,,,,,,W5SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,212.3,SW,yes,145.19,144.59,,,,,,,,,Bernalillo,On-Air,,,,,yes,162.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,212.3,SW,yes,145.21,144.61,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Santa Fe,On-Air,Local Santa Fe,Santa Fe Amateur Radio Club,,Soon to move to a better location.,yes,,,,,,W5SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,212.7,W,yes,448.65,443.65,,,,,,,,,Montrose,On-Air,Wide area.,,,,yes,,151.4,,,,KB0YNA,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,212.7,W,yes,447.2,442.2,,,,,,,,,Montrose,On-Air,Delta/Montrose,Grand Mesa Repeater Assoc,9,Closed IRLP out - Ask for a control op,yes,107.2,107.2,,,,,Full-time to the  GMRA Open System .,,3710,,RACES Net Wed at 1930 Hrs.,GMRA Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,212.8,SW,yes,224.04,222.44,,,,,,,,,Los Alamos,On-Air,,,,linked with 442.0 KA5BIW,yes,100,100,,,,KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,212.8,WNW,yes,147.3,147.9,,,,,,,,,Garfield,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,8,Single beep courtesy tone when linked and none when unlinked.,yes,107.2,,,,,Roaring Fork Amateur Repeater Cooperative,,266359,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,212.8,SW,yes,442,447,,,,,,,,,Los Alamos,On-Air,,,Linked with 224.04 KA5BIW,,yes,100,,,,,KA5BIW,,87566,,,,http://ka5biw.com/ham_radio/repeater.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,212.9,WNW,yes,447.6,442.6,,,,,,,,,Garfield,,40,,50,Link Hub for 146.880.,yes,,,,,,Ski Country ARC (SCARC),"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,,CCARC,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,212.9,WNW,yes,449.85,444.85,,,,,,,,,Garfield,On-Air,Glenwood Springs,Grand Mesa Repeater Assoc,e-power  Linked to GMRA Open System,RACES net Wed 1930 Hrs Local,yes,131.8,131.8,,,,,Full-time to the  GMRA Open System .,,,,Colorado State RACES  Wed 1930 local,http://GMRA.org,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,212.9,WNW,yes,224.02,222.42,,,,,,,,,Garfield,,,,,,yes,,,,,,SCARC,,,,,,,,CCARC,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,212.9,W,yes,147.375,147.975,,,,,,,,,San Juan,On-Air,Wide area.,,13,,yes,156.7,,,,,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,http://www.sjcham.com,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
