Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,Sponsor,Coverage,Features,Downlink Tone,Grid,Affiliate,Links,AllStar,Notes,Nets,DMR Enabled,Color Code,Wide Network,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Colorado,Southern Colorado,IRLP,On-air,EchoLink,Commands,P25 Digital Enabled,NAC,Default Reflector,Location Photo,Feed,Denver Regional,YSF Digital Enabled,DG-ID,Mixed-Mode,Northern Colorado,Local/Cluster,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,185.6,NNE,,146.67,146.07,100,Clear Creek,On-Air,,CCARC,,Castle Rock Repeater Group,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",11,100,,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,185.6,NNE,,447.575,442.575,107.2,Clear Creek,On-Air,http://www.w0cra.org,CCARC,,Colorado Repeater Association (CRA),Wide area: Denver metro.,,107.2,,,,,,,,,,,,,,,,,,,,,,,,3291,,347088,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,185.6,NNE,,449.45,444.45,103.5,Clear Creek,On-Air,Repeater,CCARC,,Rocky Mountain Radio League,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",11,127.3,,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,185.6,NNE,,446.9375,441.9375,,Clear Creek,On-Air,Rocky Mountain Ham Radio,CCARC,,Rocky Mountain Ham Radio,,,,,,Full-time to the  Colorado TRBO System .,,See the website for programming information.,,,7,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,1,2,,,,,,,,,,2,,,,2,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,185.6,NNE,,448.225,443.225,141.3,Clear Creek,On-Air,,CCARC,,Rocky Mountain Ham Radio,,E-power(gen).,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,185.7,NNE,,147.3,147.9,103.5,Clear Creek,On-Air,,CCARC,,Denver PD EEB,Wide area.,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,187.2,NNE,,145.175,144.575,D073,Clear Creek,Off-Air,Rocky Mountain Ham Radio,CCARC,,Rocky Mountain Ham Radio,,,D073,,,,,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,187.2,NNE,,145.34,144.74,103.5,Jefferson,On-Air,Repeater,CCARC,,Rocky Mtn Radio League,Wide area.,E-power.,127.3,,,,,,,,,,,,,,,,,,,,,,,,3350,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,189,NNE,,449.05,444.05,107.2,Denver,On-Air,,CCARC,,WG0N,Wide area.,E-power.,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,189.3,NNE,,447.85,442.85,141.3,Clear Creek,On-Air,,CCARC,,AC0KQ,Wide area at 9500',AllStar node repeater providing wide area coverage along the Front Range,141.3,,Rocky Mountain Ham Radio,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,190.5,NE,,449.95,444.95,77,Douglas,On-Air,,CCARC,,W9SL Owner,Primarily to the North along I-25 corridor,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,191.2,NNW,,447,442,107.2,Garfield,On-Air,,CCARC,,,Wide area.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,192.3,NNE,,447.875,442.875,107.2,Jefferson,On-Air,,CCARC,,N6LXX,"I-70,I-76,I-25,I-225",,107.2,,N6LXX,Full-time to the  N6LXX System .,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,192.3,NNE,,53.17,51.47,107.2,Jefferson,On-Air,,CCARC,,N6LXX,"I-70,I-76,I-25,I-225",,CSQ,,N6LXX,Full-time to the  N6LXX System .,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,192.9,NNE,,147.285,147.885,88.5,Grand,On-Air,,CCARC,,Colorado Connection,,,123,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,193.4,NNE,,145.28,144.68,100,Jefferson,On-Air,Intermountain Repeater Group,CCARC,,,Wide area.,"Closed autopatch, e-power, linked.",,,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,193.4,NNE,,146.64,146.04,100,Jefferson,On-Air,DRL Repeaters,CCARC,,Denver Radio League,"Wide area. 
   Repeater Coverage Map",E-power.,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,193.4,NNE,,146.985,146.385,100,Denver,On-Air,,CCARC,,El Jebel RADOPS,,E-power.,100,,,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,3346,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,193.4,NNE,,448.625,443.625,100,Jefferson,On-Air,DRC Repeaters,CCARC,,Denver Radio Club,Denver metro area.,E-power.,100,,,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,193.4,NNE,,449.525,444.525,CSQ,Jefferson,On-Air,Intermountain Repeater Group,CCARC,,KE0SJ,,E-power.,,,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,193.6,NE,,447.525,442.525,203.5,Douglas,On-Air,,CCARC,,EmComm Colorado,"Denver metropolitan area, front range foothills",,146.2,,Colorado ARES,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,193.8,NE,,446.85,441.85,,Douglas,On-Air,http://parkerradio.org,CCARC,,Parker Radio Association,,D-Star B module,,,,,,,,,,,,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,194,NNE,,446.7875,441.7875,,Jefferson,On-Air,http://www.w0tx.org/,CCARC,,Denver Radio Club,,,,,Brandmeister Network,,,,,,1,,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,194,NNE,,927.8375,902.025,,Jefferson,On-Air,,CCARC,,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,,,45770,The offset is -25.8125,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,
444.075,5,100,W5NES,Mountainair,NM,OPEN,,194.8,SSE,,444.075,449.075,100,Torrance,On-Air,,NMFCC,,W5NES,"Excellent coverage in Albuquerque, up to Santa Fe.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,194.9,NNE,,147.33,147.93,100,Jefferson,On-Air,DRC Repeaters,CCARC,,Denver Radio Club,Metro Denver and the foothills.,E-power.,,,,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,194.9,NNE,,449.775,444.775,100,Jefferson,On-Air,Denver Radio Club,CCARC,,Denver Radio Club,Metro Denver,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,194.9,NNE,,224.38,222.78,100,Jefferson,On-Air,DRC Repeaters,CCARC,,Denver Radio Club,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,195,NNE,,53.09,51.39,107.2,Jefferson,On-Air,DRC Repeaters,CCARC,,Denver Radio Club,Metro Denver area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,195.3,NNE,,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,CCARC,,Colorado D-Star,,,,,,,,,,,,,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,195.3,NNE,,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,,Colorado D-Star,,,,,,,,,,,,,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,195.3,NNE,,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,,Colorado D-Star,,,,,,,,,,,,,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,195.3,NNE,,449.625,444.625,141.3,Jefferson,On-Air,,CCARC,,Rocky Mountain Ham Radio,,E-power,141.3,,,,,,,,,,,,,,,,,,,,,,,,3750,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,195.3,NNE,,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,,Colorado D-Star,,,,,,,,,,,,,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,195.3,NNE,,446.8375,441.8375,,Jefferson,On-Air,,CCARC,,WA2YZT,,200,,,,Full-time to the  Colorado TRBO System .,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,195.3,NNE,,145.37,144.77,,Jefferson,On-Air,Rocky Mountain Ham Radio,CCARC,,Rocky Mountain Ham Radio,,,,,,,,See the website for programming information.,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,195.6,NNE,,448.85,443.85,88.5,Jefferson,On-Air,ARA Repeaters,CCARC,,Aurora Repeater Assoc,"Denver metro, central front range",e-power.,88.5,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,195.6,N,,147.075,147.675,88.5,Grand,On-Air,,CCARC,,Colorado Connection,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,123,,,Full-time to the  Colorado Connection System .,,Part of the Colorado Connection system of Repeaters,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,195.6,NNE,,147.15,147.75,100,Jefferson,On-Air,ARA Repeaters,CCARC,,Aurora Repeater Assoc (ARA),"Denver metro, central front range",e-power,100,,,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,195.6,NNE,,224,222.4,103.5,Jefferson,On-Air,Repeater,CCARC,,Rocky Mountain Radio League,,8,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,195.7,NNE,,224.74,223.14,88.5,Jefferson,On-Air,ARA Repeaters,CCARC,,Aurora Repeater Assoc,,e-power,88.5,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,195.7,NNE,,145.22,144.62,103.5,Jefferson,On-Air,Repeater,CCARC,,Rocky Mtn Radio League,Wide area.,8,103.5,,,,,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,Yes; analog capable.,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,195.7,NNE,,449.75,444.75,103.5,Jefferson,On-Air,Repeater,CCARC,,Rocky Mtn Radio League,,8,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,195.7,NE,,445.075,440.075,,Douglas,On-Air,http://www.parkerradio.org,CCARC,,Parker Radio Association,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,,,,,Mixed Mode,Mondays 20:30 MST,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,196.3,NNE,,447.45,442.45,103.5,Grand,On-Air,,CCARC,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,196.8,NNE,,448.75,443.75,100,Jefferson,On-Air,,CCARC,,,Local.,E-power.,100,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,197,E,,446.75,441.75,,Otero,On-Air,,,,,La Junta,E-power.,,,KC0ITF,,,Please use Busy Channel LockOut,,,0,,,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,197,E,,147.36,147.96,,Otero,On-Air,,,,,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,E-power,123,,KC0ITF,,,Digital Wires-X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,11360,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,197.1,NNE,,448.125,443.125,107.2,Jefferson,On-Air,,CCARC,,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,197.1,NNE,,927.7875,902.7875,156.7,Jefferson,On-Air,,,,N0PYY,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,197.1,NNE,,448.975,443.975,123,Jefferson,On-Air,,CCARC,,FRG,Wide area.,Linkable VHF/UHF Remote Base,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,197.3,NNE,,447.825,442.825,D073,Jefferson,On-Air,,CCARC,,Denver Radio Club,,,D073,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,198.5,NE,,448.7,443.7,146.2,Douglas,On-Air,,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,199,NNE,,446.975,441.975,,Jefferson,On-Air,http://www.w0dmr.org/,,,W0DMR,Denver Metro Area,,,,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,0,,,,,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,199.5,NNE,,147.21,147.81,100,Jefferson,On-Air,http://www.dwarc.com,,,Denver Water Amateur Radio Club,,,100,,,,,,,,,,,,,,,,,,,,,,,,3241,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,199.5,NNE,,448.35,443.35,,Jefferson,On-Air,http://www.DWARC.com,CCARC,,Denver Water Amateur Radio Club (DWARC),Denver Metro and surrounding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,200.1,NNE,,449.225,444.225,141.3,Gilpin,On-Air,,CCARC,,Rocky Mountain Ham Radio (RMHR),Wide area.,Emergency Power,141.3,,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,200.1,NNE,,145.31,144.71,88.5,Gilpin,On-Air,,CCARC,,Colorado Connection,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",10,123,,,Full-time to the  Colorado Connection System .,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,200.3,NNE,,224.6,223,100,Gilpin,,,CCARC,,W0RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,202.6,NNE,,449.65,444.65,,Denver,On-Air,,CCARC,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,202.6,NNE,,447.925,442.925,100,Denver,On-Air,,CCARC,,RADOPS El Jebel Shriners,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,202.6,NNE,,449.675,444.675,,Denver,On-Air,,CCARC,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,7708,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,202.6,NNE,,447.9,442.9,CSQ,Denver,Off-Air,,CCARC,,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,202.8,NNE,,145.475,144.875,100,Jefferson,On-Air,Intermountain Repeater Group,CCARC,,Intermountain Repeater Group,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,202.8,NNE,,448.075,443.075,123,Denver,On-Air,,CCARC,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,202.8,NNE,,448.55,443.55,82.5,Denver,Off-Air,,CCARC,,HPRA,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,202.8,NNE,,146.715,146.115,123,Denver,On-Air,,CCARC,,EARS,,E-power.,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,202.9,NE,,145.4,144.6,100,Arapahoe,On-Air,,CCARC,,Castle Rock Repeater Group,Greater Denver area.,"Autopatch, e-power.",,,,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,203,NNE,,146.82,146.22,123,Grand,,,CCARC,,GCARA,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,203,NNE,,446.875,441.875,,Clear Creek,On-Air,http://www.rmham.org,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,203.5,NE,,145.19,144.59,151.4,Arapahoe,On-Air,,,,N0OBA,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",Autopatch (please contact trustee).,131.8,,,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,,,,,,,,,,,,,10079,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,203.6,NNE,,447.175,442.175,100,Denver,On-Air,,CCARC,,W0JRL,,,100,,,,29997,,,,,,,,,,,,,,,,,,,,,,201712,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,203.9,NE,,449.425,444.425,D023,Arapahoe,Off-Air,,,,K0PWO,,,D023,,,,29791,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,205.1,NE,,927.8375,902.025,,Douglas,On-Air,,CCARC,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,205.6,NE,,449.15,444.15,,Arapahoe,On-Air,,CCARC,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,206.8,NE,,448.825,443.825,,Arapahoe,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,30584,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,206.8,NE,,448.4,443.4,94.8,Arapahoe,On-Air,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
