Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Links,EchoLink,IRLP,AllStar,Web links,Coordination,Last update,Features,Coverage,Notes,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Mixed-Mode,Grid,Nets,Feed,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Commands,P25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,Local/Cluster,On-air,WIRES-X,Denver Regional,Talkgroup Network,Northern Colorado,English,Europe,TAC 310,DCI Bridge,Southwest USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,Texas,COMM 1,Texas/Oklahoma Regional USA,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Hytera USA,Parrott,Audio Test
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,183.3,NNW,,147.39,147.99,107.2,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,184.5,SW,,146.64,146.04,67,67,Bernalillo,On-Air,URFMSI,,,,,,http://www.urfmsi.org,NMFCC,,,Wide Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,185.6,N,,449.225,444.225,141.3,141.3,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),,,,,,,CCARC,,Emergency Power,Wide area.,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,185.6,N,,145.31,144.71,88.5,123,Gilpin,On-Air,Colorado Connection,,Full-time to the  Colorado Connection System .,,,,,CCARC,,10,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.","Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,185.9,NW,,447.35,442.35,107.2,,Delta,,Grand Mesa Repeater Assoc (GMRA),,,,,,GMRA Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,186.5,N,,147.285,147.885,88.5,123,Grand,On-Air,Colorado Connection,,Full-time to the  Colorado Connection System .,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,186.8,NW,,146.85,146.25,88.5,123,Garfield,On-Air,Colorado Connection,,,,,,,CCARC,,70,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",Part of the Colorado Connection System of Repeaters,,,,,,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,186.8,NW,,146.88,146.28,107.2,,Garfield,On-Air,Ski Country ARC,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,186.8,NW,,447.1,442.1,107.2,,Garfield,On-Air,Ski Country ARC,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,186.8,NW,,449.6,444.6,107.2,,Garfield,On-Air,,,,,,,http://www.gmra.org,CCARC,,e-power Linked to GMRA open system,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,187,N,,147.045,147.645,123,CSQ,Adams,On-Air,Northglenn RA,,,,,,,CCARC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,187.7,N,,224.6,223,100,,Gilpin,,W0RM,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,187.8,NW,,449.65,444.65,151.4,151.4,Mesa,On-Air,Keri Washburn,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,8162,,,CCARC,,NWS weather alert system.,Wide area coverage,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,187.8,NW,,145.355,144.755,88.5,123,Mesa,On-Air,Colorado Connection,,Full-time to the  Colorado Connection System .,,,,,CCARC,,E-power.,"Rifle to the east, several miles east of Green River, Utah to the west.",Colorado Connection system of repeaters,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,188.8,N,,449.825,444.825,103.5,,Boulder,On-Air,Rocky Mountain Radio League,,,,,,Repeater,CCARC,,6,Along the foothills and into Boulder where the 94 repeater is shadowed.,,,,,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,188.8,N,,448.925,443.925,131.8,,Boulder,On-Air,W0LMA,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,190.8,N,,447.45,442.45,103.5,,Grand,On-Air,W0IG,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.075,5,100,W5NES,Mountainair,NM,OPEN,,190.8,SSW,,444.075,449.075,100,,Torrance,On-Air,W5NES,,,,,,,NMFCC,,,"Excellent coverage in Albuquerque, up to Santa Fe.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,KC5OUR,Belen,NM,OPEN,,191,SSW,,146.7,146.1,100,,Valencia,On-Air,Valencia Co Amateur Radio Association,,,,,,,,,E-power.,,,,,,,,Yes; analog capable.,,VCARA: Wed at 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,192,N,,146.7,146.1,100,,Boulder,On-Air,Boulder Co ARC,,,,,,BARC Repeaters,CCARC,,6,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,192.1,N,,146.61,146.01,100,,Boulder,Off-Air,Boulder Amateur Radio Club,,,,7007,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,192.1,N,,448.9,443.9,100,,Boulder,On-Air,Boulder ARC,,,,,,,CCARC,,6,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,192.2,NNW,,447.6,442.6,,,Garfield,,Ski Country ARC (SCARC),,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,CCARC,,50,40,Link Hub for 146.880.,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,192.2,NNW,,224.02,222.42,,,Garfield,,SCARC,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,192.2,NNW,,449.85,444.85,131.8,131.8,Garfield,On-Air,,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,,,,http://GMRA.org,CCARC,,e-power  Linked to GMRA Open System,Glenwood Springs,RACES net Wed 1930 Hrs Local,,,,,,,,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,192.2,NNW,,147.3,147.9,107.2,,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,,,266359,,,,CCARC,,8,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,194.6,N,,1299.5,1279.5,,,Boulder,On-Air,Boulder County ARES,,,,,,,CCARC,,E-power.,,,,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,194.6,N,,446.8,441.8,,,Boulder,On-Air,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,,,Rocky Mountain Ham Radio,CCARC,,,Wide area.,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,194.6,N,,449.55,444.55,100,,Boulder,On-Air,Rocky Mtn VHF Soc,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",217336,,,,CCARC,,8,Denver metro area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,194.6,N,,446.8625,441.8625,,,Boulder,On-Air,Boulder County ARES,,,,,,,CCARC,,,,,,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,194.6,N,,449.4,444.4,91.5,,Boulder,Off-Air,BARC,,,,,,http://www.ked-wireless.com/products1.htm,CCARC,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,67,NM5ML,"Grants, La Mosca",NM,OPEN,,196.1,SW,,444.8,449.8,67,,Cibola,On-Air,Mega Link Repeater System,,Full-time to the  Mega-Link System .,,,,,NMFCC,,Full time to the New Mexico MegaLink system,Wide area,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,67,K5EMO,"Grants, 515 West High Street",NM,OPEN,,196.1,SW,,444.975,449.975,67,67,Cibola,On-Air,Cibola County Emergency Manager,,,,,,,,,Linked to 147.980 NM5EM,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,CC1,KE5FYL,"Grants, Rogers Rock",NM,OPEN,,196.1,SW,,444.65,449.65,,,Bernalillo,On-Air,Cibola County Amateur Radio Club,,,,,,,NMFCC,,,Local,,,KE5FYL (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,NM5ML,"Grants, Microwave Ridge",NM,OPEN,,196.1,SW,,146.66,146.06,100,,Cibola,On-Air,Mega-Link Rptr System,,Full-time to the  Mega-Link System .,,,,,NMFCC,,9,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,196.1,SW,,147.18,147.78,100,100,Cibola,On-Air,Cibola County Amateur Radio Club,,"Full-time to  
        444.95000 (KE5FYL) at Grants, La Mosca Peak, NM .",,,,,NMFCC,,,,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise. linked to 444.950 La Mosca peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,196.3,N,,145.3875,144.7875,,,Boulder,On-Air,Boulder County ARES,,,,,,http://bouldercountyares.org/technical/d-star,CCARC,,E-power.,20,,,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,196.3,N,,1283.8625,1263.8625,,,Boulder,On-Air,Boulder County ARES,,,,,,,CCARC,,E-power.,20,,,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,197,NW,,449.5,444.5,107.2,,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),,,,,,,CCARC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,197.6,N,,146.73,146.13,91.5,91.5,Boulder,Off-Air,BARC,,,115482,,,http://www.ked-wireless.com/products1.htm,CCARC,,12,Local,,,,,,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,197.6,N,,447.625,442.625,100,,Adams,On-Air,Intermountain Repeater Group,,,,,,Intermountain Repeater Group,,,,Local/North Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,197.8,N,,146.91,147.51,123,127.3,Boulder,On-Air,,"Town of Gold Hill, Colorado",,,,,http://goldhilltown.com/,,,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",There is a MOU With BCARES for repeater use.,,,,,,,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,197.8,N,,146.76,146.16,100,,Boulder,On-Air,Rocky Mtn VHF Soc,Boulder County ARES,,,,,,CCARC,,5,Wide area.,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,198.3,N,,447.3,442.3,107.2,,Weld,On-Air,,,,405804,3887,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,198.4,N,,447.75,442.75,141.3,141.3,Boulder,On-Air,Rocky Mountain Ham Radio,,,,3450,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,198.4,N,,447.975,442.975,107.2,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),,,,,,,CCARC,,Closed autopatch.,Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,198.4,N,,224.02,222.42,,,Boulder,On-Air,Rocky Mtn VHF Soc,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",217336,,,RMVHS repeaters,CCARC,,8,Denver metro area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,198.4,N,,446.9875,441.9875,,,Boulder,On-Air,Rocky Mountain Ham Radio,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,198.4,N,,145.46,144.86,107.2,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),CRA VHF Link System,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",347086,3990,,,CCARC,,"Closed autopatch, e-power.",Boulder/Denver Metro,,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,198.4,N,,445.05,440.05,,,Boulder,On-Air,Rocky Mountain Ham Radio,,,,,,,CCARC,,BrandMeister Network,Wide area,,,,,,,,,,,,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,199.3,NNE,,449.925,444.925,114.8,114.8,Weld,On-Air,KD0RG,K0UPS Club,,448035,,,,CCARC,,,,,,,,,,,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,199.8,WNW,,449.4,444.4,131.8,131.8,Mesa,On-Air,"WA4HND,  Grand Mesa Repeater Association",,Full-time to the  GMRA Open System .,,3710,,http://www.gmra.org,CCARC,,E-power.,Wide area via links - Western Colorado - Eastern Utah,Closed IRLP out - Ask for a control op,,,,,,,,RACES Wed 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,100,KB5ZFA,Fort Sumner,NM,OPEN,,199.8,SSE,,147.14,147.74,100,,Debaca,On-Air,,,Full-time to the  Mega-Link System .,,,,,NMFCC,,4,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,200.1,NW,,449.3,444.3,107.2,107.2,Mesa,On-Air,,,,,3710,,http://www.gmra.org/,CCARC,,e-power Linked to GMRA Open System,Wide Area I-70 West Rifle to Western Utah,Closed IRLP out,,,,,,,,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,200.5,NW,,446.9125,441.9125,,,Mesa,On-Air,Bill Frost,,,,,,,,,,"Grand Junction, I70",Brandmeister network,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,201.3,N,,146.82,146.22,123,,Grand,,GCARA,,,,,,,CCARC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,201.3,N,,446.875,441.875,,,Clear Creek,On-Air,,RMHAM,,,,,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,202,N,,224.96,223.36,CSQ,,Weld,On-Air,AC0KC,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,202.2,NW,,146.76,146.16,107.2,,Garfield,Off-Air,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",,,243117,,,,CCARC,,E-power.,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,,,,DM69cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,204.2,NW,,448.15,443.15,100,,Mesa,On-Air,,,,312189,7963,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,204.2,NNW,,147.075,147.675,88.5,123,Grand,On-Air,Colorado Connection,,Full-time to the  Colorado Connection System .,,,,,CCARC,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Part of the Colorado Connection system of Repeaters,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,206.3,WSW,,448.2,443.2,100,,McKinley,On-Air,,McKinley County ARES,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,206.3,WSW,,147.22,147.82,67,,McKinley,On-Air,New Mexico Mega Link Assoc,,Full-time to the  Mega-Link System .,,,,,NMFCC,,"Closed autopatch, e-power.",Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,208.1,E,,146.775,146.175,,,Hamilton,On-Air,KA0TAO,,,,,,,Kansas Repeater Council,,,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,209.4,WSW,,146.82,146.22,100,,Apache,On-Air,Totah ARC,,,,,,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,209.4,WSW,,145.25,144.65,100,,Apache,On-Air,San Juan Connection,,Full-time to the  San Juan Connection System .,,,,,ARCA,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,210.9,NW,,449.8,444.8,107.2,,Garfield,On-Air,,,,,,,GMRA Repeaters,CCARC,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,210.9,NE,,146.895,146.295,103.5,,Kit Carson,On-Air,Big Sandy ARC,,,830619,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,211.3,E,,444,449,141.3,141.3,Hamilton,On-Air,SKECT,,Full-time to the  SKECT System .,,,,http://skect.org/default.aspx,Kansas Repeater Council,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,100,KC5WDV,"Gallup, Gibson Peak",NM,OPEN,,212.2,WSW,,147.26,147.86,100,,McKinley,On-Air,KC5WDV,,,,,,,NMFCC,,VHF/UHF Remote Bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,88.5,N5LTZ,Dumas,TX,OPEN,,212.6,SE,,444.35,449.35,88.5,,Moore,On-Air,,Caprock Intertie,Full-time to the  Caprock Intertie System .,,,,,TVHFS,,350,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
