Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,EchoLink,IRLP,Web links,Coordination,Last update,Coverage,Commands,On-air,Links,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Features,Mixed-Mode,Notes,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,AllStar,Nets,Grid,Feed,Talkgroup Network,Talkgroups,Worldwide,North America,English,TAC 310,DCI Bridge,Texas,COMM 1,Local/Cluster,Texas/Oklahoma Regional USA,Colorado,Southern Colorado,Denver Regional,Amarillo WIRES-X,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Northern Colorado,Kansas,CKRG,KansasLink,Bandwidth,BYRG,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network
442.075,5,CC1 141.3,K5XTL,Granite,OK,OPEN,,247.1,SE,yes,442.075,447.075,141.3,,Greer,,K5XTL,,,,ORSI,yes,,,Unknown,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,K5XTL,"Granite, Walsh Mountain",OK,OPEN,,247.1,SE,yes,146.985,146.385,156.7,156.7,Greer,On-Air,K5XTL,,,,ORSI,yes,,,,,,,,,,Yes; analog capable.,"This is a P25/analog mixed mode repeater. Currently having some desense issues but hope to have them resolved shortly. Please program your radios with PL receive frequency of 156.7, but monitor the repeater before you key up. if you hear what sounds like white noise it may be P25 traffic. This repeater is open for all hams to use and if you have any questions about digital radios please contact me, thanks Korey K5XTL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,
146.745,-0.6,,KD0AN,Edison,NE,OPEN,E,250.2,NE,yes,146.745,146.145,,,Furnas,On-Air,,882742,,,WB0CMC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,252.9,NW,yes,146.61,146.01,107.2,,Eagle,On-Air,ECHO,,,,CCARC,yes,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,KB5TOO,Weatherford,OK,OPEN,,253,SE,yes,147.075,147.675,,,Custer,,KB5TOO,,,,,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,255.1,NW,yes,449.9,444.9,107.2,107.2,Eagle,Off-Air,ECHO,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,255.1,NW,yes,224.8,223.2,,,Eagle,Off-Air,ECHO,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,162.2,NZ0M,"Osborne, K-Link",KS,OPEN,,255.5,NE,yes,147.375,147.975,162.2,CSQ,Osborne,On-Air,ORUG,,,K-Link Repeater Network,Kansas Repeater Council,yes,Click for coverage map.  35 mi radius.,,,Full-time to the  K-Link System .,,,,Affiliate of the K-Link Repeater Network,"K-Link. 
RF Linked to Beloit 442.800.",,,,,,,,,,"RACES, ARES",,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.205,-0.6,CSQ,KA0RCZ,Alma,NE,OPEN,,255.5,NE,yes,145.205,144.605,CSQ,CSQ,Harlan,On-Air,,,,http://w0ky.club/,WB0CMC,yes,,,,,,,,,Linked to 444.625 Axtel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,257,WSW,yes,443.4,448.4,100,,Sandoval,On-Air,Sandia Vista ARC,,,http://sandiavista.net,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,257.5,NW,yes,446.875,441.875,,,Clear Creek,On-Air,,,,http://www.rmham.org,,yes,,,,,,,,RMHAM,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,257.5,NW,yes,146.82,146.22,123,,Grand,,GCARA,,,,CCARC,yes,,,Unknown,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,258,NW,yes,445.075,440.075,,,Eagle,On-Air,K2AD,,,http://www.rmham.org/,CCARC,yes,,,,,,,,Rocky Mountain Ham Radio,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,258.4,WSW,yes,147.08,147.68,100,,Sandoval,On-Air,Sandoval County ARES,,,http://www.nmscares.org,NMFCC,yes,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",,,,,,,ARRL,"Linked, e-power.",,25,,,,,,,28176,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,259.3,NW,yes,147.345,147.945,88.5,123,Eagle,On-Air,Colorado Connection,,,,CCARC,yes,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,,Full-time to the  Colorado Connection System .,,,,,9,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,,W5AOX,Sandia Park,NM,OPEN,E,259.4,SW,yes,224.94,223.34,,,Bernalillo,Off-Air,W5AOX,3061,,http://www.qsl.net/w5aox/,NMFCC,yes,,"CB58 (this selects mem 58, or 146.58.. Enter B and the desired memory number, then unkey) 
VFO Freq Entry CD14*275D (example is to enter 14.275 MHz) 
Step Freq UP 1 KHz 
C2 Step Freq DOWN 1 Khz C1 Select/Toggle through Modes  
C8 Read Back Current Mode  C0 (Zero) Read Current Freq in CW C4 Activate Remote Base 
Transmit 587 Remote Base Receive Only 
576 Toggle RX Preamp 
C5 Toggle RX 20dB Attenuator 
C3 Select 80/40M Dipole 
*1A Select Triband (10-15-20-6M) Beam 
*1B Select Ringo Ranger 2M vert ant 
*2A Select 2M + 432 horiz beams 
*2B Scan Start CA (MUST be in monitor-only mode (576) to scan, Starts from current freq) Scan Stop PTT",,"Full-time to  
        444.15000 (W5AOX) at Sandia park, NM .",,,,,Remote base.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,100,W5AOX,Sandia park,NM,OPEN,E,259.4,SW,yes,444.15,449.15,100,,Bernalillo,On-Air,W5AOX,3061,,,NMFCC,yes,,,,"Full-time to  
        224.94000 (W5AOX) at Sandia Park, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,261.7,SW,yes,443.75,448.75,100,,Bernalillo,Off-Air,"WA6CCB, K5RKE",,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC1,K5KRE,"Albuquerque, Sandia Crest",NM,OPEN,,261.8,SW,yes,443.3,448.3,,,Bernalillo,Testing,K5RKE,,,http://brandmeister.network/?page=repeater&amp;id=313510,NMFCC,yes,Wide area.,,,,,,,Mac Pass Repeater Group,A Motorola SLR5700 on the BrandMeister worldwide network,,Timeslot 1 3135 (New Mexico) 31302 (MPRG 2) Timeslot 2 31301 (MPRG 1),,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,261.8,SW,yes,51.7,50.7,156.7,,Bernalillo,Off-Air,K5RKE,,,,NMFCC,yes,,,,,,,,,,,Off the air until spring 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,261.9,SW,yes,145.33,144.73,100,,Bernalillo,On-Air,Amateur Radio Caravan Club of New Mexico,,,http://caravanradio.org/,NMFCC,yes,Wide area.,,,"Full-time to  
        444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,,,,E-power.,,,,,,,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,261.9,SW,yes,444.325,449.325,100,,Bernalillo,On-Air,,,,,NMFCC,yes,Wide area.,,,Full-time to the  Mega-Link System .,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,261.9,SW,yes,145.29,144.69,100,,Bernalillo,On-Air,New Mexico Mega Link Assoc,,,http://nm5ml.com/,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,261.9,SW,yes,442.75,447.75,162.2,,Bernalillo,On-Air,,,7855,,,yes,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,261.9,SW,yes,442.9,447.9,,,Bernalillo,On-Air,"Rocky Mountain Ham Radio, NM",,,http://www.rmham.org/wordpress/mototrbo-radio-site-information,NMFCC,yes,,,,Full-time to the  Colorado TRBO System .,,,,,,,"Colorado Wide: CC 7, TS 1, TG 700 Colorado South: CC 7, TS 2, TG 719",,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,261.9,SW,yes,444,449,100,,Bernalillo,On-Air,Amateur Radio Caravan Club of New Mexico,,,http://www.caravanradio.org,NMFCC,yes,Wide area.,,,"Full-time to  
        145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,,,,E-power.,,,,,,,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,261.9,SW,yes,442.1,447.1,162.2,,Bernalillo,On-Air,Albuquerque Gas Balloon Assoc,,3676,,,yes,Wide area.,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,261.9,SW,yes,442.6,447.6,100,,Bernalillo,On-Air,URFMSI,,,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,NMFCC,yes,Wide area.,,,,,,,,Closed autopatch.,,"Voting receiver. 10,680'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,262,SW,yes,443.8,448.825,,,Bernalillo,On-Air,Sandia National Laboratories ARC,,,,NMFCC,yes,Wide area;,,,,,,,,,,,yes,W5MPZ (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,WX5ASA,Eldorado,OK,OPEN,,263.2,SE,yes,146.895,146.295,100,,Jackson,Off-Air,Altus Skywarn Association,,,http://wx5asa.blogspot.com,,yes,30,,,"Linkable to  
        444.65000 (WX5ASA) at Granite, OK .
 


Full-time to the  WX5ASA System .",,,,,,,"Testing, pending coordination change.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.225,5.1,,AJ5Q,Altus,OK,OPEN,,263.8,SE,yes,442.225,447.275,,,Jackson,On-Air,,,,,ORSI,yes,20,,,,,,,,Full Gateway access.,,Permanently linked to WX5ASA module B,yes,AJ5Q (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,EM04hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,100,K5BIQ,"Tijeras, Cedro Peak",NM,OPEN,,264.3,SW,yes,145.15,144.55,100,100,Bernalillo,On-Air,BERNCO OEM,,,http://bc-ares.org/wordpress/,NMFCC,yes,,,,"Full-time to  
        145.13000 (K5BIQ) at Albuquerque, BCFD Fire Station 35, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,67,NM5ML,"Tijeras, Cedro Peak",NM,OPEN,,264.3,SW,yes,147.34,147.94,67,,Bernalillo,On-Air,,,,,NMFCC,yes,Wide area,,,Full-time to the  Mega-Link System .,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,71.9,KB5VPZ,"McIntosh, McIntosh Post office west",NM,OPEN,E,264.5,SW,yes,447.275,442.275,71.9,71.9,Torrance,On-Air,KB5VPZ,943044,,,,yes,All Torrance County. South Hwy 14 from Raven Rd. to Hwy 55. Hwy 55 to Hwy 60. Hwy 60 to Encino Hwy 42 to Corona,# then node number to connect #then 73 disconnect,,,,,,,E-power (Solar and Wind). Linkable to other sites.,,Usually Linked to 146.720 and Sandia Crest wait for courtesy beeps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,100,WX5ASA,Altus,OK,OPEN,,265,SE,yes,147.285,147.885,100,,Jackson,On-Air,Altus Skywarn Association,,,http://www.altusskywarn.org/,ORSI,yes,30,,,,,,,,,,,,,,,,,,See  http://wx5asa.blogspot.com  for information about the nets.,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,100,WX5ASA,Altus,OK,OPEN,E,265,SE,yes,442.05,447.05,100,,Jackson,On-Air,Altus Skywarn Association,740058,,WX5ASA,ORSI,yes,Southwest Oklahoma 30 mi radius.,,,Full-time to the  WX5ASA System .,,,,,,,,,,,,,,,Please see  http://wx5asa.blogspot.com  for information about nets,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,265.3,SW,yes,224.48,222.88,100,,Bernalillo,On-Air,K6LIE,,3285,,NMFCC,yes,Entire Albuquerque Area,,,,,,,High Desert ARC of New Mexico,,,Moved to new location and added PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,100,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,266.2,SW,yes,145.13,144.53,100,100,Bernalillo,On-Air,BERNCO OEM,,,http://bc-ares.org/wordpress/,NMFCC,yes,,,,"Full-time to  
        145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,67,KF5ERC,Albuquerque,NM,OPEN,E,266.3,SW,yes,146.92,146.32,67,,Bernalillo,Off-Air,Mel Watkins,714941,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,,266.9,SW,yes,224,222.4,100,,Bernalillo,Off-Air,,,,,NMFCC,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,E,267,SW,yes,146.72,146.12,100,127.3,Bernalillo,On-Air,K5CQH,880130,,,NMFCC,yes,Wide area. HT Accessible from Albuquerque,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,267.2,SW,yes,224.58,222.98,100,,Bernalillo,On-Air,KH6JTM,,,,NMFCC,yes,,,,,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,267.5,SW,yes,147.32,147.92,100,,Bernalillo,On-Air,K5LXP,,,K5LXP Repeters,NMFCC,yes,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,268.1,SW,yes,443.85,448.85,103.5,,Bernalillo,On-Air,KC0QIZ,881226,3818,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,268.1,WSW,yes,443.2,448.2,,,Sandoval,On-Air,,,,http://brandmeister.network/?page=repeater&amp;id=313513,,yes,,,,,,,,,Brandmeister,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5XE,Albuquerque,NM,OPEN,,268.3,SW,yes,147.36,147.96,100,,Bernalillo,Off-Air,KB5XE,,,,NMFCC,yes,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,CC1,N5GU,"Albuquerque, Southeast",NM,OPEN,,269.2,SW,yes,444.6,449.6,,,Bernalillo,On-Air,Drew J. Riedle,,,http://brandmeister.network/?page=repeater&amp;id=313509,NMFCC,yes,Albuquerque area,,,,,,,,TS 1 Talk Groups *91 World wide *93 North America *3100 USA Nation wide TS 2 Talk Groups *310 TAC 310 *3135 New Mexico State wide *3176 Southwest Region USA,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,CSQ,N0LL,Smith Center,KS,OPEN,,269.3,NE,yes,146.61,146.01,CSQ,,Smith,On-Air,USCARC,,,,Kansas Repeater Council,yes,Local,,,"Full-time to  
        444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .
 


Full-time to the  W0WWV System .",,,,,,,,,,,,,,,ARES: MON @ 21:00 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,123,WX5LAW,Headrick,OK,OPEN,,269.5,SE,yes,443.3,448.3,123,123,Jackson,On-Air,Lawton Independent Repeater Alliance (LIRA),,,WX5LAW,ORSI,yes,Repeater Coverage Map,,,"Full-time to  
        442.52500 (WX5LAW) at Lawton, OK .",,,,,,,2,,,,,,,,Tue at 19:45 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432.2,0,,AJ5Q,"Altus, Navajo Mountain",OK,OPEN,,269.5,SE,yes,432.2,432.2,,,Greer,On-Air,Altus Skywarn,,,http://www.altusskywarn.org,,yes,50,,,,,,,,D-Star Hotspot connected to Reflector 52B,,Linked to reflector 52B mostly,yes,AJ5Q (B) Hot Spot 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,100,WX5ASA,"Altus, Navajo Mountain",OK,OPEN,,269.5,SE,yes,146.79,146.19,100,,Jackson,On-Air,Altus Skywarn Association,,,,ORSI,yes,Southwest Oklahoma and parts of north Texas.  45 mi radius.,,,,yes,Open ↑ / Open ↓,,,,Yes; analog capable.,,,,,,,,,Mon at 20:00.,EM04kq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432.2,0,,AJ5Q,"Altus, OK, Navajo Mountain",OK,OPEN,,269.5,SE,yes,432.2,432.2,,,Jackson,On-Air,Altus Skywarn Association and Altus Emergency Management,,,Altus Skywarn Association,,yes,D-star hotspot normally connected to Reflector 52B.  WX5OUN has been heard reading announcements 40 mi radius.,,,,,,,Altus Skywarn Association,D-Star hotspot,,,yes,AJ5Q (B) Hot Spot 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,269.6,SW,yes,147.38,147.98,,,Bernalillo,On-Air,ED&amp;DREW,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,146.2,KD5MHQ,Albuquerque,NM,OPEN,,270.4,SW,yes,146.74,146.14,146.2,,Bernalillo,On-Air,KD5MHQ,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.65,-25,151.4,KC5ZXW,Albuquerque,NM,OPEN,,271,SW,yes,927.65,902.65,151.4,,Bernalillo,Off-Air,,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,KC5ZXW,"Albuquerque, Southeast",NM,OPEN,,271.1,SW,yes,444.1,449.1,100,,Bernalillo,On-Air,,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,271.4,SW,yes,147.465,147.465,88.5,,Bernalillo,On-Air,,465010,,http://www.w5mhg.com,,yes,,,,,,,,,,,,,,,,,,28239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,271.7,SW,yes,927.7,902.7,210.7,,Bernalillo,Off-Air,,,,,,yes,Wide area.,,,,,,,,"Closed autopatch, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,,WD5BBN,Headrick,OK,OPEN,,273.2,SE,yes,444.1,449.1,,,Jackson,Off-Air,,,,,ORSI,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,273.6,NW,yes,147.075,147.675,88.5,123,Grand,On-Air,Colorado Connection,,,,CCARC,yes,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,,Full-time to the  Colorado Connection System .,,,,,,,Part of the Colorado Connection system of Repeaters,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,274.5,SW,yes,449.55,444.55,71.9,,Bernalillo,On-Air,Upper Rio FM Soc,,,,NMFCC,yes,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,274.5,SW,yes,449.45,444.45,,,Bernalillo,On-Air,The Upper Rio FM Society,,,http://www.urfmsi.org,NMFCC,yes,,,,,,,,,,,,yes,W5URR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,274.5,SW,yes,146.9,146.3,67,,Bernalillo,On-Air,Upper Rio FM Society,,,,NMFCC,yes,Wide area.,,,"Full-time to  
        147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,274.5,SW,yes,449.8,444.8,67,,Bernalillo,On-Air,Upper Rio FM Soc,,,,NMFCC,yes,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,K5URR,"Belen, Capilla Peak",NM,OPEN,,282.3,SW,yes,146.96,146.36,100,88.5,Torrance,On-Air,Upper Rio FM Society,,,http://www.urfmsi.org/,NMFCC,yes,Wide area.,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,,K5URD,"Belen, Capilla Peak",NM,OPEN,,282.3,SW,yes,444.525,449.525,,,Torrance,On-Air,Upper Rio FM Soc,,,URFMS Repeaters,NMFCC,yes,Wide area.,,,,,,,,E-power.,,9,yes,K5URD (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.82,-1.6,,WA5VJY,Albuquerque,NM,OPEN,,283.2,SW,yes,223.82,222.22,,,Bernalillo,Off-Air,NM 220 S,,,,NMFCC,yes,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.075,5,100,W5NES,Mountainair,NM,OPEN,,284.5,SW,yes,444.075,449.075,100,,Torrance,On-Air,W5NES,,,,NMFCC,yes,"Excellent coverage in Albuquerque, up to Santa Fe.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
