Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Links,EchoLink,IRLP,Coordination,Last update,Downlink Tone,Commands,Web links,On-air,Features,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,YSF Digital Enabled,DG-ID,Affiliate,Notes,WIRES-X,Mixed-Mode,Grid,AllStar,Nets,Talkgroups,Colorado,Denver Regional,Feed,Southern Colorado,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,Location Photo,Talkgroup Network,Northern Colorado,English,TAC 310,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,Kansas,Local or Reflector,CKRG,KansasLink,Bandwidth,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Amarillo WIRES-X,Local Network,NORCAL 1,NORCAL 5150,UA English 1,UA English 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,BYRG,N. Colorado,Mountain Reg USA,Worldwide English
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,231.7,WSW,,147.08,147.68,162.2,Rio Arriba,On-Air,,SFARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,231.9,WNW,,445.075,440.075,,Eagle,On-Air,,K2AD,,,,CCARC,,,,http://www.rmham.org/,,,,,,,7,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,162.2,NZ0M,"Osborne, K-Link",KS,OPEN,,232.1,E,,147.375,147.975,162.2,Osborne,On-Air,Click for coverage map.  35 mi radius.,ORUG,Full-time to the  K-Link System .,,,Kansas Repeater Council,,CSQ,,K-Link Repeater Network,,"K-Link. 
RF Linked to Beloit 442.800.",,,,,,,,,Affiliate of the K-Link Repeater Network,,,,,,"RACES, ARES",,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,,W0SOK,Cozad,NE,OPEN,,232.5,NE,,147.135,147.735,,Dawson,Off-Air,,Heartland Amateur Radio Association,,,,,,,,,,E-power.,,,,,,,,,,,,,,,Wed 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,233,WNW,,147.345,147.945,88.5,Eagle,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,,123,,,,9,,,,,,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,233.8,SW,,444.375,449.375,100,San Miguel,On-Air,Wide area.,JPARA,,,,NMFCC,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,123,K0PCA,Loomis,NE,OPEN,,234.5,NE,,146.895,146.295,123,Phelps,On-Air,,Region 15 ARES/RACES,,,,WB0CMC,,123,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,236.1,SW,,442.825,447.825,131.8,Santa Fe,On-Air,,Santa Fe ARC,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,NMFCC,,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,236.1,SW,,147.02,147.62,141.3,Santa Fe,On-Air,,NMEMA ARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,236.1,SW,,146.82,146.22,162.2,Santa Fe,On-Air,Wide area.,Santa Fe ARC,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,NMFCC,,,,SFARC Repeaters,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,123,N0VL,Lexington,NE,OPEN,,241.3,NE,,146.85,146.25,123,Dawson,On-Air,,,,,,WB0CMC,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,241.5,WSW,,147.04,147.64,141.3,Rio Arriba,Off-Air,,NMEMA ARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,CSQ,N0LL,Smith Center,KS,OPEN,,242.9,E,,146.61,146.01,CSQ,Smith,On-Air,Local,USCARC,"Full-time to  
        444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .
 


Full-time to the  W0WWV System .",,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,ARES: MON @ 21:00 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,243.6,SW,,442.125,447.125,107.2,Santa Fe,,,,,,,NMFCC,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,243.6,SW,,146.84,146.24,107.2,Santa Fe,,,N9PGQ,,,,NMFCC,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,243.6,SW,,53.2,52.2,107.2,Santa Fe,Off-Air,,N9PGQ,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,243.7,NW,,147.075,147.675,88.5,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,,123,,,,,,,,,,,,,,Part of the Colorado Connection system of Repeaters,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,247.2,SW,,145.21,144.61,,Santa Fe,On-Air,Local Santa Fe,W5SF,,,,,,,,,,,,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Santa Fe Amateur Radio Club,Soon to move to a better location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,247.2,SW,,444.575,449.575,,Santa Fe,On-Air,Local Santa Fe,W5SF,,,,,,,,,,,,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Santa Fe Amateur Radio CLub,Soon to move to a better location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,247.2,SW,,145.19,144.59,162.2,Bernalillo,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,248.8,SW,,147.2,147.8,162.2,Santa Fe,On-Air,,Santa Fe ARC,,,,NMFCC,,,,SFARC Repeaters,,E-power. Full time link to Tesuque Peak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,250.9,SW,,447.775,442.775,100,Santa Fe,On-Air,Santa Fe,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,251.1,SW,,449.275,444.275,146.2,Santa Fe,On-Air,,Fred Homuth,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,AA5GW,Elk City,OK,OPEN,,251.3,SE,,146.76,146.16,88.5,Beckham,On-Air,I-40 50 mi radius.,WCenOK ARC,"On-Demand to  
        145.11000 (K5GSM) at Alfalfa, Perry Boradcasting Tower, OK .
 


Full-time to the  Caprock Intertie System .",,,ORSI,,88.5,,,,Part of the Caprock Intertie system.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.625,5,,KA0RCZ,"Axtell, NTV Studio",NE,OPEN,,251.8,NE,,444.625,449.625,,Kearney,On-Air,,KA0RCZ,,,,WB0CMC,,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,252.2,SW,,146.88,146.28,CSQ,Los Alamos,On-Air,,Los Alamos ARC,,,,NMFCC,,CSQ,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,Autopatch,,,,,,,,,,Located on the Barranca Mesa water tower.,,,,,LAARC: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,88.5,WX5BSA,Elk City,OK,OPEN,EI,252.2,SE,,444.525,449.525,88.5,Beckham,On-Air,West-Central OK. I-40 40 mi radius.,BSA Troop 144,,964809,5866,ORSI,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,252.7,SW,,442,447,100,Los Alamos,On-Air,,KA5BIW,,87566,,,,,,http://ka5biw.com/ham_radio/repeater.php,,Linked with 224.04 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,252.7,SW,,224.04,222.44,100,Los Alamos,On-Air,,KA5BIW,,,,,,100,,,,,,,,,,,,,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,253.8,SW,,444.775,449.775,,Los Alamos,On-Air,Los Alamos and surrounding areas,WD9CMS,,,,NMFCC,,,,,,E-power.,,,,,,,,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,253.9,SW,,442.425,447.425,,Los Alamos,On-Air,30,,,,,,,,,,,,,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,254.1,SW,,144.265,144.265,203.5,Los Alamos,On-Air,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,254.1,SW,,927.9,902.9,,Los Alamos,On-Air,Los Alamos and surrounding areas,,,,,NMFCC,,,,,,,,,,,,,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,254.1,SW,,442.925,447.925,,Los Alamos,On-Air,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,254.4,SW,,442.25,447.225,,Los Alamos,Off-Air,,,,,,NMFCC,,,,,,,,,,,,,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,,K5ELK,Elk City,OK,OPEN,,256.6,SE,,146.685,146.085,,Beckham,On-Air,,KC9VF,,,,ORSI,,,,,,,,K5ELK (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.025,5,,K5ELK,Elk City,OK,OPEN,,256.6,SE,,443.025,448.025,,Beckham,On-Air,,KC9VF,,,,ORSI,,,,,,,,K5ELK (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,257.4,SW,,223.94,222.34,CSQ,Los Alamos,On-Air,,,,,,NMFCC,,CSQ,Wide area.,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,258,SW,,145.19,144.59,,Los Alamos,On-Air,Wide Area,SFARC,,,,NMFCC,,,,,,,,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,,,,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475,5,123,W0WWV,"Campbell, Mid-Rivers E911 Dispatch Center",NE,OPEN,I,258.1,NE,,444.475,449.475,123,Franklin,On-Air,Wide Area,Amateur Radio Association of Nebraska,"Full-time to  
        443.20000 (W0WWV) at Hastings, Hastings Dog-Walk Park, NE .
 


Full-time to  
        146.61000 (N0LL) at Smith Center, KS .
 


Full-time to  
        145.13000 (W0WWV) at Hastings, KCNT Tower, NE .
 


Full-time to  
        146.82000 (W0WWV) at Heartwell, KGIN TV Tower , NE .
 


Full-time to  
        147.21000 (W0WWV) at Nelson, NE .
 


Full-time to the  W0WWV System .",,7438,WB0CMC,,123,"No special codes for IRLP, just dial the 4 digit node you wish to call. To disconnect, dial 73.",Amateur Radio Asscociation of Nebraska,,E-power.,,,,,,,,,,"KerChunk filter. Key up and hold for one second before speaking, or you will be cut off. No hang time, no courtesy tone.",,,EN00ph,,"ARAN: Tues &amp; Thurs 20:30 local time. Severe Weather Nets as needed, linked to WX0GID, National Weather Service office in Hastings/Grand Island.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,123,KA0DBK,Kearney,NE,OPEN,,261.3,NE,,147.39,147.99,123,Buffalo,On-Air,,KA0DBK,,,,,,123,,,,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.85,5,74.4,KA0RCZ,Kearney,NE,OPEN,,261.3,NE,,444.85,449.85,74.4,Buffalo,On-Air,,KA0RCZ,,,,WB0CMC,,74.4,,,,"Autopatch, e-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,123,W0KY,Kearney,NE,OPEN,,261.3,NE,,146.625,146.025,123,Buffalo,On-Air,,Midway Amateur Radio Club (MARC),,,,WB0CMC,,123,,http://w0ky.club/,,E-power.,,,,,,,,,,,,,,,MARC: Every Thursday at 20:15 Local time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,123,KA0RCZ,Kearney,NE,OPEN,,261.3,NE,,147.315,147.915,123,Buffalo,On-Air,SW Central Nebraska,"MARC, WA0LST, N0LVL",,,,,,123,,http://w0ky.club/,,Linked to 444.625 Axtell,,,,,,,,,MARC,,,,,,Buffalo/Dawson Counties ARES net: Tue at 20:15.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,,KD0PBW,Kearney,NE,OPEN,,261.3,NE,,147.03,147.63,,Buffalo,On-Air,,,,,,,,,,,,,,KD0PBW (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,123,KC0WZL,"Kearney, Kearney Water Tower",NE,OPEN,,261.9,NE,,147,146.4,123,Buffalo,On-Air,15,MARC,,,,,,,,http://w0ky.club/,,,,,,,,,,,,This is the severe weather operations machine for the Kearney area.,,,,,Weather nets as needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,88.5,KE5RRK,"Clinton, 	At 200 ft on Wright Radio Tower South Clinton",OK,OPEN,,266.3,SE,,145.19,144.59,88.5,Custer,On-Air,,Custer County ARC,,,,ORSI,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,W0WWV,"Heartwell, KGIN TV Tower",NE,OPEN,,267.3,NE,,146.82,146.22,123,Kearney,On-Air,Wide Area,Amateur Radio Association Of Nebraska,"Full-time to  
        444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .
 


Full-time to the  W0WWV System .",,,,,123,,http://w0wwv.org/,,E-power.,,,,,,,,,,,,,,,"ARAN Net: Tue and Thur at 20:00. 
Severe weather nets as needed -linked to National Weather Service office in Hastings/Grand Island, call - WX0GID.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,267.7,NW,,145.16,144.56,88.5,Jackson,On-Air,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,,123,,,,8,,,,,,,,,,Part of the Colorado Connection system of repeaters.,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,KB5TOO,Weatherford,OK,OPEN,,279.5,SE,,147.075,147.675,,Custer,,,KB5TOO,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,284.8,SW,,443.4,448.4,100,Sandoval,On-Air,,Sandia Vista ARC,,,,NMFCC,,,,http://sandiavista.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,286.4,SW,,147.08,147.68,100,Sandoval,On-Air,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",Sandoval County ARES,,,,NMFCC,,,,http://www.nmscares.org,,"Linked, e-power.",,,,,,,,,ARRL,25,,,,28176,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC1,K5KRE,"Albuquerque, Sandia Crest",NM,OPEN,,290.4,SW,,443.3,448.3,,Bernalillo,Testing,Wide area.,K5RKE,,,,NMFCC,,,,http://brandmeister.network/?page=repeater&amp;id=313510,,A Motorola SLR5700 on the BrandMeister worldwide network,,,,,1,,,,Mac Pass Repeater Group,Timeslot 1 3135 (New Mexico) 31302 (MPRG 2) Timeslot 2 31301 (MPRG 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,290.4,SW,,443.75,448.75,100,Bernalillo,Off-Air,,"WA6CCB, K5RKE",,,,NMFCC,,,,,,,,,,,,,,,,,,,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,290.4,SW,,51.7,50.7,156.7,Bernalillo,Off-Air,,K5RKE,,,,NMFCC,,,,,,,,,,,,,,,,Off the air until spring 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,290.6,SW,,442.9,447.9,,Bernalillo,On-Air,,"Rocky Mountain Ham Radio, NM",Full-time to the  Colorado TRBO System .,,,NMFCC,,,,http://www.rmham.org/wordpress/mototrbo-radio-site-information,,,,,,,7,,,,,"Colorado Wide: CC 7, TS 1, TG 700 Colorado South: CC 7, TS 2, TG 719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,290.7,SW,,444,449,100,Bernalillo,On-Air,Wide area.,Amateur Radio Caravan Club of New Mexico,"Full-time to  
        145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,,NMFCC,,,,http://www.caravanradio.org,,E-power.,,,,,,,,,,,,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,290.7,SW,,442.6,447.6,100,Bernalillo,On-Air,Wide area.,URFMSI,,,,NMFCC,,,,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,,Closed autopatch.,,,,,,,,,,"Voting receiver. 10,680'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,290.7,SW,,444.325,449.325,100,Bernalillo,On-Air,Wide area.,,Full-time to the  Mega-Link System .,,,NMFCC,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,290.7,SW,,145.33,144.73,100,Bernalillo,On-Air,Wide area.,Amateur Radio Caravan Club of New Mexico,"Full-time to  
        444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,,NMFCC,,,,http://caravanradio.org/,,E-power.,,,,,,,,,,,,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,290.7,SW,,442.75,447.75,162.2,Bernalillo,On-Air,,,,,7855,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,290.7,SW,,442.1,447.1,162.2,Bernalillo,On-Air,Wide area.,Albuquerque Gas Balloon Assoc,,,3676,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,290.7,SW,,145.29,144.69,100,Bernalillo,On-Air,,New Mexico Mega Link Assoc,Full-time to the  Mega-Link System .,,,NMFCC,,,,http://nm5ml.com/,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,290.8,SW,,443.8,448.825,,Bernalillo,On-Air,Wide area;,Sandia National Laboratories ARC,,,,NMFCC,,,,,,,,W5MPZ (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,293.8,SW,,224.48,222.88,100,Bernalillo,On-Air,Entire Albuquerque Area,K6LIE,,,3285,NMFCC,,,,,,,,,,,,,,,High Desert ARC of New Mexico,Moved to new location and added PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,294.6,SW,,442.35,447.35,100,Sandoval,On-Air,,WA5OLD,,,,NMFCC,,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,295.9,SW,,443.2,448.2,,Sandoval,On-Air,,,,,,,,,,http://brandmeister.network/?page=repeater&amp;id=313513,,Brandmeister,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
