Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Affiliate,Features,Notes,Last update,Uplink Tone,Downlink Tone,WIRES-X,Mixed-Mode,Sponsor,Links,EchoLink,IRLP,Coordination,Web links,On-air,Commands,Grid,AllStar,Nets,Feed,Talkgroups,Colorado,Southern Colorado,Denver Regional,Worldwide,North America,Local/Cluster,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Northern Colorado,English,TAC 310,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,N. Colorado,Mountain Reg USA,Worldwide English,Amarillo WIRES-X,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,Kansas,Bandwidth,CKRG,KansasLink
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,227.2,SW,,444.775,449.775,,,,,,,,,Los Alamos,On-Air,Los Alamos and surrounding areas,,E-power.,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,WD9CMS,,,,NMFCC,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,227.2,SW,,442.425,447.425,,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,Los Alamos,On-Air,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,227.4,SW,,927.9,902.9,,,,,,,,,Los Alamos,On-Air,Los Alamos and surrounding areas,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,227.4,SW,,442.925,447.925,,,,,1,,,,Los Alamos,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,227.4,SW,,144.265,144.265,,,,,,,,,Los Alamos,On-Air,,,,,,203.5,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,227.7,SW,,442.25,447.225,,,,,,,,,Los Alamos,Off-Air,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,228.9,WNW,,447.15,442.15,,,,,,,,,Garfield,On-Air,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,136.5,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,230.5,SW,,223.94,222.34,,,,,,,,,Los Alamos,On-Air,,,E-power.,,,CSQ,CSQ,,,,,,,NMFCC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,231.1,SW,,145.19,144.59,,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Los Alamos,On-Air,Wide Area,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,,,,,,SFARC,,,,NMFCC,,,,,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,203.5,W5GPR,"Woodward,  airport",OK,OPEN,,232.9,SE,,146.73,146.13,,,,,,,,,Woodward,,,,150,,,203.5,,,,Great Plains Amateur Radio Club (GPARC),,,,ORSI,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,162.2,N0KOM,"Stockton, K-Link",KS,OPEN,A,233.1,E,,146.79,146.19,,,,,,,,,Rooks,On-Air,Click for coverage map.  25 mi radius.,,,DB-222 @ 200 feet.,,162.2,,,,N0KOM,Full-time to the  K-Link System .,,,Kansas Repeater Council,K-Link Repeater Network,,,,45746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.2,5,88.5,N5DFQ,Woodward,OK,OPEN,,239,SE,,442.2,447.2,,,,,,,,,Woodward,Off-Air,,,"Linked, WX.",,,88.5,,,,DBARC,,,,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,103.5,W5ALZ,Woodward,OK,OPEN,,239,SE,,442.05,447.05,,,,,,,,,Woodward,On-Air,,,,,,103.5,,,,GBARG,Full-time to the  Kan-Okla Intertie System .,,,ORSI,http://kanoklaintertiesystem.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,,KD0AN,Edison,NE,OPEN,E,239.5,NE,,146.745,146.145,,,,,,,,,Furnas,On-Air,,,,,,,,,,,,882742,,WB0CMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.725,5,,KD0ARW,Phillipsburg,KS,OPEN,I,239.9,E,,442.725,447.725,,,,,,,,,Phillips,On-Air,Local.,,,,,,,,,KD0ARW,"Full-time to  
        147.12000 (AA0HJ) at Phillipsburg, KS .",,3682,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,AA0HJ,Phillipsburg,KS,OPEN,,240.2,E,,147.12,147.72,,,,,,,,,Phillips,On-Air,Local,,E-power,,,,,,,AA0HJ,"Full-time to  
        442.72500 (KD0ARW) at Phillipsburg, KS .",,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.275,5,100,AA0HJ,Phillipsburg,KS,OPEN,,241.6,E,,443.275,448.275,,,,,,,,,Phillips,On-Air,,,,,,100,,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,242.1,SW,,145.41,144.81,,,,,,,,,Santa Fe,Off-Air,,,,,,100,,,,W5HO,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,244.9,SW,,147.24,147.84,,,,,,,,,Sandoval,On-Air,Wide area.,,9,,,67,,,,,Full-time to the  Mega-Link System .,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,245.6,NW,,145.16,144.56,,,,,,,,,Jackson,On-Air,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",,8,Part of the Colorado Connection system of repeaters.,,88.5,123,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,,K5GUD,Sharon,OK,OPEN,,247.1,SE,,147.315,147.915,,K5GUD (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Woodward,,,,,,,,,,,K5GUD,,,,ORSI,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,103.5,K5GSM,Woodward,OK,OPEN,,247.6,SE,,147,147.6,,,,,,,,,Woodward,On-Air,NW Oklahoma/Woodward area,ODEM,,,,103.5,CSQ,,,K5GSM/WX5OKC,,,,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,88.5,K5GUD,Sharon,OK,OPEN,,247.6,SE,,146.625,146.025,,,,,,,,,Woodward,Off-Air,,,,,,88.5,,,,K5GUD,,,,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,88.5,N5WO,Sharon,OK,OPEN,,247.6,SE,,147.36,147.96,,,,,,,,,Woodward,,,,WX.,,,88.5,,,,WX Watch,,,,ORSI,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,249.7,WSW,,145.175,144.575,,,,,,,,,Sandoval,Off-Air,,,,,,141.3,,,,NMEMA ARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.205,-0.6,CSQ,KA0RCZ,Alma,NE,OPEN,,250.2,NE,,145.205,144.605,,,,,,,,,Harlan,On-Air,,,Linked to 444.625 Axtel.,,,CSQ,CSQ,,,,,,,WB0CMC,http://w0ky.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,88.5,N5WO,Vici,OK,OPEN,,253.5,SE,,444.95,449.95,,,,,,,,,Dewey,,,,,,,88.5,,,,WX Watch,,,,ORSI,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,,W0SOK,Cozad,NE,OPEN,,254.8,NE,,147.135,147.735,,,,,,,,,Dawson,Off-Air,,,E-power.,,,,,,,Heartland Amateur Radio Association,,,,,,,,,,Wed 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,255.2,NW,,147.21,147.81,,,,,,,,,Routt,On-Air,,,"Linked, WX.",,,107.2,107.2,,,SSARC,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,255.3,NW,,147.165,147.765,,,,,,,,,Routt,On-Air,,,,,,88.5,123,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,255.3,NW,,449.625,444.625,,,,,,,,,Routt,On-Air,Local Steamboat Area,,Statewide Linked System,,,123,123,,,"Colorado Connection Repeaters, Inc.",,,,,http://colcon.org,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,259.2,SW,,443.1,448.1,,,,,,,,,Sandoval,On-Air,Wide area - NW NM.,ARRL,"Linked, e-power.","KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",,100,,,,Sandoval County ARES,,,,NMFCC,http://nmscares.org/,,,,27748,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,123,K0PCA,Loomis,NE,OPEN,,259.3,NE,,146.895,146.295,,,,,,,,,Phelps,On-Air,,,E-power.,,,123,123,,,Region 15 ARES/RACES,,,,WB0CMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,259.9,SW,,443.4,448.4,,,,,,,,,Sandoval,On-Air,,,,,,100,,,,Sandia Vista ARC,,,,NMFCC,http://sandiavista.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,261.6,SW,,147.08,147.68,,,,,,,,,Sandoval,On-Air,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",ARRL,"Linked, e-power.",25,,100,,,,Sandoval County ARES,,,,NMFCC,http://www.nmscares.org,,,,28176,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,123,N0VL,Lexington,NE,OPEN,,263.9,NE,,146.85,146.25,,,,,,,,,Dawson,On-Air,,,,,,123,123,,,,,,,WB0CMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,266,SW,,443.75,448.75,,,,,,,,,Bernalillo,Off-Air,,,,,,100,,,,"WA6CCB, K5RKE",,,,NMFCC,,,,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC1,K5KRE,"Albuquerque, Sandia Crest",NM,OPEN,,266,SW,,443.3,448.3,,,,,1,,,,Bernalillo,Testing,Wide area.,Mac Pass Repeater Group,A Motorola SLR5700 on the BrandMeister worldwide network,Timeslot 1 3135 (New Mexico) 31302 (MPRG 2) Timeslot 2 31301 (MPRG 1),,,,,,K5RKE,,,,NMFCC,http://brandmeister.network/?page=repeater&amp;id=313510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,266,SW,,51.7,50.7,,,,,,,,,Bernalillo,Off-Air,,,,Off the air until spring 2014,,156.7,,,,K5RKE,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,266.2,SW,,442.9,447.9,,,,,7,,,,Bernalillo,On-Air,,,,"Colorado Wide: CC 7, TS 1, TG 700 Colorado South: CC 7, TS 2, TG 719",,,,,,"Rocky Mountain Ham Radio, NM",Full-time to the  Colorado TRBO System .,,,NMFCC,http://www.rmham.org/wordpress/mototrbo-radio-site-information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,266.3,SW,,442.75,447.75,,,,,,,,,Bernalillo,On-Air,,,10,,,162.2,,,,,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,266.3,SW,,442.1,447.1,,,,,,,,,Bernalillo,On-Air,Wide area.,,E-power.,,,162.2,,,,Albuquerque Gas Balloon Assoc,,,3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,266.3,SW,,444,449,,,,,,,,,Bernalillo,On-Air,Wide area.,,E-power.,,,100,,,,Amateur Radio Caravan Club of New Mexico,"Full-time to  
        145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,,NMFCC,http://www.caravanradio.org,,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,266.3,SW,,444.325,449.325,,,,,,,,,Bernalillo,On-Air,Wide area.,,10,,,100,,,,,Full-time to the  Mega-Link System .,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,266.3,SW,,442.6,447.6,,,,,,,,,Bernalillo,On-Air,Wide area.,,Closed autopatch.,"Voting receiver. 10,680'",,100,,,,URFMSI,,,,NMFCC,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,266.3,SW,,145.33,144.73,,,,,,,,,Bernalillo,On-Air,Wide area.,,E-power.,,,100,,,,Amateur Radio Caravan Club of New Mexico,"Full-time to  
        444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,,NMFCC,http://caravanradio.org/,,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,266.3,SW,,145.29,144.69,,,,,,,,,Bernalillo,On-Air,,,10,,,100,,,,New Mexico Mega Link Assoc,Full-time to the  Mega-Link System .,,,NMFCC,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,266.4,SW,,443.8,448.825,,W5MPZ (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Bernalillo,On-Air,Wide area;,,,,,,,,,Sandia National Laboratories ARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,269.3,SW,,224.48,222.88,,,,,,,,,Bernalillo,On-Air,Entire Albuquerque Area,High Desert ARC of New Mexico,,Moved to new location and added PL,,100,,,,K6LIE,,,3285,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,269.4,SW,,442.35,447.35,,,,,,,,,Sandoval,On-Air,,,Autopatch.,,,100,,,,WA5OLD,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,100,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,270.5,SW,,145.13,144.53,,,,,,,,,Bernalillo,On-Air,,,,,,100,100,,,BERNCO OEM,"Full-time to  
        145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",,,NMFCC,http://bc-ares.org/wordpress/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,270.9,SW,,443.2,448.2,,,,,1,,,,Sandoval,On-Air,,,Brandmeister,,,,,,,,,,,,http://brandmeister.network/?page=repeater&amp;id=313513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,CC4,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,273.3,SW,,442.4,447.4,,,,,4,,,,Sandoval,On-Air,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque",,"Brandmeister, DMR CC 4, D-Star, Fusion",Dmr color code 4,,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,273.6,SW,,444.7,449.7,,,,,,,,,Sandoval,On-Air,Albuquerque and vicinity,,E-power.,,,100,,,,New Mexico Intel Emergency Amateur Service,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,273.7,SW,,443,448,,,,,,,,,Sandoval,On-Air,,,,,,100,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,274.1,SW,,442.75,447.75,,,,,,,,,Sandoval,On-Air,"Rio Rancho, Albuquerque, Corrales.",,E-power.,,,162.2,,,,KC5IPK,,214956,7855,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,274.1,SW,,443,448,,,,,,,,,Sandoval,On-Air,Rio Rancho and parts of Santa Fe.,RACES.,E-power.,,,100,,,,Sandoval Co ARES,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",,,NMFCC,http://www.nmscares.org,,,,27750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,274.1,SW,,147.1,147.7,,,,,,,,,Sandoval,On-Air,,,"E-power, remote base, Linked to 443.100 and 147.080.",,,100,100,,,Sandoval Co ARES,"Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",,,NMFCC,http://www.nmscares.org,,,,27749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,AA5GW,Elk City,OK,OPEN,,274.5,SE,,146.76,146.16,,,,,,,,,Beckham,On-Air,I-40 50 mi radius.,,Part of the Caprock Intertie system.,,,88.5,88.5,,,WCenOK ARC,"On-Demand to  
        145.11000 (K5GSM) at Alfalfa, Perry Boradcasting Tower, OK .
 


Full-time to the  Caprock Intertie System .",,,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,88.5,WX5BSA,Elk City,OK,OPEN,EI,275.2,SE,,444.525,449.525,,,,,,,,,Beckham,On-Air,West-Central OK. I-40 40 mi radius.,,,,,88.5,88.5,,,BSA Troop 144,,964809,5866,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,277.1,SW,,145.37,144.77,,,,,,,,,Sandoval,On-Air,,,,,,162.2,,,,Adrian Miura,,,7706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,,K5ELK,Elk City,OK,OPEN,,279.8,SE,,146.685,146.085,,K5ELK (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Beckham,On-Air,,,,,,,,,,KC9VF,,,,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.025,5,,K5ELK,Elk City,OK,OPEN,,279.8,SE,,443.025,448.025,,K5ELK (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Beckham,On-Air,,,,,,,,,,KC9VF,,,,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
