Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update,Downlink Tone,Nets,Notes,Links,IRLP,On-air,Affiliate,EchoLink,D-STAR Enabled,Node,Sources,AllStar,Commands,DMR Enabled,Color Code,Wide Network,Location Photo,Grid,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Mixed-Mode,Local,Denver Regional,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector
147.12,0.6,100,K7JL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,201.7,NW,yes,147.12,147.72,100,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to Tremonton.  I-80 corridor west of the Wasatch Front to the Nevada border.  Tooele Valley and communities from Grantsville down toward Vernon.  West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,K7JL,E-power.,http://www.utahvhfs.org/snowlink.html,UVHFS,yes,,VHF Society Net: Tue at 20:00.,9,"Full-time to  
        146.94000 (WR7AAA) at Milford, Frisco Peak, UT .
 


Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .
 


Full-time to  
        147.02000 (K7OGM) at Laketown, Bear Lake, UT .
 


Full-time to the  Intermountain Intertie System .",,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,100,K7JL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,201.7,NW,yes,449.15,444.15,100,Salt Lake,On-Air,"Wide area: Salt Lake, Ogden, Provo, Tooele and beyond.",K7JL,,,UVHFS,yes,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,
449.5,-5,100,K7JL,"Salt Lake City,  Farnsworth Peak",UT,OPEN,,201.7,NW,yes,449.5,444.5,100,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to Tremonton. Interstate 80 corridor west of the Wasatch Front to the Nevada border. Tooele Valley and communities from Grantsville down toward Vernon. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,K7JL,9,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,201.7,S,yes,145.29,144.69,123,McKinley,Off-Air,,NARC,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,-20,,KF6RAL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,201.7,NW,yes,1287,1267,,Salt Lake,On-Air,"Wide Area: South to Nephi, North to Malad, Idaho, East to Evanston, Wyoming and West to Wendover.",Utah VHF Society,,,UVHFS,yes,,,,,,,,,yes,KF6RAL (A) Gateway,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.125,-0.6,,KF6RAL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,201.7,NW,yes,145.125,144.525,,Salt Lake,On-Air,"Wide area: South to Nephi, North to Malad, East to Evanston, West to Wendover.",Utah VHF Society,,,UVHFS,yes,,,,,,,,,yes,KF6RAL (C) Gateway,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,KF6RAL,"Salt Lake City,  Farnsworth Peak",UT,OPEN,,201.7,NW,yes,448.075,443.075,,Salt Lake,On-Air,"South to Nephi, North to Malad, East to Evanston, Wyoming and West to Wendover.",Utah VHF Society,,,UVHFS,yes,,,,,,,,,yes,KF6RAL (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.15,-1,146.2,KI7DX,"Salt Lake City, Farnsworth Peak",UT,OPEN,,201.7,NW,yes,53.15,52.15,146.2,Salt Lake,On-Air,"Wide area: Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson. Tooele Valley and communities from Grantsville down toward Vernon. Interstate 80 corridor west of the Wasatch Front to the Nevada border. South Davis County, from North Salt Lake to Farmington.",WA7X,9,http://www.wa7x.com/ki7dx_rpt.html,UVHFS,yes,,,,"Full-time to  
        448.15000 (KI7DX) at Salt Lake City, Farnsworth Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,127.3,KI7DX,"Salt Lake City, Farnsworth Peak",UT,OPEN,,201.7,NW,yes,448.15,443.15,127.3,Salt Lake,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson.,WA7X,9,,UVHFS,yes,,,,"Full-time to  
        53.15000 (KI7DX) at Salt Lake City, Farnsworth Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.62,-0.6,,W7SP,"Salt Lake City, Farnsworth Peak",UT,OPEN,,201.7,NW,yes,146.62,146.02,,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to Tremonton.  Tooele Valley and communities from Grantsville down toward Vernon.  Interstate 80 corridor west of the Wasatch Front to the Nevada border.  West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,Utah ARC,E-power.,,UVHFS,yes,,UARC: Sun at 21:00.,,,,,,,,,,,Synchroneous.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,88.5,WA7VHF,"Salt Lake City, Farnsworth Peak",UT,OPEN,,201.7,NW,yes,146.94,146.34,88.5,Salt Lake,On-Air,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden. I-15 and I-80 Coverage,Utah VHF Society,E-power.,,UVHFS,yes,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,
448.675,-5,,K7JL,"Milford, Frisco Peak",UT,CLOSED,,202,W,yes,448.675,443.675,,Beaver,,"Wide area: From Cedar City up toward Delta, Utah, and into eastern Nevada.",Desert ARS,9,,UVHFS,yes,,,,,,Unknown,Cactus-Intertie,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WR7AAA,"Milford, Frisco Peak",UT,OPEN,,202,W,yes,146.94,146.34,100,Beaver,On-Air,"Wide area: From Cedar City up toward Delta, Utah, and into eastern Nevada. 50 mi radius.",WA7GTU,,RCARC System,UVHFS,yes,,State RACES: 3rd Thursday of even-numbered months.,9,"Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .
 


Full-time to the  Intermountain Intertie System .",,,"Intermountain Intertie,  Rainbow Canyons ARC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,,W7YDO,"Magna,  Kessler Peak",UT,CLOSED,,202.5,NW,yes,448.85,443.85,,Salt Lake,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,,8,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,123,W7CWK,Bountiful,UT,OPEN,,202.6,NW,yes,449.35,444.35,123,Davis,On-Air,North Salt Lake to South Ogden,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.425,5,192.8,KD7RTO,"Bountiful,  QTH",UT,OPEN,,203.4,NW,yes,447.425,452.425,192.8,Davis,On-Air,,,4,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.86,-0.6,100,K7JL,"Evanston, Medicine Butte",WY,OPEN,,204.7,NNW,yes,146.86,146.26,100,Uinta,On-Air,Wide area: Southwestern Wyoming including Kemmerer and Evanston.,Utah VHF Society,,http://www.utahvhfs.org/snowlink.html,WRCG,yes,,Utah VHF Society Tuesday: 20:00,8,"Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,123,KB7ZCL,"Morgan, TV Site.",UT,OPEN,,206.8,NNW,yes,147.1,147.7,123,Morgan,On-Air,City of Morgan and surrounding communities.,,,,UVHFS,yes,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,
448.5,-5,,K7WS,"Hurricane,  Kolob Peak",UT,OPEN,,207.4,WSW,yes,448.5,443.5,,Washington,Off-Air,St. George and the neighboring communities.,,9,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,D051,K7DAV,"Layton,  Shepard Peak",UT,OPEN,,208.4,NW,yes,449.875,444.875,D051,Davis,On-Air,"Wide area: Salt Lake, David, Weber, Morgan Counties",K7UHP,9,,UVHFS,yes,D051,,,,,,DCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,
146.96,-0.6,100,K7MLA,"Layton,  Francis Peak",UT,OPEN,,208.4,NW,yes,146.96,146.36,100,Davis,On-Air,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,ERC,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,141.3,K7DAV,"Farmington,  Shepard Peak",UT,OPEN,,208.5,NW,yes,53.01,52.01,141.3,Davis,Off-Air,"Davis, Morgan, Weber Counties and North Salt Lake",K7DAV,9,,UVHFS,yes,141.3,,"New antenna installed 9/17/2016. Replaced broken antenna, replaced duplexer 9/2/2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,136.5,AI7J,"Layton,  Kaysville Peak",UT,OPEN,,210,NW,yes,449.6,444.6,136.5,Weber,On-Air,Wide area: Wasatch Front from Ogden to the Utah/Idaho border.,,9,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,100,K7DOU,"West Kaysville,  sewer plant",UT,OPEN,,212.2,NW,yes,449.7,444.7,100,Davis,On-Air,Wasatch Front from North Salt Lake to the Utah/Idaho border.,Davis Co ARC,4,,UVHFS,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,
146.68,-0.6,123,N7JSQ,"Huntsville, Herd Mountain",UT,OPEN,,212.8,NNW,yes,146.68,146.08,123,Morgan,On-Air,"Wide area: City of Morgan and surrounding communities, southern Bear Lake.","Amateur Radio, Inc","Autopatch, linked to (145.490).",,UVHFS,yes,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,100,AI7J,Layton,UT,OPEN,,213.6,NW,yes,449.25,444.25,100,Davis,Off-Air,,,4,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,114.8,AH2S,Layton,UT,OPEN,IA,214.5,NW,yes,447.05,442.05,114.8,Davis,On-Air,,,"IRLP, Allstar",,UVHFS,yes,,,,,3515,,,,,,,28463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,123,K7DAV,"Antelope Island, Frary Peak",UT,OPEN,,217.4,NW,yes,147.04,147.64,,Davis,On-Air,Wide area: North Salt Lake to South Ogden. Wasatch Front from Ogden to the Utah/Idaho border.,Davis Co ARC /VHFS,6,http://www.dcarc.net,UVHFS,yes,,,C4FM Fusion Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,
447.2,-5,127.3,K7DAV,"Antelope Island, Frary Peak",UT,OPEN,,217.4,NW,yes,447.2,442.2,127.3,Davis,On-Air,Wide area: North Salt Lake to South Ogden.,Davis Co ARC,6,,UVHFS,yes,127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,
146.98,-0.6,100,N7KM,"Cedar City, Iron Mountain",UT,OPEN,,217.5,WSW,yes,146.98,146.38,100,Iron,On-Air,Cedar City and nearby communities.,,,,UVHFS,yes,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,K7JH,"Cedar City, Iron Mountain",UT,OPEN,,217.6,WSW,yes,146.76,146.16,123,Iron,On-Air,Wide area: Cedar City and nearby communities.,,"Closed autopatch, 7,680'.",,UVHFS,yes,,,KBRE tower.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,K7JH,"Cedar City, Iron Mountain",UT,OPEN,,217.6,WSW,yes,448.8,443.8,100,Iron,On-Air,,RCARC,Remote base.,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,5,,WA7GTU,Cedar City,UT,OPEN,,217.6,WSW,yes,447.575,452.575,,Iron,,,,,,UVHFS,yes,,,Portable repeater is coordinated for the entire state.,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,WA7GTU,"Cedar City, Iron Mountain",UT,OPEN,,217.6,WSW,yes,449.5,444.5,100,Iron,On-Air,Cedar City and surrounding communities,WA7GTU,2,,UVHFS,yes,,,KCIN tower.,,,,,,,,,,"Contact sponsor, WA7GTU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,,NJ7J,Syracuse,UT,OPEN,,218.3,NW,yes,224.96,223.36,,Davis,,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,,4,,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,114.8,KR7K,Clearfield,UT,OPEN,I,219,NW,yes,447.15,442.15,114.8,Davis,On-Air,North Salt Lake to Tremonton.,,,,UVHFS,yes,114.8,,,,3607,,,,,,,,IRLP: No special access codes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,123,K0NOD,"Clearfield,  city office",UT,OPEN,EI,219.1,NW,yes,448.825,443.825,123,Davis,Off-Air,Wasatch Front from North Salt Lake to the Utah/Idaho border.,Community Service Emergency Radio Grp,4,,UVHFS,yes,,,,,4654,,,332144,,,,,"- MUST PROCEED ALL IRLP COMMANDS WITH ""B""   -- Use Bxxxx (where xxxx is desired IRLP node number) to connect to another IRLP node  -- e.g. use B9250 to connect to Western Reflector    - MUST PROCEED ALL EchoLink COMMANDS WITH ""BA""  -- Use BAxxxxxx (where xxxxxx is desired EchoLink node number) to connect to another EchoLink node  -- e.g. use BA263450 to connect to EchoLink node 263450     - Use B73 or 73 to disconnect from either EchoLink or IRLP     The following control codes are operable:  B00 - Current node status  B01 - Reads back last IRLP node connected  B02 - Gives info on recent incoming/outgoing IRLP calls  B03 - Current time  B04 - Connects to a random IRLP node  B05 - Connects to IRLP Western Reflector (Las Vegas, 9250)  B06 - Connects to IRLP Crossroads (Indiana) Reflector (9200)  B07 - Connects to IRLP Hurricane Net (Listen-only, 9206)  B99 - Connects to IRLP Echo Reflector (9990)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,123,NJ7J,"Clearfield,  civic center",UT,OPEN,I,219.1,NW,yes,449.95,444.95,123,Davis,On-Air,Ogden and South Ogden area.,City of Clearfield.,4,,UVHFS,yes,,,,,3876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,219.4,E,yes,446.875,441.875,,Clear Creek,On-Air,,,,http://www.rmham.org,,yes,,,,,,,RMHAM,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,219.4,E,yes,146.82,146.22,123,Grand,,,GCARA,E-power.,,CCARC,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,123,W7DBA,Huntsville,UT,OPEN,,219.5,NNW,yes,145.21,144.61,123,Weber,,City of Morgan and surrounding communities.,,4,http://w7dba.hopto.org/,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,123,W7DBA,Huntsville,UT,OPEN,I,219.5,NNW,yes,448.025,443.025,123,Weber,On-Air,,,,,UVHFS,yes,,,,,3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,D122,W7SU,"Ogden, Mt Ogden",UT,OPEN,,219.6,NNW,yes,146.9,146.3,D122,Weber,On-Air,"Huntsville to West desert, Salt Lake to Idaho border",OARC / VHFS,,http://www.ogdenarc.org,UVHFS,yes,D122,,C4FM Yaesu Fusion repeater digital and analog FM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,
448.6,-5,123,W7SU,"Ogden, Mt Ogden",UT,OPEN,,219.6,NNW,yes,448.6,443.6,123,Weber,On-Air,"Ogden, Salt Lake city, Huntsville, west toward Nevada, north to Idaho",Ogden ARC,9,http://www.ogdenarc.org/,UVHFS,yes,123,Weber Co ARES: Tue at 20:00.,"C4FM Yaesu fusion, digital and analog FM repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,
145.25,-0.6,123,KD7FDH,"Ogden, Weber State University",UT,OPEN,,220.8,NW,yes,145.25,144.65,123,Weber,On-Air,Ogden and surrounding area,Weber State University Amateur Radio Club,Autopatch.,Weber State University Amateur Radio Club,UVHFS,yes,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,221,WSW,yes,447.95,442.95,,Washington,On-Air,,,,,UVHFS,yes,,,,,,,,,yes,KF7YIX (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,123,WB7TSQ,"Ogden,  foothills",UT,OPEN,,221.1,NW,yes,145.41,144.81,123,Weber,On-Air,,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.075,-5,D051,W7WPC,"West Point, West Point City Building",UT,OPEN,,221.3,NW,yes,447.075,442.075,D051,Davis,On-Air,North Davis County / South Weber County,KE7OJJ,,,UVHFS,yes,D051,,,,,,West Point City Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,221.4,NE,yes,145.16,144.56,88.5,Jackson,On-Air,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,8,,CCARC,yes,123,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Part of the Colorado Connection system of repeaters.,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,100,W7DRC,"Toquerville, Toquerville Hill",UT,OPEN,E,221.6,WSW,yes,145.45,144.85,100,Washington,On-Air,"Hurricane Valley including Toquerville, LaVerkin, Hurricane, Leeds, Silver Reef, Pintura, as well as the rest of the lower Black Ridge and parts of Washington City.",Dixie ARC,,,UVHFS,yes,,Sun at 20:00 hours.,5,"Full-time to  
        145.49000 (W7DRC) at St George, Utah Hill, UT .
 


Full-time to  
        146.64000 (W7DRC) at St George, Webb Hill, UT .",,,,678741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,123,W7RSS,Riverdale,UT,OPEN,E,221.6,NW,yes,449.075,444.075,123,Weber,Off-Air,Ogden and South Ogden area.,,4,,UVHFS,yes,,,,,,,,273460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,222,E,yes,147.285,147.885,88.5,Grand,On-Air,,Colorado Connection,,,CCARC,yes,123,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,222,WSW,yes,145.15,144.55,,Washington,On-Air,,,,,UVHFS,yes,,,,,,,,,yes,KF7YIX (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,167.9,WB6CDN,"Ogden,  downtown",UT,OPEN,,222.1,NW,yes,224.5,222.9,167.9,Weber,,Ogden and South Ogden area.,Intermountain Repeater Emergency Amateur Network,Autopatch.,,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,222.2,E,yes,447.45,442.45,103.5,Grand,On-Air,,W0IG,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,107.2,WB7TSQ,Ogden,UT,OPEN,,222.8,NW,yes,448.275,443.275,107.2,Weber,Off-Air,Wide area.,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,123,KC7NAT,Ogden,UT,OPEN,,223,NW,yes,449.075,444.075,123,Weber,On-Air,,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,WB7TSQ,Ogden,UT,OPEN,,223.1,NW,yes,147.38,147.98,,Weber,,Wide area: Wasatch Front from Payson to Tremonton.,,4,,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KJ7YE,Eden,UT,OPEN,,223.2,NNW,yes,447.6,442.6,,Weber,,,,,,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298.75,-20,,KE7EGG,"Ogden, Sheriff's Office",UT,OPEN,,223.6,NW,yes,1298.75,1278.75,,Weber,,,,,,UVHFS,yes,,,,,,Unknown,,,yes,KE7EGG (A),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KE7EGG,"Ogden, Sheriff's Office",UT,OPEN,,223.6,NW,yes,447.95,442.95,,Weber,,,,,,UVHFS,yes,,,,,,Unknown,,,yes,KE7EGG (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,,WB6JAA,"Grand Canyon, Hopi Pt",AZ,OPEN,E,224.3,SW,yes,147.32,147.92,,Coconino,,30,WB6JAA,E-power,WB6JAA,ARCA,yes,,,WB6JAA was the National Park Service Fire Chief for the Grand Canyon.  He retired in 2017 and now shows and address in Phoenix.  Speculation is that this repeater moved with him or that another operator assumed control since the node is off line and the repeater was not reached recently.  https://www.grandcanyonnews.com/news/2017/jan/10/glazer-retires-after-29-years-grand-canyon-fire-de/,,,Unknown,,369463,,,,,,,,,,DM36wb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,123,N7TOP,West Haven,UT,OPEN,,224.9,NW,yes,449.775,444.775,123,Weber,On-Air,,,Remote base.,,UVHFS,yes,,,,"Full-time to  
        146.92000 (N7TOP) at Corinne, Promontory Point, UT .
 


Full-time to  
        448.77500 (N7TOP) at West Haven, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.775,-5,123,N7TOP,West Haven,UT,OPEN,,225,NW,yes,448.775,443.775,123,Weber,On-Air,Wasatch Front from Ogden to the Utah/Idaho border.,,4,,UVHFS,yes,,,,"Full-time to  
        449.77500 (N7TOP) at West Haven, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,,K5JCA,"Hurricane, Hurricane Mesa",UT,OPEN,,225.7,WSW,yes,449.275,444.275,,Washington,On-Air,,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.47,-0.6,123,KC7SUM,"Ogden, Powder Mountain",UT,OPEN,,226.1,NNW,yes,145.47,144.87,123,Weber,On-Air,Wide area: Cache and Morgan valleys.,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,167.9,N7TOP,"Ogden, Powder Mountain",UT,OPEN,,226.1,NNW,yes,224,222.4,167.9,Weber,,Wide area: Cache and Morgan valleys.,Intermountain Repeater Emergency Amateur Network,Remote base.,,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,123,N7TOP,"Ogden,  Powder Mountain",UT,OPEN,,226.1,NNW,yes,447.775,442.775,123,Weber,On-Air,Wide area: Cache and Morgan valleys.,,Linked.,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,226.4,SE,yes,146.76,146.16,67,Rio Arriba,On-Air,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,11,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
