Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,EchoLink,Notes,Last update,Coverage,Sponsor,Features,Coordination,Downlink Tone,Affiliate,Links,Nets,Web links,On-air,IRLP,AllStar,DMR Enabled,Color Code,Wide Network,Grid,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Commands,Feed,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,N. Colorado,English,TAC 310,WIRES-X,Location Photo,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,159.9,SE,,146.79,146.19,88.5,Pueblo,On-Air,,,,Wide area.,Pueblo HC,E-power.,CCARC,CSQ,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,160.4,SE,,147,147.6,,Pueblo,On-Air,,,,,Carl Higbee,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,160.9,ESE,,147.105,147.705,107.2,Elbert,On-Air,,,,"I-70, E. Arapahoe, Elbert, Lincoln Counties",ARES of Douglas and Elbert Counties,Linked to CRA 447.150 - Conifer,CCARC,107.2,Colorado Repeater Association,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,http://www.w0cra.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,E,161.1,NE,,449.3,444.3,131.8,Laramie,On-Air,140284,,,,WU7G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,161.4,SSW,,146.7,146.1,100,La Plata,On-Air,,,,Local.,Durango ARC,9,CCARC,100,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,162.5,SSW,,445.1375,440.1375,,La Plata,On-Air,,,,,K2AD,,CCARC,,Rocky Mountain Ham Radio,,,http://www.rmham.org/,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,162.8,SSW,,146.67,146.07,100,La Plata,On-Air,,Linked active in the summer months only.,,Wide area.,Durango ARC,11,CCARC,,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,DARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,163,SE,,146.88,146.28,88.5,Pueblo,On-Air,,,,Wide area.,Pueblo HC,E-power.,CCARC,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,163,SE,,447.7,442.7,210.7,Pueblo,Off-Air,,,,,,,CCARC,210.7,,,,,,7389,29228,,0,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,163,SE,,146.655,146.055,123,Pueblo,On-Air,,,,,K0ST,,CCARC,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,163,SE,,449.725,444.725,100,El Paso,On-Air,,,,,N0PWZ,,CCARC,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,163,SE,,145.115,144.515,88.5,Pueblo,Off-Air,,,,,Pueblo Ham Club,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,163.4,SSW,,147.345,147.945,88.5,La Plata,On-Air,,,,Durango and north towards Molas Divide.,Colorado Connection,,CCARC,123,,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,163.9,SE,,147.24,147.84,103.5,Pueblo,Off-Air,,,,Pueblo and Fremont Counties,TARA,,CCARC,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,163.9,SE,,446.9875,441.9875,,Pueblo,Off-Air,,,,,,,CCARC,,RMHAM,Full-time to the  Colorado TRBO System .,,Rocky Mountain Ham Radio,,,,,6,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,163.9,SE,,447.275,442.275,100,Pueblo,On-Air,,"Moved to Pueblo.  Now called ""Pueblo Metro""",,,,,CCARC,100,The Fun Machine,Full-time to the  The Fun Machine System .,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",The Fun Machine,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.4,1.6,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,E,164,NW,,222.4,224,123,Sweetwater,On-Air,824055,,,Wide Area,DRAWZM,,,,Mountain West Radio Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,164.1,NW,,146.61,146.01,100,Sweetwater,On-Air,,,,Wide area: SW Wyoming,Sweetwater RACES,Autopatch.,WRCG,,,,Sun at 19:30.,http://wy7u.angelfire.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,164.1,NW,,146.94,146.34,100,Sweetwater,On-Air,357388,,,Wide area.,Sweetwater ARC,,WRCG,,,Full-time to the  HERC System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,166.3,WNW,,145.49,144.89,136.5,Duchesne,On-Air,,5,,"Duchesne, UT area.",,E-power.,UVHFS,,Sinbad Desert ARC (SDARC),,,http://sdarc.us/repeaters/flat-top.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,168.9,SSW,,442.375,447.375,100,Montezuma,On-Air,,,,,San Juan Connection,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,169.4,SSW,,447.275,442.275,100,Montezuma,On-Air,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,169.4,SSW,,145.19,144.59,100,Montezuma,On-Air,,,,,,,CCARC,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,169.7,S,,146.61,146.01,123,Archuleta,On-Air,,,,,,,CCARC,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,169.9,SSW,,448.625,443.625,131.8,La Plata,,,,,Wide area.,KC5EVE,,CCARC,131.8,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,170,SSW,,449.85,444.85,100,La Plata,On-Air,,,,,DARC,,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,170.6,SSW,,145.37,144.77,100,La Plata,On-Air,,,,,,E-power.,CCARC,100,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,171.2,SSW,,147.135,147.735,100,La Plata,On-Air,,,,,,,CCARC,100,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,172.6,SSW,,446.7375,441.7375,,Montezuma,On-Air,,,,,RMHAM,,CCARC,,,,,http://www.rmham.org,,,,,6,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,173,SSW,,145.325,144.725,100,Montezuma,On-Air,,Full time to the San Juan Connection,,Wide area.,,E-power.,CCARC,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,174.6,ESE,,449.25,444.25,123,Elbert,On-Air,3349,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,Full duplex node.,CCARC,123,,,,,,3349,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,174.8,W,,449.05,444.05,88.5,Carbon,On-Air,64264,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",Sinbad Desert ARC,Remote base.,UVHFS,,,,,http://sdarc.us/repeaters/bruin.html,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,174.8,W,,147.32,147.92,88.5,Carbon,On-Air,64264,110,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",Sinbad Desert ARC,Remote base.,UVHFS,,,,,http://sdarc.us/repeaters/bruin.html,,3270,,,,,DM49tp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1125,-5,CC11,K7DRA,Rock Springs,WY,OPEN,,175,NW,,447.1125,442.1125,,Sweetwater,On-Air,,,,Rock Springs,,,WRCG,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,,175,NW,,448.025,443.025,123,Sweetwater,On-Air,,,,Wide area.,DRAWZM Communications,,,,Mountain West Radio Group,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,
147.3,0.6,,KA7PJK,Rock Springs,WY,OPEN,,175,NW,,147.3,147.9,,Sweetwater,Testing,,,,,ka7PJk,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.875,-5,CC1 123.0,KF7OBL,Rock Springs,WY,OPEN,,175,NW,,448.875,443.875,123,Sweetwater,On-Air,,,,,,DMRPlus,,,,,,,,,,,1,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      Local/Cluster  2  2      Mountain Reg USA  2  3177    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,Yes; analog capable.,1,1,2,,,,,,,,,,,1,,,,2,,,,
146.655,-0.6,107.2,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,E,175,NW,,146.655,146.055,107.2,Sweetwater,On-Air,865361,Sweetwater Amateur Radio Club uses this repeater pair for ARES/RACES use on both analog and d-star at different times.,,Wide area. 100 mi radius.,Sweetwater Amateur Radio Club,,,107.2,,,,http://wy7u.angelfire.com,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,
145.205,-0.6,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,W,175,NW,,145.205,144.605,123,Sweetwater,On-Air,,,,"Rock Springs, Green River and Sweetwater County",,,,,Mountain West Radio Group Wyoming,,,http://alcomdra.com,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,21322,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,175.1,W,,145.175,144.575,,Carbon,On-Air,,,,Eastern Utah,SDARC,,,,Sinbad Desert A.R.C.,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,175.6,NW,,444.5,449.5,123,Sweetwater,On-Air,,,,,Sweetwater ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,177.4,E,,448.2,443.2,,Morgan,On-Air,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,Mixed Mode,CCARC,,NEAHR,Full-time to the  Colorado TRBO System .,,Rocky Mountain Ham Radio,,,,,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,177.6,SE,,449.975,444.975,100,Pueblo,On-Air,363976,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",K0JSC,2,CCARC,100,,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",K0JSC dot Com,,7301,28368,,,,DM78SA18,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,177.7,WNW,,147.28,147.88,107.2,Duchesne,On-Air,458414,,,,AD7ZW,Autopatch,UVHFS,107.2,,,,http://ad7zwrepeater.xyz,,3205,,,,,,,,,,,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,177.8,WNW,,146.74,146.14,100,Duchesne,Off-Air,,,,,,Autopatch.,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,177.9,S,,147.15,147.75,100,La Plata,On-Air,,,,Bayfield,,E-power.,CCARC,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,123,K7DRA,Rock Springs,WY,OPEN,EW,178.9,NW,,444.7,449.7,123,Sweetwater,On-Air,824055,,,Rock Springs,,,,CSQ,Mountain West Radio Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,179.1,SSW,,146.79,146.19,127.3,Montezuma,On-Air,24336,,,,KD5LWU,,CCARC,127.3,,,4,,,,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,179.1,SSW,,449.175,444.175,127.3,Montezuma,Off-Air,24336,,,,KD5LWU,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,CC12 123.0,AD0BN,"Green River, Green River High School",WY,OPEN,,179.8,NW,,444.775,449.775,123,Sweetwater,Testing,,,,"Note: This repeater will operate in digital mode only. It may, however, be switched to analogue mode under special circumstances and will use a tone of 123/123. Digital repeater should provide portable coverage in the Green River area when operational. Repeater is not currently on-air but has been coordinated and is awaiting installation. Please use Talkgroup 2 and Timeslot 2 for local communications. Repeater uses color 12.",,,WRCG,123,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,180.1,SW,,146.61,146.01,88.5,San Juan,On-Air,64264,11.36,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Sinbad Desert ARC,Remote base.,UVHFS,,,,,http://www.sdarc.us/repeaters/abajo.html,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,180.1,SW,,447.1,442.1,107.2,San Juan,On-Air,,11,,Wide area.,Grand Mesa Repeater Association (GMRA),E-power.,UVHFS,107.2,,Full-time to the  GMRA Open System .,,http://gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,180.1,SW,,223.94,222.34,,San Juan,,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Grand Mesa Rptr Assoc,11,UVHFS,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,180.1,SW,,447.4,442.4,,San Juan,,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,11,UVHFS,,Cactus-Intertie,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,180.2,WNW,,147.26,147.86,,Duchesne,On-Air,,,,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",Borderline ARC,5,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.475,-5,,KI7BER,Rock Springs,WY,OPEN,,181.8,NW,,449.475,444.475,,Sweetwater,On-Air,,,,Rock Springs / Green River an Interstate 80 from mile post 110 to 38.,K7DRA,,,,Mountain West Radio Group Wyoming,,,http://www.alcomdra.com,,,,,,,,,,,,,,,,,KI7BER (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,184.9,SE,,145.355,144.755,100,Huerfano,On-Air,,,,,N0JPX,"E-power, linked.",CCARC,,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,187.6,S,,145.43,144.83,136.5,Rio Arriba,On-Air,,,,,SJC EMCOMM,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,187.8,SE,,449.9,444.9,107.2,Lincoln,On-Air,,,,,,,CCARC,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,191,SE,,146.73,146.13,88.5,Huerfano,On-Air,,,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Ham Club,6,CCARC,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,191,S,,147.08,147.68,162.2,Rio Arriba,On-Air,,,,,SFARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,191.4,SSW,,147.06,147.66,100,San Juan,On-Air,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,191.4,ESE,,446.7375,441.7375,,Lincoln,On-Air,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",K0RTS KC0VJD,,CCARC,,RMHam,,,,,,,,8,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,192.1,W,,448.075,443.075,,Carbon,Off-Air,,,,,Sinbad Desert Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,192.1,ESE,,147.06,147.66,103.5,Lincoln,On-Air,791116,,,"I-70, US-71, US-287, US-40, US-24",BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",CCARC,,,,Big Sandy Net: Wed 19:00,http://www.bigsandyradio.com/,,3794,42740,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,193,W,,448.55,443.55,88.5,Emery,On-Air,,Stand alone.,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",N7QLO,Remote base.,UVHFS,,,,,,,3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,193,W,,447.125,442.125,100,Emery,,,,,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",San Rafael Cactus Assoc,7,UVHFS,,Cactus-Intertie,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,193.1,W,,147.14,147.74,88.5,Emery,On-Air,64264,7,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Sinbad Desert ARC,"Closed autopatch, remote base.",UVHFS,,,Full-time to the  Sinbad Desert (SDARC) System .,,http://sdarc.us/repeaters/cedar.html,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,193.7,SE,,449.75,444.75,100,Las Animas,On-Air,363976,,,,N0ZSN,,CCARC,100,The Fun Machine,Full-time to the  The Fun Machine System .,,The Fun Machine,,7301,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.635,0.6,100,WY7BV,"Mountain View, Hickey Mtn",WY,OPEN,,194.4,WNW,,144.635,145.235,100,Uinta,Off-Air,,,,I-80,Bridger Valley Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,195.4,ESE,,447,442,103.5,Kit Carson,On-Air,,,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",Delbert Noakes (KC0VJD),APRS repeater &amp; i-gate / Weather station,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,30534,,,,,,
