Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Commands,Feed,EchoLink,AllStar,On-air,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Worldwide,North America,Local/Cluster,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Location Photo,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,146,WSW,,449.575,444.575,131.8,Mesa,On-Air,,e-power. Linked to GMRA Open System,3710,CCARC,,,,,Grand Mesa Repeater Assoc,GMRA Repeaters,131.8,Grand Junction,,Closed IRLP out,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,146,WSW,,146.94,146.34,107.2,Mesa,On-Air,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,,CCARC,,,,,,http://w0rrz.org,107.2,Grand Junction 30-50 mi,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,148.2,SW,,147.375,147.975,156.7,San Juan,On-Air,,13,,CCARC,,,,,,http://www.sjcham.com,,Wide area.,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,148.2,SW,,145.325,144.725,127.3,San Juan,On-Air,,Solar powered,,CCARC,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,148.2,SW,,447.525,442.525,127.3,San Juan,On-Air,KB5ITS,E-power.,,CCARC,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,148.2,SW,,444,449,67,Huerfano,On-Air,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,148.9,SW,,449.7,444.7,107.2,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),E-power.,3710,CCARC,,,,,,,107.2,Wide Area via links - Western Colorado - Eastern Utah,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control Op,RACES: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,152,W,,447,442,107.2,Garfield,On-Air,,8,,CCARC,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,152.8,SE,,146.73,146.13,88.5,Huerfano,On-Air,Pueblo Ham Club,6,,CCARC,,,,,,Pueblo Ham Club,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,153.1,WSW,,449.4,444.4,131.8,Mesa,On-Air,"WA4HND,  Grand Mesa Repeater Association",E-power.,3710,CCARC,,,,,,http://www.gmra.org,131.8,Wide area via links - Western Colorado - Eastern Utah,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control op,RACES Wed 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,154.6,SSE,,145.355,144.755,100,Huerfano,On-Air,N0JPX,"E-power, linked.",3974,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,158.2,E,,448.175,443.175,,Morgan,On-Air,W0FT,,,CCARC,,,7,,Rocky Mountain Ham Radio,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,88.5,KB0VJJ,Akron,CO,OPEN,,158.2,E,,145.4,144.6,88.5,Washington,On-Air,Colorado Connection,,,CCARC,,,,,,,123,Northeastern plains of Colorado.,Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of repeaters,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,159,SW,,147.27,147.87,127.3,San Juan,On-Air,KB5ITT,E-power.,,CCARC,,,,,Durango ARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,164.4,NNW,,449.8,444.8,146.2,Carbon,,Wyocomm,,,WRCG,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,164.4,NNW,,147.39,147.99,100,Carbon,On-Air,HERC,E-power.,,,,,,,N7ZEF (EchoLink).,,,Wide area.,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,164.4,NNW,,146.76,146.16,100,Carbon,On-Air,CCARS,,,,,,,,,,,Wide area.,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,164.4,NNW,,146.7,146.1,162.2,Carbon,On-Air,,,7045,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,164.4,NNW,,448.3,443.3,100,Carbon,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,164.4,NNW,,445.05,440.05,,Carbon,On-Air,Laramie County EM,,,WRCG,,,11,,Wyoming DMR Project,,,Wide area.,,,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,164.9,SSE,,449.75,444.75,100,Las Animas,On-Air,N0ZSN,,7301,CCARC,,,,,The Fun Machine,The Fun Machine,100,,Full-time to the  The Fun Machine System .,,,,,,,,,,,363976,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,165.1,NE,,147.165,147.765,114.8,Laramie,On-Air,Shy-Wy Amateur Radio Club,E-power.,,WRCG,,,,,,,,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,169.1,E,,145.295,144.695,,Logan,Off-Air,NECARA,"Autopatch, e-power.",,CCARC,,,,,,,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,170.2,WNW,,449.7,444.7,136.5,Uintah,,W7BYU,8,,UVHFS,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,170.3,WNW,,146.92,146.32,136.5,Duchesne,Off-Air,,E-power.,,UVHFS,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,170.3,WNW,,147.1,147.7,136.5,Uintah,On-Air,""">Borderline ARC","Autopatch, e-power.",3577,UVHFS,,,,,,,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",8,,,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,458414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,173.3,SSW,,146.61,146.01,123,Archuleta,On-Air,,,,CCARC,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,176,SE,,147.36,147.96,,Otero,On-Air,,E-power,,,,,,,KC0ITF,,123,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,Digital Wires-X,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,11598,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,176,SE,,446.75,441.75,,Otero,On-Air,,E-power.,,,,,0,,KC0ITF,,,La Junta,,Please use Busy Channel LockOut,,,,,,,,,,,,,,,,,,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,176.6,SSW,,146.7,146.1,100,La Plata,On-Air,Durango ARC,9,,CCARC,,,,,,http://durangoarc.org/,100,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,177.7,SSW,,445.1375,440.1375,,La Plata,On-Air,K2AD,,,CCARC,,,7,,Rocky Mountain Ham Radio,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,177.9,WNW,,449.9,444.9,136.5,Uintah,,Borderline Amateur Radio Club,,7705,,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,178.3,SSW,,147.345,147.945,88.5,La Plata,On-Air,Colorado Connection,,,CCARC,,,,,,,123,Durango and north towards Molas Divide.,Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,180.7,NE,,147,146.4,103.5,Banner,On-Air,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,181.5,NNE,,146.88,146.28,100,Platte,On-Air,GPARA,,,WRCG,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,181.5,NNE,,449.625,444.625,151.4,Platte,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,181.5,NNE,,224.68,223.08,,Platte,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,181.6,SW,,146.67,146.07,100,La Plata,On-Air,Durango ARC,11,,CCARC,,,,,,DARC Repeaters,,Wide area.,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,185.8,SSW,,448.625,443.625,131.8,La Plata,,KC5EVE,,,CCARC,,,,,,,131.8,Wide area.,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,185.8,SSW,,449.85,444.85,100,La Plata,On-Air,DARC,,,CCARC,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,185.9,S,,147.08,147.68,162.2,Rio Arriba,On-Air,SFARC,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,187.1,SSE,,446.775,441.775,,Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,187.3,ESE,,146.895,146.295,103.5,Kit Carson,On-Air,Big Sandy ARC,,,CCARC,,,,,,,,,,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,187.3,SSE,,447.375,442.375,100,Las Animas,On-Air,KG5JL,E-power (batt).,,CCARC,,,,,,,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,187.3,SSE,,449.6,444.6,107.2,Las Animas,Off-Air,Cheyenne Mtn Rptr Grp,E-power.,,CCARC,,,,,,CMRG Repeaters,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,187.3,SSE,,147.375,147.975,100,Las Animas,Off-Air,K0BV,,,CCARC,,,,,,,100,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,187.4,SSW,,147.135,147.735,100,La Plata,On-Air,,,,CCARC,,,,,,http://www.sjcham.com,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,187.5,WSW,,146.76,146.16,88.5,Grand,On-Air,Sinbad Desert ARC,,,UVHFS,,,,,,http://www.sdarc.us/repeaters/bald.html,,Moab and immediate surroundings.,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,187.6,S,,147.22,147.82,100,Rio Arriba,On-Air,New Mexico Mega Link Assoc,10,,NMFCC,,,,,,,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,187.6,S,,146.76,146.16,67,Rio Arriba,On-Air,Taos ARC,11,,,,,,,,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,187.6,WSW,,449.1,444.1,107.2,Grand,On-Air,Grand Mesa Repeater Association (GMRA),8,,UVHFS,,,,,,GMRA Repeaters,107.2,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,188.7,SW,,145.37,144.77,100,La Plata,On-Air,,E-power.,,CCARC,,,,,,http://www.sjcham.com,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,188.9,SSW,,145.43,144.83,136.5,Rio Arriba,On-Air,SJC EMCOMM,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,189,SW,,442.375,447.375,100,Montezuma,On-Air,San Juan Connection,,,,,,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,189.2,SSW,,147.15,147.75,100,La Plata,On-Air,,E-power.,,CCARC,,,,,,http://www.sjcham.com,,Bayfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,194,NE,,444.125,449.125,114.8,Scotts Bluff,On-Air,SBCEMA,Linked to Albin (147.165) and Cheyenne (146.775),,,,,,,,,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,194.1,SW,,145.325,144.725,100,Montezuma,On-Air,,E-power.,,CCARC,,,,,,http://www.sjcham.com,,Wide area.,,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,194.4,SW,,446.7375,441.7375,,Montezuma,On-Air,RMHAM,,,CCARC,,,6,,,http://www.rmham.org,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,194.9,SW,,447.275,442.275,100,Montezuma,On-Air,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,194.9,SW,,145.19,144.59,100,Montezuma,On-Air,,,,CCARC,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,196.1,WNW,,147.04,147.64,136.5,Uintah,On-Air,Borderline ARC,E-power.,,UVHFS,,,,,,,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Full-time to the  Sinbad Desert (SDARC) System .,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,196.6,WNW,,145.49,144.89,136.5,Uintah,On-Air,"W7BYU,  Borderline ARC","Autopatch, 8,506', linked to (147.320).",,UVHFS,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,197.6,WSW,,146.9,146.3,88.5,Grand,On-Air,Sinbad Desert ARC,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,UVHFS,,,,,,http://sdarc.us/repeaters/moab.html,,Moab and immediate surroundings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,198.8,SSE,,145.43,144.83,107.2,Las Animas,On-Air,Cheyenne Mountain Repeater Group,,,CCARC,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,198.9,SSE,,446.775,441.775,,Colfax,On-Air,Cheyenne Mountain Repeater Group,,,NMFCC,,,,,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,,,,,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,199.1,SSE,,145.25,144.65,123,Taos,On-Air,Taos ARC,,,NMFCC,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,201.6,S,,145.39,144.79,100,Taos,On-Air,Taos ARC,"E-power, linked.",,NMFCC,,,,,,Taos Amateur Radio Club,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,203.5,NE,,445.1,445.1,100,Scotts Bluff,On-Air,,,3942,,,,,,,,100,,,This is a simplex IRLP node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.4,1.6,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,E,204.1,NW,,222.4,224,123,Sweetwater,On-Air,DRAWZM,,,,,,,,Mountain West Radio Group,,,Wide Area,,,,,,,,,,,,824055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,204.1,NW,,146.61,146.01,100,Sweetwater,On-Air,Sweetwater RACES,Autopatch.,,WRCG,,,,,,http://wy7u.angelfire.com,,Wide area: SW Wyoming,,,Sun at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,204.1,NW,,146.94,146.34,100,Sweetwater,On-Air,Sweetwater ARC,,,WRCG,,,,,,,,Wide area.,Full-time to the  HERC System .,,,,,,,,,,,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,204.3,NE,,145.475,144.875,,Scotts Bluff,On-Air,RWMC,e-power.,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,204.3,SW,,449.175,444.175,127.3,Montezuma,Off-Air,KD5LWU,,,CCARC,,,,,,,,,,,,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,204.3,NE,,444.825,449.825,,Scotts Bluff,On-Air,W0KAV/KW0R,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,204.3,SW,,146.79,146.19,127.3,Montezuma,On-Air,KD5LWU,,,CCARC,,,,,,,127.3,,,,4,,,,,,,,,24336,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,204.7,SSW,,147.06,147.66,100,San Juan,On-Air,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,205.3,SSE,,147.28,147.88,100,Colfax,On-Air,,8,,NMFCC,,,,,,,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,207.5,NE,,147.075,147.675,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,208.7,NE,,146.445,146.445,88.5,Scotts Bluff,On-Air,,,3055,,,,,,,http://garymcduffie.com,88.5,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,208.8,SSW,,147.36,147.96,100,San Juan,On-Air,,,,NMFCC,,,,,,http://www.sjcham.com,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,212.4,E,,146.955,146.355,,Phillips,,PCARC,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
