Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Web links,Coordination,Last update,Grid,Coverage,Sponsor,EchoLink,Downlink Tone,Links,Notes,Nets,IRLP,Commands,DMR Enabled,Color Code,Wide Network,Affiliate,On-air,AllStar,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Location Photo,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,English,Mountain Reg USA,Wyoming,WyLOCAL,Worldwide English,DCI Bridge,N. Colorado,TAC 310,Europe,Southwest USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Local
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,176.5,E,,446.775,441.775,,Larimer,On-Air,,W0DMR,CCARC,,,"Fort Collins east side, into Red Feather Lakes area.",W0DMR - NoCo C-bridge Network,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,2,,Brandmeister Network,,,,,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,,,,,1,2,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,176.5,NE,,146.61,146.01,,Albany,On-Air,,http://www.uwyo.edu/uarc,WRCG,,,Laramie Valley  30 mi radius.,University ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,177.1,E,,447.2,442.2,82.5,Weld,On-Air,,,CCARC,,,,N6RFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,178.9,E,,449.925,444.925,114.8,Weld,On-Air,,,CCARC,,DN70,,KD0RG,448035,114.8,,,,,,,,,K0UPS Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,179.3,SE,,447.175,442.175,88.5,Pueblo,Off-Air,11,Pueblo Ham Club,CCARC,,,Wide area: Southeast Colorado.,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,179.3,SE,,224.32,222.72,88.5,Custer,Off-Air,11,PHC repeaters,CCARC,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,179.3,SE,,449.625,444.625,107.2,Custer,On-Air,E-power.,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,179.7,ESE,,927.8375,902.025,,Douglas,On-Air,,,CCARC,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,179.9,NE,,447.225,442.225,,Albany,On-Air,,,WRCG,,,Wide area.,Laramie County EM,,,,,,,,,11,,Wyoming DMR Project,,,,,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,181,ESE,,447.625,442.625,100,El Paso,On-Air,Linked.,,,,,,KD0MDP,363976,100,Full-time to the  The Fun Machine System .,,,7301,,,,,The Fun Machine,,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,181.1,NE,,53.03,52.03,,Albany,Off-Air,8,http://www.r-vcr.com/k7uwr/repeater.htm,,,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,182.5,SE,,447.2,442.2,,El Paso,Testing,,,,,,"Falcon, Black Forest, Peyton Areas",GGARC,,,,,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,182.5,WSW,,147.08,147.68,136.5,Wayne,On-Air,"Closed autopatch, remote base.",http://sdarc.us/repeaters/mt-ellen.html,UVHFS,,,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",Sinbad Desert ARC,64264,,Full-time to the  Sinbad Desert (SDARC) System .,11,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,182.6,E,,449.725,444.725,127.3,Weld,On-Air,"Autopatch, WX.",,CCARC,,,,K0OJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,182.7,E,,449.325,444.325,,Weld,On-Air,,,CCARC,,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,182.7,E,,147,147.6,100,Weld,On-Air,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,CCARC,,,,Weld ARS,,100,,,,3839,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,182.7,E,,448.475,443.475,100,Weld,On-Air,,http://www.warsco.org/,CCARC,,,,Weld Amateur Radio Society (WARS),,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,182.7,E,,146.85,146.25,100,Weld,On-Air,"E-power, WX.",,CCARC,,,,Northern Colorado ARC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,183.3,NE,,448.15,443.15,100,Laramie,Off-Air,,,WRCG,,,,KB7SWR,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,184.4,SSE,,145.43,144.83,136.5,Rio Arriba,On-Air,,,NMFCC,,,,SJC EMCOMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,184.8,S,,442.25,447.25,,San Juan,On-Air,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,,,,,,,,,,,,,1,,,,,,,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,,,,,,,,,,1,,,,,2,,2,2,2,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,184.8,S,,146.88,146.28,100,San Juan,On-Air,,http://www.sjcham.com,NMFCC,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,184.8,S,,146.74,146.14,100,San Juan,On-Air,"Closed autopatch, e-power.",,NMFCC,,,,Totah ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,184.8,S,,447.45,442.45,107.2,San Juan,On-Air,"E-power, remote base.",,NMFCC,,,,KB5ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,100,K7DSN,"Spanish Fork,  Teat Mountain",UT,OPEN,,185.8,WNW,,447.4,442.4,100,Utah,,,,UVHFS,,,Wide area.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,136.5,K7HEN,"Heber City, Strawberry Peak",UT,OPEN,,187,WNW,,147.16,147.76,136.5,Wasatch,Off-Air,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,187.2,S,,147.36,147.96,100,San Juan,On-Air,,http://www.sjcham.com,NMFCC,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,187.6,S,,145.115,144.515,,San Juan,On-Air,,,,,,,,,,,,,,,,,,,,,,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,187.6,S,,1291.1,1271.1,,Bernalillo,On-Air,DV only,,NMFCC,,,,San Juan County,,,,,,,,,,,,,,,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,W7DHH,"Ephraim, Horseshoe",UT,OPEN,I,187.7,W,,146.66,146.06,100,San Pete,On-Air,"Autopatch, 10,350'.",,UVHFS,,,Wide area: Provo to Salina.,Skyline Repeater System,,,,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.64,-1.6,,N7IMF,"Ephraim,  Horseshoe",UT,OPEN,,187.7,W,,224.64,223.04,,San Pete,,E-power.,,UVHFS,,,Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"Indianola, Indianola Peak",UT,OPEN,I,187.7,W,,146.72,146.12,100,San Pete,On-Air,,,UVHFS,,,Northern San Pete County,W7REL and Sanpete County,,,Full-time to the  Skyline Repeater System .,,,3576,,,,,Skyline Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,188.7,SW,,449.9,444.9,123,San Juan,On-Air,6,,UVHFS,,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,Part time link to  two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,191.1,SE,,448.975,443.975,100,Pueblo,On-Air,,http://www.k0jsc.com,CCARC,,,,,363976,100,Full-time to the  The Fun Machine System .,Off air.  Will return to service,,7301,,,,,,,28368,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,191.9,S,,444.15,449.15,,San Juan,On-Air,DV only,,,,,,San Juan County,,,,,,,,,,,,,,,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,191.9,S,,147,147.6,100,San Juan,On-Air,"Autopatch, e-power.",,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,191.9,S,,146.85,146.25,100,San Juan,On-Air,Closed autopatch.,,NMFCC,,,,Totah ARC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,191.9,S,,449,444,100,San Juan,,E-power.,,NMFCC,,,,K5WY,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,191.9,S,,146.76,146.16,100,San Juan,On-Air,"Closed autopatch, e-power.",http://www.sjcham.com,NMFCC,,,,,,100,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,191.9,S,,442.325,447.325,,San Juan,On-Air,AZ-TRBONET,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,,,,,,,,,,,,,1,,,,,,,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,,,,,,,,,,1,,,,,2,,2,2,2,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,191.9,S,,53.01,52.01,131.8,San Juan,On-Air,,,NMFCC,,,,KB5ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,192.5,S,,448.65,443.65,127.3,San Juan,On-Air,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,192.5,S,,146.92,146.32,100,San Juan,On-Air,,,NMFCC,,,,San Juan County OEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,193.3,S,,1291.7,1271.7,,San Juan,On-Air,DV only,,NMFCC,,,,San Juan County,,,,,,,,,,,,,,,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,193.4,SSE,,147.08,147.68,162.2,Rio Arriba,On-Air,,,NMFCC,,,,SFARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,194.1,NE,,449.9375,444.9375,,Laramie,On-Air,,https://www.rmham.org/wordpress/,WRCG,,,,,,,Full-time to the  Rocky Mountain Ham System .,,,,,,7,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,196.6,SE,,147,147.6,,Pueblo,On-Air,,,CCARC,,,,Carl Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,196.9,S,,1292.3,1272.3,,San Juan,On-Air,,,NMFCC,,,,San Juan County,,,,,,,,,,,,,,,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,197.3,SE,,224.26,222.66,88.5,Pueblo,Off-Air,E-power.,PHC repeaters,CCARC,,,Wide area.,Pueblo Ham Club,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,197.3,SE,,146.79,146.19,88.5,Pueblo,On-Air,E-power.,Pueblo Ham Club,CCARC,,,Wide area.,Pueblo HC,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,197.3,SE,,447.95,442.95,88.5,Pueblo,On-Air,E-power.,Pueblo Ham Club,CCARC,,,Wide area.,Pueblo Ham Club,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.8,-0.6,100,N6EZO,Mapleton,UT,OPEN,,198,WNW,,146.8,146.2,100,Utah,On-Air,,,UVHFS,,,,,,,,,,,,,,,ERC CERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,131.8,N7YFZ,Manti,UT,OPEN,,198,W,,449.75,444.75,131.8,San Pete,,Closed autopatch.,,UVHFS,,,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.325,-5,114.8,N7KYY,Springville,UT,OPEN,,198.4,WNW,,447.325,442.325,114.8,Utah,On-Air,4,,UVHFS,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,198.7,SE,,449.725,444.725,100,El Paso,On-Air,,,CCARC,,,,N0PWZ,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,198.7,SE,,447.7,442.7,210.7,Pueblo,Off-Air,,,CCARC,,,,,,210.7,,,,7389,,,0,,,,29228,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,198.7,SE,,145.115,144.515,88.5,Pueblo,Off-Air,E-power.,,CCARC,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,198.7,SE,,146.88,146.28,88.5,Pueblo,On-Air,E-power.,,CCARC,,,Wide area.,Pueblo HC,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,198.7,SE,,146.655,146.055,123,Pueblo,On-Air,,,CCARC,,,,K0ST,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,199.2,NE,,146.775,146.175,114.8,Laramie,On-Air,"E-power, WX.",,WRCG,,,,Shy-Wy Amateur Radio Club,,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,,N7EMA,Cheyenne,WY,OPEN,,199.2,NE,,447.025,442.025,,Laramie,,,,WRCG,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,199.3,SE,,447.275,442.275,100,Pueblo,On-Air,,The Fun Machine,CCARC,,,,,,100,Full-time to the  The Fun Machine System .,"Moved to Pueblo.  Now called ""Pueblo Metro""","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,,The Fun Machine,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,199.3,SE,,147.24,147.84,103.5,Pueblo,Off-Air,,,CCARC,,,Pueblo and Fremont Counties,TARA,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,199.3,SE,,446.9875,441.9875,,Pueblo,Off-Air,,Rocky Mountain Ham Radio,CCARC,,,,,,,Full-time to the  Colorado TRBO System .,,,,,,6,,RMHAM,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,199.6,S,,147.1,147.7,100,San Juan,On-Air,,http://www.sjcham.com,NMFCC,,,,San Juan connection,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,186.2,WD7N,Springville,UT,OPEN,,199.7,WNW,,447.475,442.475,186.2,Utah,On-Air,4,,UVHFS,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,199.8,NE,,145.235,144.635,114.8,Laramie,On-Air,,,WRCG,,,Local: Cheyenne.,N7GT,,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,199.8,NE,,449.9,444.9,100,Laramie,On-Air,,,,,,From 5 miles to 25 miles,N7JJY,,100,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,199.8,NE,,147.105,147.705,114.8,Laramie,On-Air,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,199.9,S,,147.28,147.88,67,San Juan,On-Air,6,,NMFCC,,,Wide area.,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
