Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Web links,Coordination,Last update,Downlink Tone,Sponsor,Links,Nets,DMR Enabled,Color Code,Wide Network,Affiliate,On-air,Notes,Talkgroup Network,Talkgroups,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,Colorado,Southern Colorado,Grid,AllStar,EchoLink,IRLP,Commands,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Location Photo,Feed,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Local/Cluster,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,226.2,NE,,145.19,144.59,151.4,Arapahoe,On-Air,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",Autopatch (please contact trustee).,,,,131.8,N0OBA,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,,,,,,,,,,,,,,10079,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,226.8,NE,,449.425,444.425,D023,Arapahoe,Off-Air,,,,,,D023,K0PWO,,,,,,,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,,,29791,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Santa Rosa, Moon Ranch",NM,OPEN,,226.9,SE,,147.04,147.64,141.3,Guadalupe,On-Air,,,,NMFCC,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,227.4,NE,,449.3,444.3,100,Adams,On-Air,,,,CCARC,,,N1UPS,,,,,,,,,,,,,,,,,,,,,,,,,43699,3699,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,227.7,NNE,,146.7,146.1,100,Boulder,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",6,BARC Repeaters,CCARC,,,Boulder Co ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,227.8,NNE,,448.9,443.9,100,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",6,,CCARC,,,Boulder ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,227.8,NNE,,146.61,146.01,100,Boulder,Off-Air,,,,CCARC,,,Boulder Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,227.8,NE,,449.15,444.15,,Arapahoe,On-Air,,,,CCARC,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,228.7,NE,,448.825,443.825,,Arapahoe,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,30584,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,228.7,NE,,448.5,443.5,100,Denver,On-Air,Greater Denver area.,E-power.,,CCARC,,,Castle Rock Repeater Group,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,228.7,NE,,448.4,443.4,94.8,Arapahoe,On-Air,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,228.7,NE,,448.275,443.275,156.7,Arapahoe,On-Air,,,,CCARC,,,W0BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,228.9,NNE,,146.91,147.51,123,Boulder,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,http://goldhilltown.com/,,,127.3,,,"Summer Tue at 19:30P, Winter 19:00.",,,,"Town of Gold Hill, Colorado",,There is a MOU With BCARES for repeater use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,229,NE,,927.8375,902.025,,Douglas,On-Air,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,CCARC,,,,,,,,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,230,NNE,,446.8625,441.8625,,Boulder,On-Air,,,,CCARC,,,Boulder County ARES,,,,,,,,,,,,,,,,,,,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,230,NNE,,1299.5,1279.5,,Boulder,On-Air,,E-power.,,CCARC,,,Boulder County ARES,,,,,,,,,,,,,,,,,,,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,230,NNE,,446.8,441.8,,Boulder,On-Air,Wide area.,,Rocky Mountain Ham Radio,CCARC,,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,,7,,Rocky Mountain Ham Radio,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,230.1,NNE,,449.55,444.55,100,Boulder,On-Air,Denver metro area.,8,,CCARC,,,Rocky Mtn VHF Soc,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,230.1,NNE,,449.4,444.4,91.5,Boulder,Off-Air,,2,http://www.ked-wireless.com/products1.htm,CCARC,,,BARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,,N7RDZ,Winslow,AZ,OPEN,,230.3,SW,,146.84,146.24,,Navajo,On-Air,,,,ARCA,,,N7RDZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,91.5,N7RDZ,Winslow,AZ,OPEN,,230.3,SW,,147.38,147.98,91.5,Navajo,On-Air,,,,ARCA,,,N7RDZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,230.4,NE,,449.825,444.825,103.5,Boulder,On-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,6,Repeater,CCARC,,,Rocky Mountain Radio League,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,230.4,NE,,448.925,443.925,131.8,Boulder,On-Air,,,,CCARC,,,W0LMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,231,NNE,,445.05,440.05,,Boulder,On-Air,Wide area,The DMR-MARC Worldwide Network,,CCARC,,,Rocky Mountain Ham Radio,,,,1,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,231,NNE,,145.46,144.86,107.2,Boulder,On-Air,Boulder/Denver Metro,"Closed autopatch, e-power.",,CCARC,,107.2,Colorado Repeater Association (CRA),"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,CRA VHF Link System,,,,,,,,,,,,,,,,,,,347086,3990,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,231,NNE,,447.975,442.975,107.2,Boulder,On-Air,Wide area: Boulder/Longmont area.,Closed autopatch.,,CCARC,,107.2,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,231,NNE,,446.9875,441.9875,,Boulder,On-Air,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,,Rocky Mountain Ham Radio,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,231,NNE,,447.75,442.75,141.3,Boulder,On-Air,,,,CCARC,,141.3,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,3450,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,231,NNE,,224.02,222.42,,Boulder,On-Air,Denver metro area.,8,RMVHS repeaters,CCARC,,,Rocky Mtn VHF Soc,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,,,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,231.7,NE,,147.045,147.645,123,Adams,On-Air,,E-power.,,CCARC,,CSQ,Northglenn RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,232.5,NNE,,1283.8625,1263.8625,,Boulder,On-Air,20,E-power.,,CCARC,,,Boulder County ARES,,,,,,,,,,,,,,,,,,,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,232.5,NNE,,145.3875,144.7875,,Boulder,On-Air,20,E-power.,http://bouldercountyares.org/technical/d-star,CCARC,,,Boulder County ARES,,,,,,,,,,,,,,,,,,,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,NM5ML,"Conchas Dam, Mesa Rica",NM,OPEN,,233.1,SE,,147.36,147.96,100,San Miguel,On-Air,Wide area.,5,,NMFCC,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,136.5,K7FQ,Snowflake,AZ,OPEN,,233.2,SW,,447.375,442.375,136.5,Navajo,Off-Air,,,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,233.3,NNE,,146.73,146.13,91.5,Boulder,Off-Air,Local,12,http://www.ked-wireless.com/products1.htm,CCARC,,91.5,BARC,,,,,,,,,,,,,,,,,,,,,,,DN70jb,,115482,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,235.1,NE,,448.15,443.15,141.3,Denver,On-Air,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",E-power (batt).  2 meter and 70cm channel steerable remote bases.,k0jsc.com,CCARC,,141.3,K0GUR,Full-time to the  The Fun Machine System .,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,,,,,,,,,,,,,,,DM79pt,29436,24340,,,,,,,,Listen Live,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,235.3,NE,,147.105,147.705,107.2,Elbert,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties",Linked to CRA 447.150 - Conifer,http://www.w0cra.org/,CCARC,,107.2,ARES of Douglas and Elbert Counties,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,235.8,NNE,,146.76,146.16,100,Boulder,On-Air,Wide area.,5,,CCARC,,,Rocky Mtn VHF Soc,,,,,,Boulder County ARES,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep
223.92,-1.6,88.5,WX7Y,"Huntington,  Skyline Dr",UT,OPEN,,236.2,NW,,223.92,222.32,88.5,Emery,,"Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.","Remote base, 8,702'.",,UVHFS,,,,,,,,,Sinbad Desert ARC,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,236.2,NW,,147.06,147.66,88.5,Emery,On-Air,"Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.","Closed autopatch, remote base.",http://sdarc.us/repeaters/horn.html,UVHFS,,,Sinbad Desert ARC,Full-time to the  Sinbad Desert (SDARC) System .,,,,,,,8,,,,,,,,,,,,,,,DM49kf,,64264,3270,,,,,,,,,,,,,,,,,,
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,236.2,NW,,447.625,442.625,100,Emery,On-Air,Wide area.,,,UVHFS,,,San Rafael Cactus Assoc,,,,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,236.2,NW,,447.7,442.7,123,Emery,,Wide area.,"Closed autopatch, 8,702'.",,UVHFS,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.25,-20,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,238.5,NW,,1299.25,1279.25,,Washington,On-Air,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,KF7YIX (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,239.6,NW,,448.3,443.3,,Carbon,,,,,UVHFS,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,64264,3270,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,239.6,NW,,147.2,147.8,88.5,Carbon,,,,,UVHFS,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,64264,3270,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,239.7,NW,,224.5,222.9,88.5,Carbon,,,5,,UVHFS,,,College of Eastern Utah ARC,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,239.7,NW,,145.43,144.83,88.5,Carbon,,Price.,5,,UVHFS,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,239.7,NW,,448.3,443.3,88.5,Carbon,,Price.,,,UVHFS,,,College of Eastern Utah ARC,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,240,E,,449.9,444.9,107.2,Lincoln,On-Air,,,,CCARC,,,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Brighton,CO,OPEN,,242.5,NE,,449.925,444.925,114.8,Adams,On-Air,,,,CCARC,,114.8,KD0RG,,,,,,K0UPS Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,245.9,NE,,447.3,442.3,107.2,Weld,On-Air,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,405804,3887,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,247.2,NE,,447.625,442.625,100,Adams,On-Air,Local/North Metro,,Intermountain Repeater Group,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,248.2,NE,,224.96,223.36,CSQ,Weld,On-Air,,,,CCARC,,,AC0KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.8,5,100,N7KQ,"Clay Springs,  Horn Toad Acres",AZ,OPEN,,249,SW,,442.8,447.8,100,Navajo,On-Air,,,,ARCA,,,Horned Toad Acres Wireless Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,,N7KQ,Clay Springs,AZ,OPEN,,249,SW,,146.82,146.22,,Navajo,,,,,ARCA,,162.2,"MCRG,  Horned Toad Acres Wireless Assoc",,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,,N7KQ,Clay Springs,AZ,OPEN,,249,SW,,224.94,223.34,,Navajo,,,,,ARCA,,,"MCRG,  Horned Toad Acres Wireless Assoc",,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,253.4,NW,,145.31,144.71,88.5,Carbon,On-Air,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,"Closed autopatch, remote base.",http://sdarc.us/repeaters/ford.html,UVHFS,,,Sinbad Desert ARC,,,,,,,,9,,,,,,,,,,,,,,,,,,3270,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,253.6,NE,,449.25,444.25,123,Elbert,On-Air,"I-70 Limon, Co area.",Full duplex node.,,CCARC,,123,K0UPS Club c/o N1UPS,,,,,,,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,,,,,,,,,,,3349,3349,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"Indianola, Indianola Peak",UT,OPEN,I,254.8,NW,,146.72,146.12,100,San Pete,On-Air,Northern San Pete County,,,UVHFS,,,W7REL and Sanpete County,Full-time to the  Skyline Repeater System .,,,,,Skyline Radio Club,,,,,,,,,,,,,,,,,,,,3576,,,,,,,,,,,,,,,,,,
224.64,-1.6,,N7IMF,"Ephraim,  Horseshoe",UT,OPEN,,254.8,NW,,224.64,223.04,,San Pete,,Wasatch Front from Payson to Tremonton.,E-power.,,UVHFS,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,W7DHH,"Ephraim, Horseshoe",UT,OPEN,I,254.8,NW,,146.66,146.06,100,San Pete,On-Air,Wide area: Provo to Salina.,"Autopatch, 10,350'.",,UVHFS,,,Skyline Repeater System,,,,,,,,,,,,,,,,,,,,,,,,,,3576,,,,,,,,,,,,,,,,,,
446.6,-5,100,N7QVU,Overgaard,AZ,OPEN,IW,255.3,SW,,446.6,441.6,100,Navajo,On-Air,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,7648,,,,,Yes; analog capable.,,,,,,Open ↑ / Open ↓,,11613,,,,,
146.8,-0.6,162.2,W7RIM,Overgaard,AZ,OPEN,E,256.4,SW,,146.8,146.2,162.2,Navajo,On-Air,,E-power.,,ARCA,,,Rim Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,525081,,,,,,,,,,,,,,,,,,,
147.08,0.6,88.5,K7SDC,"Scofield, Boardinghouse Ridge",UT,OPEN,EI,256.7,NW,,147.08,147.68,88.5,Carbon,On-Air,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,"Closed autopatch, remote base.",http://sdarc.us/repeaters/boardinghouse.html,UVHFS,,,Sinbad Desert ARC,Full-time to the  Sinbad Desert (SDARC) System .,,,,,,,9,,,,,,,,,,,,,,,,,64264,3270,,,,,,,,,,,,,,,,,,
224.98,-1.6,88.5,WX7Y,"Scofield, Boardinghouse Rdge",UT,OPEN,,257.2,NW,,224.98,223.38,88.5,Carbon,,"Wide area: Price, Wellington, Helper, and Huntington areas.",Remote base.,,UVHFS,,,"Intermountain Repeater Emergency Amateur Network,  Sinbad Desert ARC",,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,WA5EMA,Tucumcari,NM,OPEN,E,258.4,SE,,443.75,448.75,,Quay,On-Air,Local coverage in town.,,,NMFCC,,,WA5EMA,,,,,,,,EchoLink active during daytime hours.,,,,,,,,,,,,,,,,,406798,,,,,,,,,,,,,,,,,,,
224.98,-1.6,,WA5EMA,Tucumcari,NM,OPEN,,258.4,SE,,224.98,223.38,,Quay,,,,,NMFCC,,,WA5EMA,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA5EMA,Tucumcari,NM,OPEN,,258.4,SE,,146.88,146.28,,Quay,On-Air,,,,NMFCC,,,WA5EMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tucumcari, Tucumcari Mountain",NM,OPEN,,261,SE,,147.22,147.82,100,Quay,On-Air,Wide area.,4,,NMFCC,,,Mega-Link Rptr System,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,100,KB5ZFA,Fort Sumner,NM,OPEN,,267.3,SE,,147.14,147.74,100,Debaca,On-Air,Wide area.,4,,NMFCC,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,162.2,KD7IC,"Flagstaff, Mormon Mtn",AZ,OPEN,,268.3,SW,,145.27,144.67,162.2,Coconino,On-Air,,E-power.,,ARCA,,,KD7IC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,88.5,W7NAZ,"Payson, Forest Lakes",AZ,OPEN,,268.3,SW,,447.475,442.475,88.5,Coconino,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,162.2,KD7IC,Mormon Mtn,AZ,OPEN,,268.3,SW,,449.6,444.6,162.2,Coconino,On-Air,,E-power.,,ARCA,,,KD7IC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,100,K7DSN,"Spanish Fork,  Teat Mountain",UT,OPEN,,280.9,NW,,447.4,442.4,100,Utah,,Wide area.,,,UVHFS,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,Melrose,NM,OPEN,,294.3,SE,,147.28,147.88,67,Curry,On-Air,Wide area.,4,,NMFCC,,,Mega-Link,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
