Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,County,Op Status,Sponsor,Last update,D-STAR Enabled,Node,Sources,Affiliate,Web links,Coordination,Grid,Coverage,Downlink Tone,Features,Links,Nets,Notes,EchoLink,IRLP,AllStar,Denver Regional,Location Photo,Feed,Commands,On-air,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Europe,Southwest USA,Wyoming,WyLOCAL
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,89.1,NNE,string,53.17,51.47,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Jefferson,On-Air,N6LXX,string,undefined,undefined,undefined,N6LXX,undefined,CCARC,undefined,"I-70,I-76,I-25,I-225",CSQ,undefined,Full-time to the  N6LXX System .,undefined,undefined,undefined,undefined,29883,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,89.3,SE,string,145.355,144.755,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Huerfano,On-Air,N0JPX,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,"E-power, linked.",undefined,undefined,undefined,undefined,3974,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,string,90.9,NNE,string,449.525,444.525,CSQ,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Jefferson,On-Air,KE0SJ,string,undefined,undefined,undefined,undefined,Intermountain Repeater Group,CCARC,undefined,undefined,undefined,E-power.,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,string,90.9,NNE,string,448.625,443.625,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Jefferson,On-Air,Denver Radio Club,string,undefined,undefined,undefined,undefined,DRC Repeaters,CCARC,undefined,Denver metro area.,100,E-power.,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",DRC: Sun at 20:30.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,string,90.9,NNE,string,145.28,144.68,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Jefferson,On-Air,undefined,string,undefined,undefined,undefined,undefined,Intermountain Repeater Group,CCARC,undefined,Wide area.,undefined,"Closed autopatch, e-power, linked.","Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",Sun at 19:30. Everyone welcome.,"PL is usually off, allowing use by older transceivers.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,90.9,NNE,string,146.985,146.385,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Denver,On-Air,El Jebel RADOPS,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,100,E-power.,undefined,RADOPS: Sun at 19:00.,undefined,undefined,3346,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,string,90.9,NNE,string,146.64,146.04,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Jefferson,On-Air,Denver Radio League,string,undefined,undefined,undefined,undefined,DRL Repeaters,CCARC,undefined,"Wide area. 
   Repeater Coverage Map",undefined,E-power.,undefined,undefined,8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,string,91.1,NE,string,447.525,442.525,203.5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Douglas,On-Air,EmComm Colorado,string,undefined,undefined,undefined,Colorado ARES,undefined,CCARC,undefined,"Denver metropolitan area, front range foothills",146.2,undefined,undefined,undefined,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,91.2,W,string,447.2,442.2,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Montrose,On-Air,undefined,string,undefined,undefined,undefined,Grand Mesa Repeater Assoc,GMRA Repeaters,CCARC,undefined,Delta/Montrose,107.2,9,Full-time to the  GMRA Open System .,RACES Net Wed at 1930 Hrs.,Closed IRLP out - Ask for a control op,undefined,3710,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.65,-5,string,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,string,91.2,W,string,448.65,443.65,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Montrose,On-Air,KB0YNA,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Wide area.,151.4,undefined,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,string,91.6,NNE,string,446.7875,441.7875,string,string,1,string,undefined,undefined,undefined,undefined,Jefferson,On-Air,Denver Radio Club,string,undefined,undefined,undefined,Brandmeister Network,http://www.w0tx.org/,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,string,91.6,NNE,string,224.38,222.78,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Jefferson,On-Air,Denver Radio Club,string,undefined,undefined,undefined,undefined,DRC Repeaters,CCARC,undefined,undefined,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,string,91.6,NNE,string,147.33,147.93,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Jefferson,On-Air,Denver Radio Club,string,undefined,undefined,undefined,undefined,DRC Repeaters,CCARC,undefined,Metro Denver and the foothills.,undefined,E-power.,undefined,SATERN: Thu at 19:30.,Not recommeded to use tone squelch on this repeater.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,91.6,NNE,string,927.8375,902.025,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Jefferson,On-Air,undefined,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,undefined,undefined,undefined,undefined,The offset is -25.8125,undefined,undefined,45770,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,293,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,string,91.6,NNE,string,449.775,444.775,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Jefferson,On-Air,Denver Radio Club,string,undefined,undefined,undefined,undefined,Denver Radio Club,CCARC,undefined,Metro Denver,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,string,91.8,NNE,string,53.09,51.39,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Jefferson,On-Air,Denver Radio Club,string,undefined,undefined,undefined,undefined,DRC Repeaters,CCARC,undefined,Metro Denver area.,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.9625,-5,string,W0CDS,"Golden, Lookout Mountain",CO,OPEN,string,92.3,NNE,string,446.9625,441.9625,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Jefferson,On-Air,Colorado D-Star,string,string,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,Colorado D-Star,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,92.3,NNE,string,449.625,444.625,141.3,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Jefferson,On-Air,Rocky Mountain Ham Radio,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,141.3,E-power,undefined,undefined,undefined,undefined,3750,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,string,92.3,NNE,string,446.8375,441.8375,string,string,7,string,undefined,undefined,undefined,undefined,Jefferson,On-Air,WA2YZT,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,200,Full-time to the  Colorado TRBO System .,undefined,See website for more info on CC/TS/TG programming.  www.rmham.org,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1299.9,number,string,W0CDS,"Golden, Lookout Mountain",CO,OPEN,string,92.3,NNE,string,1299.9,1299.9,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Jefferson,On-Air,Colorado D-Star,string,string,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",undefined,Colorado D-Star,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.25,-0.6,string,W0CDS,"Golden, Lookout Mountain",CO,OPEN,string,92.3,NNE,string,145.25,144.65,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Jefferson,On-Air,Colorado D-Star,string,string,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,Colorado D-Star,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1283.9625,-20,string,W0CDS,"Golden, Lookout Mountain",CO,OPEN,string,92.3,NNE,string,1283.9625,1263.9625,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Jefferson,On-Air,Colorado D-Star,string,string,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,Colorado D-Star,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
