Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,Last update,Coverage,Features,Nets,Web links,Coordination,Notes,On-air,Affiliate,YSF Digital Enabled,DG-ID,Mixed-Mode,EchoLink,DMR Enabled,Color Code,Wide Network,IRLP,Talkgroup Network,Talkgroups,Wyoming,WyLOCAL,Commands,Colorado,Northern Colorado,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,AllStar,Worldwide,English,TAC 310,D-STAR Enabled,Node,Sources,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Southern Colorado,Denver Regional,Feed,Mountain Reg USA,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Location Photo
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,175.3,SE,,448.8,443.8,100,100,El Paso,Off-Air,Pikes Peak FM Assoc,,,,,,PPFMA Repeaters,CCARC,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,K0FOP,"Riverton, Griffey Hill",WY,OPEN,E,177,NNW,,145.115,144.515,100,,Fremont,On-Air,Wyoming Amateur Monitoring Enthusiasts Club (WYAME),,,Wide area:,,Wyoming DX association Net,,WRCG,,,,,,,161145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,127.3,N7HYF,"Riverton, Griffy Hill",WY,OPEN,,177,NNW,,449.975,444.975,127.3,CSQ,Fremont,On-Air,WYAME Amatuer Radio Club.,,,35,E-power (batt),,,WRCG,"Antenna Decibal 4-Bay Dipole,60 watt input to Antenna(9dBd Gain,Omni,,",,Fremont County DSTAR Digital Group.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,178.1,SSE,,145.49,144.89,103.5,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,,,,E-power (Bat),"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",Royal Gorge Amateur Radio Club,CCARC,,,Colorado ARES Region 5 District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,178.1,SSE,,53.03,51.33,88.5,88.5,Fremont,On-Air,WB0WDF,,,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,Http://www.qsl.net/rghc,CCARC,Split site Fremont peak transmitter and 8 mile mountain reciever.,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,178.1,SSE,,223.96,222.36,103.5,103.5,Fremont,On-Air,RGARC,,,"Wide area. 
   Repeater Coverage Map","E-power (Bat), Remote Base",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,178.1,SSE,,447.75,442.75,103.5,103.5,Fremont,On-Air,RGARC,,,,E-power (Bat),,Royal Gorge Amateur Radio Club,CCARC,,,,,,,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,178.1,SSE,,447.25,442.25,100,100,Fremont,On-Air,,Full-time to the  The Fun Machine System .,,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",K0JSC dot Com,CCARC,,,,,,,363976,,,,7301,,,,,,,,,,,,,28368,,,,,,,DM78ik,,,,,,,,Listen Live,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,178.1,SSE,,446.7375,441.7375,,,Fremont,On-Air,,Full-time to the  Colorado TRBO System .,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",IPSC Link to the Colorado network on Talk Slot 2.,,http://www.k0jsc.com,CCARC,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,Rocky Mountain Ham Radio,,,,,,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,1,,,,,,,,,,,,,,DM78ii,,,,,,2,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,178.2,SSE,,927.7,902.7,D114,D114,Fremont,On-Air,Royal Gorge ARC,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,178.3,W,,147.28,147.88,107.2,107.2,Duchesne,On-Air,AD7ZW,,,,Autopatch,,http://ad7zwrepeater.xyz,UVHFS,,,,,,,458414,,,,3205,,,,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,178.4,W,,146.74,146.14,100,,Duchesne,Off-Air,,,,,Autopatch.,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.67,5,CSQ,N7DMO,"Riverton, Griffy Hill",WY,OPEN,E,179.1,NNW,,441.67,446.67,,,Fremont,On-Air,,,,"DSTAR/C4FM/APRS Crossbander repeater 120 miles around Riverton Wy,",Also Linked Controlled to Pinedale (146.880) Casper K7PLA (145.460).,,,,,,"N7DMO Link,to 52.525 Mhz, Simplex,",,Open ↑ / Open ↓,,161145,,,,,,,,,,,,,,,,,,,,,,N7DMO (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,180.9,SSE,,449.975,444.975,100,100,Fremont,On-Air,K0JSC,Full-time to the  The Fun Machine System .,,,Simulcast TX / Voted RX with Cedarwood and Salida,,http://www.k0jsc.com,CCARC,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,181.1,SSE,,447.975,442.975,100,100,Fremont,On-Air,K0JSC,Full-time to the  The Fun Machine System .,,"Canon City area. 
   Repeater Coverage Map",Autopatch.,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",http://www.k0jsc.com,CCARC,,,,,,,363976,,,,7301,,,,,,,,,,,,,28368,,,,,,,,,,,,,,,Listen Live,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,181.3,SE,,147.105,147.705,107.2,107.2,Elbert,On-Air,ARES of Douglas and Elbert Counties,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,"I-70, E. Arapahoe, Elbert, Lincoln Counties",Linked to CRA 447.150 - Conifer,,http://www.w0cra.org/,CCARC,,,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,181.8,E,,444.125,449.125,114.8,,Scotts Bluff,On-Air,SBCEMA,,,Wide area,Linked to Albin (147.165) and Cheyenne (146.775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.635,0.6,100,KF7ELU,"Mountain View, Hickey Mtn",WY,OPEN,,182.6,WNW,,144.635,145.235,100,,Uinta,On-Air,,,,I-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,183.3,E,,445.1,445.1,100,100,Scotts Bluff,On-Air,,,,,,,,,This is a simplex IRLP node.,,,,,,,,,,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,186.1,S,,147.135,146.535,123,,Hinsdale,On-Air,,,,,E-power (solar),,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,186.6,W,,147.26,147.86,,,Duchesne,On-Air,Borderline ARC,,,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",5,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,187.7,E,,145.475,144.875,,,Scotts Bluff,On-Air,RWMC,,,20,e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,187.7,E,,444.825,449.825,,,Scotts Bluff,On-Air,W0KAV/KW0R,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,189,SE,,449.25,444.25,123,123,Elbert,On-Air,K0UPS Club c/o N1UPS,,,"I-70 Limon, Co area.",Full duplex node.,,,CCARC,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,3349,,,,3349,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,189.6,SSW,,147.27,147.87,127.3,,Ouray,On-Air,,,,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,189.6,E,,147.075,147.675,,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,,,"Lusk, 77 Hill",WY,OPEN,,190.7,NE,,147.33,147.93,,CSQ,Niobrara,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,193.1,E,,146.445,146.445,88.5,88.5,Scotts Bluff,On-Air,,,,,,,http://garymcduffie.com,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,,,,,3055,,,,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,193.8,SSE,,147.06,147.66,77,77,Custer,On-Air,http://www.qsl.net/rghc,,,,E-power,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,193.8,SSE,,927.775,902.775,D116,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,,,,,,,CCARC,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,193.8,SSE,,448.325,443.325,100,100,Custer,On-Air,,Full-time to the  The Fun Machine System .,,,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,193.8,SSE,,448.15,443.15,103.5,103.5,Custer,On-Air,Royal George ARC,,,,E-power.,,http://www.qsl.net/rghc,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,193.8,SSE,,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,Pueblo HC,,,Wide area.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,194.6,ESE,,145.295,144.695,,,Logan,Off-Air,NECARA,,,Wide area,"Autopatch, e-power.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,195.1,WSW,,449.05,444.05,88.5,,Carbon,On-Air,Sinbad Desert ARC,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",Remote base.,,http://sdarc.us/repeaters/bruin.html,UVHFS,,,,,,,64264,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,195.1,WSW,,147.32,147.92,88.5,,Carbon,On-Air,Sinbad Desert ARC,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",Remote base.,,http://sdarc.us/repeaters/bruin.html,UVHFS,110,,,,,,64264,,,,3270,,,,,,,,,,,,,,,,,,,,DM49tp,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,195.3,WSW,,145.175,144.575,,,Carbon,On-Air,SDARC,,,Eastern Utah,,,,,,,Sinbad Desert A.R.C.,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,195.8,SSW,,449.7,444.7,107.2,107.2,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),Full-time to the  GMRA Open System .,,Wide Area via links - Western Colorado - Eastern Utah,E-power.,RACES: Wed at 19:30.,,CCARC,Closed IRLP out - Ask for a control Op,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.805,-0.6,100,W7BEQ,"Shoshoni, Copper Mtn",WY,OPEN,,196,NNW,,146.805,146.205,100,,Fremont,On-Air,,,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,197.3,S,,146.925,146.325,,,Mineral,Off-Air,Creede ARC,,,,,,,CCARC,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,197.4,SW,,146.76,146.16,88.5,,Grand,On-Air,Sinbad Desert ARC,,,Moab and immediate surroundings.,,,http://www.sdarc.us/repeaters/bald.html,UVHFS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,197.5,SW,,449.1,444.1,107.2,107.2,Grand,On-Air,Grand Mesa Repeater Association (GMRA),,,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",8,RACES Wed. 1930 hours,GMRA Repeaters,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,88.5,KB0VJJ,Akron,CO,OPEN,,198.5,ESE,,145.4,144.6,88.5,123,Washington,On-Air,Colorado Connection,Full-time to the  Colorado Connection System .,,Northeastern plains of Colorado.,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,CCARC,Part of the Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,198.5,ESE,,448.175,443.175,,,Morgan,On-Air,W0FT,,,,,,http://www.rmham.org/,CCARC,,,Rocky Mountain Ham Radio,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,D261,N7HYF,"Boysen, Boysen Peak",WY,PRIVATE,,201.1,NNW,,147.06,147.66,,,Fremont,On-Air,N7HYF,"Full-time to  
        53.03000 (N7HYF) at Lander, WY .
 


Full-time to  
        449.90000 (N7HYF) at Lander, Limestone Mountain, WY .",,Wide area:,,WYAME Nets,,WRCG,,,WYAME Club,,,,,,,,,,,,,,,,,,,,,,,,,,N7HYF (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,
147.09,0.6,100,KG7VVQ,"Kemmerer, Quealy Peak",WY,OPEN,,201.9,WNW,,147.09,147.69,100,,Lincoln,On-Air,,,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,,KF7EHE,Kemmerer,WY,OPEN,,202.4,WNW,,449.075,444.075,,123,Lincoln,Off-Air,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,,KA7SHX,"Kemmerer, Quealy Peak",WY,OPEN,,202.4,WNW,,449.825,444.825,,,Lincoln,,ORARC,,,,,,,WRCG,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,202.8,SE,,448.975,443.975,100,100,Pueblo,On-Air,,Full-time to the  The Fun Machine System .,,,,,http://www.k0jsc.com,CCARC,Off air.  Will return to service,,,,,,363976,,,,7301,,,,,,,,,,,,,28368,,,,,,,,,,,,,,,Listen Live,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,203.1,SW,,146.9,146.3,88.5,,Grand,On-Air,Sinbad Desert ARC,,,Moab and immediate surroundings.,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,http://sdarc.us/repeaters/moab.html,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,203.5,SE,,146.79,146.19,88.5,CSQ,Pueblo,On-Air,Pueblo HC,,,Wide area.,E-power.,,Pueblo Ham Club,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,203.5,SE,,447.95,442.95,88.5,,Pueblo,On-Air,Pueblo Ham Club,,,Wide area.,E-power.,,Pueblo Ham Club,CCARC,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,203.5,SE,,224.26,222.66,88.5,CSQ,Pueblo,Off-Air,Pueblo Ham Club,,,Wide area.,E-power.,,PHC repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,203.9,SSW,,145.325,144.725,127.3,,San Juan,On-Air,,,,,Solar powered,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,203.9,SSW,,447.525,442.525,127.3,,San Juan,On-Air,KB5ITS,,,Wide area.,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,203.9,SSW,,444,449,67,,Huerfano,On-Air,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,205.2,W,,147.34,147.94,136.5,,Uintah,On-Air,Borderline Amateur Radio Club,"Full-time to  
        147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",,Wide area.,,,,UVHFS,9,,Roosevelt Junior High School Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,206.1,SE,,446.7375,441.7375,,,Lincoln,On-Air,K0RTS KC0VJD,,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,,,CCARC,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,RMHam,,,,,,8,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,206.1,SSE,,447.175,442.175,88.5,,Pueblo,Off-Air,Pueblo HC,,,Wide area: Southeast Colorado.,11,,Pueblo Ham Club,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,206.1,SSE,,449.625,444.625,107.2,,Custer,On-Air,,,,,E-power.,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,206.1,SSE,,224.32,222.72,88.5,,Custer,Off-Air,Pueblo Ham Club,,,,11,,PHC repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,206.1,SE,,147,147.6,,,Pueblo,On-Air,Carl Higbee,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,207,SE,,147.06,147.66,103.5,,Lincoln,On-Air,BSARC,,,"I-70, US-71, US-287, US-40, US-24","APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",Big Sandy Net: Wed 19:00,http://www.bigsandyradio.com/,CCARC,,,,,Open ↑ / Open ↓,Yes; analog capable.,791116,,,,3794,,,,,,,,,,,,,42740,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,100,WA7GIE,"Roosevelt, Mirror Lake",UT,OPEN,,207.6,W,,147.38,147.98,100,,Duchesne,On-Air,,,,Wide area.,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,100,KC7BKY,Big Piney,WY,OPEN,,208,NW,,146.73,146.13,100,,Sublette,,,,,,,,,WRCG,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,100,KC7BJY,Marbleton,WY,OPEN,,208.4,NW,,145.145,144.545,100,,Sublette,,Sublette Co ARC,,,"Marbleton, Big Piney, Pinedale and Boulder areas.",,,,WRCG,7,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KC7BJY,"Big Piney,  The Hogsback",WY,OPEN,,208.6,WNW,,146.88,146.28,100,,Sublette,On-Air,"Sublette Co ARC """,,,,,SCARC: Mon at 19:30.,,WRCG,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,209.4,SE,,449.725,444.725,100,,El Paso,On-Air,N0PWZ,,,,,,,CCARC,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,209.4,SE,,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,,,,,,,CCARC,,,,,,Yes; analog capable.,,,0,,7389,,,,,,,,,,,,,29228,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,209.4,SE,,146.88,146.28,88.5,CSQ,Pueblo,On-Air,Pueblo HC,,,Wide area.,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,209.4,SE,,146.655,146.055,123,CSQ,Pueblo,On-Air,K0ST,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,209.4,SE,,145.115,144.515,88.5,,Pueblo,Off-Air,Pueblo Ham Club,,,,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,210.7,SE,,147.24,147.84,103.5,CSQ,Pueblo,Off-Air,TARA,,,Pueblo and Fremont Counties,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,210.7,SE,,447.275,442.275,100,100,Pueblo,On-Air,,Full-time to the  The Fun Machine System .,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",The Fun Machine,CCARC,"Moved to Pueblo.  Now called ""Pueblo Metro""",,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,210.7,SE,,446.9875,441.9875,,,Pueblo,Off-Air,,Full-time to the  Colorado TRBO System .,,,,,Rocky Mountain Ham Radio,CCARC,,,RMHAM,,,,,,6,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
