Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Links,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Denver Regional,Sponsor,Affiliate,Features,Notes,IRLP,Web links,Commands,Nets,Southern Colorado,Northern Colorado,D-STAR Enabled,Node,Sources,Grid,On-air,EchoLink,AllStar,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,146.3,SW,,147.345,147.945,88.5,123,La Plata,On-Air,Durango and north towards Molas Divide.,Full-time to the  Colorado Connection System .,CCARC,,,,,,,,,Colorado Connection,,,,,,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,146.4,SE,,147.36,147.96,,123,Otero,On-Air,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,,,,,,,,,,KC0ITF,E-power,Digital Wires-X,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,11598,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,146.4,SE,,446.75,441.75,,,Otero,On-Air,La Junta,,,,,0,,,,,,,KC0ITF,E-power.,Please use Busy Channel LockOut,,,,,,,,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,146.5,W,,449.4,444.4,131.8,131.8,Mesa,On-Air,Wide area via links - Western Colorado - Eastern Utah,Full-time to the  GMRA Open System .,CCARC,,,,,,,,,"WA4HND,  Grand Mesa Repeater Association",,E-power.,Closed IRLP out - Ask for a control op,3710,http://www.gmra.org,,RACES Wed 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,147.3,NE,,448.2,443.2,,,Morgan,On-Air,,Full-time to the  Colorado TRBO System .,CCARC,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,NEAHR,Mixed Mode,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,Rocky Mountain Ham Radio,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,148.6,SSW,,145.43,144.83,136.5,,Rio Arriba,On-Air,,,NMFCC,,,,,,,,,SJC EMCOMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,149.7,W,,449.575,444.575,131.8,131.8,Mesa,On-Air,Grand Junction,,CCARC,,,,,,,,,,Grand Mesa Repeater Assoc,e-power. Linked to GMRA Open System,Closed IRLP out,3710,GMRA Repeaters,,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,149.7,W,,146.94,146.34,107.2,107.2,Mesa,On-Air,Grand Junction 30-50 mi,,CCARC,,,,,,,,,Western Colorado Amateur Radio Club,,E-power and autopatch for WCARC members,,,http://w0rrz.org,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,150.2,N,,147.015,147.615,146.2,,Albany,On-Air,Albany County,,,,,,,,,,,"Albany County ARES/RACES, University Amateur Radio",,,,,http://www.uwyo.edu/uarc/,,,,,,,,,,82070,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,152.4,SW,,146.67,146.07,100,,La Plata,On-Air,Wide area.,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",CCARC,,,,,,,,,Durango ARC,,11,Linked active in the summer months only.,,DARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,153.7,SSE,,145.25,144.65,123,,Taos,On-Air,,,NMFCC,,,,,,,,,Taos ARC,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,154.2,SW,,448.625,443.625,131.8,131.8,La Plata,,Wide area.,,CCARC,,,,,,,,,KC5EVE,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,154.3,SW,,449.85,444.85,100,100,La Plata,On-Air,,,CCARC,,,,,,,,,DARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,154.4,SW,,147.15,147.75,100,,La Plata,On-Air,Bayfield,,CCARC,,,,,,,,,,,E-power.,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,155.9,SW,,147.135,147.735,100,100,La Plata,On-Air,,,CCARC,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,156.1,SSE,,145.43,144.83,107.2,,Las Animas,On-Air,,,CCARC,,,,,,,,,Cheyenne Mountain Repeater Group,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,156.1,S,,145.39,144.79,100,,Taos,On-Air,Wide area.,,NMFCC,,,,,,,,,Taos ARC,,"E-power, linked.",,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,156.2,SSE,,446.775,441.775,,,Colfax,On-Air,,,NMFCC,,,,,,,,,Cheyenne Mountain Repeater Group,,,,,http://www.cmrg.org/,,,,,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,157.3,S,,146.76,146.16,67,,Taos,On-Air,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,Taos ARC,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,157.3,S,,145.175,144.575,141.3,,Taos,Off-Air,,,NMFCC,,,,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,158.4,NNE,,449.9375,444.9375,,,Laramie,On-Air,,Full-time to the  Rocky Mountain Ham System .,WRCG,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,https://www.rmham.org/wordpress/,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,158.6,SW,,145.37,144.77,100,100,La Plata,On-Air,,,CCARC,,,,,,,,,,,E-power.,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,159,NNE,,448.15,443.15,100,,Laramie,Off-Air,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",WRCG,,,,,,,,,KB7SWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,160.5,SW,,442.375,447.375,100,,Montezuma,On-Air,,Full-time to the  San Juan Connection System .,,,,,,,,,,San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,E,161.6,NNE,,449.3,444.3,131.8,,Laramie,On-Air,,,,,,,,,,,,WU7G,,,,,,,,,,,,,,,140284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,162.5,SSE,,147.28,147.88,100,,Colfax,On-Air,Wide area.,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,163.2,S,,147.14,147.74,67,,Taos,On-Air,,Full-time to the  Mega-Link System .,,,,,,,,,,,TaosARC,11,,,http://www.taosarc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,163.7,NNE,,146.775,146.175,114.8,,Laramie,On-Air,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",WRCG,,,,,,,,,Shy-Wy Amateur Radio Club,,"E-power, WX.",,,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,,N7EMA,Cheyenne,WY,OPEN,,163.7,NNE,,447.025,442.025,,,Laramie,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,164.3,N,,447.225,442.225,,,Albany,On-Air,Wide area.,,WRCG,,,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Laramie County EM,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,164.7,NNE,,145.235,144.635,114.8,,Laramie,On-Air,Local: Cheyenne.,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",WRCG,,,,,,,,,N7GT,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,164.7,NNE,,147.105,147.705,114.8,,Laramie,On-Air,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,164.7,NNE,,449.9,444.9,100,100,Laramie,On-Air,From 5 miles to 25 miles,,,,,,,,,,,N7JJY,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,151.4,KC7DHF,Cheyenne,WY,OPEN,,164.7,NNE,,448.95,443.95,151.4,,Laramie,On-Air,Local,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,165.2,SSE,,444.35,449.35,100,,Colfax,On-Air,,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,166,SW,,145.325,144.725,100,,Montezuma,On-Air,Wide area.,,CCARC,,,,,,,,,,,E-power.,Full time to the San Juan Connection,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,166.1,WNW,,447,442,107.2,,Garfield,On-Air,Wide area.,,CCARC,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,166.2,S,,444.975,449.975,123,,Taos,On-Air,,,NMFCC,,,,,,,,,N5TSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,166.2,N,,146.82,146.22,114.8,,Albany,On-Air,Wide area.,,WRCG,,,,,,,,,Shy-Wy Amateur Radio Club,,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,166.5,N,,146.61,146.01,,,Albany,On-Air,Laramie Valley  30 mi radius.,,WRCG,,,,,,,,,University ARC,,,,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,166.8,SW,,446.7375,441.7375,,,Montezuma,On-Air,,,CCARC,,,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,RMHAM,,,,,http://www.rmham.org,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,167.1,N,,53.03,52.03,,,Albany,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,,,,,,K7UWR,,8,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,167.4,SSE,,147.04,147.64,141.3,,Colfax,On-Air,,,NMFCC,,,,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,88.5,KB0VJJ,Akron,CO,OPEN,,169.7,E,,145.4,144.6,88.5,123,Washington,On-Air,Northeastern plains of Colorado.,Full-time to the  Colorado Connection System .,CCARC,,,,,,,,,Colorado Connection,,,Part of the Colorado Connection system of repeaters,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,169.7,E,,448.175,443.175,,,Morgan,On-Air,,,CCARC,,,7,,,,,,W0FT,Rocky Mountain Ham Radio,,,,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,170.4,SW,,145.19,144.59,100,,Montezuma,On-Air,,,CCARC,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,170.4,SW,,447.275,442.275,100,,Montezuma,On-Air,,,,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,170.7,SW,,147.06,147.66,100,,San Juan,On-Air,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,172.2,SSW,,147.36,147.96,100,,San Juan,On-Air,,Full-time to the  San Juan Connection System .,NMFCC,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,176.4,SSE,,145.21,144.61,110.9,110.9,Colfax,On-Air,,,NMFCC,,,,,,,,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,,,,,,,,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,179.2,SW,,146.79,146.19,127.3,127.3,Montezuma,On-Air,,,CCARC,,,,,,,,,KD5LWU,,,,,,,4,,,,,,,,24336,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,179.2,SW,,449.175,444.175,127.3,,Montezuma,Off-Air,,,CCARC,,,,,,,,,KD5LWU,,,,,,,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,181.9,SSE,,147.34,147.94,100,,Colfax,On-Air,Wide area.,,NMFCC,,,,,,,,,Taos ARC,,E-power.,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,182,ESE,,146.895,146.295,103.5,,Kit Carson,On-Air,,,CCARC,,,,,,,,,Big Sandy ARC,,,,,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,182.5,SW,,447.45,442.45,107.2,,San Juan,On-Air,,,NMFCC,,,,,,,,,KB5ITS,,"E-power, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,182.5,SW,,146.88,146.28,100,,San Juan,On-Air,,Full-time to the  San Juan Connection System .,NMFCC,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,182.5,SW,,146.74,146.14,100,,San Juan,On-Air,,,NMFCC,,,,,,,,,Totah ARC,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,182.5,SW,,442.25,447.25,,,San Juan,On-Air,,,NMFCC,,,1,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,2,,,2,,,,2,2
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,183,W,,146.76,146.16,88.5,,Grand,On-Air,Moab and immediate surroundings.,,UVHFS,,,,,,,,,Sinbad Desert ARC,,,8,,http://www.sdarc.us/repeaters/bald.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,183.1,W,,449.1,444.1,107.2,107.2,Grand,On-Air,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,UVHFS,,,,,,,,,Grand Mesa Repeater Association (GMRA),,8,,,GMRA Repeaters,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,184.5,SW,,1291.1,1271.1,,,Bernalillo,On-Air,,,NMFCC,,,,,,,,,San Juan County,,DV only,,,,,,,,,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,184.6,SW,,145.115,144.515,,,San Juan,On-Air,,,,,,,,,,,,,,,,,,,,,,,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,185.7,S,,147.12,147.72,67,,Taos,On-Air,Wide area.,,NMFCC,,,,,,,,,Taos Amateur Radio Club,ARRL,E-power.,,,http://taosarc.org/,,,,,,,,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,185.7,S,,224.4,222.8,225.7,,Taos,On-Air,,,NMFCC,,,,,,,,,Taos ARC,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,185.7,S,,51.5,51.5,100,,Taos,On-Air,,,,,,,,,,,,Taos ARC,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,185.8,S,,449.875,444.875,123,,Taos,On-Air,,,NMFCC,,,,,,,,,Taos ARC,,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,186,SSW,,1292.3,1272.3,,,San Juan,On-Air,,,NMFCC,,,,,,,,,San Juan County,,,,,,,,,,,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,187.8,NE,,145.295,144.695,,,Logan,Off-Air,Wide area,,CCARC,,,,,,,,,NECARA,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,188.3,S,,147.18,147.78,100,100,Rio Arriba,On-Air,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,NMFCC,,,,,,,,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,188.4,SW,,448.65,443.65,127.3,,San Juan,On-Air,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,188.4,SW,,146.92,146.32,100,,San Juan,On-Air,,,NMFCC,,,,,,,,,San Juan County OEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,188.7,S,,147.04,147.64,141.3,,Rio Arriba,Off-Air,,,NMFCC,,,,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,188.9,SSW,,147.1,147.7,100,,San Juan,On-Air,,Full-time to the  San Juan Connection System .,NMFCC,,,,,,,,,San Juan connection,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,189,SSW,,147.28,147.88,67,,San Juan,On-Air,Wide area.,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,189.3,SE,,146.85,146.25,100,,Union,Off-Air,Wide area.,,NMFCC,,,,,,,,,Sierra Grande RC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,189.3,SE,,444.8,449.8,77,,Union,Off-Air,Wide area.,,NMFCC,,,,,,,,,Sierra Grande Repeater Club,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,189.3,SE,,147.175,147.775,141.3,,Union,On-Air,,,NMFCC,,,,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,189.6,N,,147.24,147.84,100,,Carbon,On-Air,Wide area.,,WRCG,,,,,,,,,CCARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
