Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,Web links,Affiliate,IRLP,Notes,Nets,Grid,EchoLink,AllStar,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Commands,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,English,Europe,TAC 310,DCI Bridge,Southwest USA,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA,Wyoming,WyLOCAL
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,187.3,S,,144.265,144.265,203.5,Los Alamos,,,,,On-Air,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,187.3,S,,927.9,902.9,,Los Alamos,,,NMFCC,,On-Air,,,Los Alamos and surrounding areas,,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,187.3,S,,442.25,447.225,,Los Alamos,,,NMFCC,,Off-Air,,,,,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,187.3,S,,442.925,447.925,,Los Alamos,Unknown,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,187.3,WSW,,449.9,444.9,123,San Juan,,,UVHFS,,On-Air,6,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,Part time link to  two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,188,ESE,,446.75,441.75,,Otero,,,,,On-Air,E-power.,,La Junta,,,KC0ITF,,Please use Busy Channel LockOut,,,,,,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,0,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,188,ESE,,147.36,147.96,,Otero,,,,,On-Air,E-power,123,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,KC0ITF,,Digital Wires-X,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,11598,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,191,E,,446.7375,441.7375,,Lincoln,,K0RTS KC0VJD,CCARC,,On-Air,,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,,RMHam,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,,,,,,8,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,191.4,E,,147.06,147.66,103.5,Lincoln,,BSARC,CCARC,,On-Air,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,"I-70, US-71, US-287, US-40, US-24",,http://www.bigsandyradio.com/,,3794,,Big Sandy Net: Wed 19:00,,791116,42740,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,196.9,S,,443.1,448.1,100,Sandoval,,Sandoval County ARES,NMFCC,,On-Air,"Linked, e-power.",,Wide area - NW NM.,,http://nmscares.org/,ARRL,,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",Sandoval County ARES: Mon at 19:30.,,,27748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,198.2,WNW,,449.05,444.05,88.5,Carbon,,Sinbad Desert ARC,UVHFS,,On-Air,Remote base.,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",,http://sdarc.us/repeaters/bruin.html,,3270,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,198.2,WNW,,147.32,147.92,88.5,Carbon,,Sinbad Desert ARC,UVHFS,,On-Air,Remote base.,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",,http://sdarc.us/repeaters/bruin.html,,3270,110,,DM49tp,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,198.6,WNW,,145.175,144.575,,Carbon,,SDARC,,,On-Air,,,Eastern Utah,,,Sinbad Desert A.R.C.,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,200.8,SSE,,147.02,147.62,141.3,Santa Fe,,NMEMA ARC,NMFCC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,200.9,SSE,,146.82,146.22,162.2,Santa Fe,,Santa Fe ARC,NMFCC,,On-Air,"Autopatch, e-power.",,Wide area.,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,200.9,SSE,,442.825,447.825,131.8,Santa Fe,,Santa Fe ARC,NMFCC,,On-Air,Autopatch.,,,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,201.5,NNE,,448.15,443.15,100,Laramie,,KB7SWR,WRCG,,Off-Air,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,202.8,WNW,,448.075,443.075,,Carbon,,Sinbad Desert Amateur Radio Club,,,Off-Air,,,,,,,,,,,,,,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,203.4,WNW,,147.14,147.74,88.5,Emery,,Sinbad Desert ARC,UVHFS,,On-Air,"Closed autopatch, remote base.",,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Full-time to the  Sinbad Desert (SDARC) System .,http://sdarc.us/repeaters/cedar.html,,3270,7,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,203.4,WNW,,447.125,442.125,100,Emery,Unknown,San Rafael Cactus Assoc,UVHFS,,,7,,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,203.4,WNW,,448.55,443.55,88.5,Emery,,N7QLO,UVHFS,,On-Air,Remote base.,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,,3280,Stand alone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,203.7,NNE,,146.82,146.22,114.8,Albany,,Shy-Wy Amateur Radio Club,WRCG,,On-Air,,,Wide area.,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,203.7,NW,,147.04,147.64,136.5,Uintah,,Borderline ARC,UVHFS,,On-Air,E-power.,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Full-time to the  Sinbad Desert (SDARC) System .,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,203.9,NNE,,447.225,442.225,,Albany,,Laramie County EM,WRCG,,On-Air,,,Wide area.,,,Wyoming DMR Project,,,,,,,,,,,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,204.1,NNE,,146.61,146.01,,Albany,,University ARC,WRCG,,On-Air,,,Laramie Valley  30 mi radius.,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,204.2,NE,,448.2,443.2,,Morgan,,,CCARC,,On-Air,Mixed Mode,,,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,NEAHR,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,204.4,NW,,145.49,144.89,136.5,Uintah,,"W7BYU,  Borderline ARC",UVHFS,,On-Air,"Autopatch, 8,506', linked to (147.320).",,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,204.8,NNE,,449.9375,444.9375,,Laramie,,,WRCG,,On-Air,,,,Full-time to the  Rocky Mountain Ham System .,https://www.rmham.org/wordpress/,,,,,,,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,204.9,SSE,,145.21,144.61,,Santa Fe,,W5SF,,,On-Air,,,Local Santa Fe,,,Santa Fe Amateur Radio Club,,Soon to move to a better location.,,,,,,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,204.9,SSE,,444.575,449.575,,Santa Fe,,W5SF,,,On-Air,,,Local Santa Fe,,,Santa Fe Amateur Radio CLub,,Soon to move to a better location,,,,,,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,205.5,NW,,145.49,144.89,136.5,Duchesne,,,UVHFS,,On-Air,E-power.,,"Duchesne, UT area.",,http://sdarc.us/repeaters/flat-top.html,Sinbad Desert ARC (SDARC),,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,206.2,NNE,,53.03,52.03,,Albany,,K7UWR,,,Off-Air,8,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,206.3,SSE,,147.3,147.9,162.2,San Miguel,,Santa Fe ARC,NMFCC,,On-Air,"E-power, linked.",,Wide area.,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,206.3,SSE,,147.26,147.86,67,San Miguel,,,NMFCC,,On-Air,11,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,206.5,SSE,,449.275,444.275,146.2,Santa Fe,,Fred Homuth,,,On-Air,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,N5BGC,"Santa Fe, St Vincent Hospital",NM,OPEN,,206.6,SSE,,147.2,147.8,162.2,Santa Fe,,Santa Fe ARC,NMFCC,,On-Air,E-power. Full time link to Tesuque Peak.,,,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,206.8,SSE,,447.775,442.775,100,Santa Fe,,,,,On-Air,,,Santa Fe,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,208.9,SSW,,448.2,443.2,100,McKinley,,,NMFCC,,On-Air,,,,,,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,208.9,SSW,,147.22,147.82,67,McKinley,,New Mexico Mega Link Assoc,NMFCC,,On-Air,"Closed autopatch, e-power.",,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,209.1,SSE,,147.2,147.8,67,Mora,,,,,On-Air,8,,,Full-time to the  Mega-Link System .,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,209.1,SSE,,145.37,144.77,141.3,Mora,,NMEMA ARC,NMFCC,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,209.3,SE,,147.175,147.775,141.3,Union,,NMEMA ARC,NMFCC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,209.3,SE,,444.8,449.8,77,Union,,Sierra Grande Repeater Club,NMFCC,,Off-Air,E-power.,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,209.3,SE,,146.85,146.25,100,Union,,Sierra Grande RC,NMFCC,,Off-Air,E-power.,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,,N7EMA,Cheyenne,WY,OPEN,,210.3,NNE,,447.025,442.025,,Laramie,Unknown,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,210.3,NNE,,146.775,146.175,114.8,Laramie,,Shy-Wy Amateur Radio Club,WRCG,,On-Air,"E-power, WX.",,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,E,210.9,NE,,449.3,444.3,131.8,Laramie,,WU7G,,,On-Air,,,,,,,,,,,140284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,211.2,NNE,,145.235,144.635,114.8,Laramie,,N7GT,WRCG,,On-Air,,,Local: Cheyenne.,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,211.2,NNE,,449.9,444.9,100,Laramie,,N7JJY,,,On-Air,,100,From 5 miles to 25 miles,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,211.2,NNE,,147.105,147.705,114.8,Laramie,,,WRCG,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,151.4,KC7DHF,Cheyenne,WY,OPEN,,211.2,NNE,,448.95,443.95,151.4,Laramie,,,WRCG,,On-Air,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,212.3,W,,147.08,147.68,136.5,Wayne,,Sinbad Desert ARC,UVHFS,,On-Air,"Closed autopatch, remote base.",,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",Full-time to the  Sinbad Desert (SDARC) System .,http://sdarc.us/repeaters/mt-ellen.html,,3270,11,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,213.6,SE,,444.4,449.4,100,Mora,,Mora ARC,NMFCC,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,216,WNW,,147.26,147.86,,Duchesne,,Borderline ARC,UVHFS,,On-Air,5,,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,218.6,NW,,147.28,147.88,107.2,Duchesne,,AD7ZW,UVHFS,,On-Air,Autopatch,107.2,,,http://ad7zwrepeater.xyz,,3205,,,,458414,,,,,,,,,,,,,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,218.7,NW,,146.74,146.14,100,Duchesne,,,UVHFS,,Off-Air,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,221.1,WNW,,145.43,144.83,88.5,Carbon,Unknown,,UVHFS,,,5,,Price.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,221.1,WNW,,448.3,443.3,,Carbon,Unknown,,UVHFS,,,,,,,,,3270,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,221.1,WNW,,224.5,222.9,88.5,Carbon,Unknown,College of Eastern Utah ARC,UVHFS,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,221.1,WNW,,147.2,147.8,88.5,Carbon,Unknown,,UVHFS,,,,,,,,,3270,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,221.1,WNW,,448.3,443.3,88.5,Carbon,Unknown,College of Eastern Utah ARC,UVHFS,,,,,Price.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,88.5,KB0VJJ,Akron,CO,OPEN,,227.5,E,,145.4,144.6,88.5,Washington,,Colorado Connection,CCARC,,On-Air,,123,Northeastern plains of Colorado.,Full-time to the  Colorado Connection System .,,,,Part of the Colorado Connection system of repeaters,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,227.5,E,,448.175,443.175,,Morgan,,W0FT,CCARC,,On-Air,,,,,http://www.rmham.org/,Rocky Mountain Ham Radio,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,230.1,SSW,,145.29,144.69,123,McKinley,,NARC,NMFCC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.4,1.6,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,E,230.8,NNW,,222.4,224,123,Sweetwater,,DRAWZM,,,On-Air,,,Wide Area,,,Mountain West Radio Group,,,,,824055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,230.8,NNW,,146.61,146.01,100,Sweetwater,,Sweetwater RACES,WRCG,,On-Air,Autopatch.,,Wide area: SW Wyoming,,http://wy7u.angelfire.com,,,,Sun at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,230.8,NNW,,146.94,146.34,100,Sweetwater,,Sweetwater ARC,WRCG,,On-Air,,,Wide area.,Full-time to the  HERC System .,,,,,,,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,235.9,WSW,,448.6,443.6,100,San Juan,,Utah VHF Society,UVHFS,,On-Air,,,Wide Area.,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",http://utahvhfs.org/snowlink.html,Intermountain Intertie,,,UVHFS: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,239.3,WSW,,448.75,443.75,100,San Juan,,,UVHFS,,On-Air,10,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,239.3,WSW,,449.925,444.925,100,San Juan,,Lake Powell ARG,UVHFS,,On-Air,10,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,239.3,WSW,,146.96,146.36,100,San Juan,,KE7OZE,UVHFS,,On-Air,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,Intermountain Intertie,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,241.5,WNW,,147.34,147.94,136.5,Uintah,,Borderline Amateur Radio Club,UVHFS,,On-Air,,,Wide area.,"Full-time to  
        147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",,Roosevelt Junior High School Amateur Radio Club,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,244.6,NE,,145.295,144.695,,Logan,,NECARA,CCARC,,Off-Air,"Autopatch, e-power.",,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,248.5,NE,,147.165,147.765,114.8,Laramie,,Shy-Wy Amateur Radio Club,WRCG,,On-Air,E-power.,,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
