Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,Affiliate,Links,Nets,On-air,Coverage,AllStar,Notes,Web links,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,EchoLink,IRLP,Commands,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Location Photo,Grid,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,155.7,NE,,145.295,144.695,,,Logan,Off-Air,NECARA,"Autopatch, e-power.",CCARC,,,,,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,156.6,WSW,,447.525,442.525,127.3,,San Juan,On-Air,KB5ITS,E-power.,CCARC,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,156.6,S,,145.39,144.79,100,,Taos,On-Air,Taos ARC,"E-power, linked.",NMFCC,,,,,,Wide area.,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,156.7,WSW,,444,449,67,,Huerfano,On-Air,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,156.7,WSW,,145.325,144.725,127.3,,San Juan,On-Air,,Solar powered,CCARC,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,158.9,WNW,,449.8,444.8,107.2,,Garfield,On-Air,,8,CCARC,,,,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,160.4,SSW,,147.08,147.68,162.2,,Rio Arriba,On-Air,SFARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,160.5,SW,,146.61,146.01,123,,Archuleta,On-Air,,,CCARC,,,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,161.3,N,,447.225,442.225,,,Albany,On-Air,Laramie County EM,,WRCG,,Wyoming DMR Project,,,,Wide area.,,,,,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,161.9,S,,444.35,449.35,100,,Colfax,On-Air,,,NMFCC,,,Full-time to the  Mega-Link System .,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,162.7,S,,147.14,147.74,67,,Taos,On-Air,,11,,,TaosARC,Full-time to the  Mega-Link System .,,,,,,http://www.taosarc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,163.4,S,,147.04,147.64,141.3,,Colfax,On-Air,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,164.3,N,,53.03,52.03,,,Albany,Off-Air,K7UWR,8,,,,,,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,164.6,SSW,,146.76,146.16,67,,Taos,On-Air,Taos ARC,11,,,,,,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,164.6,SSW,,145.175,144.575,141.3,,Taos,Off-Air,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,165.1,W,,446.9125,441.9125,,,Mesa,On-Air,Bill Frost,,,,,,,,"Grand Junction, I70",,Brandmeister network,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,165.3,N,,146.82,146.22,114.8,,Albany,On-Air,Shy-Wy Amateur Radio Club,,WRCG,,,,Shy-WY ARC: Thu at 19:00.,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,165.4,S,,444.975,449.975,123,,Taos,On-Air,N5TSV,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,165.5,SE,,146.64,146.04,100,100,Las Animas,Off-Air,,,CCARC,,,,,,Wide area: West BACA and East Las Animas counties.,,,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,165.5,N,,146.61,146.01,,,Albany,On-Air,University ARC,,WRCG,,,,,,Laramie Valley  30 mi radius.,,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,165.8,WSW,,449.7,444.7,107.2,107.2,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),E-power.,CCARC,,,Full-time to the  GMRA Open System .,RACES: Wed at 19:30.,,Wide Area via links - Western Colorado - Eastern Utah,,Closed IRLP out - Ask for a control Op,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,166.4,W,,449.3,444.3,107.2,107.2,Mesa,On-Air,,e-power Linked to GMRA Open System,CCARC,,,,RACES Wed 1930 hrs,,Wide Area I-70 West Rifle to Western Utah,,Closed IRLP out,http://www.gmra.org/,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,167.1,NW,,146.97,146.37,88.5,123,Moffat,On-Air,Northwest Colorado Amateur Radio Association,,CCARC,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,167.1,NW,,145.265,144.665,107.2,,Moffat,,NW Colorado ARC,E-power.,CCARC,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,167.1,SSE,,444.8,449.8,77,,Union,Off-Air,Sierra Grande Repeater Club,E-power.,NMFCC,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,167.1,SSE,,146.85,146.25,100,,Union,Off-Air,Sierra Grande RC,E-power.,NMFCC,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,167.1,SSE,,147.175,147.775,141.3,,Union,On-Air,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,167.3,WSW,,147.27,147.87,127.3,,San Juan,On-Air,KB5ITT,E-power.,CCARC,,Durango ARC,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,168.6,S,,145.21,144.61,110.9,110.9,Colfax,On-Air,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,NMFCC,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,171.2,SW,,145.43,144.83,136.5,,Rio Arriba,On-Air,SJC EMCOMM,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,174.1,SE,,147.09,147.69,118.8,118.8,Baca,,BCDEARC,,CCARC,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,174.1,SE,,449.2,444.2,118.8,118.8,Baca,On-Air,Baca County Div of Emerg Mgt Communications,,,,,,,,provides coverage to central Baca County,,,,,,,,,,,,,97142,7142,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,174.1,SE,,147.33,147.93,118.8,118.8,Baca,Off-Air,Baca County Amateur Emergency Management,,CCARC,,,,,,,,,KZ0DEM Repeaters,,,,,,,,,,97142,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,178.4,S,,147.34,147.94,100,,Colfax,On-Air,Taos ARC,E-power.,NMFCC,,,,,,Wide area.,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,178.5,SW,,146.7,146.1,100,100,La Plata,On-Air,Durango ARC,9,CCARC,,,,,,Local.,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,179.4,SW,,147.345,147.945,88.5,123,La Plata,On-Air,Colorado Connection,,CCARC,,,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,Durango and north towards Molas Divide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,179.5,W,,448.15,443.15,100,,Mesa,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,312189,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,179.5,SW,,445.1375,440.1375,,,La Plata,On-Air,K2AD,,CCARC,,Rocky Mountain Ham Radio,,,,,,,http://www.rmham.org/,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,180,NNE,,147.165,147.765,114.8,,Laramie,On-Air,Shy-Wy Amateur Radio Club,E-power.,WRCG,,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,181,W,,145.175,144.575,107.2,,Mesa,On-Air,,"E-power,",CCARC,,,,,,Greater grand Junction area.,,,,,,,,,,,,,,3161,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,182.3,W,,147.39,147.99,107.2,,Mesa,,KE0TY,Linked.,CCARC,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,182.3,W,,146.82,146.22,107.2,,Mesa,On-Air,,,CCARC,,,,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,182.4,W,,449.775,444.775,173.8,88.5,Mesa,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,7572,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,182.4,W,,446.775,441.775,,,Mesa,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,182.4,W,,447.5,442.5,114.8,,Mesa,,KC0ARV,,CCARC,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,182.4,W,,147.105,147.705,,,Mesa,On-Air,K0SSI,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,182.4,W,,449,444,,107.2,Mesa,On-Air,KB0SW,,CCARC,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,182.4,W,,145.22,144.62,107.2,,Mesa,,KE0TY,,CCARC,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,183.1,W,,147.355,146.755,88.5,123,Mesa,On-Air,Colorado Connection,,CCARC,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,184.6,SW,,147.15,147.75,100,,La Plata,On-Air,,E-power.,CCARC,,,,,,Bayfield,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,186.4,ESE,,442.175,447.175,156.7,,Greeley,On-Air,WKARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,187.5,SW,,449.85,444.85,100,100,La Plata,On-Air,DARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,187.5,WSW,,146.67,146.07,100,,La Plata,On-Air,Durango ARC,11,CCARC,,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,,Wide area.,,Linked active in the summer months only.,DARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,187.5,SW,,448.625,443.625,131.8,131.8,La Plata,,KC5EVE,,CCARC,,,,,Unknown,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,188.2,S,,51.5,51.5,100,,Taos,On-Air,Taos ARC,,,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,188.2,S,,147.12,147.72,67,,Taos,On-Air,Taos Amateur Radio Club,E-power.,NMFCC,,ARRL,,,,Wide area.,,,http://taosarc.org/,,,,,,,,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,188.2,S,,449.875,444.875,123,,Taos,On-Air,Taos ARC,"Linked to 147.34, E-Power.",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,188.2,S,,224.4,222.8,225.7,,Taos,On-Air,Taos ARC,,NMFCC,,,,,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,189.2,SW,,147.135,147.735,100,100,La Plata,On-Air,,,CCARC,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,189.4,NE,,146.955,146.355,,,Phillips,,PCARC,E-power.,CCARC,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,189.7,W,,449.4,444.4,131.8,131.8,Mesa,On-Air,"WA4HND,  Grand Mesa Repeater Association",E-power.,CCARC,,,Full-time to the  GMRA Open System .,RACES Wed 1930 Hrs,,Wide area via links - Western Colorado - Eastern Utah,,Closed IRLP out - Ask for a control op,http://www.gmra.org,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,190.9,NNE,,147,146.4,103.5,,Banner,On-Air,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,191,SE,,444,449,141.3,141.3,Hamilton,On-Air,SKECT,E-power.,Kansas Repeater Council,,,Full-time to the  SKECT System .,,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,191.5,ESE,,444.6,449.6,146.2,,Wallace,On-Air,WA0VJR,,,,,,,,"US-40 
   Repeater Coverage Map",,Dial 9335 to access K-Link,,,,,,,,,,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,192.9,SW,,145.37,144.77,100,100,La Plata,On-Air,,E-power.,CCARC,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,193,W,,449.575,444.575,131.8,131.8,Mesa,On-Air,,e-power. Linked to GMRA Open System,CCARC,,Grand Mesa Repeater Assoc,,Wed RACES Net 1930 Hrs,,Grand Junction,,Closed IRLP out,GMRA Repeaters,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,193,W,,146.94,146.34,107.2,107.2,Mesa,On-Air,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,CCARC,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,Grand Junction 30-50 mi,,,http://w0rrz.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,193.7,SSW,,147.18,147.78,100,100,Rio Arriba,On-Air,,,NMFCC,,,,,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,195.2,ESE,,147.03,147.63,88.5,,Sherman,Off-Air,Sherman County Amateur Radio Club (SCARE),,,,,,,,I-70,,This is the highest (above sea level) amateur repeater in Kansas.,SCARE on Facebook,,,,,,,,,,,3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,195.8,SE,,146.775,146.175,,,Hamilton,On-Air,KA0TAO,,Kansas Repeater Council,,,,,,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,195.9,WSW,,442.375,447.375,100,,Montezuma,On-Air,San Juan Connection,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,199.4,NNW,,147.24,147.84,100,,Carbon,On-Air,CCARS,,WRCG,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,199.4,SSW,,147.04,147.64,141.3,,Rio Arriba,Off-Air,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,199.8,SW,,147.36,147.96,100,,San Juan,On-Air,,,NMFCC,,,Full-time to the  San Juan Connection System .,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,201.1,SW,,147.06,147.66,100,,San Juan,On-Air,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,201.7,WSW,,145.325,144.725,100,,Montezuma,On-Air,,E-power.,CCARC,,,,,,Wide area.,,Full time to the San Juan Connection,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,202.8,WSW,,446.7375,441.7375,,,Montezuma,On-Air,RMHAM,,CCARC,,,,,,,,,http://www.rmham.org,,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,205.9,NNE,,444.125,449.125,114.8,,Scotts Bluff,On-Air,SBCEMA,Linked to Albin (147.165) and Cheyenne (146.775),,,,,,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,207.7,WNW,,447,442,107.2,,Garfield,On-Air,,8,CCARC,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,208.1,WSW,,447.275,442.275,100,,Montezuma,On-Air,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,208.1,WSW,,145.19,144.59,100,,Montezuma,On-Air,,,CCARC,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,210.2,SE,,147.35,147.95,88.5,88.5,Cimarron,On-Air,CAPROCK / DUST BOWL INTERTIE,,,,,,,,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,212.9,SW,,146.74,146.14,100,,San Juan,On-Air,Totah ARC,"Closed autopatch, e-power.",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,212.9,SW,,447.45,442.45,107.2,,San Juan,On-Air,KB5ITS,"E-power, remote base.",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
