Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,EchoLink,Notes,IRLP,AllStar,Web links,Nets,Affiliate,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Commands,D-STAR Enabled,Node,Sources,Grid,Location Photo,Feed,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Worldwide,North America,Local/Cluster,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Europe,Southwest USA,Mountain Reg USA,Wyoming,WyLOCAL
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,151.8,WSW,,223.94,222.34,,San Juan,Unknown,Grand Mesa Rptr Assoc,UVHFS,,,11,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,151.8,WSW,,447.1,442.1,107.2,San Juan,,Grand Mesa Repeater Association (GMRA),UVHFS,,On-Air,E-power.,107.2,Wide area.,Full-time to the  GMRA Open System .,,11,,,http://gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,151.8,WSW,,447.4,442.4,,San Juan,Unknown,,UVHFS,,,11,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,152.1,NE,,448.025,443.025,100,Larimer,,Northern Colorado ARC,CCARC,,On-Air,,100,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,153.5,NW,,449.9,444.9,136.5,Uintah,Unknown,Borderline Amateur Radio Club,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,154.1,NW,,449.7,444.7,136.5,Uintah,Unknown,W7BYU,UVHFS,,,8,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,154.1,NW,,146.92,146.32,136.5,Duchesne,,,UVHFS,,Off-Air,E-power.,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,154.2,NW,,147.1,147.7,136.5,Uintah,,""">Borderline ARC",UVHFS,,On-Air,"Autopatch, e-power.",,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",458414,8,3577,,,,,,,,,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,154.2,SSW,,1291.1,1271.1,,Bernalillo,,San Juan County,NMFCC,,On-Air,DV only,,,,,,,,,,,,,,,,,,,,,,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,154.3,SSW,,145.115,144.515,,San Juan,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,155.1,NE,,446.8125,441.8125,,Larimer,,W0QEY CSU,CCARC,,On-Air,D-Star Gateway,,Fort Collins Local Area,,,Free Star,,,,,,,,,,,,,,,,,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,155.3,NE,,147.36,147.96,100,Larimer,,CO State Univ ARC,CCARC,,On-Air,Closed autopatch.,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.925,-25,D114,W7RF,Fort Collins,CO,OPEN,,155.8,NE,,927.925,902.925,D114,Larimer,,W7RF,CCARC,,Testing,,D114,"Fort Collins, Loveland, Northern Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,155.8,NE,,447.725,442.725,131.8,Larimer,,W7RF,CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,155.8,NE,,449.85,444.85,100,Larimer,,CO State Univ ARC,CCARC,,On-Air,Closed autopatch.,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,156.8,SE,,146.73,146.13,88.5,Huerfano,,Pueblo Ham Club,CCARC,,On-Air,6,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,157.4,ESE,,147.105,147.705,107.2,Elbert,,ARES of Douglas and Elbert Counties,CCARC,,On-Air,Linked to CRA 447.150 - Conifer,107.2,"I-70, E. Arapahoe, Elbert, Lincoln Counties","Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,http://www.w0cra.org/,,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,158.7,NE,,147.39,147.99,,Larimer,,KT0L - NoCo C-Bridge Network,CCARC,,On-Air,,,"Fort Collins east side, into Red Feather Lakes area.",,,,,,Documentation,Tac 310 Net: Sun at 18:00.,,,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,1,,1,,,1,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,158.8,SSW,,146.92,146.32,100,San Juan,,San Juan County OEM,NMFCC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,158.8,SSW,,448.65,443.65,127.3,San Juan,,,NMFCC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,159.5,SSW,,1292.3,1272.3,,San Juan,,San Juan County,NMFCC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,161.3,NE,,449.725,444.725,127.3,Weld,,K0OJ,CCARC,,On-Air,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,161.4,NE,,146.85,146.25,100,Weld,,Northern Colorado ARC,CCARC,,On-Air,"E-power, WX.",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,161.8,NE,,446.775,441.775,,Larimer,,W0DMR - NoCo C-bridge Network,CCARC,,On-Air,,,"Fort Collins east side, into Red Feather Lakes area.",,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,W0DMR,,Brandmeister Network,,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,1,2,,,,,,,,,2,1,1,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,161.9,NE,,147,147.6,100,Weld,,Weld ARS,CCARC,,On-Air,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",100,,,,,3839,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,161.9,NE,,448.475,443.475,100,Weld,,Weld Amateur Radio Society (WARS),CCARC,,On-Air,,,,,,,3839,,http://www.warsco.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,161.9,NE,,449.325,444.325,,Weld,,Colorado Amateur Repeater Network (CARN),CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,161.9,NE,,447.2,442.2,82.5,Weld,,N6RFI,CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,162.5,SSW,,147,147.6,100,San Juan,,,NMFCC,,On-Air,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,162.5,SSW,,146.76,146.16,100,San Juan,,,NMFCC,,On-Air,"Closed autopatch, e-power.",100,,Full-time to the  San Juan Connection System .,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,162.5,SSW,,147.1,147.7,100,San Juan,,San Juan connection,NMFCC,,On-Air,,,,Full-time to the  San Juan Connection System .,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,162.5,SSW,,449,444,100,San Juan,Unknown,K5WY,NMFCC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,162.5,SSW,,442.325,447.325,,San Juan,,,NMFCC,,On-Air,AZ-TRBONET,,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,1,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,2,,,2,2,2,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,162.5,SSW,,444.15,449.15,,San Juan,,San Juan County,,,On-Air,DV only,,,,,,,,,,,,,,,,,,,,,,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,162.5,SSW,,146.85,146.25,100,San Juan,,Totah ARC,NMFCC,,On-Air,Closed autopatch.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,162.5,SSW,,53.01,52.01,131.8,San Juan,,KB5ITS,NMFCC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,162.6,SSW,,147.28,147.88,67,San Juan,,,NMFCC,,On-Air,6,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,162.9,NNE,,147.015,147.615,146.2,Albany,,"Albany County ARES/RACES, University Amateur Radio",,,On-Air,,,Albany County,,82070,,,,http://www.uwyo.edu/uarc/,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,163.4,SSE,,145.175,144.575,141.3,Taos,,NMEMA ARC,NMFCC,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,163.4,SSE,,146.76,146.16,67,Taos,,Taos ARC,,,On-Air,11,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,163.9,SSW,,1291.7,1271.7,,San Juan,,San Juan County,NMFCC,,On-Air,DV only,,,,,,,,,,,,,,,,,,,,,,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,164.6,NE,,448.325,443.325,110.9,Larimer,,,CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,170.6,SSE,,145.39,144.79,100,Taos,,Taos ARC,NMFCC,,On-Air,"E-power, linked.",,Wide area.,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,172.1,SSE,,145.25,144.65,123,Taos,,Taos ARC,NMFCC,,On-Air,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,174.3,E,,449.25,444.25,123,Elbert,,K0UPS Club c/o N1UPS,CCARC,,On-Air,Full duplex node.,123,"I-70 Limon, Co area.",,3349,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",3349,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,176.9,ESE,,449.9,444.9,107.2,Lincoln,,,CCARC,,On-Air,,,,,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,177.5,SE,,446.775,441.775,,Las Animas,,Cheyenne Mountain Repeater Group (CMRG),CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,178.2,SSE,,147.14,147.74,67,Taos,,,,,On-Air,11,,,Full-time to the  Mega-Link System .,,,,,http://www.taosarc.com/,,TaosARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,179.2,SE,,147.375,147.975,100,Las Animas,,K0BV,CCARC,,Off-Air,,100,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,179.2,SE,,447.375,442.375,100,Las Animas,,KG5JL,CCARC,,On-Air,E-power (batt).,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,179.3,SE,,449.6,444.6,107.2,Las Animas,,Cheyenne Mtn Rptr Grp,CCARC,,Off-Air,E-power.,,Wide area.,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,181.4,SSE,,444.975,449.975,123,Taos,,N5TSV,NMFCC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,183.3,NNE,,448.15,443.15,100,Laramie,,KB7SWR,WRCG,,Off-Air,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,183.3,SSE,,444.35,449.35,100,Colfax,,,NMFCC,,On-Air,,,,Full-time to the  Mega-Link System .,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,184.1,NNE,,146.82,146.22,114.8,Albany,,Shy-Wy Amateur Radio Club,WRCG,,On-Air,,,Wide area.,,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,184.6,NNE,,146.61,146.01,,Albany,,University ARC,WRCG,,On-Air,,,Laramie Valley  30 mi radius.,,,,,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,184.9,S,,145.49,144.89,100,Rio Arriba,,Totah ARC,NMFCC,,On-Air,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,184.9,NNE,,447.225,442.225,,Albany,,Laramie County EM,WRCG,,On-Air,,,Wide area.,,,,,,,,Wyoming DMR Project,,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,185,NW,,147.04,147.64,136.5,Uintah,,Borderline ARC,UVHFS,,On-Air,E-power.,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Full-time to the  Sinbad Desert (SDARC) System .,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,185.7,NW,,145.49,144.89,136.5,Uintah,,"W7BYU,  Borderline ARC",UVHFS,,On-Air,"Autopatch, 8,506', linked to (147.320).",,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,186.1,SSE,,147.04,147.64,141.3,Colfax,,NMEMA ARC,NMFCC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,187,NNE,,53.03,52.03,,Albany,,K7UWR,,,Off-Air,8,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,187.1,WNW,,147.32,147.92,88.5,Carbon,,Sinbad Desert ARC,UVHFS,,On-Air,Remote base.,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",,64264,110,3270,,http://sdarc.us/repeaters/bruin.html,,,,,,,,,,,,,,,,DM49tp,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,187.1,WNW,,449.05,444.05,88.5,Carbon,,Sinbad Desert ARC,UVHFS,,On-Air,Remote base.,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",,64264,,3270,,http://sdarc.us/repeaters/bruin.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,187.6,SSE,,147.04,147.64,141.3,Rio Arriba,,NMEMA ARC,NMFCC,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,187.6,WNW,,145.175,144.575,,Carbon,,SDARC,,,On-Air,,,Eastern Utah,,,,,,,,Sinbad Desert A.R.C.,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,188,NE,,449.9375,444.9375,,Laramie,,,WRCG,,On-Air,,,,Full-time to the  Rocky Mountain Ham System .,,,,,https://www.rmham.org/wordpress/,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,188.6,SE,,446.775,441.775,,Colfax,,Cheyenne Mountain Repeater Group,NMFCC,,On-Air,,,,,,,,,http://www.cmrg.org/,,,,,,,,,,,,,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,188.7,SE,,145.43,144.83,107.2,Las Animas,,Cheyenne Mountain Repeater Group,CCARC,,On-Air,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,189.2,ESE,,446.7375,441.7375,,Lincoln,,K0RTS KC0VJD,CCARC,,On-Air,,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,,RMHam,,8,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,189.7,ESE,,147.06,147.66,103.5,Lincoln,,BSARC,CCARC,,On-Air,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,"I-70, US-71, US-287, US-40, US-24",,791116,,3794,42740,http://www.bigsandyradio.com/,Big Sandy Net: Wed 19:00,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,190.5,WNW,,145.49,144.89,136.5,Duchesne,,,UVHFS,,On-Air,E-power.,,"Duchesne, UT area.",,,5,,,http://sdarc.us/repeaters/flat-top.html,,Sinbad Desert ARC (SDARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
