Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Last update,Coordination,Sponsor,EchoLink,Downlink Tone,AllStar,Nets,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Coverage,Features,Notes,Links,On-air,Affiliate,IRLP,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,Grid,Commands,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,Denver Regional,Northern Colorado,Location Photo,Feed,YSF Digital Enabled,DG-ID,Local/Cluster,WIRES-X,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
147.1,0.6,100,N7GGN,"Holden, Beesting Peak",UT,OPEN,,225.1,WNW,,147.1,147.7,100,Sevier,On-Air,http://www.skylineradioclub.com/repeaters.html,,UVHFS,,,,,,,,,,,,,"Wide area: West Desert, Nephi to Delta, Fillmore to Manti, Mt. Pleasant, Richfield",Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,225.4,E,,145.19,144.59,131.8,Douglas,On-Air,,,,N0OBA Owner,10079,131.8,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,Wide area coverage at 8300' Pueblo to Ft. Collins+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,225.8,NE,,447.5,442.5,88.5,Jefferson,On-Air,,,CCARC,Aurora Repeater Association,,88.5,,,,,,,,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,226.5,E,,447.725,442.725,100,El Paso,On-Air,http://www.k0nr.com/wordpress/k0nr-repeater/,,CCARC,K0NR,,100,,,,,,,,,,Local.,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,226.8,NE,,447.85,442.85,141.3,Clear Creek,On-Air,,,CCARC,AC0KQ,,141.3,29571,,,,,,,,,Wide area at 9500',AllStar node repeater providing wide area coverage along the Front Range,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,227.3,NE,,446.875,441.875,,Clear Creek,On-Air,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,227.3,NE,,146.82,146.22,123,Grand,,,,CCARC,GCARA,,,,,,,,,,,,,E-power.,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,103.5,K7JL,"Levan, Levan Peak",UT,OPEN,,227.5,NW,,145.27,144.67,103.5,Juab,On-Air,http://www.utahvhfs.org/snowlink.html,,UVHFS,K7JL,,,,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,Wide area.,E-power.,8,Full-time to the  Intermountain Intertie System .,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,227.8,NE,,145.175,144.575,D073,Clear Creek,Off-Air,Rocky Mountain Ham Radio,,CCARC,Rocky Mountain Ham Radio,,D073,,,,1,,,,,,,,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,227.8,NE,,145.34,144.74,103.5,Jefferson,On-Air,Repeater,,CCARC,Rocky Mtn Radio League,,127.3,,,,,,,,,,Wide area.,E-power.,,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,230.2,NE,,449.6,444.6,100,Jefferson,On-Air,DRL Repeaters,,CCARC,Denver Radio League,690473,,,,,,,,,,,,,,,,,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,230.2,NE,,146.88,146.28,100,Jefferson,On-Air,DRL Repeaters,,CCARC,Denver Radio League,,,,,,,,,,,,Wide area: Denver.  Map,E-power.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.84,-1.6,107.2,K6DLP,"Flagstaff, Mt. Elden",AZ,CLOSED,,230.9,SW,,223.84,222.24,107.2,Coconino,On-Air,,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,NO7AZ,"Flagstaff, Mt. Elden",AZ,OPEN,,230.9,SW,,449.325,444.325,103.5,Coconino,,,,ARCA,NO7AZ,,,,,,,,,,,,,"E-power, closed autopatch.",,,Unknown,,,,,,,,,,,,,DM45eg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,W7ARA,"Flagstaff, Mt. Elden",AZ,OPEN,,230.9,SW,,448.475,443.475,100,Coconino,On-Air,,,ARCA,Arizona Repeater Assoc,,,,,,,,,,,,,E-power.,Autopatch limited to the 928 area code.,,,,,,,,,,,,,,,DM45eg,Autopatch: On- * + area code + phone number/Off- #.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,103.5,NO7AZ,"Flagstaff, Mt. Elden",AZ,OPEN,,230.9,SW,,145.45,144.85,103.5,Coconino,,,,ARCA,,,,,,,,,,,,,,"E-power, closed autopatch.",,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.875,-5,100,W7ARA,"Flagstaff, Mt. Elden",AZ,OPEN,,230.9,SW,,448.875,443.875,100,Coconino,On-Air,Arizona Repeater Assoc,,ARCA,Arizona Repeater Assoc,,,,,,,,,,,,,E-power.,"Linked to The Intermountain Intertie via the Navajo Mt Repeater, in Page, Arizona.","Full-time to  
        448.60000 (WA7VHF) at Page, Navajo Mountain, UT .
 


Full-time to the  Intermountain Intertie System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,,N7MK,"Flagstaff, Mt. Elden",AZ,CLOSED,,230.9,SW,,448.625,443.625,,Coconino,On-Air,,,ARCA,SARBA,,,,,,,,,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25,151.4,N7TWW,"Flagstaff, Mt. Elden",AZ,OPEN,,230.9,SW,,927.8375,902.8375,151.4,Coconino,On-Air,,,ARCA,FHART,,151.4,,,,,,,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,162.2,W7ARA,"Flagstaff, Mt. Elden",AZ,OPEN,,230.9,SW,,146.98,146.38,162.2,Coconino,On-Air,,,ARCA,Arizona Rptr Assoc,,,,,,,,,,,,,"Autopatch, e-power.",928,,,,,,,,,,,,,,,,Autopatch: On- * + area code + phone number/Off- #.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,162.2,W7ARA,"Flagstaff, Mt. Elden",AZ,OPEN,,230.9,SW,,147.14,147.74,162.2,Coconino,On-Air,Arizona Repeater Assoc,,ARCA,Arizona Repeater Assoc,,,,2100,,,,,,,,,E-power.,,Full-time to the  Arizona Rptr Assoc (Rimlink) System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,231.5,NE,,449.525,444.525,CSQ,Jefferson,On-Air,Intermountain Repeater Group,,CCARC,KE0SJ,,,,,,,,,,,,,E-power.,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,231.5,NE,,146.64,146.04,100,Jefferson,On-Air,DRL Repeaters,,CCARC,Denver Radio League,,,,,,,,,,,,"Wide area. 
   Repeater Coverage Map",E-power.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,231.5,NE,,146.985,146.385,100,Denver,On-Air,,,CCARC,El Jebel RADOPS,,100,,RADOPS: Sun at 19:00.,,,,,,,,,E-power.,,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,231.5,NE,,145.28,144.68,100,Jefferson,On-Air,Intermountain Repeater Group,,CCARC,,,,,Sun at 19:30. Everyone welcome.,,,,,,,,Wide area.,"Closed autopatch, e-power, linked.","PL is usually off, allowing use by older transceivers.","Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,231.6,NE,,448.625,443.625,100,Jefferson,On-Air,DRC Repeaters,,CCARC,Denver Radio Club,,100,,DRC: Sun at 20:30.,,,,,,,,Denver metro area.,E-power.,,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,67,K5FIQ,"Clines Corners, Tapia Mesa",NM,OPEN,,231.8,SE,,147.06,147.66,67,San Miguel,On-Air,,,NMFCC,Upper Rio FM Society,,,,,,,,,,,,,7,,"Full-time to  
        146.90000 (K5FIQ) at Albuquerque, Op Ctr, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,231.9,NE,,927.8375,902.025,,Jefferson,On-Air,,,CCARC,,,,45770,,,,,,,,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,The offset is -25.8125,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,231.9,NE,,446.7875,441.7875,,Jefferson,On-Air,http://www.w0tx.org/,,CCARC,Denver Radio Club,,,,,,1,,,,,,,,,,,Brandmeister Network,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,233.1,SE,,444.375,449.375,100,San Miguel,On-Air,,,NMFCC,JPARA,,,,,,,,,,,,Wide area.,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,233.4,SE,,444.4,449.4,100,Mora,Off-Air,,,NMFCC,Mora ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,233.7,NE,,53.17,51.47,107.2,Jefferson,On-Air,,,CCARC,N6LXX,,CSQ,29883,,,,,,,,,"I-70,I-76,I-25,I-225",,,Full-time to the  N6LXX System .,,N6LXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,233.7,NE,,447.875,442.875,107.2,Jefferson,On-Air,,,CCARC,N6LXX,,107.2,29913,,,,,,,,,"I-70,I-76,I-25,I-225",,,Full-time to the  N6LXX System .,,N6LXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,233.9,NE,,224,222.4,103.5,Jefferson,On-Air,Repeater,,CCARC,Rocky Mountain Radio League,,103.5,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,233.9,NE,,145.22,144.62,103.5,Jefferson,On-Air,Repeater,,CCARC,Rocky Mtn Radio League,,103.5,,,,,,,,,,Wide area.,8,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,Yes; analog capable.,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,233.9,NE,,448.85,443.85,88.5,Jefferson,On-Air,ARA Repeaters,,CCARC,Aurora Repeater Assoc,,88.5,,ARA: Wed at 20:00.,,,,,,,,"Denver metro, central front range",e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,233.9,NE,,224.6,223,100,Gilpin,,,,CCARC,W0RM,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,233.9,NE,,449.75,444.75,103.5,Jefferson,On-Air,Repeater,,CCARC,Rocky Mtn Radio League,,103.5,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,233.9,NE,,147.15,147.75,100,Jefferson,On-Air,ARA Repeaters,,CCARC,Aurora Repeater Assoc (ARA),,100,,ARA: Wed at 20:00.,,,,,,,,"Denver metro, central front range",e-power,,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,233.9,NE,,224.74,223.14,88.5,Jefferson,On-Air,ARA Repeaters,,CCARC,Aurora Repeater Assoc,,88.5,,ARA: Wed at 2000.,,,,,,,,,e-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,234.2,NNW,,147.34,147.94,136.5,Uintah,On-Air,,,UVHFS,Borderline Amateur Radio Club,,,,,,,,,,,,Wide area.,,9,"Full-time to  
        147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",,Roosevelt Junior High School Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,234.3,E,,447.2,442.2,,El Paso,Testing,,,,GGARC,,,,,,,,,,,,"Falcon, Black Forest, Peyton Areas",,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
447.4,-5,100,K7DSN,"Spanish Fork,  Teat Mountain",UT,OPEN,,234.5,NW,,447.4,442.4,100,Utah,,,,UVHFS,,,,,,,,,,,,,Wide area.,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,235.3,NE,,145.31,144.71,88.5,Gilpin,On-Air,,,CCARC,Colorado Connection,,123,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",10,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,151.4,K7NAU,Flagstaff,AZ,OPEN,,235.3,SW,,145.41,144.81,151.4,Coconino,On-Air,,,ARCA,NAU ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,235.3,NE,,449.225,444.225,141.3,Gilpin,On-Air,,,CCARC,Rocky Mountain Ham Radio (RMHR),,141.3,,,,,,,,,,Wide area.,Emergency Power,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.55,-5,88.5,N6JOY,Flagstaff,AZ,OPEN,W,235.3,SW,,446.55,441.55,,Coconino,On-Air,,,,N6JOY,,,,,,,,,,,,"West along Interstate 40 to around Bellmont, east along I-40 to Twin Arrows",223.5,,,,,,,,,,,,,,,,,none,,,,,,,,,,Open ↑ / Open ↓,,18212,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,235.5,NE,,449.625,444.625,141.3,Jefferson,On-Air,,,CCARC,Rocky Mountain Ham Radio,,141.3,,,,,,,,,,,E-power,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,235.6,NE,,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,,CCARC,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,235.6,NE,,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,,CCARC,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,235.6,NE,,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,235.6,NE,,145.37,144.77,,Jefferson,On-Air,Rocky Mountain Ham Radio,,CCARC,Rocky Mountain Ham Radio,,,,,,7,,,,,,,,See the website for programming information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,235.6,NE,,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,,CCARC,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,235.6,NE,,446.8375,441.8375,,Jefferson,On-Air,,,CCARC,WA2YZT,,,,,,7,,,,,,,200,See website for more info on CC/TS/TG programming.  www.rmham.org,Full-time to the  Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,236.5,NE,,53.09,51.39,107.2,Jefferson,On-Air,DRC Repeaters,,CCARC,Denver Radio Club,,,,,,,,,,,,Metro Denver area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,237.1,NE,,449.775,444.775,100,Jefferson,On-Air,Denver Radio Club,,CCARC,Denver Radio Club,,100,,,,,,,,,,Metro Denver,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,237.1,NE,,224.38,222.78,100,Jefferson,On-Air,DRC Repeaters,,CCARC,Denver Radio Club,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,237.1,NE,,147.33,147.93,100,Jefferson,On-Air,DRC Repeaters,,CCARC,Denver Radio Club,,,,SATERN: Thu at 19:30.,,,,,,,,Metro Denver and the foothills.,E-power.,Not recommeded to use tone squelch on this repeater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,237.2,NE,,448.975,443.975,123,Jefferson,On-Air,,,CCARC,FRG,,,42845,,,,,,,,,Wide area.,Linkable VHF/UHF Remote Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,237.2,NE,,927.7875,902.7875,156.7,Jefferson,On-Air,,,,N0PYY,,,,,,,,,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,237.2,NE,,448.125,443.125,107.2,Jefferson,On-Air,,,CCARC,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,237.6,E,,447.625,442.625,100,El Paso,On-Air,,,,KD0MDP,363976,100,28299,,,,,,,,,,Linked.,,Full-time to the  The Fun Machine System .,,The Fun Machine,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,141.3,AB0BX,"Highlands Ranch, STEM School",CO,OPEN,EA,237.9,NE,,447.225,442.225,141.3,Douglas,Off-Air,,,CCARC,,373051,141.3,41967,Amateur Satellite net 7PM MST thursday,,,,,,,,8,"AllStar, EchoLink, 25ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,238.7,NE,,446.975,441.975,,Jefferson,On-Air,http://www.w0dmr.org/,,,W0DMR,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,0,,,,,,Denver Metro Area,,,,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,238.9,NE,,448.75,443.75,100,Jefferson,On-Air,,,CCARC,,,100,,,,,,,,,,Local.,E-power.,,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,239.1,NE,,449.95,444.95,77,Douglas,On-Air,,,CCARC,W9SL Owner,,77,,,,,,,,,,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,239.2,NE,,447.825,442.825,D073,Jefferson,On-Air,,,CCARC,Denver Radio Club,,D073,,,,,,,,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,162.2,KD7IC,Mormon Mtn,AZ,OPEN,,240.8,SW,,449.6,444.6,162.2,Coconino,On-Air,,,ARCA,KD7IC,,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,162.2,KD7IC,"Flagstaff, Mormon Mtn",AZ,OPEN,,240.8,SW,,145.27,144.67,162.2,Coconino,On-Air,,,ARCA,KD7IC,,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,240.9,NE,,147.21,147.81,100,Jefferson,On-Air,,,,Denver Water Amateur Radio Club,,100,,DVARC: Thu at 15:30. The net allows DWARC members the ability to test the radio capabilities as well as policies and procedures. This NET is a work in progress and has a good possibility to change times and locations.,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,
440.4,5,100,W7LUX,Flagstaff,AZ,OPEN,,241.6,SW,,440.4,445.4,100,Coconino,Testing,,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,242.6,NE,,447.525,442.525,203.5,Douglas,On-Air,,,CCARC,EmComm Colorado,,146.2,,,,,,,,,,"Denver metropolitan area, front range foothills",,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
