Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Notes,Web links,Coordination,Last update,Downlink Tone,Features,Links,IRLP,Nets,EchoLink,On-air,Affiliate,D-STAR Enabled,Node,Sources,AllStar,Commands,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Grid,Location Photo,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Denver Regional,Northern Colorado,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Local,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,N. Colorado,Wyoming,WyLOCAL
448.15,-5,127.3,KI7DX,"Salt Lake City, Farnsworth Peak",UT,OPEN,string,234.1,NW,string,448.15,443.15,127.3,Salt Lake,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson.,WA7X,undefined,undefined,UVHFS,string,undefined,9,"Full-time to  
        53.15000 (KI7DX) at Salt Lake City, Farnsworth Peak, UT .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1287,-20,string,KF6RAL,"Salt Lake City, Farnsworth Peak",UT,OPEN,string,234.1,NW,string,1287,1267,undefined,Salt Lake,On-Air,"Wide Area: South to Nephi, North to Malad, Idaho, East to Evanston, Wyoming and West to Wendover.",Utah VHF Society,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,KF6RAL (A) Gateway,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
53.15,-1,146.2,KI7DX,"Salt Lake City, Farnsworth Peak",UT,OPEN,string,234.1,NW,string,53.15,52.15,146.2,Salt Lake,On-Air,"Wide area: Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson. Tooele Valley and communities from Grantsville down toward Vernon. Interstate 80 corridor west of the Wasatch Front to the Nevada border. South Davis County, from North Salt Lake to Farmington.",WA7X,undefined,http://www.wa7x.com/ki7dx_rpt.html,UVHFS,string,undefined,9,"Full-time to  
        448.15000 (KI7DX) at Salt Lake City, Farnsworth Peak, UT .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.425,5,192.8,KD7RTO,"Bountiful,  QTH",UT,OPEN,string,234.3,NW,string,447.425,452.425,192.8,Davis,On-Air,undefined,undefined,undefined,undefined,UVHFS,string,undefined,4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,string,234.8,E,string,146.76,146.16,100,Boulder,On-Air,Wide area.,Rocky Mtn VHF Soc,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",undefined,CCARC,string,undefined,5,undefined,undefined,undefined,undefined,undefined,Boulder County ARES,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Tone,single beep,single beep,double beep,double beep,undefined,undefined,undefined,undefined
448.85,-5,string,W7YDO,"Magna,  Kessler Peak",UT,CLOSED,string,234.9,NW,string,448.85,443.85,string,Salt Lake,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,undefined,undefined,undefined,UVHFS,string,undefined,8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.1,0.6,123,KB7ZCL,"Morgan, TV Site.",UT,OPEN,string,236.3,NW,string,147.1,147.7,123,Morgan,On-Air,City of Morgan and surrounding communities.,undefined,5,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.32,0.6,string,WB6JAA,"Grand Canyon, Hopi Pt",AZ,OPEN,E,236.5,SW,string,147.32,147.92,string,Coconino,On-Air,undefined,undefined,undefined,undefined,ARCA,string,undefined,E-power,undefined,undefined,undefined,369463,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,DM36wb,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,string,237.5,E,string,147.045,147.645,123,Adams,On-Air,undefined,Northglenn RA,undefined,undefined,CCARC,string,CSQ,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,string,237.5,SE,string,444.35,449.35,100,Colfax,On-Air,undefined,string,11,undefined,NMFCC,string,undefined,undefined,Full-time to the  Mega-Link System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.96,-0.6,100,K7MLA,"Layton,  Francis Peak",UT,OPEN,string,238.8,NW,string,146.96,146.36,100,Davis,On-Air,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,ERC,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.875,-5,D051,K7DAV,"Layton,  Shepard Peak",UT,OPEN,string,238.8,NW,string,449.875,444.875,D051,Davis,On-Air,"Wide area: Salt Lake, David, Weber, Morgan Counties",K7UHP,undefined,undefined,UVHFS,string,D051,9,undefined,undefined,undefined,undefined,undefined,DCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
53.01,-1,141.3,K7DAV,"Farmington,  Shepard Peak",UT,OPEN,string,238.8,NW,string,53.01,52.01,141.3,Davis,Off-Air,"Davis, Morgan, Weber Counties and North Salt Lake",K7DAV,"New antenna installed 9/17/2016. Replaced broken antenna, replaced duplexer 9/2/2017",undefined,UVHFS,string,141.3,9,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.6,-5,136.5,AI7J,"Layton,  Kaysville Peak",UT,OPEN,string,240.3,NW,string,449.6,444.6,136.5,Weber,On-Air,Wide area: Wasatch Front from Ogden to the Utah/Idaho border.,undefined,undefined,undefined,UVHFS,string,undefined,9,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,string,240.7,SE,string,147.04,147.64,141.3,Colfax,On-Air,undefined,NMEMA ARC,undefined,undefined,NMFCC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,string,241.1,E,string,448.8,443.8,88.5,Boulder,On-Air,undefined,Longmont ARC,undefined,undefined,CCARC,string,88.5,30,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",undefined,LARC: Sun at 20:00.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,241.1,E,string,448.525,443.525,151.4,Boulder,On-Air,undefined,N0EPA,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,223853,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
