Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,IRLP,Last update,Downlink Tone,Sponsor,Affiliate,Notes,Coordination,Features,Links,AllStar,EchoLink,Nets,D-STAR Enabled,Node,Sources,Web links,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,WIRES-X,Grid,Feed,Commands,Mixed-Mode,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Denver Regional,Colorado,Northern Colorado,On-air,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,Local/Cluster,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,English,Worldwide English,Location Photo,Wyoming,WyLOCAL,Europe,Southwest USA
147.35,0.6,88.5,,Boise City,OK,OPEN,,228.2,SSE,,147.35,147.95,88.5,Cimarron,On-Air,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,,88.5,CAPROCK / DUST BOWL INTERTIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,229.2,SW,,448.625,443.625,131.8,La Plata,,Wide area.,,,131.8,KC5EVE,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,229.2,SW,,449.85,444.85,100,La Plata,On-Air,,,,100,DARC,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,230.9,SW,,147.135,147.735,100,La Plata,On-Air,,,,100,,,,CCARC,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.5,5,141.3,K0ECT,"Garden City, Tennis",KS,OPEN,I,232.7,SE,,442.5,447.5,141.3,Finney,On-Air,,3885,,141.3,SKECT,,,Kansas Repeater Council,E-power.,Full-time to the  SKECT System .,,,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,234,SW,,145.37,144.77,100,La Plata,On-Air,,,,100,,,,CCARC,E-power.,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,CSQ,W0GCK,Garden City,KS,OPEN,,235.2,SE,,146.91,146.31,CSQ,Finney,On-Air,Local 25 mi radius.,,,141.3,Sand Hills ARC,,,Kansas Repeater Council,E-power.,"Full-time to  
        146.70000 (W0MI) at Scott City, KS .",,,Tue at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,236.1,SE,,444.525,449.525,141.3,Grant,On-Air,,,,141.3,SKECT,,,Kansas Repeater Council,E-power.,Full-time to the  SKECT System .,,,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,236.3,SW,,442.375,447.375,100,Montezuma,On-Air,,,,,San Juan Connection,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,CSQ,K0KDC,North Platte,NE,OPEN,,237.9,E,,146.835,146.235,CSQ,Lincoln,On-Air,,,,,K0KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,,NE0NP,North Platte,NE,OPEN,,237.9,E,,146.7,146.1,,Lincoln,On-Air,,,,123,North Platte Progressive Amateur Radio Club,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,242,SW,,145.325,144.725,100,Montezuma,On-Air,Wide area.,,,,,,Full time to the San Juan Connection,CCARC,E-power.,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,242.9,SW,,446.7375,441.7375,,Montezuma,On-Air,,,,,RMHAM,,,CCARC,,,,,,,,,http://www.rmham.org,,,,,,,,,,,,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,1,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,243.7,SW,,147.36,147.96,100,San Juan,On-Air,,,,,,,,NMFCC,,Full-time to the  San Juan Connection System .,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,244.1,SW,,147.06,147.66,100,San Juan,On-Air,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,246.8,WSW,,145.19,144.59,100,Montezuma,On-Air,,,,,,,,CCARC,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,246.8,WSW,,447.275,442.275,100,Montezuma,On-Air,,,,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,255.5,SW,,146.79,146.19,127.3,Montezuma,On-Air,,,,127.3,KD5LWU,,,CCARC,,,29317,24336,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,255.5,SW,,449.175,444.175,127.3,Montezuma,Off-Air,,,,,KD5LWU,,,CCARC,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,255.9,SW,,146.74,146.14,100,San Juan,On-Air,,,,,Totah ARC,,,NMFCC,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,255.9,SW,,146.88,146.28,100,San Juan,On-Air,,,,,,,,NMFCC,,Full-time to the  San Juan Connection System .,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,255.9,SW,,447.45,442.45,107.2,San Juan,On-Air,,,,,KB5ITS,,,NMFCC,"E-power, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,255.9,SW,,442.25,447.25,,San Juan,On-Air,,,,,,,,NMFCC,,,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,,1,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,,2,2,,,1,,,,,2,2
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,257.7,SW,,1292.3,1272.3,,San Juan,On-Air,,,,,San Juan County,,,NMFCC,,,,,,,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,257.8,SW,,1291.1,1271.1,,Bernalillo,On-Air,,,,,San Juan County,,,NMFCC,DV only,,,,,,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,257.9,SW,,145.115,144.515,,San Juan,On-Air,,,,,,,,,,,,,,,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,261.3,SW,,146.92,146.32,100,San Juan,On-Air,,,,,San Juan County OEM,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,261.4,SW,,448.65,443.65,127.3,San Juan,On-Air,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,88.5,N5DFQ,Guymon,OK,OPEN,,262.9,SE,,444.975,449.975,88.5,Texas,On-Air,30,,,,DBARC,,,ORSI,Linked.,,,,,,,,http://caprockintertie.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,88.5,N5DFQ,Guymon,OK,OPEN,,264.9,SE,,147.15,147.75,88.5,Texas,On-Air,,,,,DBARC,,,ORSI,"Linked, WX.",Full-time to the  Caprock Intertie System .,,,,,,,http://caprockintertie.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.805,-0.6,103.5,W0KKS,Liberal,KS,OPEN,,268.3,SE,,146.805,146.205,103.5,Seward,On-Air,Local,,,103.5,Southern Plains ARC,,,Kansas Repeater Council,Autopatch,,,,,,,,http://spark-ks.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,141.3,K0ECT,Liberal,KS,OPEN,,268.4,SE,,443.1,448.1,141.3,Seward,On-Air,Local,,,,SPARK,,,Kansas Repeater Council,Autopatch,Full-time to the  SKECT System .,,,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,269.2,SW,,449,444,100,San Juan,,,,,,K5WY,,,NMFCC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,269.2,SW,,53.01,52.01,131.8,San Juan,On-Air,,,,,KB5ITS,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,269.2,SW,,146.85,146.25,100,San Juan,On-Air,,,,100,Totah ARC,,,NMFCC,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,269.2,SW,,146.76,146.16,100,San Juan,On-Air,,,,100,,,,NMFCC,"Closed autopatch, e-power.",Full-time to the  San Juan Connection System .,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,269.2,SW,,147,147.6,100,San Juan,On-Air,,,,,,,,NMFCC,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,269.2,SW,,444.15,449.15,,San Juan,On-Air,,,,,San Juan County,,,,DV only,,,,,,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,269.2,SW,,442.325,447.325,,San Juan,On-Air,,,,,,,,NMFCC,AZ-TRBONET,,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,,1,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,,2,2,,,1,,,,,2,2
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,270.5,SW,,1291.7,1271.7,,San Juan,On-Air,,,,,San Juan County,,,NMFCC,DV only,,,,,,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
