Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Notes,Web links,Coordination,Last update,On-air,EchoLink,IRLP,Affiliate,Nets,AllStar,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Commands,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Grid,Location Photo,YSF Digital Enabled,DG-ID,Mixed-Mode,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Denver Regional,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector,Local,WIRES-X,Feed
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,243.3,E,,449.05,444.05,107.2,107.2,Denver,On-Air,Wide area.,WG0N,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.075,-25,218.1,WB7BYV,"Williams, Bill Williams Mountain",AZ,OPEN,A,243.5,SW,,927.075,902.075,218.1,218.1,Coconino,On-Air,,WB7BYV,,"Full-time to  
        927.11250 (WB7BYV) at Cottonwood, Mingus Mountain, AZ .
 


Full-time to  
        927.38750 (WB7BYV) at Prescott, AZ .
 


Full-time to  
        927.12500 (K7QDX) at Prescott, Mt Union, AZ .",,,ARCA,,,,,,,41510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284.6,-20,,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,,243.5,SW,,1284.6,1264.6,,,Coconino,On-Air,,Bill Williams Mountain Radio Club,"E-power, linked.",,,,ARCA,,,,,,,,,,,,,,,,K7NAZ (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.7875,-5,,K7NAZ,"Williams,  Bill Williams Mountain",AZ,OPEN,,243.5,SW,,445.7875,440.7875,,,Coconino,On-Air,,Bill Williams Mt. Radio Club,,,,,,,,,,,,,,,,,,,,,K7NAZ (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,123,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,,243.5,SW,,449.75,444.75,123,,Coconino,On-Air,Wide area.,Bill Williams Mtn RC,,Full-time to the  WIN System .,9,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,,243.5,SW,,145.115,144.515,,,Coconino,On-Air,,Bill Williams Mountain Radio Club,"E-power, linked.",,,,ARCA,,,,,,,,,,,,,,,,K7NAZ (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.78,-0.6,91.5,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,,243.5,SW,,146.78,146.18,91.5,,Coconino,On-Air,,Bill Williams Mtn Radio Club,,,9,,ARCA,,,,,,BWMRC Net Thurs 7:00pm,,,,,,,,,,,,,,,,,,,,DM35ve,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,,K6DLP,"Williams,  Bill Williams Mountain",AZ,CLOSED,,243.5,SW,,448.275,443.275,,,Coconino,On-Air,,K6DLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.02,-5,,NR7G,"Williams,  Bill Williams Mountain",AZ,CLOSED,,243.5,SW,,448.02,443.02,,,Coconino,On-Air,,K6TWE,,,,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,243.6,SE,,443.75,448.75,100,,Bernalillo,Off-Air,,"WA6CCB, K5RKE",,,,,NMFCC,,,,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,243.8,SE,,51.7,50.7,156.7,,Bernalillo,Off-Air,,K5RKE,,,Off the air until spring 2014,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC1,K5KRE,"Albuquerque, Sandia Crest",NM,OPEN,,243.8,SE,,443.3,448.3,,,Bernalillo,Testing,Wide area.,K5RKE,A Motorola SLR5700 on the BrandMeister worldwide network,,Timeslot 1 3135 (New Mexico) 31302 (MPRG 2) Timeslot 2 31301 (MPRG 1),http://brandmeister.network/?page=repeater&amp;id=313510,NMFCC,,,,,Mac Pass Repeater Group,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,162.2,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,243.9,SE,,145.13,144.53,162.2,162.2,Bernalillo,On-Air,,BERNCO OEM,,"Full-time to  
        145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",,http://bc-ares.org/wordpress/,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,243.9,SE,,442.9,447.9,,,Bernalillo,On-Air,,"Rocky Mountain Ham Radio, NM",,Full-time to the  Colorado TRBO System .,"Colorado Wide: CC 7, TS 1, TG 700 Colorado South: CC 7, TS 2, TG 719",http://www.rmham.org/wordpress/mototrbo-radio-site-information,NMFCC,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,244,SE,,147.02,147.62,141.3,,Santa Fe,On-Air,,NMEMA ARC,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,244.1,SE,,146.82,146.22,162.2,,Santa Fe,On-Air,Wide area.,Santa Fe ARC,"Autopatch, e-power.","Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,SFARC Repeaters,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,244.1,SE,,443.8,448.825,,,Bernalillo,On-Air,Wide area;,Sandia National Laboratories ARC,,,,,NMFCC,,,,,,,,,,,,,,,,W5MPZ (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,244.1,SE,,442.825,447.825,131.8,,Santa Fe,On-Air,,Santa Fe ARC,Autopatch.,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,244.3,SE,,145.29,144.69,100,,Bernalillo,On-Air,,New Mexico Mega Link Assoc,10,Full-time to the  Mega-Link System .,,http://nm5ml.com/,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,244.3,SE,,444.325,449.325,100,,Bernalillo,On-Air,Wide area.,,10,Full-time to the  Mega-Link System .,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,244.3,SE,,145.33,144.73,100,,Bernalillo,On-Air,Wide area.,Amateur Radio Caravan Club of New Mexico,E-power.,"Full-time to  
        444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,http://caravanradio.org/,NMFCC,,,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,244.3,SE,,444,449,100,,Bernalillo,On-Air,Wide area.,Amateur Radio Caravan Club of New Mexico,E-power.,"Full-time to  
        145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,http://www.caravanradio.org,NMFCC,,,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,244.3,SE,,442.75,447.75,162.2,,Bernalillo,On-Air,,,10,,,,,,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,244.3,SE,,442.1,447.1,162.2,,Bernalillo,On-Air,Wide area.,Albuquerque Gas Balloon Assoc,E-power.,,,,,,,,3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,244.3,SE,,442.6,447.6,100,,Bernalillo,On-Air,Wide area.,URFMSI,Closed autopatch.,,"Voting receiver. 10,680'",http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.525,5,100,K5PRN,"Albuquerque, UNM Campus",NM,OPEN,,244.7,SE,,442.525,447.525,100,,Bernalillo,On-Air,,KE5LOH,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,,W7IHC,"Salt Lake City, Intermountain Ridge",UT,OPEN,I,245.6,NW,,448.4,443.4,,,Salt Lake,On-Air,Wide area.,IHC.,9,,,,UVHFS,,,,3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,K7JL,"Salt Lake City,  Farnsworth Peak",UT,OPEN,,245.9,NW,,449.5,444.5,100,,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to Tremonton. Interstate 80 corridor west of the Wasatch Front to the Nevada border. Tooele Valley and communities from Grantsville down toward Vernon. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,K7JL,9,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,100,K7JL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,245.9,NW,,147.12,147.72,100,,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to Tremonton.  I-80 corridor west of the Wasatch Front to the Nevada border.  Tooele Valley and communities from Grantsville down toward Vernon.  West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,K7JL,E-power.,"Full-time to  
        146.94000 (WR7AAA) at Milford, Frisco Peak, UT .
 


Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .
 


Full-time to  
        147.02000 (K7OGM) at Laketown, Bear Lake, UT .
 


Full-time to the  Intermountain Intertie System .",9,http://www.utahvhfs.org/snowlink.html,UVHFS,,,,,Intermountain Intertie,VHF Society Net: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,KF6RAL,"Salt Lake City,  Farnsworth Peak",UT,OPEN,,245.9,NW,,448.075,443.075,,,Salt Lake,On-Air,"South to Nephi, North to Malad, East to Evanston, Wyoming and West to Wendover.",Utah VHF Society,,,,,UVHFS,,,,,,,,,,,,,,,,KF6RAL (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,88.5,WA7VHF,"Salt Lake City, Farnsworth Peak",UT,OPEN,,245.9,NW,,146.94,146.34,88.5,,Salt Lake,On-Air,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden. I-15 and I-80 Coverage,Utah VHF Society,E-power.,,9,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,245.9,E,,447.85,442.85,141.3,141.3,Clear Creek,On-Air,Wide area at 9500',AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,,,,CCARC,,,,,Rocky Mountain Ham Radio,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,127.3,KI7DX,"Salt Lake City, Farnsworth Peak",UT,OPEN,,245.9,NW,,448.15,443.15,127.3,,Salt Lake,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson.,WA7X,9,"Full-time to  
        53.15000 (KI7DX) at Salt Lake City, Farnsworth Peak, UT .",,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.62,-0.6,,W7SP,"Salt Lake City, Farnsworth Peak",UT,OPEN,,245.9,NW,,146.62,146.02,,,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to Tremonton.  Tooele Valley and communities from Grantsville down toward Vernon.  Interstate 80 corridor west of the Wasatch Front to the Nevada border.  West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,Utah ARC,E-power.,,,,UVHFS,,,,,,UARC: Sun at 21:00.,,,,,,,,,,,,Synchroneous.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.15,-1,146.2,KI7DX,"Salt Lake City, Farnsworth Peak",UT,OPEN,,245.9,NW,,53.15,52.15,146.2,,Salt Lake,On-Air,"Wide area: Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson. Tooele Valley and communities from Grantsville down toward Vernon. Interstate 80 corridor west of the Wasatch Front to the Nevada border. South Davis County, from North Salt Lake to Farmington.",WA7X,9,"Full-time to  
        448.15000 (KI7DX) at Salt Lake City, Farnsworth Peak, UT .",,http://www.wa7x.com/ki7dx_rpt.html,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,100,K7JL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,245.9,NW,,449.15,444.15,100,,Salt Lake,On-Air,"Wide area: Salt Lake, Ogden, Provo, Tooele and beyond.",K7JL,,,9,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
145.125,-0.6,,KF6RAL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,245.9,NW,,145.125,144.525,,,Salt Lake,On-Air,"Wide area: South to Nephi, North to Malad, East to Evanston, West to Wendover.",Utah VHF Society,,,,,UVHFS,,,,,,,,,,,,,,,,KF6RAL (C) Gateway,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,-20,,KF6RAL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,245.9,NW,,1287,1267,,,Salt Lake,On-Air,"Wide Area: South to Nephi, North to Malad, Idaho, East to Evanston, Wyoming and West to Wendover.",Utah VHF Society,,,,,UVHFS,,,,,,,,,,,,,,,,KF6RAL (A) Gateway,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,246.2,SE,,224.58,222.98,100,,Bernalillo,On-Air,,KH6JTM,"Autopatch, e-power.",,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,146.2,KD5MHQ,Albuquerque,NM,OPEN,,246.2,SE,,146.74,146.14,146.2,,Bernalillo,On-Air,,KD5MHQ,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,246.6,SE,,147.32,147.92,100,,Bernalillo,On-Air,,K5LXP,20,,,K5LXP Repeters,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,246.7,SE,,147.465,147.465,88.5,,Bernalillo,On-Air,,,,,,http://www.w5mhg.com,,,,465010,,,,28239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,,W7YDO,"Magna,  Kessler Peak",UT,CLOSED,,246.8,NW,,448.85,443.85,,,Salt Lake,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,,8,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,247.4,SE,,146.9,146.3,67,,Bernalillo,On-Air,Wide area.,Upper Rio FM Society,5,"Full-time to  
        147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,247.4,SE,,449.8,444.8,67,,Bernalillo,On-Air,,Upper Rio FM Soc,5,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,247.4,SE,,449.45,444.45,,,Bernalillo,On-Air,,The Upper Rio FM Society,,,,http://www.urfmsi.org,NMFCC,,,,,,,,,,,,,,,,W5URR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,247.4,SE,,449.55,444.55,71.9,,Bernalillo,On-Air,,Upper Rio FM Soc,5,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5XE,Albuquerque,NM,OPEN,,247.8,SE,,147.36,147.96,100,,Bernalillo,Off-Air,,KB5XE,E-power.,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,248.8,SE,,927.7,902.7,210.7,,Bernalillo,Off-Air,Wide area.,,"Closed autopatch, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,248.8,NE,,145.16,144.56,88.5,123,Jackson,On-Air,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,8,Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of repeaters.,,CCARC,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,249.4,SE,,147.38,147.98,,,Bernalillo,On-Air,,ED&amp;DREW,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.65,-25,151.4,KC5ZXW,Albuquerque,NM,OPEN,,249.4,SE,,927.65,902.65,151.4,,Bernalillo,Off-Air,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,KC5ZXW,"Albuquerque, Southeast",NM,OPEN,,249.7,SE,,444.1,449.1,100,,Bernalillo,On-Air,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,CC1,N5GU,"Albuquerque, Southeast",NM,OPEN,,249.7,SE,,444.6,449.6,,,Bernalillo,On-Air,Albuquerque area,Drew J. Riedle,TS 1 Talk Groups *91 World wide *93 North America *3100 USA Nation wide TS 2 Talk Groups *310 TAC 310 *3135 New Mexico State wide *3176 Southwest Region USA,,,http://brandmeister.network/?page=repeater&amp;id=313509,NMFCC,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,,W5AOX,Sandia Park,NM,OPEN,E,250.3,SE,,224.94,223.34,,,Bernalillo,On-Air,,W5AOX,Remote base.,"Full-time to  
        444.15000 (W5AOX) at Sandia park, NM .",,http://www.qsl.net/w5aox/,NMFCC,,,3061,,,,,,,,,,,,,,,"CB58 (this selects mem 58, or 146.58.. Enter B and the desired memory number, then unkey) 
VFO Freq Entry CD14*275D (example is to enter 14.275 MHz) 
Step Freq UP 1 KHz 
C2 Step Freq DOWN 1 Khz C1 Select/Toggle through Modes  
C8 Read Back Current Mode  C0 (Zero) Read Current Freq in CW C4 Activate Remote Base 
Transmit 587 Remote Base Receive Only 
576 Toggle RX Preamp 
C5 Toggle RX 20dB Attenuator 
C3 Select 80/40M Dipole 
*1A Select Triband (10-15-20-6M) Beam 
*1B Select Ringo Ranger 2M vert ant 
*2A Select 2M + 432 horiz beams 
*2B Scan Start CA (MUST be in monitor-only mode (576) to scan, Starts from current freq) Scan Stop PTT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,250.3,NE,,224.6,223,100,,Gilpin,,,W0RM,,,,,CCARC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,100,W5AOX,Sandia park,NM,OPEN,E,250.3,SE,,444.15,449.15,100,,Bernalillo,On-Air,,W5AOX,,"Full-time to  
        224.94000 (W5AOX) at Sandia Park, NM .",,,NMFCC,,,3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,250.8,E,,146.64,146.04,100,,Jefferson,On-Air,"Wide area. 
   Repeater Coverage Map",Denver Radio League,E-power.,,8,DRL Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,250.8,E,,145.28,144.68,100,,Jefferson,On-Air,Wide area.,,"Closed autopatch, e-power, linked.","Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .","PL is usually off, allowing use by older transceivers.",Intermountain Repeater Group,CCARC,,,,,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,250.8,E,,146.985,146.385,100,100,Denver,On-Air,,El Jebel RADOPS,E-power.,,,,CCARC,,,,3346,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,250.8,E,,448.625,443.625,100,100,Jefferson,On-Air,Denver metro area.,Denver Radio Club,E-power.,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,DRC Repeaters,CCARC,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,250.8,E,,449.525,444.525,CSQ,,Jefferson,On-Air,,KE0SJ,E-power.,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,Intermountain Repeater Group,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,250.9,E,,446.7875,441.7875,,,Jefferson,On-Air,,Denver Radio Club,,,,http://www.w0tx.org/,CCARC,,,,,Brandmeister Network,,,,1,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,250.9,E,,927.8375,902.025,,,Jefferson,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,The offset is -25.8125,,CCARC,,,,,,,45770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,252.5,NE,,449.225,444.225,141.3,141.3,Gilpin,On-Air,Wide area.,Rocky Mountain Ham Radio (RMHR),Emergency Power,,"Emcomm Affiliated, Open repeater",,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,252.5,NE,,145.31,144.71,88.5,123,Gilpin,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,10,Full-time to the  Colorado Connection System .,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,CCARC,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,254.5,SE,,53.2,52.2,107.2,,Santa Fe,Off-Air,,N9PGQ,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,254.5,SE,,146.84,146.24,107.2,,Santa Fe,,,N9PGQ,,,,,NMFCC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
