Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Nets,Web links,Coordination,Last update,Downlink Tone,Links,Commands,Feed,EchoLink,IRLP,Affiliate,Notes,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,Local Network,Mixed-Mode,Southern Colorado,Denver Regional,Northern Colorado,Worldwide,Grid,YSF Digital Enabled,DG-ID,AllStar,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,On-air,English,TAC 310,Mountain Reg USA,Location Photo,Wyoming,WyLOCAL
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,123.9,WSW,yes,147.39,147.99,107.2,Garfield,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",Roaring Fork Amateur Repeater Cooperative,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,126.6,WSW,yes,449.6,444.6,107.2,Garfield,On-Air,Wide area.,,e-power Linked to GMRA open system,,http://www.gmra.org,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,128.9,NNE,yes,147,146.4,103.5,Banner,On-Air,,Tri-City Radio Amateur Club,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,158.3,NNE,yes,147.075,147.675,,Scotts Bluff,On-Air,,Tri-City Radio Amateur Club,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,190.7,NE,yes,146.715,146.115,103.5,Box Butte,On-Air,,TriCity,,,,,yes,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,136.1,WNW,yes,145.265,144.665,107.2,Moffat,,,NW Colorado ARC,E-power.,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,136.7,SW,yes,449.95,444.95,,Gunnison,,,K5GF,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,136.7,SW,yes,147.12,147.72,,Gunnison,On-Air,,W0VTL,E-power.,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,140.3,NNW,yes,147.24,147.84,100,Carbon,On-Air,Wide area.,CCARS,,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,146,WSW,yes,146.76,146.16,107.2,Garfield,Off-Air,"New Castle, Silt, Rifle and Rulison and areas around Parachute.","N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,,,CCARC,yes,,,,,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DM69cl,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,147.6,N,yes,146.88,146.28,100,Platte,On-Air,,GPARA,,,,WRCG,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,147.6,N,yes,449.625,444.625,151.4,Platte,On-Air,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,147.6,N,yes,224.68,223.08,,Platte,On-Air,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,152.2,WSW,yes,147.33,147.93,107.2,Delta,On-Air,Wide area.,North Fork Repeater Assoc.,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,153.8,E,yes,146.955,146.355,,Phillips,,,PCARC,E-power.,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,154.9,NNE,yes,145.475,144.875,,Scotts Bluff,On-Air,20,RWMC,e-power.,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,155.5,NNE,yes,445.1,445.1,100,Scotts Bluff,On-Air,,,,,,,yes,100,,,,,3942,,This is a simplex IRLP node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,154.9,NNE,yes,444.825,449.825,,Scotts Bluff,On-Air,,W0KAV/KW0R,"Autopatch, e-power.",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,156.9,SSE,yes,147.36,147.96,,Otero,On-Air,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,E-power,,,,yes,123,,,,,,KC0ITF,Digital Wires-X,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,11360,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,156.9,SSE,yes,446.75,441.75,,Otero,On-Air,La Junta,,E-power.,,,,yes,,,,,,,KC0ITF,Please use Busy Channel LockOut,,,,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",yes,0,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,158.6,NNE,yes,146.445,146.445,88.5,Scotts Bluff,On-Air,,,,,http://garymcduffie.com,,yes,88.5,,Access pre-fix = 5,,,3055,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,159.5,SSW,yes,146.64,146.04,77,Rio Grande,On-Air,Low level local coverage,,,,,,yes,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28781,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,159.9,SSW,yes,447.1,442.1,77,Saguache,On-Air,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,160.1,WSW,yes,449.5,444.5,107.2,Mesa,Off-Air,,Grand Mesa Repeater Association (GMRA),E-power.,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,194,WSW,yes,449,444,,Mesa,On-Air,,KB0SW,,,,CCARC,yes,107.2,,,,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,206.6,W,yes,447,442,107.2,Garfield,On-Air,Wide area.,,8,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,167,S,yes,145.355,144.755,100,Huerfano,On-Air,,N0JPX,"E-power, linked.",,,CCARC,yes,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,167.1,WSW,yes,147.36,147.96,100,Delta,,,W0ALC,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,167.1,WSW,yes,449.825,444.825,100,Delta,,,W0ALC,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,167.1,WSW,yes,147.195,147.795,107.2,Delta,,Local.,,,,,,yes,,,,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,171.3,NW,yes,146.7,146.1,162.2,Carbon,On-Air,,,,,,WRCG,yes,,,,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,171.3,NW,yes,449.8,444.8,146.2,Carbon,,,Wyocomm,,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,171.3,NW,yes,146.76,146.16,100,Carbon,On-Air,Wide area.,CCARS,,Sunday nite net 2030 local time.,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,171.3,NW,yes,147.39,147.99,100,Carbon,On-Air,Wide area.,HERC,E-power.,,,,yes,,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,N7ZEF (EchoLink).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,171.3,NW,yes,448.3,443.3,100,Carbon,,,,,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,174,SW,yes,146.925,146.325,,Mineral,Off-Air,,Creede ARC,,,,CCARC,yes,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,177,WSW,yes,446.9125,441.9125,,Mesa,On-Air,"Grand Junction, I70",Bill Frost,,,,,yes,,,,,,,,Brandmeister network,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,177.2,SW,yes,147.135,146.535,123,Hinsdale,On-Air,,,E-power (solar),,http://www.sjcham.com,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,190.9,SW,yes,147.27,147.87,127.3,Ouray,On-Air,,,,,http://www.sjcham.com,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,200.8,SW,yes,147.375,147.975,156.7,San Juan,On-Air,Wide area.,,13,,http://www.sjcham.com,CCARC,yes,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,201.1,SW,yes,145.325,144.725,127.3,San Juan,On-Air,,,Solar powered,,http://www.sjcham.com,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,201.1,SW,yes,444,449,67,San Juan,On-Air,,,,,http://www.sjcham.com,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,201.1,SW,yes,447.525,442.525,127.3,San Juan,On-Air,Wide area.,KB5ITS,E-power.,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,237.7,SW,yes,147.15,147.75,100,La Plata,On-Air,Bayfield,,E-power.,,http://www.sjcham.com,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,238.5,SW,yes,147.135,147.735,100,La Plata,On-Air,,,,,http://www.sjcham.com,CCARC,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,242.1,SW,yes,442.375,447.375,100,Montezuma,On-Air,,San Juan Connection,,,,,yes,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,247.5,SW,yes,145.325,144.725,100,Montezuma,On-Air,Wide area.,,E-power.,,http://www.sjcham.com,CCARC,yes,,,,,,,,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,250.1,SW,yes,145.19,144.59,100,Montezuma,On-Air,,,,,http://www.sjcham.com,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,250.1,SW,yes,447.275,442.275,100,Montezuma,On-Air,,,,,http://www.sjcham.com,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,179.5,WSW,yes,146.91,146.31,107.2,Montrose,On-Air,,,E-Power,,,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,179.5,WSW,yes,146.79,146.19,107.2,Montrose,On-Air,,KC0UXX,E-power.,,,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,181.1,SW,yes,449.525,444.525,100,Mineral,On-Air,,N0PKT,,,,,yes,100,Full-time to the  The Fun Machine System .,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,DM67lt,,,43265,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,183.2,SE,yes,146.61,146.01,123,Prowers,On-Air,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,Lamar Amateur Radio Club,,,,CCARC,yes,123,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,183.3,SE,yes,449.5,444.5,123,Prowers,On-Air,45,Lamar ARC,,,,CCARC,yes,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,189.4,NE,yes,147.015,147.615,,Box Butte,On-Air,Local.,N2VHZ,,,,,yes,,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,191.2,ESE,yes,147.03,147.63,88.5,Sherman,Off-Air,I-70,Sherman County Amateur Radio Club (SCARE),,,SCARE on Facebook,,yes,,,,,,3769,,This is the highest (above sea level) amateur repeater in Kansas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,191.3,WSW,yes,145.175,144.575,107.2,Mesa,On-Air,Greater grand Junction area.,,"E-power,",,,CCARC,yes,,,Standard IRLP node commands.,,,3161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,203.9,WSW,yes,146.94,146.34,107.2,Mesa,On-Air,Grand Junction 30-50 mi,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,http://w0rrz.org,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,192.7,S,yes,147.375,147.975,100,Las Animas,Off-Air,Good coverage along I-25 between CO/NM state line and 40 miles north.,K0BV,,,,CCARC,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,192.7,S,yes,447.375,442.375,100,Las Animas,On-Air,"Covers I-25 from CO/NM border to north of Trinidad, CO.",KG5JL,E-power (batt).,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,193.7,S,yes,446.775,441.775,,Las Animas,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,,CCARC,yes,,,,,,,,,,,,,,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,193.9,WSW,yes,147.39,147.99,107.2,Mesa,,,KE0TY,Linked.,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,194,WSW,yes,145.22,144.62,107.2,Mesa,,,KE0TY,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,193.9,WSW,yes,146.82,146.22,107.2,Mesa,On-Air,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28515,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,195.2,WSW,yes,448.15,443.15,100,Mesa,On-Air,,,,,,CCARC,yes,,,,,312189,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,194,WSW,yes,147.105,147.705,,Mesa,On-Air,,K0SSI,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,194,WSW,yes,447.5,442.5,114.8,Mesa,,,KC0ARV,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,194,WSW,yes,446.775,441.775,,Mesa,On-Air,,,,,,,yes,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,194,WSW,yes,449.775,444.775,173.8,Mesa,On-Air,,,,,,CCARC,yes,88.5,,,,7572,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,195.5,E,yes,146.76,146.16,123,Keith,On-Air,,Charlie Allen,,"Sun at 19:30. 
Wed at 20:00.",,,yes,,,,,751985,7349,,Linked to 146.940 in North Platte and 442.250 south of North Platte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,199,SE,yes,444.6,449.6,146.2,Wallace,On-Air,"US-40 
   Repeater Coverage Map",WA0VJR,,,,,yes,,,,,,3148,,Dial 9335 to access K-Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,204.6,NNW,yes,145.46,144.86,110.9,Natrona,On-Air,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo",W7QQA,,"Buffalo roll call, Tuesday night",http://wyoham.com,WRCG,yes,110.9,,103,,,,"Buffalo Radio Club, Casper Radio Club",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,204.7,SE,yes,442.175,447.175,156.7,Greeley,On-Air,,WKARC,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,173.8,KD7AGA,"Casper, Casper Mountain",WY,OPEN,,205.8,NNW,yes,146.64,146.04,173.8,Natrona,Off-Air,Regional.,CDK Net,E-power.,,,WRCG,yes,,"Full-time to  
        449.57500 (W7VNJ) at Casper, Wyoming Med Center, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,205.8,NNW,yes,449.9,444.9,,Natrona,On-Air,Metro area.,Casper Amateur Radio Club,,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,11941,,,,,,,
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,205.8,NNW,yes,146.94,146.34,123,Natrona,On-Air,Wide area.,Casper ARC,E-power.,RACES/ARES: Sun at 20:00.,http://casperarc.net/wiki/index.php/146.940,WRCG,yes,123,"Full-time to  
        147.39000 (KD7BN) at Rawlins, WY .
 


Full-time to the  Wyocom System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,NB7I,"Casper, Casper Mtn.",WY,OPEN,,207.7,NNW,yes,449.5,444.5,100,Natrona,On-Air,"Wide area, linked to 147.390 Rawlins",Versatel,Solar Powered,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,212.1,SW,yes,147.27,147.87,127.3,San Juan,On-Air,Wide area.,KB5ITT,E-power.,,,CCARC,yes,,,,,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,213.3,SE,yes,146.64,146.04,100,Las Animas,Off-Air,Wide area: West BACA and East Las Animas counties.,,,,KZ0DEM Repeaters,CCARC,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,218.9,SE,yes,147.09,147.69,118.8,Baca,,,BCDEARC,,,,CCARC,yes,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,218.9,SE,yes,147.33,147.93,118.8,Baca,Off-Air,,Baca County Amateur Emergency Management,,,KZ0DEM Repeaters,CCARC,yes,118.8,,,,97142,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,218.9,SE,yes,449.2,444.2,118.8,Baca,On-Air,provides coverage to central Baca County,Baca County Div of Emerg Mgt Communications,,,,,yes,118.8,,55,,97142,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,,215,ESE,yes,444.75,449.75,162.2,Thomas,,"Wide area. 
 Click for coverage map.  50 mi radius.",,"Linked to K-Link Repeater Network 
E-power (batt) 
Allstar 46010",,K-Link Repeater Network,Kansas Repeater Council,yes,162.2,,,,,,K-Link Repeater Network,"Repeater is intermittently off-air, and the Allstar node is down.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,215.4,SE,yes,444,449,141.3,Hamilton,On-Air,,SKECT,E-power.,,http://skect.org/default.aspx,Kansas Repeater Council,yes,141.3,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,257.9,SE,yes,147.06,147.66,,Grant,On-Air,Local,SKECT,,,,Kansas Repeater Council,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,266.9,SE,yes,444.525,449.525,141.3,Grant,On-Air,,SKECT,E-power.,,http://skect.org/default.aspx,Kansas Repeater Council,yes,141.3,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,217.6,SSW,yes,146.61,146.01,123,Archuleta,On-Air,,,,,http://durangoarc.org/,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
