Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update,EchoLink,Notes,Features,Affiliate,Links,IRLP,AllStar,Web links,Nets,Feed,On-air,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Mixed-Mode,Local Network,Worldwide,North America,Local/Cluster,Grid,Commands,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,English,TAC 310,Mountain Reg USA,Europe,Southwest USA,Wyoming,WyLOCAL
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,170.8,WSW,yes,146.61,146.01,88.5,,San Juan,On-Air,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Sinbad Desert ARC,UVHFS,yes,64264,11.36,Remote base.,,,3270,,http://www.sdarc.us/repeaters/abajo.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,190.6,W,yes,147.32,147.92,88.5,,Carbon,On-Air,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",Sinbad Desert ARC,UVHFS,yes,64264,110,Remote base.,,,3270,,http://sdarc.us/repeaters/bruin.html,,,,,,,,,,,,,,,,,,DM49tp,,,,,,,yes,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,190.6,W,yes,449.05,444.05,88.5,,Carbon,On-Air,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",Sinbad Desert ARC,UVHFS,yes,64264,,Remote base.,,,3270,,http://sdarc.us/repeaters/bruin.html,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,203.6,W,yes,147.14,147.74,88.5,,Emery,On-Air,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Sinbad Desert ARC,UVHFS,yes,64264,7,"Closed autopatch, remote base.",,Full-time to the  Sinbad Desert (SDARC) System .,3270,,http://sdarc.us/repeaters/cedar.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,203.6,W,yes,448.55,443.55,88.5,,Emery,On-Air,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",N7QLO,UVHFS,yes,,Stand alone.,Remote base.,,,3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,228.1,WSW,yes,147.08,147.68,136.5,,Wayne,On-Air,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",Sinbad Desert ARC,UVHFS,yes,64264,11,"Closed autopatch, remote base.",,Full-time to the  Sinbad Desert (SDARC) System .,3270,,http://sdarc.us/repeaters/mt-ellen.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,171,NE,yes,449.9,444.9,100,100,Laramie,On-Air,From 5 miles to 25 miles,N7JJY,,yes,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,171.8,NE,yes,448.95,443.95,151.4,151.4,Laramie,On-Air,Local,,WRCG,yes,,Brandmiester and analog.,,,,,,,,,,yes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,172.7,NE,yes,449.3,444.3,,,Laramie,On-Air,,WU7G,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,239.3,NE,yes,444.125,449.125,114.8,,Scotts Bluff,On-Air,Wide area,SBCEMA,,yes,,,Linked to Albin (147.165) and Cheyenne (146.775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,176.3,E,yes,448.2,443.2,,,Morgan,On-Air,,,CCARC,yes,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",Mixed Mode,NEAHR,Full-time to the  Colorado TRBO System .,,,Rocky Mountain Ham Radio,,,,yes,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,203,E,yes,448.175,443.175,,,Morgan,On-Air,,W0FT,CCARC,yes,,,,Rocky Mountain Ham Radio,,,,http://www.rmham.org/,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,177.6,ESE,yes,446.7375,441.7375,,,Lincoln,On-Air,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",K0RTS KC0VJD,CCARC,yes,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,RMHam,,,,,,,,yes,8,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,177.8,NW,yes,145.49,144.89,136.5,,Uintah,On-Air,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.","W7BYU,  Borderline ARC",UVHFS,yes,,,"Autopatch, 8,506', linked to (147.320).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,178.2,SSW,yes,1291.1,1271.1,,,Bernalillo,On-Air,,San Juan County,NMFCC,yes,,,DV only,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,178.3,SSW,yes,145.115,144.515,,,San Juan,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,178.3,ESE,yes,147.06,147.66,103.5,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,CCARC,yes,791116,,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,,3794,42740,http://www.bigsandyradio.com/,Big Sandy Net: Wed 19:00,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,179.1,ESE,yes,447,442,103.5,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",Delbert Noakes (KC0VJD),,yes,,,APRS repeater &amp; I-Gate / Weather station,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,DM89gb,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,30534,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,181,N,yes,146.7,146.1,162.2,,Carbon,On-Air,,,WRCG,yes,,,,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,181,N,yes,449.8,444.8,146.2,,Carbon,,,Wyocomm,WRCG,yes,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,181,N,yes,146.76,146.16,100,,Carbon,On-Air,Wide area.,CCARS,,yes,,,,,,,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,181,N,yes,147.39,147.99,100,,Carbon,On-Air,Wide area.,HERC,,yes,,,E-power.,N7ZEF (EchoLink).,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,181,N,yes,448.3,443.3,100,,Carbon,,,,WRCG,yes,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,181.8,SSE,yes,145.175,144.575,141.3,,Taos,Off-Air,,NMEMA ARC,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,201,SSE,yes,147.04,147.64,141.3,,Colfax,On-Air,,NMEMA ARC,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,233.6,SE,yes,147.175,147.775,141.3,,Union,On-Air,,NMEMA ARC,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,182.8,SSW,yes,146.92,146.32,100,,San Juan,On-Air,,San Juan County OEM,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,186.5,SSW,yes,146.85,146.25,100,100,San Juan,On-Air,,Totah ARC,NMFCC,yes,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,183.4,SSW,yes,1292.3,1272.3,,,San Juan,On-Air,,San Juan County,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,186.5,SSW,yes,444.15,449.15,,,San Juan,On-Air,,San Juan County,,yes,,,DV only,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,187.9,SSW,yes,1291.7,1271.7,,,San Juan,On-Air,,San Juan County,NMFCC,yes,,,DV only,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,186.5,SSW,yes,449,444,100,,San Juan,,,K5WY,NMFCC,yes,,,E-power.,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,186.7,SE,yes,446.775,441.775,,,Las Animas,On-Air,,Cheyenne Mountain Repeater Group (CMRG),CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,198.3,SE,yes,446.775,441.775,,,Colfax,On-Air,,Cheyenne Mountain Repeater Group,NMFCC,yes,,,,,,,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,188,SE,yes,147.375,147.975,100,100,Las Animas,Off-Air,Good coverage along I-25 between CO/NM state line and 40 miles north.,K0BV,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,188,SE,yes,447.375,442.375,100,,Las Animas,On-Air,"Covers I-25 from CO/NM border to north of Trinidad, CO.",KG5JL,CCARC,yes,,,E-power (batt).,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,191,W,yes,145.175,144.575,,,Carbon,On-Air,Eastern Utah,SDARC,,yes,,,,Sinbad Desert A.R.C.,,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,195.7,SE,yes,147.36,147.96,,123,Otero,On-Air,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,yes,,Digital Wires-X,E-power,KC0ITF,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,11360,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,195.7,SE,yes,446.75,441.75,,,Otero,On-Air,La Junta,,,yes,,Please use Busy Channel LockOut,E-power.,KC0ITF,,,,,,,,yes,0,,,,,,,,,,,,,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,196.7,NW,yes,146.61,146.01,100,,Sweetwater,On-Air,Wide area: SW Wyoming,Sweetwater RACES,WRCG,yes,,,Autopatch.,,,,,http://wy7u.angelfire.com,Sun at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,196.7,NW,yes,146.94,146.34,100,,Sweetwater,On-Air,Wide area.,Sweetwater ARC,WRCG,yes,357388,,,,Full-time to the  HERC System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,197.4,SSE,yes,444.975,449.975,123,,Taos,On-Air,,N5TSV,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,201,WNW,yes,147.28,147.88,107.2,107.2,Duchesne,On-Air,,AD7ZW,UVHFS,yes,458414,,Autopatch,,,3205,,http://ad7zwrepeater.xyz,,,,,,,,,,,,,,,,,,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,201.1,WNW,yes,146.74,146.14,100,,Duchesne,Off-Air,,,UVHFS,yes,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,201.4,WNW,yes,147.26,147.86,,,Duchesne,On-Air,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",Borderline ARC,UVHFS,yes,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,202.8,W,yes,448.075,443.075,,,Carbon,Off-Air,,Sinbad Desert Amateur Radio Club,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,203.6,W,yes,447.125,442.125,100,,Emery,,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",San Rafael Cactus Assoc,UVHFS,yes,,,7,Cactus-Intertie,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,,KA7PJK,Rock Springs,WY,OPEN,,207.8,NW,yes,147.3,147.9,,,Sweetwater,Testing,,ka7PJk,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,107.2,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,E,207.8,NW,yes,146.655,146.055,107.2,107.2,Sweetwater,On-Air,Wide area. 100 mi radius.,Sweetwater Amateur Radio Club,,yes,865361,Sweetwater Amateur Radio Club uses this repeater pair for ARES/RACES use on both analog and d-star at different times.,,,,,,http://wy7u.angelfire.com,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
448.875,-5,CC1 123.0,KF7OBL,Rock Springs,WY,OPEN,,207.8,NW,yes,448.875,443.875,123,,Sweetwater,On-Air,,,,yes,,,DMRPlus,,,,,,,,,yes,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      Local/Cluster  2  2      Mountain Reg USA  2  3177    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,Yes; analog capable.,,1,1,2,,,,,,,,,,,,,,,,,,,,,1,,2,,,,
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,208.4,NW,yes,444.5,449.5,123,,Sweetwater,On-Air,,Sweetwater ARC,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,CC12 123.0,AD0BN,"Green River, Green River High School",WY,OPEN,,211.9,NW,yes,444.775,449.775,123,123,Sweetwater,Testing,"Note: This repeater will operate in digital mode only. It may, however, be switched to analogue mode under special circumstances and will use a tone of 123/123. Digital repeater should provide portable coverage in the Green River area when operational. Repeater is not currently on-air but has been coordinated and is awaiting installation. Please use Talkgroup 2 and Timeslot 2 for local communications. Repeater uses color 12.",,WRCG,yes,,,,,,,,,,,,yes,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,212.5,SSE,yes,145.21,144.61,110.9,110.9,Colfax,On-Air,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",NMFCC,yes,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,214.4,SSE,yes,147.34,147.94,100,,Colfax,On-Air,Wide area.,Taos ARC,NMFCC,yes,,,E-power.,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,215.2,W,yes,145.43,144.83,88.5,,Carbon,,Price.,,UVHFS,yes,,,5,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,215.2,W,yes,224.5,222.9,88.5,,Carbon,,,College of Eastern Utah ARC,UVHFS,yes,,,5,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,215.2,W,yes,448.3,443.3,88.5,,Carbon,,Price.,College of Eastern Utah ARC,UVHFS,yes,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,215.2,W,yes,147.2,147.8,88.5,,Carbon,On-Air,,,UVHFS,yes,64264,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,215.2,W,yes,448.3,443.3,,,Carbon,,,,UVHFS,yes,64264,,,,,3270,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,215.5,E,yes,145.295,144.695,,,Logan,On-Air,Wide area,NECARA,CCARC,yes,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,216,SW,yes,449.9,444.9,123,,San Juan,On-Air,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,UVHFS,yes,,Part time link to  two repeaters,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,220.7,NNE,yes,146.88,146.28,100,100,Platte,On-Air,,GPARA,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,220.7,NNE,yes,449.625,444.625,151.4,,Platte,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,220.7,NNE,yes,224.68,223.08,,,Platte,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.635,0.6,100,WY7BV,"Mountain View, Hickey Mtn",WY,OPEN,,222.7,NW,yes,144.635,145.235,100,,Uinta,Off-Air,I-80,Bridger Valley Amateur Radio Club,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,226.2,WNW,yes,147.34,147.94,136.5,,Uintah,On-Air,Wide area.,Borderline Amateur Radio Club,UVHFS,yes,,9,,Roosevelt Junior High School Amateur Radio Club,"Full-time to  
        147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,226.3,NE,yes,147,146.4,103.5,,Banner,On-Air,,Tri-City Radio Amateur Club,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,252.2,NE,yes,147.075,147.675,,,Scotts Bluff,On-Air,,Tri-City Radio Amateur Club,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,233.6,SE,yes,146.85,146.25,100,,Union,Off-Air,Wide area.,Sierra Grande RC,NMFCC,yes,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,233.6,SE,yes,444.8,449.8,77,,Union,Off-Air,Wide area.,Sierra Grande Repeater Club,NMFCC,yes,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,247.8,NE,yes,445.1,445.1,100,100,Scotts Bluff,On-Air,,,,yes,,This is a simplex IRLP node.,,,,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,249.2,NE,yes,145.475,144.875,,,Scotts Bluff,On-Air,20,RWMC,,yes,,,e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,248.8,SE,yes,146.64,146.04,100,100,Las Animas,Off-Air,Wide area: West BACA and East Las Animas counties.,,CCARC,yes,,,,,,,,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,249.2,NE,yes,444.825,449.825,,,Scotts Bluff,On-Air,,W0KAV/KW0R,,yes,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,253.8,NE,yes,146.445,146.445,88.5,88.5,Scotts Bluff,On-Air,,,,yes,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,3055,,http://garymcduffie.com,,,,,,,,,,,,,,,,,,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,
