Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,IRLP,Commands,Notes,Nets,Web links,Affiliate,EchoLink,Grid,D-STAR Enabled,Node,Sources,Feed,AllStar,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,Mixed-Mode,Local Network,YSF Digital Enabled,DG-ID,English,Europe,TAC 310,DCI Bridge,Southwest USA,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Mountain Reg USA,Wyoming,WyLOCAL
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,165.7,NNE,yes,927.825,902.825,100,Larimer,,AB0SF,CCARC,yes,On-Air,,100,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,165.8,NE,yes,447.45,442.45,123,Larimer,,,CCARC,yes,On-Air,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,165.8,NE,yes,446.7375,441.7375,,Larimer,,N0AOL - NoCo C-Bridge Network,CCARC,yes,On-Air,DMR-MARC World Wide Network,,Wide area: North Front Range.,,,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,,,,,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,2,,,,,1,,1,,,,,,,2,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,166.8,NE,yes,447.725,442.725,131.8,Larimer,,W7RF,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,169.7,NW,yes,449.9,444.9,136.5,Uintah,Unknown,Borderline Amateur Radio Club,,yes,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,172.4,NW,yes,147.1,147.7,136.5,Uintah,,""">Borderline ARC",UVHFS,yes,On-Air,"Autopatch, e-power.",,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",3577,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",8,,,,458414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,203.7,NW,yes,147.04,147.64,136.5,Uintah,,Borderline ARC,UVHFS,yes,On-Air,E-power.,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Full-time to the  Sinbad Desert (SDARC) System .,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,171,NE,yes,446.8125,441.8125,,Larimer,,W0QEY CSU,CCARC,yes,On-Air,D-Star Gateway,,Fort Collins Local Area,,,,Free Star,,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,171.1,NE,yes,147.36,147.96,100,Larimer,,CO State Univ ARC,CCARC,yes,On-Air,Closed autopatch.,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,171.7,NE,yes,449.85,444.85,100,Larimer,,CO State Univ ARC,CCARC,yes,On-Air,Closed autopatch.,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,171.8,SSE,yes,147.18,147.78,100,Rio Arriba,,,NMFCC,yes,On-Air,,100,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,172.3,NW,yes,146.92,146.32,136.5,Duchesne,,,UVHFS,yes,Off-Air,E-power.,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,172.3,NW,yes,449.7,444.7,136.5,Uintah,Unknown,W7BYU,UVHFS,yes,,8,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,205.5,NW,yes,145.49,144.89,136.5,Duchesne,,,UVHFS,yes,On-Air,E-power.,,"Duchesne, UT area.",,,,5,,http://sdarc.us/repeaters/flat-top.html,Sinbad Desert ARC (SDARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,173.8,NE,yes,147.39,147.99,,Larimer,,KT0L - NoCo C-Bridge Network,CCARC,yes,On-Air,,,"Fort Collins east side, into Red Feather Lakes area.",,,,,Tac 310 Net: Sun at 18:00.,Documentation,,,,,,,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,2,,,,,,,1,1,,,,,,1,,,,,,,1,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,177.1,NE,yes,446.775,441.775,,Larimer,,W0DMR - NoCo C-bridge Network,CCARC,yes,On-Air,,,"Fort Collins east side, into Red Feather Lakes area.",,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.","Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,W0DMR,Brandmeister Network,,,,,,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,BrandMeister US,,,,1,2,,,,,,,,1,,,,,1,2,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,174.7,NE,yes,449.725,444.725,127.3,Weld,,K0OJ,CCARC,yes,On-Air,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,175.2,ESE,yes,449.9,444.9,107.2,Lincoln,,,CCARC,yes,On-Air,,,,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,175.5,NE,yes,147,147.6,100,Weld,,Weld ARS,CCARC,yes,On-Air,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",100,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,175.5,NE,yes,448.475,443.475,100,Weld,,Weld Amateur Radio Society (WARS),CCARC,yes,On-Air,,,,,3839,,,,http://www.warsco.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,177,NE,yes,447.2,442.2,82.5,Weld,,N6RFI,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,177.3,E,yes,449.25,444.25,123,Elbert,,K0UPS Club c/o N1UPS,CCARC,yes,On-Air,Full duplex node.,123,"I-70 Limon, Co area.",,3349,** [StarStar] Prefix for Echolink Node.,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,177.9,SSE,yes,147.34,147.94,100,Colfax,,Taos ARC,NMFCC,yes,On-Air,E-power.,,Wide area.,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,178.8,SE,yes,145.21,144.61,110.9,Colfax,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",NMFCC,yes,On-Air,,110.9,,,,,,,,,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,180.6,NE,yes,448.325,443.325,110.9,Larimer,,,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,183.3,NNE,yes,147.015,147.615,146.2,Albany,,"Albany County ARES/RACES, University Amateur Radio",,yes,On-Air,,,Albany County,,,,,,http://www.uwyo.edu/uarc/,,82070,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,204.1,NNE,yes,146.61,146.01,,Albany,,University ARC,WRCG,yes,On-Air,,,Laramie Valley  30 mi radius.,,,,,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,185.7,S,yes,145.41,144.81,100,Santa Fe,,W5HO,NMFCC,yes,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,186,S,yes,146.88,146.28,CSQ,Los Alamos,,Los Alamos ARC,NMFCC,yes,On-Air,Autopatch,CSQ,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",Located on the Barranca Mesa water tower.,LAARC: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,186.3,S,yes,223.94,222.34,CSQ,Los Alamos,,,NMFCC,yes,On-Air,E-power.,CSQ,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,186.7,S,yes,224.04,222.44,100,Los Alamos,,KA5BIW,,yes,On-Air,,100,,,,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,186.7,S,yes,442,447,100,Los Alamos,,KA5BIW,,yes,On-Air,Linked with 224.04 KA5BIW,,,,,,,,http://ka5biw.com/ham_radio/repeater.php,,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,186.8,S,yes,444.775,449.775,,Los Alamos,,WD9CMS,NMFCC,yes,On-Air,E-power.,,Los Alamos and surrounding areas,,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,187.3,S,yes,927.9,902.9,,Los Alamos,,,NMFCC,yes,On-Air,,,Los Alamos and surrounding areas,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,186.8,S,yes,442.425,447.425,,Los Alamos,,,,yes,On-Air,,,30,,,,,,,,,,yes,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,187.3,S,yes,144.265,144.265,203.5,Los Alamos,,,,yes,On-Air,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,187.3,WSW,yes,449.9,444.9,123,San Juan,,,UVHFS,yes,On-Air,6,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,Part time link to  two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,187.3,S,yes,442.925,447.925,,Los Alamos,,,,yes,On-Air,,,,,,,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,187.3,S,yes,442.25,447.225,,Los Alamos,,,NMFCC,yes,Off-Air,,,,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,188,ESE,yes,147.36,147.96,,Otero,,,,yes,On-Air,E-power,123,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,,Digital Wires-X,,,KC0ITF,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,11360,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,188,ESE,yes,446.75,441.75,,Otero,,,,yes,On-Air,E-power.,,La Junta,,,,Please use Busy Channel LockOut,,,KC0ITF,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,yes,0,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,188.8,E,yes,447,442,103.5,Lincoln,,Delbert Noakes (KC0VJD),,yes,On-Air,APRS repeater &amp; I-Gate / Weather station,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,,,DM89gb,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,30534,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,191,E,yes,446.7375,441.7375,,Lincoln,,K0RTS KC0VJD,CCARC,yes,On-Air,,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,RMHam,,,,,,,,yes,8,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,191.4,E,yes,147.06,147.66,103.5,Lincoln,,BSARC,CCARC,yes,On-Air,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,"I-70, US-71, US-287, US-40, US-24",,3794,,,Big Sandy Net: Wed 19:00,http://www.bigsandyradio.com/,,791116,,,,,,42740,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,196.9,S,yes,443.1,448.1,100,Sandoval,,Sandoval County ARES,NMFCC,yes,On-Air,"Linked, e-power.",,Wide area - NW NM.,,,,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",Sandoval County ARES: Mon at 19:30.,http://nmscares.org/,ARRL,,,,,,,27748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,198.6,WNW,yes,145.175,144.575,,Carbon,,SDARC,,yes,On-Air,,,Eastern Utah,,,United States,,,,Sinbad Desert A.R.C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,200.9,SSE,yes,442.825,447.825,131.8,Santa Fe,,Santa Fe ARC,NMFCC,yes,On-Air,Autopatch.,,,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,201.5,NNE,yes,448.15,443.15,100,Laramie,,KB7SWR,WRCG,yes,Off-Air,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,211.2,NNE,yes,145.235,144.635,114.8,Laramie,,N7GT,WRCG,yes,On-Air,,,Local: Cheyenne.,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,202.8,WNW,yes,448.075,443.075,,Carbon,,Sinbad Desert Amateur Radio Club,,yes,Off-Air,,,,,,,,,,,,,yes,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,203.4,WNW,yes,447.125,442.125,100,Emery,Unknown,San Rafael Cactus Assoc,UVHFS,yes,,7,,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,,,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,203.7,NNE,yes,146.82,146.22,114.8,Albany,,Shy-Wy Amateur Radio Club,WRCG,yes,On-Air,,,Wide area.,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,210.3,NNE,yes,146.775,146.175,114.8,Laramie,,Shy-Wy Amateur Radio Club,WRCG,yes,On-Air,"E-power, WX.",,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,211.2,NNE,yes,147.105,147.705,114.8,Laramie,,ShyWyArc,WRCG,yes,On-Air,,91.5,,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,248.5,NE,yes,147.165,147.765,114.8,Laramie,,Shy-Wy Amateur Radio Club,WRCG,yes,On-Air,E-power.,,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,203.9,NNE,yes,447.225,442.225,,Albany,,Laramie County EM,WRCG,yes,On-Air,,,Wide area.,,,,,,,Wyoming DMR Project,,,,,,,,yes,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,204.2,NE,yes,448.2,443.2,,Morgan,,,CCARC,yes,On-Air,Mixed Mode,,,Full-time to the  Colorado TRBO System .,,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,Rocky Mountain Ham Radio,NEAHR,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,227.5,E,yes,448.175,443.175,,Morgan,,W0FT,CCARC,yes,On-Air,,,,,,,,,http://www.rmham.org/,Rocky Mountain Ham Radio,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,204.4,NW,yes,145.49,144.89,136.5,Uintah,,"W7BYU,  Borderline ARC",UVHFS,yes,On-Air,"Autopatch, 8,506', linked to (147.320).",,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,206.2,NNE,yes,53.03,52.03,,Albany,,K7UWR,,yes,Off-Air,8,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,206.5,SSE,yes,449.275,444.275,146.2,Santa Fe,,Fred Homuth,,yes,On-Air,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,206.8,SSE,yes,447.775,442.775,100,Santa Fe,,,,yes,On-Air,,,Santa Fe,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,208.9,SSW,yes,448.2,443.2,100,McKinley,,,NMFCC,yes,On-Air,,,,,,,,,,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,209.3,SE,yes,146.85,146.25,100,Union,,Sierra Grande RC,NMFCC,yes,Off-Air,E-power.,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,209.3,SE,yes,444.8,449.8,77,Union,,Sierra Grande Repeater Club,NMFCC,yes,Off-Air,E-power.,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,210.9,NE,yes,449.3,444.3,,Laramie,,WU7G,,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,211.2,NNE,yes,449.9,444.9,100,Laramie,,N7JJY,,yes,On-Air,,100,From 5 miles to 25 miles,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,212,NNE,yes,448.95,443.95,151.4,Laramie,,,WRCG,yes,On-Air,,151.4,Local,,,,Brandmiester and analog.,,,,,,,,,,,yes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,213.6,SE,yes,444.4,449.4,100,Mora,,Mora ARC,NMFCC,yes,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
