Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Links,Coordination,Last update,Coverage,Features,Notes,Nets,Web links,Feed,On-air,Grid,EchoLink,IRLP,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Local Network,Mixed-Mode,Worldwide,North America,Local/Cluster,AllStar,Commands,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,Wyoming,WyLOCAL,English,Mountain Reg USA,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,TAC 310,WIRES-X,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Europe,Local
147.38,0.6,100,WA7GIE,"Roosevelt, Mirror Lake",UT,OPEN,,163,WNW,yes,147.38,147.98,100,,Duchesne,On-Air,,,,UVHFS,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,WA7GIE,"Coalville, Lewis Peak",UT,OPEN,,195.9,WNW,yes,147.36,147.96,100,,Summit,On-Air,,Wasatch Back Tri-County ARC,,UVHFS,yes,"Wide area: Western side of the Salt Lake valley. Park City, Heber, Coalville and other nearby communities.",9,,SCARC: Thu at 2100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,WA7GIE,"Coalville,  Lewis Peak",UT,CLOSED,,195.9,WNW,yes,448.65,443.65,,,Summit,On-Air,Desert ARS,,,UVHFS,yes,"Wide area: Park City, Heber, Coalville and other nearby communities.",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,WA7GIE,"Coalville,  Lewis Peak",UT,OPEN,,195.9,WNW,yes,449.55,444.55,100,,Summit,On-Air,,,,UVHFS,yes,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",IRLP,PL 131.8? Node usually connected to  5620 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,164,ESE,yes,224.96,223.36,CSQ,,Weld,On-Air,AC0KC,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,165.3,ESE,yes,447.3,442.3,107.2,,Weld,On-Air,,,,CCARC,yes,,,,,,,,,405804,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,164.7,ESE,yes,448.275,443.275,156.7,,Arapahoe,On-Air,W0BG,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,164.7,ESE,yes,448.825,443.825,,,Arapahoe,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,30584,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,165,SE,yes,449.95,444.95,77,77,Douglas,On-Air,W9SL Owner,,,CCARC,yes,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,168.4,SE,yes,447.675,442.675,179.9,179.9,Teller,On-Air,Mountain Amateur Radio Club (MARC),,,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,168.4,SE,yes,927.9,902.9,D205,D205,Teller,On-Air,MARC,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,168.5,SE,yes,145.415,144.815,179.9,,Teller,,MARC,,,CCARC,yes,,"Closed autopatch, e-power.",,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,168.5,SE,yes,449.025,444.025,141.3,,Teller,,Mountain Amateur Radio Club (MARC),,,CCARC,yes,,Linked.,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,168.4,SE,yes,449.325,444.325,103.5,103.5,Teller,On-Air,KA4EPS,Amateur Radio Motorcycle Club,,CCARC,yes,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",E-power. Allstar Node 27976,Node # 27976,"Sunday 1500 MST
Tuesday 1730 MST",,,,,,,,,,,,,,,,,,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,168.5,ESE,yes,448.15,443.15,141.3,141.3,Denver,On-Air,K0GUR,,Full-time to the  The Fun Machine System .,CCARC,yes,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",E-power (batt).  2 meter and 70cm channel steerable remote bases.,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",k0jsc.com,Listen Live,,DM79pt,24340,,,,,,,,,,,,,,,,29436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,168.9,ESE,yes,448.7,443.7,146.2,,Douglas,On-Air,,,,,yes,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,169.8,ESE,yes,145.19,144.59,151.4,131.8,Arapahoe,On-Air,N0OBA,,,,yes,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",Autopatch (please contact trustee).,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,170.8,SE,yes,145.19,144.59,131.8,131.8,Douglas,On-Air,N0OBA Owner,,,,yes,Wide area coverage at 8300,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,171.1,SE,yes,1287.7,1267.7,67,,Teller,Testing,WB0WDF,,,CCARC,yes,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,171.1,SE,yes,145.46,144.86,67,,Teller,On-Air,WB0WDF,RGARC,,CCARC,yes,,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,171.1,SE,yes,224.94,223.34,67,,Teller,Testing,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,171.1,SE,yes,447.4,442.4,67,,Teller,On-Air,WB0WDF,,,CCARC,yes,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,171.8,SE,yes,449,444,67,67,Fremont,On-Air,WB0WDF,,Full-time to the  Mega-Link System .,CCARC,yes,,"E-power (Solar, Wind)",North of the Royal Gorge Bridge.,,Mega Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,177.9,SE,yes,53.03,51.33,88.5,88.5,Fremont,On-Air,WB0WDF,RGARC,,CCARC,yes,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",Split site Fremont peak transmitter and 8 mile mountain reciever.,,Http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,171.1,ESE,yes,147,147.6,100,100,Weld,On-Air,Weld ARS,,,CCARC,yes,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,,,,,,3839,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,171.1,ESE,yes,448.475,443.475,100,,Weld,On-Air,Weld Amateur Radio Society (WARS),,,CCARC,yes,,,,,http://www.warsco.org/,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,171.2,ESE,yes,449.725,444.725,127.3,,Weld,On-Air,K0OJ,,,CCARC,yes,,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,171.3,ESE,yes,449.425,444.425,D023,D023,Arapahoe,Off-Air,K0PWO,,,,yes,,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,,,,,,,,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,173.1,ESE,yes,449.925,444.925,114.8,114.8,Weld,On-Air,KD0RG,K0UPS Club,,CCARC,yes,,,,,,,,DN70,448035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,174,SE,yes,146.97,146.37,100,123,El Paso,On-Air,Pikes Peak FM Assoc,,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",CCARC,yes,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.","Closed autopatch, e-power.",,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,174,SE,yes,448.45,443.45,100,,El Paso,On-Air,Pikes Pk FM Assoc,,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",CCARC,yes,Wide area.,E-power.,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,184.8,SE,yes,224.06,222.46,,,El Paso,,Pikes Peak FM Association (PPFMA),,,CCARC,yes,Wide area.,"E-power, linked.",,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,185.6,SE,yes,145.265,144.665,100,100,El Paso,Off-Air,Pikes Peak FM Association,,,CCARC,yes,Local. Good coverage of I25 in Colorado Springs.,"Closed autopatch, e-power.",Repeater has been moved.,,PPFMA Repeaters,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,185.6,SE,yes,448.8,443.8,100,100,El Paso,Off-Air,Pikes Peak FM Assoc,,,CCARC,yes,,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,110.9,KD7PPP,"Lander, airport",WY,OPEN,,174.4,NNW,yes,145.445,144.845,110.9,,Fremont,On-Air,"KC7CJN, WB7CJT",FCARS,,WRCG,yes,Lander and north to Wind River Canyon and south in the Wind River Mountains.,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,174.7,SE,yes,447.725,442.725,100,100,El Paso,On-Air,K0NR,,,CCARC,yes,Local.,30,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,175.3,SE,yes,445.075,440.075,,,Douglas,On-Air,Parker Radio Association,,,CCARC,yes,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,Mixed Mode,Mondays 20:30 MST,http://www.parkerradio.org,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,177.7,SE,yes,446.85,441.85,,,Douglas,On-Air,Parker Radio Association,,,CCARC,yes,,D-Star B module,,,http://parkerradio.org,,,,,,,,,,,,,,,,,,,,,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.25,-20,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,176.2,WSW,yes,1299.25,1279.25,,,Washington,On-Air,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF7YIX (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,177.9,SE,yes,145.49,144.89,103.5,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,Colorado ARES Region 5 District 1,,CCARC,yes,,E-power (Bat),,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",Royal Gorge Amateur Radio Club,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,177.9,SE,yes,223.96,222.36,103.5,103.5,Fremont,On-Air,RGARC,,,CCARC,yes,"Wide area. 
   Repeater Coverage Map","E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,177.9,SE,yes,447.75,442.75,103.5,103.5,Fremont,On-Air,RGARC,,,CCARC,yes,,E-power (Bat),,,Royal Gorge Amateur Radio Club,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,178.1,SE,yes,927.7,902.7,D114,D114,Fremont,On-Air,Royal Gorge ARC,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,185.8,SE,yes,147.06,147.66,77,77,Custer,On-Air,http://www.qsl.net/rghc,,,CCARC,yes,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,185.8,SE,yes,448.15,443.15,103.5,103.5,Custer,On-Air,Royal George ARC,,,CCARC,yes,,E-power.,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,185.8,SE,yes,927.775,902.775,D116,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,,,CCARC,yes,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,178.7,SE,yes,927.725,902.725,D114,D114,Teller,On-Air,WA6IFI,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",CCARC,yes,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",12,,,Yahoo Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,184.8,SE,yes,447.55,442.55,123,,El Paso,On-Air,WA6IFI,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,185.8,SE,yes,53.13,51.43,107.2,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,yes,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,178.7,SE,yes,147.18,147.78,100,,El Paso,On-Air,AA0SP,,,CCARC,yes,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",E-power (solar).,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,179.3,E,yes,449.9,444.9,100,100,Laramie,On-Air,N7JJY,,,,yes,From 5 miles to 25 miles,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,179.7,E,yes,448.95,443.95,151.4,151.4,Laramie,On-Air,,,,WRCG,yes,Local,,Brandmiester and analog.,,,,,,,,yes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,D261,N7HYF,"Lander, Limestone Mountain",WY,PRIVATE,,180.4,NNW,yes,449.9,444.9,D261,D261,Fremont,On-Air,N7HYF,,"Full-time to  
        53.03000 (N7HYF) at Lander, WY .
 


Full-time to  
        147.06000 (N7HYF) at Boysen, Boysen Peak, WY .",WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,D261,N7HYF,Lander,WY,OPEN,,197.7,NNW,yes,53.03,52.03,D261,D261,Fremont,On-Air,WYAME/N7HYF,,"Full-time to  
        147.06000 (N7HYF) at Boysen, Boysen Peak, WY .
 


Full-time to  
        449.90000 (N7HYF) at Lander, Limestone Mountain, WY .",WRCG,yes,Wide area,,,"WY Dxers assoc. 
WYAME Nets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.86,-0.6,100,K7JL,"Evanston, Medicine Butte",WY,OPEN,,180.9,WNW,yes,146.86,146.26,100,,Uinta,On-Air,Utah VHF Society,Intermountain Intertie,"Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",WRCG,yes,Wide area: Southwestern Wyoming including Kemmerer and Evanston.,,8,Utah VHF Society Tuesday: 20:00,http://www.utahvhfs.org/snowlink.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,100,K7JL,"Brighton, Scotts Peak",UT,OPEN,,196.6,WNW,yes,145.27,144.67,100,,Salt Lake,On-Air,,Intermountain Intertie,Full-time to the  Intermountain Intertie System .,UVHFS,yes,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",E-power.,10,State RACES: 3rd Thursday of even-numbered months.,http://utahvhfs.org/snowlink.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,131.8,K7JL,"Brighton, Scott's Peak",UT,OPEN,,196.6,WNW,yes,449.525,444.525,131.8,131.8,Salt Lake,On-Air,K7JL,Intermountain Intertie,"Full-time to  
        147.20000 (N7ZOI) at Midway, Wilson Peak, UT .
 


Full-time to the  Intermountain Intertie System .",UVHFS,yes,"Wide area: Western Salt Lake Valley up to Malad, East to Evanston and Vernal.",,10,,http://utahvhfs.org/snowlink.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,K7JL,"Snowbird, Hidden Peak",UT,OPEN,,199.9,WNW,yes,147.18,147.78,100,,Utah,On-Air,K7JL,Intermountain Intertie,"Full-time to  
        146.94000 (WR7AAA) at Milford, Frisco Peak, UT .
 


Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.02000 (K7OGM) at Laketown, Bear Lake, UT .
 


Full-time to  
        146.86000 (K7JL) at Evanston, Medicine Butte, WY .
 


Full-time to the  Intermountain Intertie System .",UVHFS,yes,"Wide area: Northern Utah, extreme Southwestern Wyoming, Southeastern Idaho, spotty coverage into Western Colorado and Eastern Nevada.  Map",E-power.,11,UVHFS: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,103.5,K7JL,"Levan, Levan Peak",UT,OPEN,,211.3,W,yes,145.27,144.67,103.5,,Juab,On-Air,K7JL,Intermountain Intertie,Full-time to the  Intermountain Intertie System .,UVHFS,yes,Wide area.,E-power.,8,State RACES: 3rd Thursday of even-numbered months.,http://www.utahvhfs.org/snowlink.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,100,K7JL,"Salt Lake City, Ensign Peak",UT,OPEN,,216.1,WNW,yes,449.4,444.4,100,,Salt Lake,On-Air,K7JL,Intermountain Intertie,Full-time to the  Intermountain Intertie System .,UVHFS,yes,Salt Lake Valley communities from Salt Lake City to Draper. 50 mi radius.,2,5,UVHFS Net: Tue at 20:00.,http://www.utahvhfs.org/snowlink.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,181.3,S,yes,146.67,146.07,100,,La Plata,On-Air,Durango ARC,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",CCARC,yes,Wide area.,11,Linked active in the summer months only.,,DARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,183.6,S,yes,146.7,146.1,100,100,La Plata,On-Air,Durango ARC,,,CCARC,yes,Local.,9,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,190.9,S,yes,449.85,444.85,100,100,La Plata,On-Air,DARC,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,100,K7DSN,"Spanish Fork,  Teat Mountain",UT,OPEN,,182.9,W,yes,447.4,442.4,100,,Utah,,,,,UVHFS,yes,Wide area.,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,,KA7SHX,"Kemmerer, Quealy Peak",WY,OPEN,,182.9,NW,yes,449.825,444.825,,,Lincoln,On-Air,ORARC,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,,KF7EHE,Kemmerer,WY,OPEN,,183,NW,yes,449.075,444.075,,123,Lincoln,Off-Air,,,,,yes,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
