Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,County,Op Status,Sponsor,Last update,Denver Regional,Affiliate,Talkgroup Network,Northern Colorado,Web links,Coordination,Links,Worldwide,North America,Local/Cluster,Features,Notes,Downlink Tone,Mixed-Mode,Coverage,Local Network,IRLP,D-STAR Enabled,Node,Sources,Nets,Feed,Grid,EchoLink,AllStar,Location Photo,Commands,On-air,YSF Digital Enabled,DG-ID,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,Europe,Southwest USA,Mountain Reg USA,Wyoming,WyLOCAL
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,122.6,NNE,yes,448.8,443.8,88.5,,,,,,,Boulder,On-Air,Longmont ARC,yes,,,,,,CCARC,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,,30,,88.5,,,,,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,122.6,NNE,yes,448.525,443.525,151.4,,,,,,,Boulder,On-Air,N0EPA,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,123.4,SSW,yes,145.43,144.83,136.5,,,,,,,Rio Arriba,On-Air,SJC EMCOMM,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,149,SW,yes,147.06,147.66,100,,,,,,,San Juan,On-Air,,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,160.9,SW,yes,146.74,146.14,100,,,,,,,San Juan,On-Air,Totah ARC,yes,,,,,,NMFCC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,180.7,SSW,yes,145.49,144.89,100,,,,,,,Rio Arriba,On-Air,Totah ARC,yes,,,,,,NMFCC,,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,222.1,SW,yes,146.82,146.22,100,,,,,,,Apache,On-Air,Totah ARC,yes,,,,,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,123.6,SE,yes,446.775,441.775,,,,,,,,Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),yes,,,,,,CCARC,,,,,,,,,,,,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,135.2,SE,yes,446.775,441.775,,,,,,,,Colfax,On-Air,Cheyenne Mountain Repeater Group,yes,,,,,http://www.cmrg.org/,NMFCC,,,,,,,,,,,,yes,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,124.8,SE,yes,147.375,147.975,100,,,,,,,Las Animas,Off-Air,K0BV,yes,,,,,,CCARC,,,,,,,100,,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,124.8,SE,yes,447.375,442.375,100,,,,,,,Las Animas,On-Air,KG5JL,yes,,,,,,CCARC,,,,,E-power (batt).,,,Yes; analog capable.,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,125.4,SW,yes,146.7,146.1,100,,,,,,,La Plata,On-Air,Durango ARC,yes,,,,,http://durangoarc.org/,CCARC,,,,,9,,100,,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,134.2,SW,yes,146.67,146.07,100,,,,,,,La Plata,On-Air,Durango ARC,yes,,,,,DARC Repeaters,CCARC,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,,,11,Linked active in the summer months only.,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,134.5,SW,yes,449.85,444.85,100,,,,,,,La Plata,On-Air,DARC,yes,,,,,,CCARC,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,125.7,NE,yes,449.925,444.925,114.8,,,,,,,Weld,On-Air,KD0RG,yes,,K0UPS Club,,,,CCARC,,,,,,,114.8,,,,,,,,,,DN70,448035,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,125.9,ESE,yes,449.9,444.9,107.2,,,,,,,Lincoln,On-Air,,yes,,BSAR,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,125.9,WNW,yes,446.9125,441.9125,,yes,1,,,,,Mesa,On-Air,Bill Frost,yes,,,,,,,,,,,,Brandmeister network,,,"Grand Junction, I70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,129.5,NNE,yes,146.685,146.085,123,,,,,,,Larimer,On-Air,Estes Valley ARC,yes,,,,,,CCARC,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",,,,E-power.,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,7268,,,,ARES D-10: Thu at 19:00.,,,625757,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,129.8,N,yes,449.8,444.8,123,,,,,,,Larimer,On-Air,Estes Valley ARC,yes,,,,,,CCARC,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",,,,E-Power,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,7268,,,,ARES D-10: Thu at 19:00.,,,625757,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,130.4,S,yes,145.175,144.575,141.3,,,,,,,Taos,Off-Air,NMEMA ARC,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,142.1,SSE,yes,147.04,147.64,141.3,,,,,,,Colfax,On-Air,NMEMA ARC,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,161.8,S,yes,147.04,147.64,141.3,,,,,,,Rio Arriba,Off-Air,NMEMA ARC,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,170.4,SE,yes,147.175,147.775,141.3,,,,,,,Union,On-Air,NMEMA ARC,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,181.4,SSW,yes,145.175,144.575,141.3,,,,,,,Sandoval,Off-Air,NMEMA ARC,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,186.3,SSE,yes,145.37,144.77,141.3,,,,,,,Mora,Off-Air,NMEMA ARC,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,190.3,S,yes,147.02,147.62,141.3,,,,,,,Santa Fe,On-Air,NMEMA ARC,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,131.4,E,yes,449.25,444.25,123,,,,,,,Elbert,On-Air,K0UPS Club c/o N1UPS,yes,,,,,,CCARC,,,,,Full duplex node.,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",123,,"I-70 Limon, Co area.",,3349,,,,,,,3349,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,134.4,SW,yes,448.625,443.625,131.8,,,,,,,La Plata,On-Air,KC5EVE,yes,,,,,,CCARC,,,,,,,131.8,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,136.9,WNW,yes,448.15,443.15,100,,,,,,,Mesa,On-Air,,yes,,,,,,CCARC,,,,,,,,,,,7963,,,,,,,312189,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,142.1,WNW,yes,146.82,146.22,107.2,,,,,,,Mesa,On-Air,,yes,,,,,,CCARC,,,,,,,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,136.9,NNE,yes,147.195,147.795,100,,,,,,,Larimer,On-Air,Loveland Repeater Assoc,yes,,,,,,CCARC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,137.9,NNE,yes,449.575,444.575,100,,,,,,,Larimer,On-Air,Loveland Rptr Assoc,yes,,,,,,CCARC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,137.9,NNE,yes,224.32,222.72,100,,,,,,,Larimer,Off-Air,KN6VV,yes,,,,,,CCARC,,,,,"Closed autopatch, e-power.",,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,139,SE,yes,147.36,147.96,,,,,,,,Otero,On-Air,,yes,,KC0ITF,,,,,,,,,E-power,Digital Wires-X,123,Yes; analog capable.,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,11360,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,139,SE,yes,446.75,441.75,,yes,0,,,,,Otero,On-Air,,yes,,KC0ITF,,,,,,,,,E-power.,Please use Busy Channel LockOut,,,La Junta,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,139.7,SW,yes,145.37,144.77,100,,,,,,,La Plata,On-Air,,yes,,,,,http://www.sjcham.com,CCARC,,,,,E-power.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,140.3,E,yes,447,442,103.5,,,,,,,Lincoln,On-Air,Delbert Noakes (KC0VJD),yes,,,,,,,,,,,APRS repeater &amp; I-Gate / Weather station,,,Yes; analog capable.,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,,DM89gb,,,,,,yes,Open ↑ / Open ↓,,,,,,,30534,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,140.3,SSE,yes,444.975,449.975,123,,,,,,,Taos,On-Air,N5TSV,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,141.6,WNW,yes,145.175,144.575,107.2,,,,,,,Mesa,On-Air,,yes,,,,,,CCARC,,,,,"E-power,",,,,Greater grand Junction area.,,3161,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,152.5,WNW,yes,146.94,146.34,107.2,,,,,,,Mesa,On-Air,Western Colorado Amateur Radio Club,yes,,,,,http://w0rrz.org,CCARC,,,,,E-power and autopatch for WCARC members,,107.2,,Grand Junction 30-50 mi,,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,141.9,NNW,yes,147.21,147.81,107.2,,,,,,,Routt,On-Air,SSARC,yes,,,,,,CCARC,,,,,"Linked, WX.",,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,142.1,WNW,yes,147.39,147.99,107.2,,,,,,,Mesa,,KE0TY,yes,,,,,,CCARC,,,,,Linked.,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,142.2,WNW,yes,145.22,144.62,107.2,,,,,,,Mesa,,KE0TY,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,142.2,WNW,yes,147.105,147.705,,,,,,,,Mesa,On-Air,K0SSI,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,142.2,WNW,yes,447.5,442.5,114.8,,,,,,,Mesa,,KC0ARV,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,142.2,WNW,yes,446.775,441.775,,,,,,,,Mesa,On-Air,,yes,,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,142.2,WNW,yes,449.775,444.775,173.8,,,,,,,Mesa,On-Air,,yes,,,,,,CCARC,,,,,,,88.5,,,,7573,,,,,,,7572,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,142.5,NNE,yes,448.025,443.025,100,,,,,,,Larimer,On-Air,Northern Colorado ARC,yes,,,,,,CCARC,,,,,,,100,Yes; analog capable.,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,145,NNE,yes,145.115,144.515,100,,,,,,,Larimer,On-Air,Northern Colorado ARC,yes,,,,,,CCARC,,,,,7,,100,,Wide area.,,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,145,NNE,yes,224.52,222.92,100,,,,,,,Larimer,Off-Air,Northern Colorado ARC,yes,,,,,,CCARC,,,,,E-power.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,145,NNE,yes,447.275,442.275,100,,,,,,,Larimer,On-Air,Northern Colorado ARC,yes,,,,,,CCARC,,,,,"Closed autopatch, e-power.",,100,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,146.5,NNE,yes,146.85,146.25,100,,,,,,,Weld,On-Air,Northern Colorado ARC,yes,,,,,,CCARC,,,,,"E-power, WX.",,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,147.9,NNE,yes,447.7,442.7,100,,,,,,,Larimer,On-Air,Northern Colorado Amateur Radio Club,yes,,,,,http://ncarc.net/,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,100,,Wide Area Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,148.3,NNE,yes,146.625,146.025,100,,,,,,,Larimer,On-Air,Northern Colorado ARC,yes,,,,,,CCARC,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,E-power.,,100,,Wide area: Northern front range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,148.3,NNE,yes,224.84,223.24,100,,,,,,,Larimer,On-Air,Northern Colorado ARC,yes,,,,,,,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,"E-power, 25 watts.",,100,,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,143.8,E,yes,446.7375,441.7375,,yes,8,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Lincoln,On-Air,K0RTS KC0VJD,yes,2,RMHam,,,,CCARC,,,,,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,144.1,NNE,yes,447.725,442.725,131.8,,,,,,,Larimer,On-Air,W7RF,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,144.2,NNE,yes,1283.55,1263.55,100,,,,,,,Larimer,On-Air,K1TJ Repeater System,yes,,,,,http://www.k1tj.com/,CCARC,,,,,,,,,Northern Colorado Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,145,NNE,yes,927.95,902.95,100,,,,,,,Larimer,On-Air,K1TJ Repeater System,yes,,,,,,CCARC,,,,,25,,100,,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,144.2,E,yes,147.06,147.66,103.5,,,,,,,Lincoln,On-Air,BSARC,yes,,,,,http://www.bigsandyradio.com/,CCARC,,,,,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,,Yes; analog capable.,"I-70, US-71, US-287, US-40, US-24",,3794,,,,Big Sandy Net: Wed 19:00,,,791116,42740,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,190,E,yes,146.895,146.295,103.5,,,,,,,Kit Carson,On-Air,Big Sandy ARC,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,144.2,NNE,yes,447.45,442.45,123,,,,,,,Larimer,On-Air,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,144.2,NNE,yes,446.7375,441.7375,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,yes,,,,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,CCARC,,1,1,2,DMR-MARC World Wide Network,Repeater ID: 310803,,,Wide area: North Front Range.,,,,,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,,,,,,,,,,,,,2,,,,,,,1,1,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,145,NNE,yes,927.825,902.825,100,,,,,,,Larimer,On-Air,AB0SF,yes,,,,,,CCARC,,,,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,100,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,146.5,NNE,yes,449.725,444.725,127.3,,,,,,,Weld,On-Air,K0OJ,yes,,,,,,CCARC,,,,,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,147.5,NNE,yes,147,147.6,100,,,,,,,Weld,On-Air,Weld ARS,yes,,,,,,CCARC,,,,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,100,Yes; analog capable.,,,3839,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,147.5,NNE,yes,448.475,443.475,100,,,,,,,Weld,On-Air,Weld Amateur Radio Society (WARS),yes,,,,,http://www.warsco.org/,CCARC,,,,,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,149,NNE,yes,147.36,147.96,100,,,,,,,Larimer,On-Air,CO State Univ ARC,yes,,,,,,CCARC,,,,,Closed autopatch.,,100,,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,149.2,NNE,yes,446.8125,441.8125,,,,,,,,Larimer,On-Air,W0QEY CSU,yes,,,,,,CCARC,,,,,D-Star Gateway,Free Star,,,Fort Collins Local Area,,,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,149.8,NNE,yes,449.85,444.85,100,,,,,,,Larimer,On-Air,CO State Univ ARC,yes,,,,,,CCARC,,,,,Closed autopatch.,,100,,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,149.4,WSW,yes,446.7375,441.7375,,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,Montezuma,On-Air,RMHAM,yes,,,,,http://www.rmham.org,CCARC,,,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,160.9,SW,yes,442.25,447.25,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,San Juan,On-Air,,yes,,,AZ-TrboNet,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,2,2,2,,,
