Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Northern Colorado,County,Op Status,Affiliate,Features,Links,Notes,Web links,Coordination,Last update,Sponsor,Downlink Tone,Coverage,Nets,Feed,Grid,EchoLink,YSF Digital Enabled,DG-ID,Mixed-Mode,D-STAR Enabled,Node,Sources,IRLP,AllStar,Commands,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Denver Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,Southern Colorado,Local Network,On-air,Location Photo,Wyoming,WyLOCAL
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,162.2,SSE,yes,146.61,146.01,123,,,,,,,Prowers,On-Air,,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,CCARC,yes,Lamar Amateur Radio Club,123,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,,,37784,,,,,,,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,162.3,SSE,yes,449.5,444.5,123,,,,,,,Prowers,On-Air,,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,CCARC,yes,Lamar ARC,,45,,,,37784,,,,,,,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,164.6,SE,yes,442.175,447.175,156.7,,,,,,,Greeley,On-Air,,,,,,,yes,WKARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,166.3,SW,yes,146.745,146.145,100,,,,,,,Chaffee,Off-Air,,E-power.,,,,CCARC,yes,CLARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,166.8,SW,yes,446.975,441.975,,,,,,,,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,,,,KD0QPG,CCARC,yes,Crestone Amateur Radio Emergency Services,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,151.4,N7UVW,McCook,NE,OPEN,,167.5,ESE,yes,444.5,449.5,151.4,,,,,,,Frontier,On-Air,Dirt Truckin,link comm rlc 1,,16,,,yes,dirt,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,162.2,N7UVW,McCook,NE,OPEN,,167.5,ESE,yes,444.8,449.8,162.2,,,,,,,Red Willow,On-Air,Dirt Truckin,Link Com RLC-1 Controller,,180,,,yes,N7UVW,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,K0TAJ,"McCook, 180' tower S. of McCook",NE,OPEN,,167.5,ESE,yes,147.27,147.87,,,,,,,,Red Willow,On-Air,,Fusion Repeater,,,,,yes,McCook ARA,,50,Monday Nights at 7PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,CSQ,K0KDC,North Platte,NE,OPEN,,170.1,E,yes,146.835,146.235,CSQ,,,,,,,Lincoln,On-Air,,,,,,,yes,K0KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,,NE0NP,North Platte,NE,OPEN,,170.1,E,yes,146.7,146.1,,,,,,,,Lincoln,Off-Air,,E-power.,,,,,yes,North Platte Progressive Amateur Radio Club,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,123,N0IQ,North Platte,NE,OPEN,EI,170.7,E,yes,147.33,147.93,123,,,,,,,Lincoln,On-Air,,,,,,,yes,Randy Allen,,,,,,857936,,,,,,,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,123,N0IQ,North Platte,NE,OPEN,EI,170.7,E,yes,444.4,449.4,123,,,,,,,Lincoln,On-Air,,,,,,,yes,Randy Allen,,Maxwell to Sutherland across I-80.,,,,857936,,,,,,,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,171.4,NW,yes,147.24,147.84,100,,,,,,,Carbon,On-Air,,,,,,WRCG,yes,CCARS,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,123,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,174.9,NNE,yes,147.36,147.96,123,,,,,,,Dawes,On-Air,Pine Ridge Amateur Radio Club,,,,,WB0CMC,yes,,123,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.62,0,100,W0FLO,Chadron,NE,OPEN,I,182.9,NNE,yes,145.62,145.62,100,,,,,,,Dawes,On-Air,,Voice ID,,,,,yes,Pine Ridge Amateur Radio Club - Ron Cashon -- 308 432-3322,100,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,,,,,,,,,3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,KB0DZB,Oberlin,KS,OPEN,,175.1,ESE,yes,145.19,144.59,,,,,,,,Decatur,On-Air,,Linked.,,,,Kansas Repeater Council,yes,TRI-STATE.,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,177.3,WSW,yes,447.05,442.05,136.5,,,,,,,Pitkin,On-Air,,,,,,CCARC,yes,Roaring Fork Amateur Repeater Cooperative,136.5,Aspen-Snowmass areas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,184,WSW,yes,447.15,442.15,136.5,,,,,,,Garfield,On-Air,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,yes,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,192.9,WSW,yes,147.3,147.9,107.2,,,,,,,Garfield,Off-Air,,8,,Single beep courtesy tone when linked and none when unlinked.,,CCARC,yes,Roaring Fork Amateur Repeater Cooperative,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,181.4,WSW,yes,146.67,146.07,107.2,,,,,,,Pitkin,On-Air,,Linked.,,,,CCARC,yes,Ski Country ARC,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,181.6,SW,yes,145.325,144.725,100,,,,,,,Chaffee,On-Air,,,,,,,yes,Chaffee Lake Amateur Repeater Association,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,185,SW,yes,447.65,442.65,151.4,,,,,,,Gunnison,On-Air,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.","Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,CCARC,yes,KB0YNA,151.4,Gunnison valley and along East and west on Highway 50.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,243.8,WSW,yes,448.65,443.65,,,,,,,,Montrose,On-Air,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,yes,KB0YNA,151.4,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,191.4,SE,yes,146.775,146.175,,,,,,,,Hamilton,On-Air,,,,,,Kansas Repeater Council,yes,KA0TAO,,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,193,WSW,yes,224.02,222.42,,,,,,,,Garfield,,,,,,,CCARC,yes,SCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,193,WSW,yes,447.6,442.6,,,,,,,,Garfield,,,50,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",Link Hub for 146.880.,,CCARC,yes,Ski Country ARC (SCARC),,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,198.3,WSW,yes,146.88,146.28,107.2,,,,,,,Garfield,On-Air,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,CCARC,yes,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,198.3,WSW,yes,447.1,442.1,107.2,,,,,,,Garfield,On-Air,,,,,,CCARC,yes,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,193,WSW,yes,449.85,444.85,131.8,,,,,,,Garfield,On-Air,Grand Mesa Repeater Assoc,e-power  Linked to GMRA Open System,Full-time to the  GMRA Open System .,RACES net Wed 1930 Hrs Local,http://GMRA.org,CCARC,yes,,131.8,Glenwood Springs,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,243.8,WSW,yes,447.2,442.2,107.2,,,,,,,Montrose,On-Air,Grand Mesa Repeater Assoc,9,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control op,GMRA Repeaters,CCARC,yes,,107.2,Delta/Montrose,RACES Net Wed at 1930 Hrs.,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,WA0OQA,Scott City,KS,OPEN,A,193.9,SE,yes,146.7,146.1,141.3,,,,,,,Scott,On-Air,,E-power.,"Full-time to  
        146.91000 (WA0OQA) at Garden City, KS .",Comet GP-6 @ 125'.,,Kansas Repeater Council,yes,Sand Hills ARC,141.3,"Scott, Finney and Kearny counties",Tue at 20:30.,,DM98,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,48589,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,141.3,WA0OQA,Garden City,KS,OPEN,A,222.3,SE,yes,146.91,146.31,141.3,,,,,,,Finney,On-Air,,E-power.,"Full-time to  
        146.70000 (WA0OQA) at Scott City, KS .",Linked full time to Scott City 146.700 and Lakin 146.985 repeaters.,,Kansas Repeater Council,yes,Sand Hills ARC,141.3,"Finney, Scott and Kearney counties.",Tue at 20:30.,,,,,,,,,,,48588,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.87,-1.7,141.3,WA0OQA,Garden City,KS,OPEN,,232.2,SE,yes,52.87,51.17,141.3,,,,,,,Finney,On-Air,,,,200,,,yes,SHARC,141.3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,CSQ,N0UVP,Gordon,NE,OPEN,,195,NNE,yes,146.67,146.07,CSQ,,,,,,,Sheridan,Off-Air,,E-power.,,"Working on the transmitter, hope to be back on the air soon.",,,yes,SHARC,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,195.5,WSW,yes,449.725,444.725,179.9,,,,,,,Garfield,On-Air,,EchoLink.,,,,CCARC,yes,Roaring Fork Amateur Repeater Cooperative (RFARC),,Wide area.,,,,,,,,,,,3722,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,195.5,WSW,yes,147.39,147.99,107.2,,,,,,,Garfield,On-Air,,,,,,,yes,Roaring Fork Amateur Repeater Cooperative,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,I,196.3,SE,yes,444.95,449.95,100,,,,,,,Scott,On-Air,,"Linked to K-Link Repeater Network 
IRLP node 7356.",Full-time to the  K-Link System .,"IRLP direct dial, 73 to disconnect. 
Please return to 9335 when finished.",http://ks0lnk.net,,yes,SHARC,100,Click for coverage map.  35 mi radius.,,,,,,,,,,,7356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,198,W,yes,145.265,144.665,107.2,,,,,,,Moffat,,,E-power.,,,,CCARC,yes,NW Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,198.3,WSW,yes,449.6,444.6,107.2,,,,,,,Garfield,On-Air,,e-power Linked to GMRA open system,,,http://www.gmra.org,CCARC,yes,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,200.5,SSW,yes,145.355,144.755,100,,,,,,,Huerfano,On-Air,,"E-power, linked.",,,,CCARC,yes,N0JPX,,,,,,,,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,204.2,SW,yes,449.95,444.95,,,,,,,,Gunnison,,,,,,,CCARC,yes,K5GF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,204.2,SW,yes,147.12,147.72,,,,,,,,Gunnison,On-Air,,E-power.,,,,CCARC,yes,W0VTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,205.3,SSE,yes,146.64,146.04,100,,,,,,,Las Animas,Off-Air,,,,,KZ0DEM Repeaters,CCARC,yes,,100,Wide area: West BACA and East Las Animas counties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,206.5,SSE,yes,147.09,147.69,118.8,,,,,,,Baca,,,,,,,CCARC,yes,BCDEARC,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,206.5,SSE,yes,147.33,147.93,118.8,,,,,,,Baca,Off-Air,,,,,KZ0DEM Repeaters,CCARC,yes,Baca County Amateur Emergency Management,118.8,,,,,97142,,,,,,,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,206.5,SSE,yes,449.2,444.2,118.8,,,,,,,Baca,On-Air,,,,,,,yes,Baca County Div of Emerg Mgt Communications,118.8,provides coverage to central Baca County,,,,97142,,,,,,,7142,,55,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,,KK7BA,Douglas,WY,OPEN,,205.3,NNW,yes,147.15,147.75,,,,,,,,Converse,On-Air,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,,W0SOK,Cozad,NE,OPEN,,206.8,ESE,yes,147.135,147.735,,,,,,,,Dawson,Off-Air,,E-power.,,,,,yes,Heartland Amateur Radio Association,,,Wed 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,162.2,N0KOM,"Lenora, K-Link",KS,OPEN,I,207.5,SE,yes,146.88,146.28,162.2,,,,,,,Norton,On-Air,,"e-power, K-Link. 
IRLP node 7426.",Full-time to the  K-Link System .,"IRLP prefix = A 
Disconnect = 73 
Dial 9335 when finished.",K-Link Repeater Network,Kansas Repeater Council,yes,N0KOM,162.2,Click for coverage map.  50 mi radius.,ARES: Sat @ 21:00 local,Listen Live,,,,,,,,,7426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,208.4,WNW,yes,146.76,146.16,100,,,,,,,Carbon,On-Air,,,,,,,yes,CCARS,,Wide area.,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,208.4,WNW,yes,147.39,147.99,100,,,,,,,Carbon,On-Air,N7ZEF (EchoLink).,E-power.,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,yes,HERC,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,208.5,WNW,yes,146.7,146.1,162.2,,,,,,,Carbon,On-Air,,,,,,WRCG,yes,,,,,,,,,,,,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,208.5,WNW,yes,449.8,444.8,146.2,,,,,,,Carbon,,,,,,,WRCG,yes,Wyocomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,208.5,WNW,yes,448.3,443.3,100,,,,,,,Carbon,,,,,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,209.9,SE,yes,146.985,146.385,156.7,,,,,,,Kearney,On-Air,,E-power,,Linked full time to the Garden City 146.910 and Scott City 146.700 repeaters,,Kansas Repeater Council,yes,N0OMC,156.7,"Kearny, Finney and Scott Counties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,212.4,SW,yes,146.64,146.04,77,,,,,,,Rio Grande,On-Air,,,,,,,yes,,77,Low level local coverage,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,212.8,SW,yes,447.1,442.1,77,,,,,,,Saguache,On-Air,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,215.3,NW,yes,145.46,144.86,110.9,,,,,,,Natrona,On-Air,"Buffalo Radio Club, Casper Radio Club",,,,http://wyoham.com,WRCG,yes,W7QQA,110.9,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo","Buffalo roll call, Tuesday night",,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,216.3,NW,yes,146.94,146.34,123,,,,,,,Natrona,On-Air,,E-power.,"Full-time to  
        147.39000 (KD7BN) at Rawlins, WY .
 


Full-time to the  Wyocom System .",,http://casperarc.net/wiki/index.php/146.940,WRCG,yes,Casper ARC,123,Wide area.,RACES/ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,D032,W7VNJ,Casper,WY,OPEN,,221.4,NW,yes,147.28,147.88,D032,,,,,,,Natrona,On-Air,,E-power.,,,http://casperarc.net/wiki/index.php/Main_Page,WRCG,yes,Casper Amateur Radio Club,D032,Local Casper coverage.,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,173.8,W7VNJ,"Casper, Wyoming Med Center",WY,OPEN,I,221.4,NW,yes,449.575,444.575,173.8,,,,,,,Natrona,On-Air,,E-power.,,,Casper ARC,WRCG,yes,CDK Net,173.8,Wide area: Casper Metro and large parts of Natrona county.,,,,,,,,,,,7707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.98,-1,141.3,W7VNJ,Casper,WY,OPEN,,222.6,NW,yes,52.98,51.98,141.3,,,,,,,Natrona,Off-Air,,,,,,WRCG,yes,CARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,173.8,KD7AGA,"Casper, Casper Mountain",WY,OPEN,,216.3,NW,yes,146.64,146.04,173.8,,,,,,,Natrona,Off-Air,,E-power.,"Full-time to  
        449.57500 (W7VNJ) at Casper, Wyoming Med Center, WY .",,,WRCG,yes,CDK Net,,Regional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,216.3,NW,yes,449.9,444.9,,,,,,,,Natrona,On-Air,,,,,,WRCG,yes,Casper Amateur Radio Club,,Metro area.,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,11941,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,217.3,WSW,yes,146.76,146.16,107.2,,,,,,,Garfield,Off-Air,,E-power.,,,,CCARC,yes,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,DM69cl,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,NB7I,"Casper, Casper Mtn.",WY,OPEN,,218.2,NW,yes,449.5,444.5,100,,,,,,,Natrona,On-Air,,Solar Powered,,,,,yes,Versatel,,"Wide area, linked to 147.390 Rawlins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,162.2,N0NM,"Hill City, K-Link",KS,OPEN,A,221.4,SE,yes,443.7,448.7,162.2,,,,,,,Graham,On-Air,Western Kansas Inter-Tie K-Link Repeater Network,E-power.,Linkable to the  K-Link System . Linkable to the  Western Kansas Intertie System .,"Use PL 131.8 for WesKan Intertie 
Use PL 162.2 for K-Link",K-Link Repeater Network,Kansas Repeater Council,yes,"N0NM, N0KOM",,Click for coverage map.  45 mi radius.,,,,,,,,,,,,46425,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,,KC7MJI,Casper,WY,OPEN,,222.6,NW,yes,147.345,147.945,,,,,,,,Natrona,,,,,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
146.91,-0.6,,N7GT,Casper,WY,OPEN,,222.6,NW,yes,146.91,146.31,,,,,,,,Natrona,,,,,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
449.1,-5,,NG7T,Casper,WY,OPEN,,222.6,NW,yes,449.1,444.1,,,,,,,,Natrona,,,E-power.,,,,,yes,NG7T,,Wide area:  50 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,223.4,WSW,yes,147.33,147.93,107.2,,,,,,,Delta,On-Air,,,,,,CCARC,yes,North Fork Repeater Assoc.,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.575,5,162.2,K0HAM,"Ransom, K-Link",KS,OPEN,,232,SE,yes,443.575,448.575,162.2,,,,,,,Ness,On-Air,K-Link Repeater Network,,"Full-time to  
        442.45000 (N7JYS) at Hays, K-Link, KS .
 


Full-time to the  K-Link System .",,K-Link Repeater Network,Kansas Repeater Council,yes,N7JYS,162.2,Click for coverage map.  40 mi radius.,ARES: Saturdays 21:00 local,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.675,5,162.2,K0HAM,"Dodge City, K-Link",KS,OPEN,,265.1,SE,yes,443.675,448.675,162.2,,,,,,,Ford,On-Air,Affiliate of the K-Link Repeater Network,"Linked to K-Link Repeater Network. 
AllStar 46012.",Full-time to the  K-Link System .,,K-Link Repeater Network,Kansas Repeater Council,yes,"NV8Q, WV0S",162.2,Click for coverage map.  45 mi radius.,,,,,,,,,,,,"Priva 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,235.9,SW,yes,146.925,146.325,,,,,,,,Mineral,Off-Air,,,,WA0JS license expired,,CCARC,yes,Creede ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,242.9,SW,yes,147.135,146.535,123,,,,,,,Hinsdale,On-Air,,E-power (solar),,,http://www.sjcham.com,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,258.3,SW,yes,147.27,147.87,127.3,,,,,,,Ouray,On-Air,,,,,http://www.sjcham.com,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,266.5,SW,yes,147.375,147.975,156.7,,,,,,,San Juan,On-Air,,13,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,http://www.sjcham.com,CCARC,yes,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,267.1,SW,yes,447.525,442.525,127.3,,,,,,,San Juan,On-Air,,E-power.,,,,CCARC,yes,KB5ITS,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,267.2,SW,yes,145.325,144.725,127.3,,,,,,,San Juan,On-Air,,Solar powered,,,http://www.sjcham.com,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,267.2,SW,yes,444,449,67,,,,,,,San Juan,On-Air,,,,,http://www.sjcham.com,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
