Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Links,Notes,Downlink Tone,Mixed-Mode,Coverage,Local Network,Worldwide,North America,Local/Cluster,Nets,Feed,Grid,EchoLink,AllStar,Commands,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector,On-air,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,WIRES-X,English,TAC 310,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,192.2,SSE,yes,145.25,144.65,123,Taos,On-Air,Taos ARC,,,NMFCC,yes,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,194.8,S,yes,145.39,144.79,100,Taos,On-Air,Taos ARC,"E-power, linked.",,NMFCC,yes,,,,,Taos Amateur Radio Club,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,195.9,S,yes,146.76,146.16,67,Taos,On-Air,Taos ARC,11,,,yes,,,,,,,,,,,,,,,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,182.1,SW,yes,448.625,443.625,131.8,La Plata,On-Air,KC5EVE,,,CCARC,yes,,,,,,,,,,,,,,131.8,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,183.4,NE,yes,147,146.4,103.5,Banner,On-Air,Tri-City Radio Amateur Club,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,210.8,NE,yes,147.075,147.675,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,246.2,NE,yes,146.715,146.115,103.5,Box Butte,On-Air,TriCity,,,,yes,,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,183.6,SSW,yes,145.43,144.83,136.5,Rio Arriba,On-Air,SJC EMCOMM,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,200.7,SSW,yes,147.06,147.66,100,San Juan,On-Air,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,212.2,SSW,yes,146.74,146.14,100,San Juan,On-Air,Totah ARC,"Closed autopatch, e-power.",,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,185.3,SW,yes,145.37,144.77,100,La Plata,On-Air,,E-power.,,CCARC,yes,,,,,http://www.sjcham.com,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,186.6,NNE,yes,146.88,146.28,100,Platte,On-Air,GPARA,,,WRCG,yes,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,186.6,NNE,yes,449.625,444.625,151.4,Platte,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,186.6,NNE,yes,224.68,223.08,,Platte,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,188.2,WSW,yes,146.76,146.16,88.5,Grand,On-Air,Sinbad Desert ARC,,,UVHFS,yes,,,,,http://www.sdarc.us/repeaters/bald.html,,,,,,,,8,,,Moab and immediate surroundings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,188.3,WSW,yes,449.1,444.1,107.2,Grand,On-Air,Grand Mesa Repeater Association (GMRA),8,,UVHFS,yes,,,,,GMRA Repeaters,,,,,,,,,107.2,,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,198.6,WSW,yes,146.9,146.3,88.5,Grand,On-Air,Sinbad Desert ARC,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,UVHFS,yes,,,,,http://sdarc.us/repeaters/moab.html,,,,,,,,,,,Moab and immediate surroundings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,216.8,WSW,yes,223.94,222.34,,San Juan,,Grand Mesa Rptr Assoc,11,,UVHFS,yes,,,,,,,,,,,,,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,216.8,WSW,yes,447.1,442.1,107.2,San Juan,On-Air,Grand Mesa Repeater Association (GMRA),E-power.,,UVHFS,yes,,,,,http://gmra.org,,,,,,,Full-time to the  GMRA Open System .,11,107.2,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,216.8,WSW,yes,447.4,442.4,,San Juan,,,11,,UVHFS,yes,,,,Cactus-Intertie,,,,,,,,,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,191.4,SW,yes,446.7375,441.7375,,Montezuma,On-Air,RMHAM,,,CCARC,yes,yes,6,,,http://www.rmham.org,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,212.2,SSW,yes,442.25,447.25,,San Juan,On-Air,,,,NMFCC,yes,yes,1,,,http://www.aztrbonet.com/MinimalNetwatch,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,2,,,,2,2
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,224.2,SSW,yes,442.325,447.325,,San Juan,On-Air,,AZ-TRBONET,,NMFCC,yes,yes,1,,,http://www.aztrbonet.com/MinimalNetwatch,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,2,,,,2,2
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,195.9,S,yes,145.175,144.575,141.3,Taos,Off-Air,NMEMA ARC,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,222.9,SSE,yes,147.175,147.775,141.3,Union,On-Air,NMEMA ARC,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,201.8,SW,yes,146.79,146.19,127.3,Montezuma,On-Air,KD5LWU,,,CCARC,yes,,,,,,,,,,,,,,127.3,,,,,,,4,,,24336,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,201.8,SW,yes,449.175,444.175,127.3,Montezuma,Off-Air,KD5LWU,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,202.2,WNW,yes,145.49,144.89,136.5,Uintah,On-Air,"W7BYU,  Borderline ARC","Autopatch, 8,506', linked to (147.320).",,UVHFS,yes,,,,,,,,,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,207,NE,yes,445.1,445.1,100,Scotts Bluff,On-Air,,,3942,,yes,,,,,,,,,,,,,This is a simplex IRLP node.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,207.6,NE,yes,145.475,144.875,,Scotts Bluff,On-Air,RWMC,e-power.,,,yes,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,207.6,NE,yes,444.825,449.825,,Scotts Bluff,On-Air,W0KAV/KW0R,"Autopatch, e-power.",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,207.7,SE,yes,146.61,146.01,123,Prowers,On-Air,Lamar Amateur Radio Club,,3774,CCARC,yes,,,,,,,,,,,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,123,,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,,,,,,,37784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,207.8,SE,yes,449.5,444.5,123,Prowers,On-Air,Lamar ARC,,3774,CCARC,yes,,,,,,,,,,,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,,45,,,,,,,,37784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,210.7,NW,yes,146.61,146.01,100,Sweetwater,On-Air,Sweetwater RACES,Autopatch.,,WRCG,yes,,,,,http://wy7u.angelfire.com,,,,,,,,,,,Wide area: SW Wyoming,,,,,Sun at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,210.7,NW,yes,146.94,146.34,100,Sweetwater,On-Air,Sweetwater ARC,,,WRCG,yes,,,,,,,,,,,,Full-time to the  HERC System .,,,,Wide area.,,,,,,,,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,211.8,E,yes,146.955,146.355,,Phillips,,PCARC,E-power.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,211.9,NE,yes,146.445,146.445,88.5,Scotts Bluff,On-Air,,,3055,,yes,,,,,http://garymcduffie.com,,,,,,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,88.5,,,,,,,,,,,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,214.5,SSW,yes,1291.1,1271.1,,Bernalillo,On-Air,San Juan County,DV only,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,214.6,SSW,yes,145.115,144.515,,San Juan,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,216.8,WSW,yes,146.61,146.01,88.5,San Juan,On-Air,Sinbad Desert ARC,Remote base.,3270,UVHFS,yes,,,,,http://www.sdarc.us/repeaters/abajo.html,,,,,,,,11.36,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,217.6,SSW,yes,1292.3,1272.3,,San Juan,On-Air,San Juan County,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,218.7,SSW,yes,146.92,146.32,100,San Juan,On-Air,San Juan County OEM,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,224.1,SSW,yes,146.85,146.25,100,San Juan,On-Air,Totah ARC,Closed autopatch.,,NMFCC,yes,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,,KA7PJK,Rock Springs,WY,OPEN,,220.8,NW,yes,147.3,147.9,,Sweetwater,Testing,ka7PJk,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,107.2,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,E,220.8,NW,yes,146.655,146.055,107.2,Sweetwater,On-Air,Sweetwater Amateur Radio Club,,,,yes,,,,,http://wy7u.angelfire.com,,,,,,,,Sweetwater Amateur Radio Club uses this repeater pair for ARES/RACES use on both analog and d-star at different times.,107.2,Yes; analog capable.,Wide area. 100 mi radius.,,,,,,,,865361,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
448.875,-5,CC1 123.0,KF7OBL,Rock Springs,WY,OPEN,,220.8,NW,yes,448.875,443.875,123,Sweetwater,On-Air,,DMRPlus,,,yes,yes,1,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      Local/Cluster  2  2      Mountain Reg USA  2  3177    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,Yes; analog capable.,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,221.6,NW,yes,444.5,449.5,123,Sweetwater,On-Air,Sweetwater ARC,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,222.9,SSE,yes,146.85,146.25,100,Union,Off-Air,Sierra Grande RC,E-power.,,NMFCC,yes,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,222.9,SSE,yes,444.8,449.8,77,Union,Off-Air,Sierra Grande Repeater Club,E-power.,,NMFCC,yes,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,224.1,SSW,yes,449,444,100,San Juan,,K5WY,E-power.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,224.2,SSW,yes,444.15,449.15,,San Juan,On-Air,San Juan County,DV only,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,225.5,SSW,yes,1291.7,1271.7,,San Juan,On-Air,San Juan County,DV only,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,225.6,SE,yes,146.64,146.04,100,Las Animas,Off-Air,,,,CCARC,yes,,,,,KZ0DEM Repeaters,,,,,,,,,100,,Wide area: West BACA and East Las Animas counties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,234.2,SE,yes,147.09,147.69,118.8,Baca,,BCDEARC,,,CCARC,yes,,,,,,,,,,,,,,118.8,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,234.2,SE,yes,147.33,147.93,118.8,Baca,Off-Air,Baca County Amateur Emergency Management,,7142,CCARC,yes,,,,,KZ0DEM Repeaters,,,,,,,,,118.8,,,,,,,,,,97142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,234.2,SE,yes,449.2,444.2,118.8,Baca,On-Air,Baca County Div of Emerg Mgt Communications,,7142,,yes,,,,,,,,,,,,,,118.8,,provides coverage to central Baca County,,,,,,,,97142,,55,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,CC12 123.0,AD0BN,"Green River, Green River High School",WY,OPEN,,227.7,NW,yes,444.775,449.775,123,Sweetwater,Testing,,,,WRCG,yes,yes,12,,,,,,,,,,,,123,,"Note: This repeater will operate in digital mode only. It may, however, be switched to analogue mode under special circumstances and will use a tone of 123/123. Digital repeater should provide portable coverage in the Green River area when operational. Repeater is not currently on-air but has been coordinated and is awaiting installation. Please use Talkgroup 2 and Timeslot 2 for local communications. Repeater uses color 12.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,245,NE,yes,147.015,147.615,,Box Butte,On-Air,N2VHZ,,,,yes,,,,,,,,,,,,,,,,Local.,,,,,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,261.5,SW,yes,449.9,444.9,123,San Juan,On-Air,,6,,UVHFS,yes,,,,,,,,,,,,,Part time link to  two repeaters,,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
