Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Affiliate,Links,Last update,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Grid,Coverage,Features,Notes,Web links,Coordination,EchoLink,IRLP,AllStar,Nets,Feed,Sponsor,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,Denver Regional,Talkgroup Network,Northern Colorado,Mixed-Mode,Local Network,On-air,Commands,YSF Digital Enabled,DG-ID,WIRES-X,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,Europe,TAC 310,Southwest USA,Mountain Reg USA,Texas,COMM 1,Texas/Oklahoma Regional USA
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,163.6,WSW,yes,446.7375,441.7375,,,Montezuma,On-Air,,,yes,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,http://www.rmham.org,CCARC,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,165.6,WSW,yes,442.25,447.25,,,San Juan,On-Air,,,yes,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,,,,,,,,,,1,1,,,AZ-TrboNet,,,,,,,,,,,,,2,,,,,,,1,2,2,2,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,179.6,WSW,yes,442.325,447.325,,,San Juan,On-Air,,,yes,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,AZ-TRBONET,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,,,,,,,,,,1,1,,,AZ-TrboNet,,,,,,,,,,,,,2,,,,,,,1,2,2,2,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,163.7,SW,yes,1292.3,1272.3,,,San Juan,On-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,San Juan County,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,164.5,N,yes,447.725,442.725,131.8,,Larimer,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,W7RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,165.4,N,yes,1283.55,1263.55,100,,Larimer,On-Air,,,yes,,,,,,,,,Northern Colorado Front Range,,,http://www.k1tj.com/,CCARC,,,,,,K1TJ Repeater System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.8,N,yes,927.95,902.95,100,100,Larimer,On-Air,,,yes,,,,,,,,,Northern Front Range,25,,,CCARC,,,,,,K1TJ Repeater System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,165.4,N,yes,447.45,442.45,123,,Larimer,On-Air,,,yes,,,,,,,,,,,,,CCARC,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,165.4,N,yes,446.7375,441.7375,,,Larimer,On-Air,,,yes,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,Wide area: North Front Range.,DMR-MARC World Wide Network,Repeater ID: 310803,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,CCARC,,,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,N0AOL - NoCo C-Bridge Network,,,,1,1,2,,,,,,,,,,,,,,,,2,,,,,,1,,1,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.8,N,yes,927.825,902.825,100,100,Larimer,On-Air,,,yes,,,,,,,,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,CCARC,,,,,,AB0SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,166.9,WSW,yes,1291.1,1271.1,,,Bernalillo,On-Air,,,yes,,,,,,,,,,DV only,,,NMFCC,,,,,,San Juan County,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,167,WSW,yes,145.115,144.515,,,San Juan,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,168.8,N,yes,147.39,147.99,,,Larimer,On-Air,,,yes,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,"Fort Collins east side, into Red Feather Lakes area.",,,Documentation,CCARC,,,,Tac 310 Net: Sun at 18:00.,,KT0L - NoCo C-Bridge Network,,,,,,2,,,,,,,,,,,,,,,1,1,,,,,,,,1,,1,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,172.3,N,yes,446.775,441.775,,,Larimer,On-Air,Brandmeister Network,,yes,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,"Fort Collins east side, into Red Feather Lakes area.",,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",W0DMR,CCARC,,,,,,W0DMR - NoCo C-bridge Network,,,,,1,2,,BrandMeister US,,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,1,1,2,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,169.5,SSW,yes,145.41,144.81,100,,Santa Fe,Off-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,W5HO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,169.6,N,yes,147.36,147.96,100,100,Larimer,On-Air,,,yes,,,,,,,,,Map,Closed autopatch.,,,CCARC,,,,,,CO State Univ ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,170,N,yes,446.8125,441.8125,,,Larimer,On-Air,,,yes,,,,,,,,,Fort Collins Local Area,D-Star Gateway,Free Star,,CCARC,,,,,,W0QEY CSU,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,170.5,N,yes,449.85,444.85,100,100,Larimer,On-Air,,,yes,,,,,,,,,Map,Closed autopatch.,,,CCARC,,,,,,CO State Univ ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,169.6,SW,yes,146.92,146.32,100,,San Juan,On-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,San Juan County OEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,179.6,WSW,yes,146.85,146.25,100,100,San Juan,On-Air,,,yes,,,,,,,,,,Closed autopatch.,,,NMFCC,,,,,,Totah ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,171.2,NNE,yes,448.2,443.2,,,Morgan,On-Air,NEAHR,Full-time to the  Colorado TRBO System .,yes,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,Mixed Mode,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",Rocky Mountain Ham Radio,CCARC,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,184.8,NE,yes,448.175,443.175,,,Morgan,On-Air,Rocky Mountain Ham Radio,,yes,yes,7,,,,,,,,,,http://www.rmham.org/,CCARC,,,,,,W0FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,171.6,N,yes,447.2,442.2,82.5,,Weld,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,N6RFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,172.1,WNW,yes,448.15,443.15,100,,Mesa,On-Air,,,yes,,,,,,,,,,,,,CCARC,312189,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,178.5,WNW,yes,146.82,146.22,107.2,,Mesa,On-Air,,,yes,,,,,,,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,CCARC,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,174.1,S,yes,449.275,444.275,146.2,,Santa Fe,On-Air,,,yes,,,,,,,,,,,,,,,3939,,,,Fred Homuth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,174.2,S,yes,447.775,442.775,100,,Santa Fe,On-Air,,,yes,,,,,,,,,Santa Fe,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,176.1,S,yes,145.45,144.85,,,San Miguel,Off-Air,,,yes,,,,,,,,,Wide area.,"E-power, linked.",,,NMFCC,,,,,,KB5WEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,176.4,S,yes,53.2,52.2,107.2,,Santa Fe,Off-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,N9PGQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,176.4,S,yes,146.84,146.24,107.2,,Santa Fe,,,,yes,,,,,,,,,,,,,NMFCC,,,,,,N9PGQ,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,176.4,S,yes,442.125,447.125,107.2,,Santa Fe,,,,yes,,,,,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,178,NNW,yes,147.21,147.81,107.2,107.2,Routt,On-Air,,,yes,,,,,,,,,,"Linked, WX.",,,CCARC,,,,,,SSARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,178.4,WNW,yes,145.175,144.575,107.2,,Mesa,On-Air,,,yes,,,,,,,,,Greater grand Junction area.,"E-power,",,,CCARC,,3161,,,,,,,,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,188.5,WNW,yes,146.94,146.34,107.2,107.2,Mesa,On-Air,,,yes,,,,,,,,,Grand Junction 30-50 mi,E-power and autopatch for WCARC members,,http://w0rrz.org,CCARC,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,Western Colorado Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,178.5,WNW,yes,145.22,144.62,107.2,,Mesa,,,,yes,,,,,,,,,,,,,CCARC,,,,,,KE0TY,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,178.5,WNW,yes,147.39,147.99,107.2,,Mesa,,,,yes,,,,,,,,,,Linked.,,,CCARC,,,,,,KE0TY,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,178.5,WNW,yes,147.105,147.705,,,Mesa,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,K0SSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,178.5,WNW,yes,447.5,442.5,114.8,,Mesa,,,,yes,,,,,,,,,,,,,CCARC,,,,,,KC0ARV,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,178.5,WNW,yes,446.775,441.775,,,Mesa,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,178.5,WNW,yes,449.775,444.775,173.8,88.5,Mesa,On-Air,,,yes,,,,,,,,,,,,,CCARC,7572,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,178.9,WSW,yes,146.79,146.19,127.3,127.3,Montezuma,On-Air,,,yes,,,,,,,,,,,,,CCARC,24336,,29317,4,,KD5LWU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,178.9,WSW,yes,449.175,444.175,127.3,,Montezuma,Off-Air,,,yes,,,,,,,,,,,,,CCARC,24336,,,,,KD5LWU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,179.2,N,yes,448.325,443.325,110.9,,Larimer,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,179.6,WSW,yes,444.15,449.15,,,San Juan,On-Air,,,yes,,,,,,,,,,DV only,,,,,,,,,San Juan County,yes,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,180.7,WSW,yes,1291.7,1271.7,,,San Juan,On-Air,,,yes,,,,,,,,,,DV only,,,NMFCC,,,,,,San Juan County,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,179.6,WSW,yes,449,444,100,,San Juan,,,,yes,,,,,,,,,,E-power.,,,NMFCC,,,,,,K5WY,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,185.2,SSW,yes,443.1,448.1,100,,Sandoval,On-Air,ARRL,,yes,,,,,,,,,Wide area - NW NM.,"Linked, e-power.","KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",http://nmscares.org/,NMFCC,,,27748,Sandoval County ARES: Mon at 19:30.,,Sandoval County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,202.9,SSW,yes,147.08,147.68,100,,Sandoval,On-Air,ARRL,,yes,,,,,,,,,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.","Linked, e-power.",25,http://www.nmscares.org,NMFCC,,,28176,Sandoval County ARES: Mon at 19:30.,,Sandoval County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,189.3,S,yes,444.375,449.375,100,,San Miguel,On-Air,,,yes,,,,,,,,,Wide area.,"Closed autopatch, e-power.",,,NMFCC,,,,,,JPARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,197,SSW,yes,443,448,100,,Sandoval,On-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,198.5,NNW,yes,145.265,144.665,107.2,,Moffat,,,,yes,,,,,,,,,,E-power.,,,CCARC,,,,,,NW Colorado ARC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,200.9,SSW,yes,443.4,448.4,100,,Sandoval,On-Air,,,yes,,,,,,,,,,,,http://sandiavista.net,NMFCC,,,,,,Sandia Vista ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,201.3,ESE,yes,444,449,141.3,141.3,Hamilton,On-Air,,Full-time to the  SKECT System .,yes,,,,,,,,,,E-power.,,http://skect.org/default.aspx,Kansas Repeater Council,,,,,,SKECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,202.3,ESE,yes,146.775,146.175,,,Hamilton,On-Air,,,yes,,,,,,,,,Local. 20 mi radius.,,,,Kansas Repeater Council,,,,,,KA0TAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,202.6,ESE,yes,442.175,447.175,156.7,,Greeley,On-Air,,,yes,,,,,,,,,,,,,,,,,,,WKARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,203.8,NNE,yes,449.3,444.3,,,Laramie,On-Air,,,yes,,,,,,,,,,,,,,,,,,,WU7G,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,207.6,SSW,yes,442.35,447.35,100,,Sandoval,On-Air,,,yes,,,,,,,,,,Autopatch.,,,NMFCC,,,,,,WA5OLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,209.8,SSW,yes,147.1,147.7,100,100,Sandoval,On-Air,,"Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",yes,,,,,,,,,,"E-power, remote base, Linked to 443.100 and 147.080.",,http://www.nmscares.org,NMFCC,,,27749,,,Sandoval Co ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,209.8,SSW,yes,443,448,100,,Sandoval,On-Air,RACES.,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",yes,,,,,,,,,Rio Rancho and parts of Santa Fe.,E-power.,,http://www.nmscares.org,NMFCC,,,27750,,,Sandoval Co ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,209.8,SSW,yes,442.75,447.75,162.2,,Sandoval,On-Air,,,yes,,,,,,,,,"Rio Rancho, Albuquerque, Corrales.",E-power.,,,NMFCC,214956,7855,,,,KC5IPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,209.9,SSW,yes,443.2,448.2,,,Sandoval,On-Air,,,yes,yes,1,,,,,,,,Brandmeister,,http://brandmeister.network/?page=repeater&amp;id=313513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,210.2,NE,yes,145.295,144.695,,,Logan,On-Air,,,yes,,,,,,,,,Wide area,"Autopatch, e-power.",,,CCARC,,,,,,NECARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,210.7,W,yes,146.76,146.16,88.5,,Grand,On-Air,,,yes,,,,,,,,,Moab and immediate surroundings.,,8,http://www.sdarc.us/repeaters/bald.html,UVHFS,,,,,,Sinbad Desert ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,210.9,W,yes,449.1,444.1,107.2,107.2,Grand,On-Air,,,yes,,,,,,,,,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",8,,GMRA Repeaters,UVHFS,,,,RACES Wed. 1930 hours,,Grand Mesa Repeater Association (GMRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,218.6,W,yes,223.94,222.34,,,San Juan,,,,yes,,,,,,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",11,,,UVHFS,,,,,,Grand Mesa Rptr Assoc,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,218.6,W,yes,447.1,442.1,107.2,107.2,San Juan,On-Air,,Full-time to the  GMRA Open System .,yes,,,,,,,,,Wide area.,E-power.,11,http://gmra.org,UVHFS,,,,,,Grand Mesa Repeater Association (GMRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,218.6,W,yes,447.4,442.4,,,San Juan,,Cactus-Intertie,,yes,,,,,,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",11,,,UVHFS,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,216.1,E,yes,444.6,449.6,146.2,,Wallace,On-Air,,,yes,,,,,,,,,"US-40 
   Repeater Coverage Map",,Dial 9335 to access K-Link,,,,3148,,,,WA0VJR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,218.6,W,yes,146.61,146.01,88.5,,San Juan,On-Air,,,yes,,,,,,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Remote base.,11.36,http://www.sdarc.us/repeaters/abajo.html,UVHFS,64264,3270,,,,Sinbad Desert ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,222.6,SSE,yes,147.34,147.94,131.8,,Quay,On-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,Big Water ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,227.6,E,yes,147.03,147.63,88.5,,Sherman,Off-Air,,,yes,,,,,,,,,I-70,,This is the highest (above sea level) amateur repeater in Kansas.,SCARE on Facebook,,,3769,,,,Sherman County Amateur Radio Club (SCARE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
