Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Features,YSF Digital Enabled,DG-ID,Coverage,Affiliate,On-air,Web links,Downlink Tone,Links,Nets,Commands,Mixed-Mode,Notes,DMR Enabled,Color Code,Wide Network,Talkgroups,Worldwide,North America,Local/Cluster,Talkgroup Network,Colorado,Southern Colorado,Denver Regional,Northern Colorado,IRLP,Local Network,Feed,D-STAR Enabled,Node,Sources,Grid,EchoLink,AllStar,Location Photo,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,139.3,WNW,yes,147.39,147.99,107.2,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative,,yes,,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,139.3,WNW,yes,449.725,444.725,179.9,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative (RFARC),CCARC,yes,EchoLink.,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,3722,,,,,,,,28434,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,140.8,WSW,yes,449.525,444.525,100,Mineral,On-Air,N0PKT,,yes,,,,,The Fun Machine,,,100,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,DM67lt,,43265,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,142.9,WNW,yes,449.85,444.85,131.8,Garfield,On-Air,,CCARC,yes,e-power  Linked to GMRA Open System,,,Glenwood Springs,Grand Mesa Repeater Assoc,,http://GMRA.org,131.8,Full-time to the  GMRA Open System .,Colorado State RACES  Wed 1930 local,,,RACES net Wed 1930 Hrs Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,157.1,W,yes,447.2,442.2,107.2,Montrose,On-Air,,CCARC,yes,9,,,Delta/Montrose,Grand Mesa Repeater Assoc,,GMRA Repeaters,107.2,Full-time to the  GMRA Open System .,RACES Net Wed at 1930 Hrs.,,,Closed IRLP out - Ask for a control op,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,178.3,WNW,yes,449.8,444.8,107.2,Garfield,On-Air,,CCARC,yes,8,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,185.1,W,yes,449.3,444.3,107.2,Mesa,On-Air,,CCARC,yes,e-power Linked to GMRA Open System,,,Wide Area I-70 West Rifle to Western Utah,,,http://www.gmra.org/,107.2,,RACES Wed 1930 hrs,,,Closed IRLP out,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,211.6,W,yes,449.575,444.575,131.8,Mesa,On-Air,,CCARC,yes,e-power. Linked to GMRA Open System,,,Grand Junction,Grand Mesa Repeater Assoc,,GMRA Repeaters,131.8,,Wed RACES Net 1930 Hrs,,,Closed IRLP out,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,142.9,WNW,yes,224.02,222.42,,Garfield,,SCARC,CCARC,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,142.9,WNW,yes,447.6,442.6,,Garfield,,Ski Country ARC (SCARC),CCARC,yes,50,,,40,,Unknown,,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,Link Hub for 146.880.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,143.1,WNW,yes,447.1,442.1,107.2,Garfield,On-Air,Ski Country ARC,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,143.1,WNW,yes,146.88,146.28,107.2,Garfield,On-Air,Ski Country ARC,CCARC,yes,,,,,,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,143.1,WNW,yes,449.6,444.6,107.2,Garfield,On-Air,,CCARC,yes,e-power Linked to GMRA open system,,,Wide area.,,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,145.8,S,yes,145.25,144.65,123,Taos,On-Air,Taos ARC,NMFCC,yes,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,151.3,SSW,yes,146.76,146.16,67,Rio Arriba,On-Air,Taos ARC,,yes,11,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,152.7,SSW,yes,145.39,144.79,100,Taos,On-Air,Taos ARC,NMFCC,yes,"E-power, linked.",,,Wide area.,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,163.6,SSW,yes,146.76,146.16,67,Taos,On-Air,Taos ARC,,yes,11,,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,184.5,SSW,yes,449.875,444.875,123,Taos,Off-Air,Taos ARC,NMFCC,yes,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,184.5,SSW,yes,224.4,222.8,225.7,Taos,On-Air,Taos ARC,NMFCC,yes,,,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,184.5,SSW,yes,51.5,51.5,100,Taos,On-Air,Taos ARC,,yes,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,184.5,SSW,yes,147.12,147.72,67,Taos,On-Air,Taos Amateur Radio Club,NMFCC,yes,E-power.,,,Wide area.,ARRL,,http://taosarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,828279,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,145.9,WSW,yes,147.135,146.535,123,Hinsdale,On-Air,,CCARC,yes,E-power (solar),,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,164.1,WSW,yes,147.27,147.87,127.3,Ouray,On-Air,,CCARC,yes,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,168.3,WSW,yes,147.375,147.975,156.7,San Juan,On-Air,,CCARC,yes,13,,,Wide area.,,,http://www.sjcham.com,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,169.5,WSW,yes,444,449,67,San Juan,On-Air,,,yes,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,169.5,WSW,yes,447.525,442.525,127.3,San Juan,On-Air,KB5ITS,CCARC,yes,E-power.,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,169.5,WSW,yes,145.325,144.725,127.3,San Juan,On-Air,,CCARC,yes,Solar powered,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,193.8,SW,yes,147.15,147.75,100,La Plata,On-Air,,CCARC,yes,E-power.,,,Bayfield,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,199.9,WSW,yes,147.135,147.735,100,La Plata,On-Air,,CCARC,yes,,,,,,,http://www.sjcham.com,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,207.5,SW,yes,147.36,147.96,100,San Juan,On-Air,,NMFCC,yes,,,,,,,http://www.sjcham.com,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,207.7,WSW,yes,442.375,447.375,100,Montezuma,On-Air,San Juan Connection,,yes,,,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,213.5,WSW,yes,145.325,144.725,100,Montezuma,On-Air,,CCARC,yes,E-power.,,,Wide area.,,,http://www.sjcham.com,,,,,,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,221.1,WSW,yes,145.19,144.59,100,Montezuma,On-Air,,CCARC,yes,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,221.1,WSW,yes,447.275,442.275,100,Montezuma,On-Air,,,yes,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,221.9,SW,yes,447.45,442.45,107.2,San Juan,On-Air,KB5ITS,NMFCC,yes,"E-power, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,222,SW,yes,146.88,146.28,100,San Juan,On-Air,,NMFCC,yes,,,,,,,http://www.sjcham.com,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,224.2,SW,yes,147.1,147.7,100,San Juan,On-Air,San Juan connection,NMFCC,yes,,,,,,,http://www.sjcham.com,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,226.6,SW,yes,448.65,443.65,127.3,San Juan,On-Air,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,235.7,SW,yes,53.01,52.01,131.8,San Juan,On-Air,KB5ITS,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,235.7,SW,yes,146.76,146.16,100,San Juan,On-Air,,NMFCC,yes,"Closed autopatch, e-power.",,,,,,http://www.sjcham.com,100,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,235.7,SW,yes,147,147.6,100,San Juan,On-Air,,NMFCC,yes,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,147,SE,yes,146.64,146.04,100,Las Animas,Off-Air,,CCARC,yes,,,,Wide area: West BACA and East Las Animas counties.,,,KZ0DEM Repeaters,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,155.2,SE,yes,449.2,444.2,118.8,Baca,On-Air,Baca County Div of Emerg Mgt Communications,,yes,,,,provides coverage to central Baca County,,,,118.8,,,55,,,,,,,,,,,,,,,7142,,,,,,,97142,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,155.2,SE,yes,147.09,147.69,118.8,Baca,,BCDEARC,CCARC,yes,,,,,,Unknown,,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,155.2,SE,yes,147.33,147.93,118.8,Baca,Off-Air,Baca County Amateur Emergency Management,CCARC,yes,,,,,,,KZ0DEM Repeaters,118.8,,,,,,,,,,,,,,,,,,7142,,,,,,,97142,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,149.1,W,yes,147.33,147.93,107.2,Delta,On-Air,North Fork Repeater Assoc.,CCARC,yes,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,150.4,N,yes,449.3,444.3,,Laramie,On-Air,WU7G,,yes,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,207,NNE,yes,444.125,449.125,114.8,Scotts Bluff,On-Air,SBCEMA,,yes,Linked to Albin (147.165) and Cheyenne (146.775),,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,150.6,NE,yes,145.295,144.695,,Logan,On-Air,NECARA,CCARC,yes,"Autopatch, e-power.",,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,153,SSE,yes,147.175,147.775,141.3,Union,On-Air,NMEMA ARC,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,157.2,S,yes,147.04,147.64,141.3,Colfax,On-Air,NMEMA ARC,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,163.5,SSW,yes,145.175,144.575,141.3,Taos,Off-Air,NMEMA ARC,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,197,S,yes,145.37,144.77,141.3,Mora,Off-Air,NMEMA ARC,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,199.2,SSW,yes,147.04,147.64,141.3,Rio Arriba,Off-Air,NMEMA ARC,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,226.9,SSW,yes,145.175,144.575,141.3,Sandoval,Off-Air,NMEMA ARC,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,153,SSE,yes,146.85,146.25,100,Union,Off-Air,Sierra Grande RC,NMFCC,yes,E-power.,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,153,SSE,yes,444.8,449.8,77,Union,Off-Air,Sierra Grande Repeater Club,NMFCC,yes,E-power.,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,156.3,NW,yes,147.21,147.81,107.2,Routt,On-Air,SSARC,CCARC,yes,"Linked, WX.",,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,158.2,N,yes,146.775,146.175,114.8,Laramie,On-Air,Shy-Wy Amateur Radio Club,WRCG,yes,"E-power, WX.",,,,,,,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .","Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,159.3,N,yes,147.105,147.705,114.8,Laramie,On-Air,ShyWyArc,WRCG,yes,,,,,,,,91.5,,,,,,,,,,,,,,,,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,175.9,NNW,yes,146.82,146.22,114.8,Albany,On-Air,Shy-Wy Amateur Radio Club,WRCG,yes,,,,Wide area.,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,182.6,NNE,yes,147.165,147.765,114.8,Laramie,On-Air,Shy-Wy Amateur Radio Club,WRCG,yes,E-power.,,,,,,,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,159.3,N,yes,145.235,144.635,114.8,Laramie,On-Air,N7GT,WRCG,yes,,,,Local: Cheyenne.,,,,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,161.6,N,yes,448.15,443.15,100,Laramie,Off-Air,KB7SWR,WRCG,yes,,,,,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,159.3,N,yes,449.9,444.9,100,Laramie,On-Air,N7JJY,,yes,,,,From 5 miles to 25 miles,,,,100,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,160.2,N,yes,448.95,443.95,151.4,Laramie,On-Air,,WRCG,yes,,,,Local,,,,151.4,,,,,Brandmiester and analog.,yes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,160.6,S,yes,145.21,144.61,110.9,Colfax,On-Air,"Gary Reynolds N5GDR, Dale Finley KB5NFT",NMFCC,yes,,,,,,,,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,46298,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,160.7,SSW,yes,444.975,449.975,123,Taos,On-Air,N5TSV,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,163.9,SW,yes,147.08,147.68,162.2,Rio Arriba,On-Air,SFARC,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,164.2,WNW,yes,146.76,146.16,107.2,Garfield,Off-Air,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",CCARC,yes,E-power.,,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,DM69cl,243117,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,166.6,W,yes,146.79,146.19,107.2,Montrose,On-Air,KC0UXX,CCARC,yes,E-power.,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,166.6,W,yes,146.91,146.31,107.2,Montrose,On-Air,,CCARC,yes,E-Power,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,167.1,W,yes,147.36,147.96,100,Delta,,W0ALC,CCARC,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,167.1,W,yes,449.825,444.825,100,Delta,,W0ALC,CCARC,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,167.1,W,yes,147.195,147.795,107.2,Delta,,,,yes,,,,Local.,Colorado District 25 ARES,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,167.5,ESE,yes,442.175,447.175,156.7,Greeley,On-Air,WKARC,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,167.9,NNW,yes,147.015,147.615,146.2,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",,yes,,yes,Open ↑ / Open ↓,Albany County,,,http://www.uwyo.edu/uarc/,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,82070,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,176.1,NNW,yes,146.61,146.01,,Albany,On-Air,University ARC,WRCG,yes,,yes,Open ↑ / Open ↓,Laramie Valley  30 mi radius.,,,http://www.uwyo.edu/uarc,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,168,SW,yes,146.61,146.01,123,Archuleta,On-Air,,CCARC,yes,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,170.8,W,yes,449.5,444.5,107.2,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),CCARC,yes,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,201,W,yes,449,444,,Mesa,On-Air,KB0SW,CCARC,yes,,,,,Grand Mesa Repeater Assoc,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,171.2,N,yes,447.225,442.225,,Albany,On-Air,Laramie County EM,WRCG,yes,,,,Wide area.,Wyoming DMR Project,,,,,,,,,yes,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,171.6,SE,yes,444,449,141.3,Hamilton,On-Air,SKECT,Kansas Repeater Council,yes,E-power.,,,,,,http://skect.org/default.aspx,141.3,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
