Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Web links,Coordination,Last update,Coverage,Sponsor,Links,Downlink Tone,Notes,Affiliate,IRLP,Nets,Commands,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,Mixed-Mode,Local Network,Feed,Grid,AllStar,English,Europe,TAC 310,DCI Bridge,Southwest USA,EchoLink,On-air,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,211.3,WNW,yes,447.625,442.625,100,Emery,On-Air,,,UVHFS,yes,Wide area.,San Rafael Cactus Assoc,,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,185.1,NE,yes,448.85,443.85,88.5,Jefferson,On-Air,e-power.,ARA Repeaters,CCARC,yes,"Denver metro, central front range",Aurora Repeater Assoc,,88.5,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,185.1,NE,yes,449.75,444.75,103.5,Jefferson,On-Air,8,Repeater,CCARC,yes,,Rocky Mtn Radio League,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,185.1,NE,yes,224,222.4,103.5,Jefferson,On-Air,8,Repeater,CCARC,yes,,Rocky Mountain Radio League,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,185.1,NE,yes,224.74,223.14,88.5,Jefferson,On-Air,e-power,ARA Repeaters,CCARC,yes,,Aurora Repeater Assoc,,88.5,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,185.1,NE,yes,147.15,147.75,100,Jefferson,On-Air,e-power,ARA Repeaters,CCARC,yes,"Denver metro, central front range",Aurora Repeater Assoc (ARA),"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",100,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,185.1,NE,yes,145.22,144.62,103.5,Jefferson,On-Air,8,Repeater,CCARC,yes,Wide area.,Rocky Mtn Radio League,,103.5,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,186,E,yes,447.625,442.625,100,El Paso,On-Air,Linked.,,,yes,,KD0MDP,Full-time to the  The Fun Machine System .,100,,The Fun Machine,7301,,,,,,,,,,,,,,,,,,,28299,,,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,186.2,NE,yes,449.625,444.625,141.3,Jefferson,On-Air,E-power,,CCARC,yes,,Rocky Mountain Ham Radio,,141.3,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,186.3,NE,yes,1283.9625,1263.9625,,Jefferson,On-Air,,Colorado D-Star,CCARC,yes,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,186.3,NE,yes,1299.9,1299.9,,Jefferson,On-Air,,Colorado D-Star,,yes,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,186.3,NE,yes,145.25,144.65,,Jefferson,On-Air,,Colorado D-Star,CCARC,yes,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,186.3,NE,yes,446.9625,441.9625,,Jefferson,On-Air,,Colorado D-Star,CCARC,yes,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,186.3,NE,yes,224.6,223,100,Gilpin,,,,CCARC,yes,,W0RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,186.4,NE,yes,446.8375,441.8375,,Jefferson,On-Air,200,,CCARC,yes,,WA2YZT,Full-time to the  Colorado TRBO System .,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,CC4,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,186.7,SSE,yes,442.4,447.4,,Sandoval,On-Air,"Brandmeister, DMR CC 4, D-Star, Fusion",,NMFCC,yes,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque",,,,Dmr color code 4,,,,,yes,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,186.9,N,yes,145.265,144.665,107.2,Moffat,,E-power.,,CCARC,yes,,NW Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,187.1,SE,yes,53.2,52.2,107.2,Santa Fe,Off-Air,,,NMFCC,yes,,N9PGQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,187.1,SE,yes,146.84,146.24,107.2,Santa Fe,,,,NMFCC,yes,,N9PGQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,187.1,SE,yes,442.125,447.125,107.2,Santa Fe,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,187.2,SSE,yes,444.7,449.7,100,Sandoval,On-Air,E-power.,,NMFCC,yes,Albuquerque and vicinity,New Mexico Intel Emergency Amateur Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,187.3,SSE,yes,443.2,448.2,,Sandoval,On-Air,Brandmeister,http://brandmeister.network/?page=repeater&amp;id=313513,,yes,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,188,NE,yes,448.975,443.975,123,Jefferson,On-Air,Linkable VHF/UHF Remote Base,,CCARC,yes,Wide area.,FRG,,,,,,,,,,,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,188.2,SSE,yes,145.37,144.77,162.2,Sandoval,On-Air,,,,yes,,Adrian Miura,,,,,7706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,188.4,NE,yes,449.95,444.95,77,Douglas,On-Air,,,CCARC,yes,Primarily to the North along I-25 corridor,W9SL Owner,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,189.3,NE,yes,448.75,443.75,100,Jefferson,On-Air,E-power.,,CCARC,yes,Local.,,,100,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,189.6,NE,yes,446.975,441.975,,Jefferson,On-Air,,http://www.w0dmr.org/,,yes,Denver Metro Area,W0DMR,,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.","TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,230.7,NE,yes,145.265,144.665,,Larimer,On-Air,,http://www.w0dmr.org/,CCARC,yes,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",Brandmeister Network,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,BrandMeister US,,,,1,2,,,,,,,,,1,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,190,NNE,yes,147.21,147.81,107.2,Routt,On-Air,"Linked, WX.",,CCARC,yes,,SSARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,190.4,SSE,yes,443.65,448.65,,Bernalillo,On-Air,Brandmeister,NM5SH QSL.net,NMFCC,yes,Albuquerque Metro,NM5SH,,,,,,,,yes,1,,,,,,,,,,,,,,DM65pd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,190.5,SSE,yes,223.9,222.3,,Bernalillo,On-Air,"E-power (solar), Autopatch, Remote base.",,,yes,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,87120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,191.4,SSE,yes,443.75,448.75,100,Bernalillo,Off-Air,,,NMFCC,yes,,"WA6CCB, K5RKE",,,,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,191.5,NE,yes,147.21,147.81,100,Jefferson,On-Air,,http://www.dwarc.com,,yes,,Denver Water Amateur Radio Club,,100,,,3241,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,191.5,NE,yes,448.35,443.35,,Jefferson,On-Air,,http://www.DWARC.com,CCARC,yes,Denver Metro and surrounding,Denver Water Amateur Radio Club (DWARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC1,K5KRE,"Albuquerque, Sandia Crest",NM,OPEN,,191.6,SSE,yes,443.3,448.3,,Bernalillo,Testing,A Motorola SLR5700 on the BrandMeister worldwide network,http://brandmeister.network/?page=repeater&amp;id=313510,NMFCC,yes,Wide area.,K5RKE,,,Timeslot 1 3135 (New Mexico) 31302 (MPRG 2) Timeslot 2 31301 (MPRG 1),Mac Pass Repeater Group,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,191.6,SSE,yes,51.7,50.7,156.7,Bernalillo,Off-Air,,,NMFCC,yes,,K5RKE,,,Off the air until spring 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,191.7,SSE,yes,224.48,222.88,100,Bernalillo,On-Air,,,NMFCC,yes,Entire Albuquerque Area,K6LIE,,,Moved to new location and added PL,High Desert ARC of New Mexico,3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,191.8,SSE,yes,442.9,447.9,,Bernalillo,On-Air,,http://www.rmham.org/wordpress/mototrbo-radio-site-information,NMFCC,yes,,"Rocky Mountain Ham Radio, NM",Full-time to the  Colorado TRBO System .,,"Colorado Wide: CC 7, TS 1, TG 700 Colorado South: CC 7, TS 2, TG 719",,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,192,SSE,yes,443.8,448.825,,Bernalillo,On-Air,,,NMFCC,yes,Wide area;,Sandia National Laboratories ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W5MPZ (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,192.1,SSE,yes,145.33,144.73,100,Bernalillo,On-Air,E-power.,http://caravanradio.org/,NMFCC,yes,Wide area.,Amateur Radio Caravan Club of New Mexico,"Full-time to  
        444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,192.1,SSE,yes,444,449,100,Bernalillo,On-Air,E-power.,http://www.caravanradio.org,NMFCC,yes,Wide area.,Amateur Radio Caravan Club of New Mexico,"Full-time to  
        145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,192.1,SSE,yes,442.6,447.6,100,Bernalillo,On-Air,Closed autopatch.,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,NMFCC,yes,Wide area.,URFMSI,,,"Voting receiver. 10,680'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,192.1,SSE,yes,442.1,447.1,162.2,Bernalillo,On-Air,E-power.,,,yes,Wide area.,Albuquerque Gas Balloon Assoc,,,,,3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,192.2,NW,yes,145.175,144.575,,Carbon,On-Air,,,,yes,Eastern Utah,SDARC,,,,Sinbad Desert A.R.C.,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,211.3,WNW,yes,447.7,442.7,123,Emery,,"Closed autopatch, 8,702'.",,UVHFS,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.92,-1.6,88.5,WX7Y,"Huntington,  Skyline Dr",UT,OPEN,,211.4,WNW,yes,223.92,222.32,88.5,Emery,,"Remote base, 8,702'.",,UVHFS,yes,"Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.",,,,,Sinbad Desert ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,88.5,WX7Y,"Scofield, Boardinghouse Rdge",UT,OPEN,,229.2,NW,yes,224.98,223.38,88.5,Carbon,,Remote base.,,UVHFS,yes,"Wide area: Price, Wellington, Helper, and Huntington areas.","Intermountain Repeater Emergency Amateur Network,  Sinbad Desert ARC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,192.9,NNW,yes,146.92,146.32,136.5,Duchesne,Off-Air,E-power.,,UVHFS,yes,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,192.9,NNW,yes,449.7,444.7,136.5,Uintah,,8,,UVHFS,yes,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",W7BYU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,211.8,NW,yes,145.49,144.89,136.5,Duchesne,On-Air,E-power.,http://sdarc.us/repeaters/flat-top.html,UVHFS,yes,"Duchesne, UT area.",,,,5,Sinbad Desert ARC (SDARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,193.1,SSE,yes,443.85,448.85,103.5,Bernalillo,On-Air,,,NMFCC,yes,,KC0QIZ,,,,,3818,,,,,,,,,,,,,,,,,,,,,,,,,881226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,100,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,193.2,SSE,yes,145.13,144.53,100,Bernalillo,On-Air,,http://bc-ares.org/wordpress/,NMFCC,yes,,BERNCO OEM,"Full-time to  
        145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,100,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,197.1,SSE,yes,442.05,447.05,100,Bernalillo,On-Air,,http://bc-ares.org/wordpress/,NMFCC,yes,,BERNCO OEM,,100,,,,,,,,,,,,,,,,,,,,,,28828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,100,K5BIQ,"Tijeras, Cedro Peak",NM,OPEN,,204.1,SSE,yes,145.15,144.55,100,Bernalillo,On-Air,,http://bc-ares.org/wordpress/,NMFCC,yes,,BERNCO OEM,"Full-time to  
        145.13000 (K5BIQ) at Albuquerque, BCFD Fire Station 35, NM .",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,194.9,NE,yes,446.85,441.85,,Douglas,On-Air,D-Star B module,http://parkerradio.org,CCARC,yes,,Parker Radio Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,195.8,NE,yes,445.075,440.075,,Douglas,On-Air,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,http://www.parkerradio.org,CCARC,yes,,Parker Radio Association,,,Mixed Mode,,,Mondays 20:30 MST,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,195.8,SSE,yes,224.58,222.98,100,Bernalillo,On-Air,"Autopatch, e-power.",,NMFCC,yes,,KH6JTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,196.3,SSE,yes,147.32,147.92,100,Bernalillo,On-Air,20,K5LXP Repeters,NMFCC,yes,,K5LXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,196.3,NE,yes,447.9,442.9,CSQ,Denver,Off-Air,,,CCARC,yes,,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,196.3,NE,yes,448.7,443.7,146.2,Douglas,On-Air,,,,yes,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,196.4,NE,yes,146.715,146.115,123,Denver,On-Air,E-power.,,CCARC,yes,,EARS,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,196.4,NE,yes,448.075,443.075,123,Denver,On-Air,,,CCARC,yes,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,196.4,NE,yes,448.55,443.55,82.5,Denver,Off-Air,E-power.,,CCARC,yes,,HPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,WA5IHL,Albuquerque,NM,OPEN,,196.5,SSE,yes,442.25,447.25,,Bernalillo,On-Air,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,yes,Albuquerque,,,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,AZ-TrboNet,,,1,1,,,,,,,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,WA5IHL,"Albuquerque, Sandia Mnts",NM,OPEN,,196.7,SSE,yes,145.29,144.69,100,Bernalillo,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,215.6,SE,yes,444.375,449.375,100,San Miguel,On-Air,"Closed autopatch, e-power.",,NMFCC,yes,Wide area.,JPARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,67,K5FIQ,"Albuquerque, Northern Sandia Mountain Top",NM,OPEN,,196.7,SSE,yes,442.45,447.45,67,Bernalillo,On-Air,"FM, Autopatch",http://www.urfmsi.org,,yes,,Upper Rio Grande FM Society,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,199.5,SSE,yes,146.9,146.3,67,Bernalillo,On-Air,5,,NMFCC,yes,Wide area.,Upper Rio FM Society,"Full-time to  
        147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,199.5,SSE,yes,449.55,444.55,71.9,Bernalillo,On-Air,5,,NMFCC,yes,,Upper Rio FM Soc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,199.5,SSE,yes,449.8,444.8,67,Bernalillo,On-Air,5,,NMFCC,yes,,Upper Rio FM Soc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
