Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,Coverage,Web links,Downlink Tone,Notes,Affiliate,Links,EchoLink,AllStar,Grid,Nets,Feed,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Mixed-Mode,WIRES-X,On-air,Commands,Worldwide,North America,Local/Cluster,Talkgroup Network,Denver Regional,Northern Colorado,Local Network,P25 Digital Enabled,NAC,Default Reflector,English,Europe,TAC 310,DCI Bridge,Southwest USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X,N. Colorado,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Hytera USA,Parrott,Audio Test
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,150.1,N,yes,448.15,443.15,141.3,Denver,On-Air,K0GUR,E-power (batt).  2 meter and 70cm channel steerable remote bases.,,CCARC,yes,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",k0jsc.com,141.3,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,,Full-time to the  The Fun Machine System .,24340,29436,DM79pt,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,151.1,N,yes,446.975,441.975,,Jefferson,On-Air,W0DMR,,,,yes,Denver Metro Area,http://www.w0dmr.org/,,,,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,yes,0,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,151.6,NNW,yes,449.05,444.05,107.2,Denver,On-Air,WG0N,E-power.,,CCARC,yes,Wide area.,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,151.7,N,yes,448.85,443.85,88.5,Jefferson,On-Air,Aurora Repeater Assoc,e-power.,,CCARC,yes,"Denver metro, central front range",ARA Repeaters,88.5,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,151.7,N,yes,449.75,444.75,103.5,Jefferson,On-Air,Rocky Mtn Radio League,8,,CCARC,yes,,Repeater,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,151.7,N,yes,224,222.4,103.5,Jefferson,On-Air,Rocky Mountain Radio League,8,,CCARC,yes,,Repeater,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,151.7,N,yes,224.74,223.14,88.5,Jefferson,On-Air,Aurora Repeater Assoc,e-power,,CCARC,yes,,ARA Repeaters,88.5,,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,151.7,N,yes,147.15,147.75,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),e-power,,CCARC,yes,"Denver metro, central front range",ARA Repeaters,100,,,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,151.7,N,yes,145.22,144.62,103.5,Jefferson,On-Air,Rocky Mtn Radio League,8,,CCARC,yes,Wide area.,Repeater,103.5,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,152,SSW,yes,449.275,444.275,146.2,Santa Fe,On-Air,Fred Homuth,,3939,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,152,SSW,yes,447.775,442.775,100,Santa Fe,On-Air,,,7326,,yes,Santa Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,153.5,N,yes,449.3,444.3,100,Adams,On-Air,N1UPS,,3699,CCARC,yes,,,,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,154.3,NW,yes,447.05,442.05,136.5,Pitkin,On-Air,Roaring Fork Amateur Repeater Cooperative,,,CCARC,yes,Aspen-Snowmass areas.,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,176.5,NW,yes,447.15,442.15,136.5,Garfield,On-Air,,,,,yes,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,191.3,NW,yes,147.3,147.9,107.2,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,8,,CCARC,yes,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,Single beep courtesy tone when linked and none when unlinked.,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,155.1,S,yes,444.375,449.375,100,San Miguel,On-Air,JPARA,"Closed autopatch, e-power.",,NMFCC,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,WA5IHL,"Albuquerque, Sandia Mnts",NM,OPEN,,204,SSW,yes,145.29,144.69,100,Bernalillo,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,WA5IHL,Albuquerque,NM,OPEN,,208.9,SSW,yes,442.25,447.25,,Bernalillo,On-Air,,,,NMFCC,yes,Albuquerque,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,1,1,,AZ-TrboNet,,,,,,,1,2,2,2,2,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,156.6,N,yes,147.045,147.645,123,Adams,On-Air,Northglenn RA,E-power.,,CCARC,yes,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,159.1,SW,yes,145.41,144.81,100,Santa Fe,Off-Air,W5HO,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,159.5,N,yes,448.925,443.925,131.8,Boulder,On-Air,W0LMA,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,160.3,NW,yes,146.67,146.07,107.2,Pitkin,On-Air,Ski Country ARC,Linked.,,CCARC,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,161.2,NNW,yes,146.61,146.01,107.2,Eagle,On-Air,ECHO,11,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,163.1,NNW,yes,224.6,223,100,Gilpin,,W0RM,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,163.7,NNW,yes,224.8,223.2,,Eagle,Off-Air,ECHO,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,163.7,NNW,yes,449.9,444.9,107.2,Eagle,Off-Air,ECHO,,,CCARC,yes,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,164.8,N,yes,146.61,146.01,100,Boulder,Off-Air,Boulder Amateur Radio Club,,7007,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,164.8,N,yes,146.7,146.1,100,Boulder,On-Air,Boulder Co ARC,6,,CCARC,yes,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,164.8,N,yes,448.9,443.9,100,Boulder,On-Air,Boulder ARC,6,,CCARC,yes,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,167.3,N,yes,1299.5,1279.5,,Boulder,On-Air,Boulder County ARES,E-power.,,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,165.2,W,yes,146.7,146.1,100,La Plata,On-Air,Durango ARC,9,,CCARC,yes,Local.,http://durangoarc.org/,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,171.7,W,yes,449.85,444.85,100,La Plata,On-Air,DARC,,,CCARC,yes,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,177.7,W,yes,146.67,146.07,100,La Plata,On-Air,Durango ARC,11,,CCARC,yes,Wide area.,DARC Repeaters,,Linked active in the summer months only.,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,165.6,W,yes,147.27,147.87,127.3,San Juan,On-Air,KB5ITT,E-power.,,CCARC,yes,Wide area.,,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,165.7,N,yes,449.925,444.925,114.8,Weld,On-Air,KD0RG,,,CCARC,yes,,,114.8,,K0UPS Club,,448035,,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,166.1,WNW,yes,447.2,442.2,107.2,Montrose,On-Air,,9,3710,CCARC,yes,Delta/Montrose,GMRA Repeaters,107.2,Closed IRLP out - Ask for a control op,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,,,,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,191.3,NW,yes,449.85,444.85,131.8,Garfield,On-Air,,e-power  Linked to GMRA Open System,,CCARC,yes,Glenwood Springs,http://GMRA.org,131.8,RACES net Wed 1930 Hrs Local,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,,,,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,212.6,WNW,yes,449.3,444.3,107.2,Mesa,On-Air,,e-power Linked to GMRA Open System,3710,CCARC,yes,Wide Area I-70 West Rifle to Western Utah,http://www.gmra.org/,107.2,Closed IRLP out,,,,,,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,217.3,NW,yes,449.8,444.8,107.2,Garfield,On-Air,,8,,CCARC,yes,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,236.9,WNW,yes,449.575,444.575,131.8,Mesa,On-Air,,e-power. Linked to GMRA Open System,3710,CCARC,yes,Grand Junction,GMRA Repeaters,131.8,Closed IRLP out,Grand Mesa Repeater Assoc,,,,,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,166.1,N,yes,447.3,442.3,107.2,Weld,On-Air,,,3887,CCARC,yes,,,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,170,N,yes,224.96,223.36,CSQ,Weld,On-Air,AC0KC,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,167.1,ESE,yes,146.775,146.175,,Hamilton,On-Air,KA0TAO,,,Kansas Repeater Council,yes,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,167.3,N,yes,446.8625,441.8625,,Boulder,On-Air,Boulder County ARES,,,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,168.5,N,yes,1283.8625,1263.8625,,Boulder,On-Air,Boulder County ARES,E-power.,,CCARC,yes,20,,,,,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,168.5,N,yes,145.3875,144.7875,,Boulder,On-Air,Boulder County ARES,E-power.,,CCARC,yes,20,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,,,,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,167.3,N,yes,449.55,444.55,100,Boulder,On-Air,Rocky Mtn VHF Soc,8,,CCARC,yes,Denver metro area.,,,,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,169.2,N,yes,146.76,146.16,100,Boulder,On-Air,Rocky Mtn VHF Soc,5,,CCARC,yes,Wide area.,,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",Boulder County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,171.9,N,yes,224.02,222.42,,Boulder,On-Air,Rocky Mtn VHF Soc,8,,CCARC,yes,Denver metro area.,RMVHS repeaters,,,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,167.3,N,yes,449.4,444.4,91.5,Boulder,Off-Air,BARC,2,,CCARC,yes,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,169.9,N,yes,146.73,146.13,91.5,Boulder,Off-Air,BARC,12,,CCARC,yes,Local,http://www.ked-wireless.com/products1.htm,91.5,,,,115482,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,168.9,E,yes,444,449,141.3,Hamilton,On-Air,SKECT,E-power.,,Kansas Repeater Council,yes,,http://skect.org/default.aspx,141.3,,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,187.5,ESE,yes,147.06,147.66,,Grant,On-Air,SKECT,,,Kansas Repeater Council,yes,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,189.5,ESE,yes,444.525,449.525,141.3,Grant,On-Air,SKECT,E-power.,,Kansas Repeater Council,yes,,http://skect.org/default.aspx,141.3,,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,141.3,K0ECT,Liberal,KS,OPEN,,215.1,ESE,yes,443.1,448.1,141.3,Seward,On-Air,SPARK,Autopatch,,Kansas Repeater Council,yes,Local,http://skect.org/default.aspx,,,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.5,5,141.3,K0ECT,"Garden City, Tennis",KS,OPEN,I,220.1,ESE,yes,442.5,447.5,141.3,Finney,On-Air,SKECT,E-power.,3885,Kansas Repeater Council,yes,,http://skect.org/default.aspx,141.3,,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,224.3,E,yes,444.3,449.3,141.3,Logan,On-Air,SKECT,E-power.,,Kansas Repeater Council,yes,,http://skect.org/default.aspx,141.3,,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,141.3,K0ECT,Colby,KS,OPEN,,235.5,E,yes,444.4,449.4,141.3,Thomas,On-Air,,,,Kansas Repeater Council,yes,,http://skect.org/default.aspx,,"Repeater has zero hang-time, which gives the appearance that it's down.  It does work!",,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,169.6,NNW,yes,447.45,442.45,103.5,Grand,On-Air,W0IG,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,171.7,W,yes,448.625,443.625,131.8,La Plata,On-Air,KC5EVE,,,CCARC,yes,Wide area.,,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,171.9,N,yes,146.91,147.51,123,Boulder,On-Air,,,,,yes,"East of Gold Hill, The Indian Peaks, Denver, Boulder",http://goldhilltown.com/,127.3,There is a MOU With BCARES for repeater use.,"Town of Gold Hill, Colorado",,,,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,173.6,SSE,yes,147.34,147.94,131.8,Quay,On-Air,Big Water ARA,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,174.8,E,yes,442.175,447.175,156.7,Greeley,On-Air,WKARC,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,175.1,WNW,yes,147.33,147.93,107.2,Delta,On-Air,North Fork Repeater Assoc.,,,CCARC,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,176.1,SW,yes,443.1,448.1,100,Sandoval,On-Air,Sandoval County ARES,"Linked, e-power.",,NMFCC,yes,Wide area - NW NM.,http://nmscares.org/,,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",ARRL,,,27748,,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,185.2,SSW,yes,147.08,147.68,100,Sandoval,On-Air,Sandoval County ARES,"Linked, e-power.",,NMFCC,yes,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",http://www.nmscares.org,,25,ARRL,,,28176,,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,176.5,N,yes,147.27,147.87,100,Boulder,On-Air,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.",,CCARC,yes,Wide area: Northern Colorado.,http://w0eno.org/?q=node/11,100,,,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,176.5,N,yes,448.8,443.8,88.5,Boulder,On-Air,Longmont ARC,30,,CCARC,yes,,,88.5,,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,176.5,N,yes,448.525,443.525,151.4,Boulder,On-Air,N0EPA,,,CCARC,yes,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,178.5,WNW,yes,146.91,146.31,107.2,Montrose,On-Air,,E-Power,,CCARC,yes,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,178.5,WNW,yes,146.79,146.19,107.2,Montrose,On-Air,KC0UXX,E-power.,,CCARC,yes,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,179,WSW,yes,1292.3,1272.3,,San Juan,On-Air,San Juan County,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
